,F66,F69,F68,F107,F94,F95,F109,F22,F79,F111,F112,F113,F116,F117,F118,F110,F114,F115,F61,F88,F43,F42,F45,F130,F132,F133,F134,F135,F136,F83,F16,F18,F14,F1,F9,F10,F15,F11,category,1
10,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.6665466,-0.032444168,1.7066827,4.624978,-0.12711412,-0.28278732,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,1.6345379,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.0027531568664076527
11,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,-0.8848052,0.5312503,-1.0796498,-0.13254066,-0.87700605,-0.45447248,-0.25647464,0.1597715,0.21051858,0.14542948,1.187976,-0.9277533,-0.0056983074,0.77148145,1.7066827,4.624978,-0.12711412,-0.18557094,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,1.6345379,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.0005727746713919763
12,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,0.052302018,1.571519,0.5312503,-1.0796498,-0.13254066,0.05230195,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,-0.118374914,-0.44626385,-0.36851713,1.7066827,4.624978,-0.12711412,0.005915924,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,0.0015959077010821022
13,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,-0.9277533,-0.288919,1.4331688,1.7066827,4.624978,-0.12711412,-0.38294968,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.3664045,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,8.177635603873429e-05
14,-0.16717936,1.2323875,-0.27618235,-0.3726534,-0.13254069,0.98161006,0.039356392,-2.4701915,1.5362606,-0.13254066,0.9816101,1.5402172,1.7505759,0.3843472,2.770824,0.3718649,1.187976,1.5003821,-0.22598107,1.010637,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9998603934607379
15,-0.16717936,-0.160867,-0.27618235,-0.3726534,-0.13254069,0.98161006,0.039356392,-2.4701915,0.22830538,-0.13254066,0.9816101,0.21042407,1.7505759,0.3843472,2.770824,0.3718649,1.187976,1.5003821,-0.22598107,1.010637,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9988191197935452
16,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,0.98161006,-0.8848052,0.5312503,-1.0796498,-0.13254066,0.9816101,-0.45447248,1.081559,0.1597715,0.21051858,0.14542948,1.187976,1.5003821,-0.22598107,1.010637,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9412607943567324
17,-0.16717936,2.935254,-0.27618235,-0.3726534,-0.13254069,0.98161006,-0.009283644,0.5312503,1.5362606,-0.13254066,0.9816101,1.5402172,1.7505759,-0.62747735,-0.4143329,-0.6182716,1.187976,1.5003821,-0.60360867,-0.069398254,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9866086323875584
18,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,0.98161006,1.571519,0.5312503,-1.0796498,-0.13254066,0.9816101,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.22598107,1.010637,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,2.3664045,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.28812372291700217
19,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.5406707,-0.4082602,1.7066827,4.624978,-0.12711412,-0.27689543,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.4611018,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.0010508567969641973
20,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.288919,1.0545636,1.7066827,4.624978,-0.12711412,0.18856493,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.0020087128475758612
21,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,1.0327777,1.4331688,1.7066827,4.624978,-0.12711412,-0.15611142,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,0.5073219,-0.5138059,-0.3384457,2.3664045,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,0.02599791450977562
22,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,-0.9277533,-0.60360867,-0.57141596,1.7066827,4.624978,-0.12711412,-0.28573328,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.0005628070172931877
23,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,0.2775224,1.309756,1.7066827,4.624978,-0.12711412,-0.33581445,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.3664045,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,0.0018503077846537578
24,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.037167273,1.2253891,1.7066827,4.624978,-0.12711412,-0.28867924,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.0017557592604899388
25,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.25745004,0.75544477,1.7066827,4.624978,-0.12711412,0.03537544,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,0.07273262,-0.5138059,2.9546845,2.3664045,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,0.0023829991215529455
26,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.412352,-0.8848052,0.5312503,-1.0796498,-0.13254066,-0.41235194,-0.45447248,-0.25647464,0.1597715,0.21051858,0.14542948,1.187976,0.2863143,0.08870859,0.77148145,1.7066827,4.624978,-0.12711412,0.17383517,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.005613105400887671
27,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.13254069,-0.412352,1.571519,0.5312503,-1.0796498,-0.13254066,-0.41235194,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,0.2863143,0.08870859,0.77148145,1.7066827,4.624978,-0.12711412,0.17383517,-0.24008493,-0.4188976,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.0004944630354255015
28,-0.5348493,1.5419996,-0.37741804,1.9665153,-0.4473175,-0.87700605,0.6473575,0.5312503,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,0.4663362,1.2944165,-0.178356,-0.17994168,-0.36895445,1.2991887,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,0.5167241,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,1.4409261356136798e-05
29,-0.5348493,0.30355117,-0.37741804,-0.3726534,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.10010521,1.010637,-0.178356,-0.17994168,-0.36895445,0.4595925,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,-0.5958663,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,3.880806154864711e-05
30,-0.5348493,4.483315,-0.37741804,1.231348,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.10010521,1.010637,-0.178356,-0.17994168,-0.36895445,0.4595925,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,-0.5958663,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,6.0388622716711965e-06
31,-0.5348493,-0.47047913,-0.37741804,-0.3726534,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.6665466,-0.069398254,-0.178356,-0.17994168,-0.36895445,-0.56265277,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,1.6334933,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,6.152443939640793e-05
32,-0.5348493,-0.31567305,-0.37741804,-0.105319835,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.6665466,-0.069398254,-0.178356,-0.17994168,-0.36895445,-0.56265277,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.3809553,-0.39573193,4.2837915,-0.040422603,-0.5440433,-0.34536666,0,1.4757832041167489e-05
33,-0.5348493,0.30355117,-0.37741804,-0.3726534,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.6350776,-0.57141596,-0.178356,-0.17994168,-0.36895445,-0.3770578,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,3.9936159648198895e-05
34,-0.5348493,-0.160867,-0.37741804,1.0976813,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.6350776,-0.57141596,-0.178356,-0.17994168,-0.36895445,-0.3770578,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,1.6334933,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,2.7118100862199716e-05
35,-0.5348493,0.30355117,-0.37741804,-0.3726534,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.0056983074,1.2016827,-0.178356,-0.17994168,-0.36895445,-0.38000372,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,0.034079242,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,3.991874458583012e-05
36,-0.5348493,0.30355117,-0.37741804,0.6966809,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.0056983074,1.2016827,-0.178356,-0.17994168,-0.36895445,-0.38000372,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,0.034079242,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,2.6338778613627915e-05
37,-0.5348493,-0.47047913,-0.37741804,-0.3726534,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.6665466,-0.069398254,-0.178356,-0.17994168,-0.36895445,0.032429487,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,7.087040761467502e-05
38,-0.5348493,-0.31567305,-0.37741804,0.16201372,-0.4473175,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.41479486,0.75544477,-0.178356,-0.17994168,-0.36895445,0.032429487,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,7.329793494722378e-05
39,-0.5348493,-0.47047913,-0.37741804,0.028346943,-0.4473175,-0.87700605,0.6473575,0.5312503,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.6350776,-0.069398254,-0.178356,-0.17994168,-0.36895445,-0.33286852,-0.38952342,-0.64161724,-0.23354152,-0.46422365,-0.16526516,1.5133544,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,3.303908367570892e-05
40,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.6221936,-0.87700605,1.571519,0.5312503,-1.0796498,-0.6221936,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.2536228,1.5003821,0.12017755,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.68049085,-0.7120919,-0.76023424,-0.553747,-0.7296596,-0.62057215,0.5386625,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.12357047809937623
41,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.6221936,-0.87700605,1.571519,0.5312503,-1.0796498,-0.6221936,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.2536228,1.5003821,0.05723963,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.008813834,-0.7120919,-0.76023424,-0.553747,-0.7296596,-0.62057215,-0.5300511,1.9089866,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.23442453827503745
42,-0.6196962,6.960212,-0.6811251,1.6991818,-0.6221936,-0.87700605,-1.3468859,-0.96947056,0.22830538,-0.6221936,-0.87700605,0.21042407,1.7505759,1.9966856,-0.632908,1.9975549,0.2536228,1.5003821,0.21458447,0.45562863,-0.178356,-0.38885123,-0.36895445,0.0501052,-0.7120919,-0.76023424,-0.553747,-0.7296596,-0.62057215,0.7726721,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,24.738634,-0.5440433,-0.34536666,0,0.9742716510819832
43,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.6221936,-0.87700605,1.571519,0.5312503,-1.0796498,-0.6221936,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.2536228,-0.9277533,-0.320388,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.40946326,-0.7120919,-0.76023424,-0.553747,-0.7296596,-0.62057215,1.6303593,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.009480573880334018
44,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.6221936,0.052302018,-0.8848052,0.5312503,-1.0796498,-0.6221936,0.05230195,-0.45447248,-0.25647464,0.1597715,0.21051858,0.14542948,0.2536228,-0.9277533,-0.44626385,1.2114441,-0.178356,-0.38885123,-0.36895445,-0.3093009,-0.7120919,-0.76023424,-0.553747,-0.7296596,-0.62057215,4.446832,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.017553622305297445
45,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.6221936,0.052302018,-0.8848052,0.5312503,-1.0796498,-0.6221936,0.05230195,-0.45447248,-0.25647464,0.1597715,0.21051858,0.14542948,0.2536228,-0.9277533,-0.288919,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.3093009,-0.7120919,-0.76023424,-0.553747,-0.7296596,-0.62057215,4.446832,-0.5138059,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.04661497118667711
46,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.6221936,0.052302018,1.571519,0.5312503,-1.0796498,-0.6221936,0.05230195,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.2536228,-0.9277533,-0.288919,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.3093009,-0.7120919,-0.76023424,-0.553747,-0.7296596,-0.62057215,4.446832,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.06350314805342891
47,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.2724415,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.64934886,1.5003821,0.08870859,1.0517746,-0.178356,2.5358827,-1.3363158,0.73651195,-0.105909206,0.49049914,-0.32733908,0.06270904,-0.5580109,0.084224164,-0.5138059,-0.3384457,2.3664045,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,0.04994729569698425
48,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.2724415,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.64934886,1.5003821,1.2215915,1.4331688,-0.178356,2.5358827,-1.3363158,-0.44186872,-0.105909206,0.49049914,-0.32733908,0.06270904,-0.5580109,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.03453288573918536
49,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.2724415,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.64934886,1.5003821,0.24605343,0.98135275,-0.178356,2.5358827,-1.3363158,-0.35349017,-0.105909206,0.49049914,-0.32733908,0.06270904,-0.5580109,-0.62720686,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.0023995136769263607
50,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.2724415,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.64934886,-0.9277533,0.49780518,1.4331688,-0.178356,2.5358827,-1.3363158,-1.275573,-0.105909206,0.49049914,-0.32733908,0.06270904,-0.5580109,0.13645846,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.0015486135931403033
51,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.2724415,-0.412352,1.571519,0.5312503,-1.0796498,-0.27244145,-0.41235194,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.64934886,0.2863143,0.8754328,1.4331688,-0.178356,2.5358827,-1.3363158,-1.6290872,-0.105909206,0.49049914,-0.32733908,0.06270904,-0.5580109,0.12496691,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.010077429154247695
