,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F0-NA,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F10,F19,F15,F4,F8,F11,F71,category,1
10,0.07301255,0.15661867,-0.562344,-0.93908054,0.23557349,-0.569387,0.1190997,-0.16717936,-0.47047913,-0.27618235,-0.12040057,-0.8819862,-0.84407294,-0.20104976,0.8242657,-0.3726534,0.12684694,0.0,-0.13254069,-0.87700605,1.571519,0.48096928,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,-0.3238956,0.722111,1.246129,0.7352128,0.7362217,0.722111,1.187976,1.5003821,-0.6665466,-0.116339676,-0.032444168,-0.11633968,1.8319678,-0.24066998,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,-0.7962461,-0.7602698,-0.37743455,-0.8843119,-0.17334665,-0.28278732,-0.13013873,0.33535382,-0.15324838,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,1.6345379,1.6343334,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,3.122819,-0.13517553,-0.2680389,-0.2302306,2.2658787,2.9546845,2.3664045,2.526963,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,3.649157,-0.9096391,0,0.01306263994509559
11,1.2735555,1.2329061,-0.47327757,-0.68940306,0.23557349,-0.569387,0.1190997,-0.16717936,-0.47047913,-0.27618235,0.9118757,-0.703746,-0.67800355,-0.2857326,-0.19453238,-0.3726534,-2.381449,0.0,-0.13254069,-0.87700605,-0.8848052,-0.2031007,0.5312503,-1.0796498,-0.13254066,-0.87700605,-0.45447248,-0.25647464,0.1597715,0.21051858,0.113132976,-1.1368217,0.14542948,-1.2637951,-1.3831067,-1.1368217,1.187976,-0.9277533,-0.0056983074,0.8525569,0.77148145,0.8525569,1.8319678,-0.24066998,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,-0.58830625,-0.5914767,-0.33305746,-0.67283475,-0.17334665,-0.18557094,-0.13013873,0.2880657,-0.15324838,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,1.6345379,1.6343334,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,-0.39286152,-0.13517553,-0.2680389,-0.2302306,-0.41039035,-0.3384457,-0.3809553,-0.39573193,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,-0.34536666,-0.3703656,0,0.003232650895878983
12,0.8810376,0.82282865,-0.562344,-0.2899191,0.23557349,-0.569387,0.3029992,-0.16717936,-0.47047913,-0.27618235,-0.95944047,-0.3981915,-0.65032536,-0.8277882,0.8242657,-0.3726534,0.12684694,0.0,-0.13254069,0.052302018,1.571519,0.48096928,0.5312503,-1.0796498,-0.13254066,0.05230195,-1.119369,0.4125422,1.2514312,-0.4078659,-0.3238956,0.722111,1.246129,0.7352128,0.7362217,0.722111,1.187976,-0.118374914,-0.44626385,-0.35856378,-0.36851713,-0.35856378,1.8319678,-0.24066998,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,-0.5296565,-0.7527679,-0.39222693,-0.7147945,-0.17334665,0.005915924,-0.13013873,0.542606,-0.15324838,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5300511,-0.5300186,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,3.122819,-0.13517553,-0.2680389,-0.2302306,2.2658787,-0.3384457,-0.3809553,-0.39573193,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,1.6518953,-0.3703656,0,0.008543778327096728
13,0.5455667,0.6211077,-0.562344,-0.8891451,0.23557349,-0.569387,-0.06479982,-0.16717936,-0.47047913,-0.27618235,-0.2735846,-0.8989614,-0.68722963,1.4591442,0.8242657,-0.3726534,0.12684694,0.0,-0.13254069,-0.87700605,1.571519,0.48096928,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,-0.3238956,0.722111,1.246129,0.7352128,0.7362217,0.722111,1.187976,-0.9277533,-0.288919,1.420829,1.4331688,1.420829,1.8319678,0.98623025,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,-0.68961024,-0.4826989,-0.37743455,-0.69297546,0.48666266,-0.38294968,0.08090633,0.41892856,0.18650301,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5958663,-0.5958266,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,3.122819,-0.13517553,-0.2680389,-0.2302306,4.9421477,2.9546845,2.3664045,-0.39573193,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,1.6518953,0.16890785,0,0.0003916888709037997
14,0.5455667,0.6211077,1.9018282,-0.040241648,0.23557349,-0.569387,1.5902958,-0.16717936,1.2323875,-0.27618235,-0.45626733,-0.18175703,0.24460386,0.31322223,-0.13315898,-0.3726534,0.12684694,0.0,-0.13254069,0.98161006,0.039356392,-0.2031007,-2.4701915,1.5362606,-0.13254066,0.9816101,1.5402172,1.7505759,0.3843472,2.770824,1.010435,-1.7447594,0.3718649,-1.2865112,-1.2418181,-1.7447594,1.187976,1.5003821,-0.22598107,0.9480147,1.010637,0.9480146,1.8319678,0.25550294,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,0.66999656,0.22998336,-0.37743455,0.48189792,0.15665801,0.55975485,-0.024616191,0.7025743,0.01662731,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5958663,-0.5958266,-0.27511534,-0.2750964,-0.5138059,2.1155877,7.7653074,-0.39286152,-0.13517553,-0.2680389,-0.2302306,-0.41039035,-0.3384457,-0.3809553,2.526963,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,-0.34536666,-0.3703656,1,0.9999904992092427
15,0.5455667,0.6211077,0.031432357,-0.040241648,0.23557349,-0.569387,1.5902958,-0.16717936,-0.160867,-0.27618235,-0.09147842,-0.18175703,0.24460386,0.31322223,-1.3152102,-0.3726534,0.12684694,0.0,-0.13254069,0.98161006,0.039356392,-0.2031007,-2.4701915,0.22830538,-0.13254066,0.9816101,0.21042407,1.7505759,0.3843472,2.770824,1.010435,-1.7447594,0.3718649,-1.2865112,-1.2418181,-1.7447594,1.187976,1.5003821,-0.22598107,0.9480147,1.010637,0.9480146,1.8319678,0.25550294,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,0.66999656,0.22998336,-0.37743455,0.48189792,0.15665801,0.55975485,-0.024616191,0.7025743,0.01662731,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5958663,-0.5958266,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,-0.39286152,-0.13517553,-0.2680389,-0.2302306,-0.41039035,-0.3384457,-0.3809553,-0.39573193,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,2.7417765,-0.14719607,-0.34536666,-0.3703656,1,0.9999157436462297
16,0.5455667,0.6211077,-0.47327757,-0.040241648,0.23557349,-0.569387,-0.24869934,-0.16717936,-0.47047913,-0.27618235,0.04180976,-0.18175703,0.24460386,0.31322223,0.31486654,-0.3726534,-2.381449,0.0,-0.13254069,0.98161006,-0.8848052,-0.2031007,0.5312503,-1.0796498,-0.13254066,0.9816101,-0.45447248,1.081559,0.1597715,0.21051858,0.113132976,-1.1368217,0.14542948,-1.2637951,-1.3831067,-1.1368217,1.187976,1.5003821,-0.22598107,0.9480147,1.010637,0.9480146,1.8319678,0.25550294,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,0.66999656,0.22998336,-0.37743455,0.48189792,0.15665801,0.55975485,-0.024616191,0.7025743,0.01662731,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5958663,-0.5958266,-0.27511534,-0.2750964,-0.5138059,2.1155877,-0.1287779,-0.39286152,-0.13517553,-0.2680389,-0.2302306,-0.41039035,-0.3384457,-0.3809553,2.526963,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,-0.34536666,-0.3703656,1,0.992762546422158
17,0.5455667,0.6211077,4.366,-0.040241648,0.23557349,-0.569387,-1.3520964,-0.16717936,2.935254,-0.27618235,-0.44223705,-0.18175703,0.24460386,0.31322223,0.8242657,-0.3726534,-2.381449,0.0,-0.13254069,0.98161006,-0.009283644,0.48096928,0.5312503,1.5362606,-0.13254066,0.9816101,1.5402172,1.7505759,-0.62747735,-0.4143329,-0.3238956,0.722111,-0.6182716,0.7352128,0.7362217,0.722111,1.187976,1.5003821,-0.60360867,-0.15750585,-0.069398254,-0.15750585,1.8319678,0.25550294,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,0.66999656,0.22998336,-0.37743455,0.48189792,0.15665801,0.55975485,-0.024616191,0.7025743,0.01662731,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5958663,-0.5958266,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,-0.39286152,-0.13517553,-0.2680389,-0.2302306,-0.41039035,-0.3384457,-0.3809553,-0.39573193,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,-0.34536666,-0.9096391,1,0.9975587501105883
18,0.5455667,0.6211077,-0.562344,-0.040241648,0.23557349,-0.569387,-0.06479982,-0.16717936,-0.47047913,-0.27618235,-1.1507694,-0.18175703,0.24460386,0.31322223,0.8242657,-0.3726534,0.12684694,0.0,-0.13254069,0.98161006,1.571519,0.48096928,0.5312503,-1.0796498,-0.13254066,0.9816101,-1.119369,0.4125422,1.2514312,-0.4078659,-0.3238956,0.722111,1.246129,0.7352128,0.7362217,0.722111,1.187976,1.5003821,-0.22598107,0.9480147,1.010637,0.9480146,1.8319678,0.25550294,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,0.66999656,0.22998336,-0.37743455,0.48189792,0.15665801,0.55975485,-0.024616191,0.7025743,0.01662731,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5958663,-0.5958266,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,1.3649788,-0.13517553,-0.2680389,-0.2302306,2.2658787,-0.3384457,2.3664045,-0.39573193,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,-0.34536666,-0.3703656,0,0.663542673987905
19,-0.17759725,-0.2010379,-0.562344,-0.93908054,0.23557349,-0.569387,-0.06479982,-0.16717936,-0.47047913,-0.27618235,0.09705435,-0.89471763,-0.84407294,-0.07733338,0.8242657,-0.3726534,0.12684694,0.0,-0.13254069,-0.87700605,1.571519,0.48096928,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,-0.3238956,0.722111,1.246129,0.7352128,0.7362217,0.722111,1.187976,1.5003821,-0.5406707,-0.3797435,-0.4082602,-0.3797435,1.8319678,-0.24066998,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,-0.76425534,-0.72276026,-0.39222693,-0.8490658,-0.17334665,-0.27689543,-0.13013873,2.8418052,-0.15324838,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.4611018,-0.46107692,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,3.122819,-0.13517553,-0.2680389,-0.2302306,2.2658787,2.9546845,2.3664045,2.526963,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,3.649157,-0.9096391,0,0.0038944843338441144
20,0.5455667,0.6211077,-0.562344,-0.78927404,0.23557349,-0.569387,-0.43259886,-0.16717936,-0.47047913,-0.27618235,-0.505812,-0.7758908,-0.7149079,-0.11695502,0.8242657,-0.3726534,0.12684694,0.0,-0.13254069,-0.87700605,1.571519,0.48096928,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,-0.3238956,0.722111,1.246129,0.7352128,0.7362217,0.722111,1.187976,1.5003821,-0.288919,1.0428759,1.0545636,1.0428758,1.8319678,0.17587024,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,-0.35903925,-0.745266,-0.39222693,-0.6040208,0.15665801,0.18856493,-0.024616191,0.101425394,0.01662731,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,-0.5958663,-0.5958266,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,3.122819,-0.13517553,-0.2680389,-0.2302306,2.2658787,2.9546845,2.3664045,2.526963,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,3.649157,-0.3703656,0,0.008752908924527463
21,0.5455667,0.6211077,-0.562344,1.0084037,0.23557349,-0.569387,-0.24869934,-0.16717936,-0.47047913,-0.27618235,-1.2530142,0.5778855,-0.23515202,-0.9256952,0.8242657,-0.3726534,0.12684694,0.0,-0.13254069,-0.87700605,1.571519,0.48096928,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,-0.3238956,0.722111,1.246129,0.7352128,0.7362217,0.722111,1.187976,1.5003821,1.0327777,1.420829,1.4331688,1.420829,1.8319678,-0.24066998,1.7066827,4.624978,-0.12711412,3.0662258,1.2511436,0.51004285,0.9164089,-0.12596433,0.7168726,-0.17334665,-0.15611142,-0.13013873,0.21940444,-0.15324838,-0.24008493,-0.1074763,-0.4188976,-0.66371655,-0.08735253,-0.3175673,-0.083781056,0.8265267,0.5073219,0.50724083,-0.27511534,-0.2750964,-0.5138059,-0.35932693,-0.1287779,3.122819,-0.13517553,-0.2680389,-0.2302306,2.2658787,-0.3384457,2.3664045,-0.39573193,-0.29475316,-0.1295937,-0.040422603,-0.05721295,-0.5440433,-0.3420932,-0.14719607,1.6518953,1.7867283,0,0.18211491582090597
