,F66,F69,F68,F107,F95,F109,F22,F79,F111,F112,F113,F116,F117,F118,F114,F115,F43,F42,F45,F130,F132,F134,F135,F136,F83,F16,F18,F1,F9,F10,F15,category,1
10,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,-0.28278732,-0.24008493,-0.66371655,-0.3175673,-0.083781056,1.6345379,-0.5138059,2.9546845,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.004941142483182075
11,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,-0.8848052,0.5312503,-1.0796498,-0.13254066,-0.87700605,-0.45447248,-0.25647464,0.1597715,0.21051858,1.187976,-0.9277533,1.7066827,4.624978,-0.12711412,-0.18557094,-0.24008493,-0.66371655,-0.3175673,-0.083781056,1.6345379,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.00034966050114992875
12,-0.16717936,-0.47047913,-0.27618235,-0.3726534,0.052302018,1.571519,0.5312503,-1.0796498,-0.13254066,0.05230195,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,-0.118374914,1.7066827,4.624978,-0.12711412,0.005915924,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5300511,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.0034727028945531866
13,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,-0.9277533,1.7066827,4.624978,-0.12711412,-0.38294968,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,2.778408589536584e-05
14,-0.16717936,1.2323875,-0.27618235,-0.3726534,0.98161006,0.039356392,-2.4701915,1.5362606,-0.13254066,0.9816101,1.5402172,1.7505759,0.3843472,2.770824,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,2.526963,-0.1295937,-0.040422603,-0.5440433,1,0.9994475189827452
15,-0.16717936,-0.160867,-0.27618235,-0.3726534,0.98161006,0.039356392,-2.4701915,0.22830538,-0.13254066,0.9816101,0.21042407,1.7505759,0.3843472,2.770824,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1,0.9968771268915468
16,-0.16717936,-0.47047913,-0.27618235,-0.3726534,0.98161006,-0.8848052,0.5312503,-1.0796498,-0.13254066,0.9816101,-0.45447248,1.081559,0.1597715,0.21051858,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,2.526963,-0.1295937,-0.040422603,-0.5440433,1,0.8424493421350433
17,-0.16717936,2.935254,-0.27618235,-0.3726534,0.98161006,-0.009283644,0.5312503,1.5362606,-0.13254066,0.9816101,1.5402172,1.7505759,-0.62747735,-0.4143329,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1,0.9750968812603173
18,-0.16717936,-0.47047913,-0.27618235,-0.3726534,0.98161006,1.571519,0.5312503,-1.0796498,-0.13254066,0.9816101,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,0.55975485,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.08155532719732544
19,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,-0.27689543,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.4611018,-0.5138059,2.9546845,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.0018813271504146936
20,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,0.18856493,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.002024085617044166
21,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,-0.15611142,-0.24008493,-0.66371655,-0.3175673,-0.083781056,0.5073219,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.022856309878722895
22,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,-0.9277533,1.7066827,4.624978,-0.12711412,-0.28573328,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.0005140768236393994
23,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,-0.33581445,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.0008719120786767194
24,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,-0.28867924,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.0017616628209227597
25,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.13254066,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,1.5003821,1.7066827,4.624978,-0.12711412,0.03537544,-0.24008493,-0.66371655,-0.3175673,-0.083781056,0.07273262,-0.5138059,2.9546845,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.001323512632230969
26,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.412352,-0.8848052,0.5312503,-1.0796498,-0.13254066,-0.41235194,-0.45447248,-0.25647464,0.1597715,0.21051858,1.187976,0.2863143,1.7066827,4.624978,-0.12711412,0.17383517,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,-0.3384457,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.0023057134826411614
27,-0.16717936,-0.47047913,-0.27618235,-0.3726534,-0.412352,1.571519,0.5312503,-1.0796498,-0.13254066,-0.41235194,-1.119369,0.4125422,1.2514312,-0.4078659,1.187976,0.2863143,1.7066827,4.624978,-0.12711412,0.17383517,-0.24008493,-0.66371655,-0.3175673,-0.083781056,-0.5958663,-0.5138059,2.9546845,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.0005459001217972253
28,-0.5348493,1.5419996,-0.37741804,1.9665153,-0.87700605,0.6473575,0.5312503,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,1.2991887,-0.38952342,-0.23354152,-0.46422365,-0.16526516,0.5167241,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,1.2020978169562593e-05
29,-0.5348493,0.30355117,-0.37741804,-0.3726534,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,0.4595925,-0.38952342,-0.23354152,-0.46422365,-0.16526516,-0.5958663,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,2.5749321716121388e-05
30,-0.5348493,4.483315,-0.37741804,1.231348,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,0.4595925,-0.38952342,-0.23354152,-0.46422365,-0.16526516,-0.5958663,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,3.846326044698323e-06
31,-0.5348493,-0.47047913,-0.37741804,-0.3726534,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,-0.56265277,-0.38952342,-0.23354152,-0.46422365,-0.16526516,1.6334933,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,8.029630256011926e-05
32,-0.5348493,-0.31567305,-0.37741804,-0.105319835,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,-0.56265277,-0.38952342,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.39573193,4.2837915,-0.040422603,-0.5440433,0,1.652457084259625e-05
33,-0.5348493,0.30355117,-0.37741804,-0.3726534,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,-0.3770578,-0.38952342,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,5.6645375794946435e-05
34,-0.5348493,-0.160867,-0.37741804,1.0976813,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,-0.3770578,-0.38952342,-0.23354152,-0.46422365,-0.16526516,1.6334933,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,4.387112753965822e-05
35,-0.5348493,0.30355117,-0.37741804,-0.3726534,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,-0.38000372,-0.38952342,-0.23354152,-0.46422365,-0.16526516,0.034079242,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,2.6987034254442196e-05
36,-0.5348493,0.30355117,-0.37741804,0.6966809,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,-0.38000372,-0.38952342,-0.23354152,-0.46422365,-0.16526516,0.034079242,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,1.791614434996185e-05
37,-0.5348493,-0.47047913,-0.37741804,-0.3726534,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,0.032429487,-0.38952342,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,8.100057017742137e-05
38,-0.5348493,-0.31567305,-0.37741804,0.16201372,-0.412352,0.6473575,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,0.032429487,-0.38952342,-0.23354152,-0.46422365,-0.16526516,1.6334933,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,6.292746456964416e-05
39,-0.5348493,-0.47047913,-0.37741804,0.028346943,-0.87700605,0.6473575,0.5312503,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-0.779811,-0.45086932,-1.4282126,-0.9277533,-0.178356,-0.17994168,-0.36895445,-0.33286852,-0.38952342,-0.23354152,-0.46422365,-0.16526516,1.5133544,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,3.924061924427094e-05
40,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.6221936,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.2536228,1.5003821,-0.178356,-0.38885123,-0.36895445,-0.68049085,-0.7120919,-0.553747,-0.7296596,-0.62057215,0.5386625,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.11231837888203396
41,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.6221936,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.2536228,1.5003821,-0.178356,-0.38885123,-0.36895445,-0.008813834,-0.7120919,-0.553747,-0.7296596,-0.62057215,-0.5300511,1.9089866,-0.3384457,2.526963,-0.1295937,-0.040422603,1.8380892,0,0.15764226967227726
42,-0.6196962,6.960212,-0.6811251,1.6991818,-0.87700605,-1.3468859,-0.96947056,0.22830538,-0.6221936,-0.87700605,0.21042407,1.7505759,1.9966856,-0.632908,0.2536228,1.5003821,-0.178356,-0.38885123,-0.36895445,0.0501052,-0.7120919,-0.553747,-0.7296596,-0.62057215,0.7726721,-0.5138059,-0.3384457,-0.39573193,-0.1295937,24.738634,-0.5440433,0,0.9669724015094386
43,-0.6196962,-0.47047913,-0.6811251,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.6221936,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.2536228,-0.9277533,-0.178356,-0.38885123,-0.36895445,-0.40946326,-0.7120919,-0.553747,-0.7296596,-0.62057215,1.6303593,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.007274525137299285
44,-0.6196962,-0.47047913,-0.6811251,-0.3726534,0.052302018,-0.8848052,0.5312503,-1.0796498,-0.6221936,0.05230195,-0.45447248,-0.25647464,0.1597715,0.21051858,0.2536228,-0.9277533,-0.178356,-0.38885123,-0.36895445,-0.3093009,-0.7120919,-0.553747,-0.7296596,-0.62057215,4.446832,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.014597744252579445
45,-0.6196962,-0.47047913,-0.6811251,-0.3726534,0.052302018,-0.8848052,0.5312503,-1.0796498,-0.6221936,0.05230195,-0.45447248,-0.25647464,0.1597715,0.21051858,0.2536228,-0.9277533,-0.178356,-0.38885123,-0.36895445,-0.3093009,-0.7120919,-0.553747,-0.7296596,-0.62057215,4.446832,-0.5138059,-0.3384457,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.02870085223405077
46,-0.6196962,-0.47047913,-0.6811251,-0.3726534,0.052302018,1.571519,0.5312503,-1.0796498,-0.6221936,0.05230195,-1.119369,0.4125422,1.2514312,-0.4078659,0.2536228,-0.9277533,-0.178356,-0.38885123,-0.36895445,-0.3093009,-0.7120919,-0.553747,-0.7296596,-0.62057215,4.446832,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.0592674425105107
47,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,1.5003821,-0.178356,2.5358827,-1.3363158,0.73651195,-0.105909206,-0.32733908,0.06270904,-0.5580109,0.084224164,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.037624792727334856
48,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,1.5003821,-0.178356,2.5358827,-1.3363158,-0.44186872,-0.105909206,-0.32733908,0.06270904,-0.5580109,-0.5300511,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.020438179450269597
49,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,1.5003821,-0.178356,2.5358827,-1.3363158,-0.35349017,-0.105909206,-0.32733908,0.06270904,-0.5580109,-0.62720686,-0.5138059,2.9546845,2.526963,-0.1295937,-0.040422603,-0.5440433,0,0.002667969746513443
50,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,-0.9277533,-0.178356,2.5358827,-1.3363158,-1.275573,-0.105909206,-0.32733908,0.06270904,-0.5580109,0.13645846,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.0007186397774969451
51,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.412352,1.571519,0.5312503,-1.0796498,-0.27244145,-0.41235194,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,0.2863143,-0.178356,2.5358827,-1.3363158,-1.6290872,-0.105909206,-0.32733908,0.06270904,-0.5580109,0.12496691,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.0053777071400322
52,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,-0.9277533,-0.178356,2.5358827,-1.3363158,0.1591054,-0.105909206,-0.32733908,0.06270904,-0.5580109,1.6314039,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.0025675971111418596
53,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,1.5003821,-0.178356,2.5358827,-1.3363158,-0.38589564,-0.105909206,-0.32733908,0.06270904,-0.5580109,-0.3754376,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.02615918155231815
54,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,-0.9277533,-0.178356,2.5358827,-1.3363158,-0.18557094,-0.105909206,-0.32733908,0.06270904,-0.5580109,-0.6042238,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.0008261387873136784
55,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,-0.9277533,-0.178356,2.5358827,-1.3363158,0.16205136,-0.105909206,-0.32733908,0.06270904,-0.5580109,0.10302851,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.001267950569441502
56,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,1.5003821,-0.178356,2.5358827,-1.3363158,0.06483496,-0.105909206,-0.32733908,0.06270904,-0.5580109,2.193445,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,0,0.026963611614520534
64,-0.32744575,-0.160867,-0.24243712,-0.3726534,-0.412352,0.6473575,0.5312503,0.22830538,-0.23746625,-0.41235194,0.21042407,1.7505759,-0.779811,-0.45086932,-0.33813417,1.5003821,-0.178356,-0.17994168,0.2598304,-0.5361392,-0.3077423,-0.65077895,-0.38286573,-0.14518377,1.6314039,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1,0.9782595627369189
65,-0.32744575,0.14874512,-0.24243712,0.2288471,-0.412352,0.6473575,0.5312503,0.22830538,-0.23746625,-0.41235194,0.21042407,1.7505759,-0.779811,-0.45086932,-0.33813417,1.5003821,-0.178356,-0.17994168,0.2598304,-0.5361392,-0.3077423,-0.65077895,-0.38286573,-0.14518377,1.6314039,1.9089866,-0.3384457,2.526963,-0.1295937,-0.040422603,1.8380892,1,0.9870811110314167
68,-0.32744575,-0.0060609463,-0.24243712,0.09518033,0.052302018,-1.0064054,-0.96947056,1.5362606,-0.23746625,0.05230195,1.5402172,0.4125422,-0.6751894,-0.4251954,-0.33813417,-0.118374914,-0.178356,-0.17994168,0.2598304,1.0546747,-0.3077423,-0.65077895,-0.38286573,-0.14518377,-0.66168153,-0.5138059,-0.3384457,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1,0.29447263458078937
76,-0.32744575,-0.47047913,-0.24243712,-0.3726534,-0.412352,0.6473575,0.5312503,0.22830538,-0.23746625,-0.41235194,0.21042407,1.7505759,-0.779811,-0.45086932,-0.33813417,1.5003821,-0.178356,-0.17994168,0.2598304,0.2710516,-0.3077423,-0.65077895,-0.38286573,-0.14518377,0.5407519,-0.5138059,-0.3384457,2.526963,-0.1295937,-0.040422603,-0.5440433,1,0.9869091592259742
77,-0.32744575,-0.47047913,-0.24243712,0.028346943,-0.412352,0.6473575,0.5312503,0.22830538,-0.23746625,-0.41235194,0.21042407,1.7505759,-0.779811,-0.45086932,-0.33813417,1.5003821,-0.178356,-0.17994168,0.2598304,0.2710516,-0.3077423,-0.65077895,-0.38286573,-0.14518377,0.5407519,1.9089866,-0.3384457,-0.39573193,-0.1295937,-0.040422603,1.8380892,1,0.9745015144108663
57,0.06850653,-0.47047913,-0.17494668,-0.3726534,-0.87700605,1.571519,0.5312503,-1.0796498,-0.27244145,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,0.64934886,-0.9277533,-0.178356,2.5358827,-1.3363158,-0.3888416,-0.105909206,-0.32733908,0.06270904,-0.5580109,3.9182212,-0.5138059,2.9546845,-0.39573193,-0.1295937,-0.040422603,-0.5440433,0,0.0006814551821329844
