,F66,F69,F68,F109,F79,F112,F116,F118,F115,F43,F132,F135,F136,F18,category,1
29,-0.5348493,0.30355117,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,9.453252728603547e-05
30,-0.5348493,4.483315,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,6.794103074271792e-06
31,-0.5348493,-0.47047913,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,0.00015392613240737343
32,-0.5348493,-0.31567305,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,0.00013962628610371316
33,-0.5348493,0.30355117,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,9.453252728603547e-05
34,-0.5348493,-0.160867,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,0.00012665473970602055
35,-0.5348493,0.30355117,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,9.453252728603547e-05
36,-0.5348493,0.30355117,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,9.453252728603547e-05
37,-0.5348493,-0.47047913,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,0.00015392613240737343
38,-0.5348493,-0.31567305,-0.37741804,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,0.00013962628610371316
39,-0.5348493,-0.47047913,-0.37741804,0.6473575,0.22830538,-0.87700605,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.38952342,-0.46422365,-0.16526516,-0.3384457,0,0.0001027779281816119
40,-0.6196962,-0.47047913,-0.6811251,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.7120919,-0.7296596,-0.62057215,-0.3384457,0,0.15331311324292388
41,-0.6196962,-0.47047913,-0.6811251,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.7120919,-0.7296596,-0.62057215,-0.3384457,0,0.15331311324292388
42,-0.6196962,6.960212,-0.6811251,-1.3468859,0.22830538,-0.87700605,1.7505759,-0.632908,1.5003821,-0.178356,-0.7120919,-0.7296596,-0.62057215,-0.3384457,0,0.5292405346173112
43,-0.6196962,-0.47047913,-0.6811251,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.7120919,-0.7296596,-0.62057215,-0.3384457,0,0.0013719992215571644
44,-0.6196962,-0.47047913,-0.6811251,-0.8848052,-1.0796498,0.05230195,-0.25647464,0.21051858,-0.9277533,-0.178356,-0.7120919,-0.7296596,-0.62057215,-0.3384457,0,0.001731347967070033
45,-0.6196962,-0.47047913,-0.6811251,-0.8848052,-1.0796498,0.05230195,-0.25647464,0.21051858,-0.9277533,-0.178356,-0.7120919,-0.7296596,-0.62057215,-0.3384457,0,0.001731347967070033
46,-0.6196962,-0.47047913,-0.6811251,1.571519,-1.0796498,0.05230195,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.7120919,-0.7296596,-0.62057215,-0.3384457,0,0.003072437599474929
47,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.162788654132437
48,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.162788654132437
49,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,2.9546845,0,0.02698482801519002
50,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.0014731346272941666
51,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.41235194,0.4125422,-0.4078659,0.2863143,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.02473951306139977
52,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.0014731346272941666
53,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.162788654132437
54,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.0014731346272941666
55,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.0014731346272941666
56,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.162788654132437
64,-0.32744575,-0.160867,-0.24243712,0.6473575,0.22830538,-0.41235194,1.7505759,-0.45086932,1.5003821,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,1,0.9884582263520014
65,-0.32744575,0.14874512,-0.24243712,0.6473575,0.22830538,-0.41235194,1.7505759,-0.45086932,1.5003821,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,1,0.9860074399069513
68,-0.32744575,-0.0060609463,-0.24243712,-1.0064054,1.5362606,0.05230195,0.4125422,-0.4251954,-0.118374914,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,1,0.25369645307649796
76,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.41235194,1.7505759,-0.45086932,1.5003821,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,1,0.9904839021680952
77,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.41235194,1.7505759,-0.45086932,1.5003821,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,1,0.9904839021680952
57,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.105909206,0.06270904,-0.5580109,2.9546845,0,0.00027260252139657245
58,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,2.9546845,0,0.02305290375550438
59,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.12854327174360913
60,0.06850653,-0.47047913,-0.17494668,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.105909206,0.06270904,-0.5580109,-0.3384457,0,0.12854327174360913
61,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.87700605,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.00010810344409308116
62,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.0001596030128077945
63,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.0001596030128077945
66,-0.32744575,-0.160867,-0.24243712,0.6473575,0.22830538,0.05230195,-0.9254915,-0.45086932,-0.118374914,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.0008075344156752817
67,-0.32744575,-0.0060609463,-0.24243712,0.6473575,1.5362606,0.05230195,0.4125422,-0.45086932,-0.118374914,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.15597429289976578
69,-0.32744575,-0.160867,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.00012373680825522647
70,-0.32744575,0.14874512,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,9.592973231274294e-05
71,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.0001596030128077945
72,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.0001596030128077945
73,-0.32744575,-0.160867,-0.24243712,-1.0064054,0.22830538,-0.87700605,-0.9254915,-0.4251954,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.0001807421723125667
74,-0.32744575,0.7679693,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,5.765730880704291e-05
75,-0.32744575,1.3871936,-0.24243712,0.6473575,0.22830538,-0.41235194,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,3.4653639190257684e-05
78,-0.32744575,-0.47047913,-0.24243712,0.6473575,0.22830538,-0.87700605,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.3077423,-0.38286573,-0.14518377,-0.3384457,0,0.00010810344409308116
79,-0.5914139,-0.47047913,-0.51239896,-0.009283644,0.22830538,-0.87700605,-0.9254915,-0.4143329,-0.9277533,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,0,0.00013817299872414976
80,-0.5914139,-0.47047913,-0.51239896,0.039356392,0.22830538,-0.41235194,-0.9254915,2.770824,-0.9277533,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,0,0.001189558877652383
81,-0.5914139,-0.31567305,-0.51239896,-0.009283644,0.22830538,-0.41235194,-0.9254915,-0.4143329,-0.9277533,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,0,0.00017961815120320316
82,-0.5914139,-0.47047913,-0.51239896,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,-0.9277533,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,0,0.0018661554256674015
83,-0.5914139,0.6131633,-0.51239896,-1.1036855,0.22830538,1.4462639,-0.9254915,-0.5256185,1.0956928,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,0,0.024704908385826157
84,-0.5914139,4.0188966,-0.51239896,-1.2496058,4.152171,1.4462639,1.7505759,-0.08766253,1.0956928,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,1,0.9977030405568401
85,-0.5914139,-0.47047913,-0.51239896,-1.0550454,0.22830538,1.4462639,1.7505759,-0.4639111,1.0956928,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,1,0.9977829749091626
86,-0.5914139,4.0188966,-0.51239896,-1.2496058,4.152171,1.4462639,1.7505759,-0.08766253,1.0956928,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,1,0.9977030405568401
87,-0.5914139,4.0188966,-0.51239896,-1.2496058,4.152171,1.4462639,1.7505759,-0.08766253,1.0956928,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,1,0.9977030405568401
88,-0.5914139,4.0188966,-0.51239896,-1.3225659,4.152171,1.4462639,1.7505759,-0.632908,1.0956928,-0.178356,-0.5332669,-0.5284616,-0.43443307,-0.3384457,1,0.9969856132185915
89,-0.8365272,-0.47047913,-0.6811251,-0.009283644,0.22830538,-0.87700605,-0.9254915,-0.4143329,-0.9277533,-0.178356,-0.4578642,-0.48604032,-0.36916855,-0.3384457,0,0.0002044903729739372
90,-0.5819865,-0.47047913,-0.5798894,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.6478516,-0.69693464,-0.49197397,2.9546845,0,0.02153867195839524
91,-0.5819865,-0.47047913,-0.5798894,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.6478516,-0.69693464,-0.49197397,2.9546845,0,0.02153867195839524
92,-0.5819865,-0.47047913,-0.5798894,-0.5929647,-1.0796498,-0.87700605,0.4125422,0.15438141,1.5003821,-0.178356,-0.6478516,-0.69693464,-0.49197397,-0.3384457,1,0.3360595403968643
93,-0.5819865,-0.47047913,-0.5798894,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.6478516,-0.69693464,-0.49197397,2.9546845,0,0.02153867195839524
94,-0.5819865,-0.47047913,-0.5798894,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.6478516,-0.69693464,-0.49197397,2.9546845,0,0.02153867195839524
95,-0.5819865,-0.47047913,-0.5798894,1.571519,-1.0796498,-0.41235194,0.4125422,-0.4078659,0.2863143,-0.178356,-0.6478516,-0.69693464,-0.49197397,2.9546845,0,0.0034816193536502268
96,-0.5819865,-0.47047913,-0.5798894,1.571519,-1.0796498,-0.87700605,0.4125422,-0.4078659,1.5003821,-0.178356,-0.6478516,-0.69693464,-0.49197397,2.9546845,0,0.02153867195839524
97,-0.9166604,-0.47047913,-0.9848321,0.6473575,0.22830538,-0.87700605,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.8745152,-0.95540136,-0.61207616,-0.3384457,0,9.761304212008252e-05
98,-1.0015074,3.8640907,-0.9848321,-0.009283644,0.22830538,-0.41235194,-0.9254915,-0.4143329,0.2863143,-0.178356,-0.95629627,-1.0290325,-0.7209791,-0.3384457,0,4.5792839212102464e-05
99,-1.0015074,-0.47047913,-0.9848321,1.571519,-1.0796498,-0.41235194,0.4125422,-0.4078659,0.2863143,-0.178356,-0.95629627,-1.0290325,-0.7209791,2.9546845,0,0.0034868717366223945
100,-1.0250759,-0.47047913,-1.0523226,0.6473575,0.22830538,-0.87700605,-0.9254915,-0.45086932,-0.9277533,-0.178356,-0.9672308,-1.0358502,-0.7406743,-0.3384457,0,8.940844675098936e-05
101,-1.006221,-0.31567305,-1.0523226,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,-0.92577076,-1.0072159,-0.67309266,-0.3384457,0,0.00010204111134130413
102,0.087361395,0.45835724,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,4.615469861837138e-05
103,0.087361395,0.45835724,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,4.615469861837138e-05
104,0.087361395,0.14874512,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,5.95343838105974e-05
105,0.087361395,-0.31567305,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,8.721525741736155e-05
106,0.087361395,-0.47047913,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,9.905267491681169e-05
107,0.087361395,0.14874512,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,5.95343838105974e-05
108,0.087361395,-0.47047913,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,9.905267491681169e-05
109,0.087361395,-0.31567305,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,8.721525741736155e-05
110,0.087361395,-0.160867,0.56744826,0.039356392,0.22830538,-0.87700605,1.7505759,2.770824,1.5003821,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,1,0.996909034482098
111,0.087361395,0.45835724,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,4.615469861837138e-05
112,0.087361395,-0.160867,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,7.679237898001484e-05
113,0.087361395,-0.47047913,0.56744826,-0.5929647,-1.0796498,-0.87700605,0.4125422,0.15438141,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,0.0056613559825221494
114,0.087361395,-0.160867,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,7.679237898001484e-05
115,0.087361395,0.14874512,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,5.95343838105974e-05
116,0.087361395,0.14874512,0.56744826,0.11231656,0.22830538,-0.87700605,1.7505759,-0.5722019,1.5003821,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,1,0.9737471469773719
128,0.087361395,1.0775815,0.56744826,0.039356392,1.5362606,0.05230195,0.4125422,2.770824,-0.118374914,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,1,0.3189291240857463
139,-0.06347756,-0.31567305,-0.0062205424,-1.3468859,0.22830538,0.51695615,1.7505759,-0.632908,-0.32071954,-0.178356,-0.22436656,-0.18151623,-0.3583555,-0.3384457,1,0.9162079654420644
148,-0.18132052,0.14874512,0.9386457,-1.3468859,0.22830538,-0.87700605,1.7505759,-0.632908,1.5003821,-0.178356,0.08316695,0.10316074,0.064898476,-0.3384457,1,0.9837301350051771
153,-0.18132052,-0.0060609463,0.9386457,-1.1036855,0.22830538,-0.87700605,1.7505759,-0.5256185,1.5003821,-0.178356,0.08316695,0.10316074,0.064898476,-0.3384457,1,0.9849109189305458
155,-0.18132052,0.30355117,0.9386457,-1.1523256,0.22830538,0.05230195,1.7505759,2.7328048,0.6910036,-0.178356,0.08316695,0.10316074,0.064898476,-0.3384457,1,0.9937328343913487
156,-0.18132052,-0.31567305,0.9386457,-1.1523256,0.22830538,0.05230195,1.7505759,2.7328048,0.6910036,-0.178356,0.08316695,0.10316074,0.064898476,-0.3384457,1,0.9962239043107894
157,-0.18132052,-0.160867,0.9386457,-1.1523256,0.22830538,-0.41235194,1.7505759,2.7328048,1.5003821,-0.178356,0.08316695,0.10316074,0.064898476,-0.3384457,1,0.9985650733778325
117,0.087361395,0.45835724,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,4.123330083512742e-05
118,0.087361395,0.14874512,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,5.413017198017375e-05
119,0.087361395,-0.160867,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,7.106061458359883e-05
120,0.087361395,0.14874512,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,5.413017198017375e-05
121,0.087361395,-0.31567305,0.56744826,0.11231656,0.22830538,-0.87700605,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,8.141846451323949e-05
122,0.087361395,-0.160867,0.56744826,0.11231656,1.5362606,-0.41235194,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,0.0003485338462915135
123,0.087361395,-0.160867,0.56744826,0.11231656,1.5362606,-0.41235194,-0.9254915,-0.5722019,-0.9277533,-0.178356,0.09478488,0.12573491,-0.022764519,-0.3384457,0,0.0003485338462915135
