,F25,F67,F34,F102,F104,F108,F95,F109,F23,F79,F112,F113,F116,F117,F119,F110,F115,F41,F43,F42,F44,F46,F131,F37,F133,F134,F136,F83,F3,F6,F13,category,1
10,0.13128681,-0.4184374,-0.83786464,-0.58231163,-0.2697225,0.30309504,-0.81835794,-0.18830174,-0.08423652,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.6838976,-0.8985054,-0.7349682,-0.4404178,-0.6952553,-0.3240038,-0.44700345,-0.63443035,-0.5631098,-0.6493097,-0.20265988,-0.67871654,-0.5605773,-0.6184423,-0.7863552,-0.39526522,-0.3540827,-0.36197066,0,9.221310536142239e-05
11,1.72075,-0.4306042,-0.2212019,-0.5986711,0.8503798,-2.1682222,-0.81128955,-1.214004,0.296144,-0.34930563,-0.8112896,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.765973,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.2414608,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.55414075,-0.39526522,-0.3540827,-0.36197066,0,0.005313073549624918
12,1.72075,-0.4306042,-0.83786464,-0.5986711,0.8503798,0.30309504,-0.81128955,-1.3727436,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.961488,-0.8985054,-0.50428504,-0.4404178,-0.765973,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.2414608,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.55414075,-0.39526522,-0.3540827,-0.36197066,0,1.96328844257055e-05
13,-0.60162526,-0.4306042,-0.83786464,-0.58867365,0.661553,0.30309504,-0.81835794,-0.71336365,0.6765245,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.765973,-0.42328393,-0.5623356,-0.72743905,-0.5983137,0.18983065,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.6029963,-0.39526522,-0.3540827,-0.36197066,0,2.047468887623052e-05
14,-0.6296671,-0.4306042,0.39546078,-0.59185463,1.165958,-2.1682222,-0.81835794,-1.214004,0.296144,-0.34930563,-0.818358,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.765973,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.4043556,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.6413971,-0.39526522,-0.3540827,-0.36197066,0,0.001815974409005014
15,0.28934088,-0.42249298,-0.83786464,-0.5856225,0.0758625,0.30309504,-0.81835794,-1.3727436,0.6765245,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.961488,-0.8985054,-0.50428504,-0.4404178,-0.765973,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.25047028,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.8261634,-0.39526522,-0.3540827,-0.36197066,0,2.039832811156829e-05
16,-0.89479005,-0.4265486,-0.83786464,-0.5985412,-0.552539,-2.1682222,-0.81128955,-1.214004,0.296144,-0.34930563,-0.8112896,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,0.099278815,-0.42328393,-0.56688815,-0.16008578,6.3000913,2.5489862,-0.20265988,-0.7086044,-0.6176263,-0.6190246,-0.8004288,-0.39526522,-0.3540827,-0.36197066,0,0.010746190197841255
17,-0.9215573,-0.4103262,-0.83786464,-0.58133787,-0.19246182,0.30309504,-0.81835794,-0.98199993,-0.8449975,-0.28837857,-0.818358,-0.28858408,-0.7312871,0.33393395,1.2523291,0.34155306,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,0.22013639,1.9179312,-0.65902686,-0.59157753,-0.6557053,-0.8261634,-0.39526522,-0.3540827,-0.36197066,0,0.0009343957080507705
18,-0.33650225,-0.4306042,0.39546078,-0.594776,0.17848384,0.30309504,-0.81835794,-0.92094624,-0.08423652,-0.34930563,-0.818358,-0.34951493,0.9609529,0.022696203,0.769874,0.02960668,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.7095337,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.8179203,-0.39526522,-0.3540827,-0.36197066,0,0.016745317062134068
19,-0.20903929,-0.42249298,-0.83786464,-0.5870507,-0.3180498,-2.1682222,-0.7971529,-0.43251657,0.6765245,-0.22745155,-0.7971529,-0.2276532,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,0.8786938,-0.3540827,-0.36197066,0,0.0005215364435426431
20,-0.20903929,-0.42249298,0.39546078,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.28837857,-0.7971529,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,-0.39526522,-0.3540827,-0.36197066,0,4.414059207281571e-05
21,-0.20903929,-0.42249298,1.0121235,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.28837857,-0.7971529,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,-0.39526522,-0.3540827,-0.36197066,0,3.704498758619175e-05
22,-0.20903929,-0.42249298,-0.83786464,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.22745155,-0.7971529,-0.2276532,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,-0.39526522,-0.3540827,-0.36197066,0,6.466926966926106e-05
23,-0.6640821,-0.43871537,0.5496264,-0.5810782,-0.1432226,0.30309504,-0.81835794,-1.3971652,-0.46461707,-0.1665245,-0.818358,-0.16672236,-0.7312871,-0.961488,-0.8985054,-1.0040984,-0.4404178,1.377189,0.54745513,1.4453545,1.4538893,0.27343845,-0.026130931,-0.20265988,-0.5012068,-0.5261326,-0.31568092,-0.6241067,-0.39526522,-0.3540827,-0.36197066,0,4.471915962383277e-06
24,0.4308248,-0.43871537,-0.067036234,-0.5990606,1.6079243,0.30309504,-0.81128955,-1.3971652,0.6765245,-0.34930563,-0.8112896,-0.34951493,0.9609529,1.9254524,-0.8985054,1.7948568,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.11696967,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.2967949,2.1526527,-0.3540827,2.6653144,0,0.0380152632009671
25,-0.81321377,-0.43465978,-0.83786464,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.5302025,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.8665229,-0.8985054,-0.9120274,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.478505,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.72282296,-0.39526522,-0.3540827,-0.36197066,0,2.6508899672502652e-05
26,-0.81321377,-0.43465978,-0.83786464,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.5302025,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.8665229,-0.8985054,-0.9120274,-0.4404178,-0.5829389,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.478505,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.72282296,-0.39526522,-0.3540827,-0.36197066,0,2.6508899672502652e-05
27,0.13383608,-0.40627062,1.0121235,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3361114,-0.8449975,-0.22745155,-0.66992265,-0.2276532,-0.7312871,0.48198214,0.769874,1.095118,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,9.388323332078222e-05
28,0.13383608,-0.40627062,1.6287861,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.1924149045018558e-05
29,0.13383608,-0.40627062,0.39546078,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.6929681167080335e-05
30,0.13383608,-0.40627062,0.39546078,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.6929681167080335e-05
31,0.13383608,-0.40627062,1.0121235,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.4208171114553833e-05
32,0.13383608,-0.40627062,1.0121235,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.4208171114553833e-05
33,0.13383608,-0.40627062,1.0121235,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.4208171114553833e-05
34,0.13383608,-0.40627062,1.0121235,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.4208171114553833e-05
35,0.13383608,-0.40627062,-0.83786464,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.8476818,-0.8449975,-0.28837857,-0.66992265,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,0.00015008426553953687
36,0.13383608,-0.40627062,1.0121235,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.08423652,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.961488,0.769874,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.135981634496556e-05
37,0.13383608,-0.40627062,0.08712944,-0.4443601,-0.07560259,-2.1682222,-0.6699226,-1.214004,0.296144,-0.34930563,-0.66992265,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,0.8786938,-0.3540827,-0.36197066,0,0.002927496218743603
38,0.13383608,-0.40627062,1.0121235,-0.4443601,-0.07560259,0.30309504,-0.6699226,0.48328903,0.296144,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.961488,-0.8985054,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.7913793700061074e-05
39,0.13383608,-0.40627062,-0.83786464,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,2.1346344524478935e-05
40,0.13383608,-0.40627062,1.6287861,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3361114,-0.08423652,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.23975296,0.769874,-0.30435964,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.893416082753941e-05
41,0.13383608,-0.40627062,1.6287861,-0.4443601,-0.07560259,0.30309504,-0.6699226,1.5334128,0.6765245,-0.34930563,-0.66992265,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,0.019169218472344728
42,0.13383608,-0.40627062,-0.83786464,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,2.0686101685078816e-05
43,0.13383608,-0.40627062,-0.83786464,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,2.0686101685078816e-05
44,0.13383608,-0.40627062,0.24129511,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.88431406,0.296144,-0.34930563,-0.66992265,-0.34951493,0.9609529,1.6490431,1.2523291,1.6757524,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,0.01646262487034237
45,0.13383608,-0.40627062,1.6287861,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,1.1924149045018558e-05
46,0.13383608,-0.40627062,0.24129511,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.88431406,0.296144,-0.34930563,-0.66992265,-0.34951493,0.9609529,1.6490431,1.2523291,1.6757524,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,0.01646262487034237
47,0.13383608,-0.40627062,2.2454488,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.46461707,-0.34930563,-0.66992265,-0.34951493,0.9609529,-0.961488,-0.8985054,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,0.0004387775702089029
48,0.13383608,-0.40627062,1.6287861,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.46461707,-0.34930563,-0.66992265,-0.34951493,0.9609529,-0.961488,-0.8985054,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.39526522,-0.3540827,-0.36197066,0,0.0005227808960504005
49,2.1311808,-0.43465978,-0.83786464,-0.594776,0.7160006,0.30309504,-0.81128955,-0.43251657,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.6399528,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.47512755,-0.39526522,-0.3540827,-0.36197066,0,4.773272566112019e-05
50,2.1311808,-0.43465978,-0.83786464,-0.594776,0.7160006,0.30309504,-0.81128955,-0.43251657,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.6399528,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.47512755,-0.39526522,-0.3540827,-0.36197066,0,4.773272566112019e-05
51,2.1311808,-0.43465978,-0.83786464,-0.44767094,0.23756158,-2.1682222,-0.78301615,-1.214004,0.296144,-0.34930563,-0.78301626,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.39526522,1.305321,-0.36197066,0,0.0006779820397064207
52,2.1311808,-0.43465978,-0.83786464,-0.44767094,0.23756158,-2.1682222,-0.78301615,-1.214004,0.296144,-0.34930563,-0.78301626,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.39526522,1.305321,-0.36197066,0,0.0006779820397064207
53,2.1311808,-0.43465978,-0.83786464,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.39526522,-0.3540827,-0.36197066,0,3.876126248253931e-05
54,2.1311808,-0.43465978,-0.83786464,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,0.8786938,-0.3540827,-0.36197066,0,5.2755689443764624e-05
55,2.1311808,-0.43465978,-0.83786464,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.39526522,-0.3540827,-0.36197066,0,3.876126248253931e-05
56,2.1311808,-0.43465978,-0.83786464,-0.44767094,0.23756158,0.30309504,-0.78301615,-0.92094624,-0.08423652,-0.34930563,-0.78301626,-0.34951493,0.9609529,0.022696203,0.769874,0.02960668,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.39526522,-0.3540827,-0.36197066,0,0.002772243081577146
57,0.7392851,-0.43871537,1.6287861,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.20051245,0.296144,-0.1665245,-0.78301626,-0.16672236,-0.7312871,-0.190703,-0.44818425,-0.15490082,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.39526522,-0.3540827,-0.36197066,0,3.807087617562802e-05
58,0.7392851,-0.43871537,1.6287861,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.8476818,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.39526522,-0.3540827,-0.36197066,0,5.9776192625430666e-05
59,0.7392851,-0.43871537,0.7037921,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4215866,-0.46461707,-0.28837857,-0.78301626,-0.28858408,-0.7312871,1.4442958,3.5688426,1.3283643,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.39526522,-0.3540827,-0.36197066,0,0.0005238975314519967
60,0.7392851,-0.43871537,0.7037921,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4215866,-0.46461707,-0.1665245,-0.78301626,-0.16672236,-0.7312871,1.4442958,3.5688426,1.3283643,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.39526522,-0.3540827,-0.36197066,0,0.0005578557173949602
