,F102,F104,F108,F95,F112,F116,F117,F115,F43,F42,category,1
24,-0.5990606,1.6079243,0.30309504,-0.81128955,-0.8112896,0.9609529,1.9254524,-0.4404178,-0.15853691,0.065921165,0,0.03836591128986695
25,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.8112896,-0.7312871,-0.8665229,-0.4404178,-0.15853691,0.065921165,0,5.4975098139096724e-05
26,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.8112896,-0.7312871,-0.8665229,-0.4404178,-0.15853691,0.065921165,0,5.4975098139096724e-05
27,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,0.48198214,-0.4404178,-0.42328393,-0.5775109,0,0.0004504092178933237
28,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
29,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
30,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
31,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
32,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
33,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
34,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
35,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,0.19328807,-0.4404178,-0.42328393,-0.5775109,0,0.0003394740541762386
36,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.00010952443847534622
37,-0.4443601,-0.07560259,-2.1682222,-0.6699226,-0.66992265,0.11483291,0.12111464,-0.4404178,-0.42328393,-0.5775109,0,0.010334582909810227
38,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.00010952443847534622
39,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.25158468,-0.4404178,-0.42328393,-0.5775109,0,0.00021955867496436778
40,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.23975296,-0.4404178,-0.42328393,-0.5775109,0,0.0002221182667491743
41,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,0.9609529,0.7471093,-0.4404178,-0.42328393,-0.5775109,0,0.03585542438717892
42,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.25158468,-0.4404178,-0.42328393,-0.5775109,0,0.00021955867496436778
43,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.25158468,-0.4404178,-0.42328393,-0.5775109,0,0.00021955867496436778
44,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,0.9609529,1.6490431,-0.4404178,-0.42328393,-0.5775109,0,0.08256407577244099
45,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.0001814900179402112
46,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,0.9609529,1.6490431,-0.4404178,-0.42328393,-0.5775109,0,0.08256407577244099
47,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,0.9609529,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.006923579397909247
48,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.66992265,0.9609529,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.006923579397909247
49,-0.594776,0.7160006,0.30309504,-0.81128955,-0.8112896,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.00014455535703945772
50,-0.594776,0.7160006,0.30309504,-0.81128955,-0.8112896,-0.7312871,-0.44596297,-0.4404178,-0.42328393,-0.5775109,0,0.00014455535703945772
51,-0.44767094,0.23756158,-2.1682222,-0.78301615,-0.78301626,0.11483291,0.12111464,-0.4404178,-0.42328393,-0.5775109,0,0.009733388158555109
52,-0.44767094,0.23756158,-2.1682222,-0.78301615,-0.78301626,0.11483291,0.12111464,-0.4404178,-0.42328393,-0.5775109,0,0.009733388158555109
53,-0.44767094,0.23756158,0.30309504,-0.78301615,-0.78301626,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00012249562380399723
54,-0.44767094,0.23756158,0.30309504,-0.78301615,-0.78301626,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00012249562380399723
55,-0.44767094,0.23756158,0.30309504,-0.78301615,-0.78301626,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00012249562380399723
56,-0.44767094,0.23756158,0.30309504,-0.78301615,-0.78301626,0.9609529,0.022696203,-0.4404178,-0.42328393,-0.5775109,0,0.016921792924286045
57,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.78301626,-0.7312871,-0.190703,-0.4404178,-0.42328393,-0.5775109,0,0.0002760483246935642
58,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.78301626,-0.7312871,0.19328807,-0.4404178,-0.42328393,-0.5775109,0,0.00040209740146385285
59,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.78301626,-0.7312871,1.4442958,-0.4404178,-0.42328393,-0.5775109,0,0.0013685363903801913
60,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.78301626,-0.7312871,1.4442958,-0.4404178,-0.42328393,-0.5775109,0,0.0013685363903801913
61,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.78301626,-0.7312871,2.6471875,-0.4404178,-0.42328393,-0.5775109,0,0.004433956332499124
62,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.78301626,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,0.00017027874176693393
63,-0.5871805,0.26117876,-2.1682222,-0.81128955,-0.8112896,-0.7312871,0.19328807,-0.4404178,-0.42328393,-0.5775109,0,0.0014544704312068962
64,-0.5871805,0.26117876,0.30309504,-0.81128955,-0.8112896,-0.7312871,-0.25158468,-0.4404178,-0.42328393,-0.5775109,0,0.00022764708988603496
65,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
66,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,0.9609529,-0.23975296,-0.4404178,-0.42328393,-0.5775109,0,0.0052924749789503445
67,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
68,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
69,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
70,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
71,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
72,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
73,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.00017046914591326362
74,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
75,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
76,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
77,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
78,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
79,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
80,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
81,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
82,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.00017046914591326362
83,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
84,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
85,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.00017046914591326362
86,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
87,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
88,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
89,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,0.00017046914591326362
90,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
91,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
92,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
93,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
94,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
95,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
96,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
97,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
98,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
99,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
100,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
101,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
102,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
103,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
104,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
105,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
106,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
107,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
108,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
109,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.961488,-0.4404178,-0.42328393,-0.5775109,0,4.121297451275258e-05
110,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
111,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
112,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
113,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
114,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
115,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
116,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,0.00022374149947569953
117,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
118,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
119,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
120,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
121,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
122,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
123,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
124,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
125,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,0.00022374149947569953
126,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
127,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
128,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,0.00022374149947569953
129,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
130,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
131,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
132,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,0.00022374149947569953
133,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
134,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
135,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
136,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
137,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
138,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
139,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
140,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
141,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
142,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
143,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
144,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
145,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
146,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
147,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
148,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
149,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
150,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
151,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
152,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
153,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.6838976,-0.4404178,-0.42328393,-0.5775109,0,5.409439468689921e-05
154,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
155,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
156,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
157,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
158,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
159,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00020255346352430798
160,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
161,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
162,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
163,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00020255346352430798
164,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
165,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00020255346352430798
166,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00020255346352430798
167,-0.13060966,0.098204404,0.30309504,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,4.897093727302116e-05
168,-0.13060966,0.098204404,-2.1682222,-0.026702657,-0.026702674,-0.7312871,-0.7854551,-0.4404178,-0.42328393,-0.5775109,0,0.00020255346352430798
