,F72,F25,F62,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F110,F122,F115,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F130,F35,F131,F37,F133,F134,F39,F135,F136,F137,F83,F73,F16,F3,F7,F12,F17,F2,F6,F13,F14,F1,F5,F9,F15,F4,F8,F71,category,1
10,0.11645179,0.13128681,-0.12761247,-0.75616306,-0.4184374,-0.83786464,-1.0584993,-0.11703012,-0.81804496,-0.025348118,-0.58231163,-0.69060844,-0.2697225,0.47845042,0.30309504,-0.36780638,-0.81835794,-0.18830174,-0.08423652,-0.6395753,-0.28837857,-0.3678064,-0.818358,-0.28858408,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,0.69686925,0.58984053,0.69686925,-0.6952553,0.62157327,-0.3240038,-0.44700345,-0.64958805,-0.63443035,-0.5631098,-0.40258896,-0.43244419,-0.4055311,-0.41429865,-0.32963303,0.5987008,-0.6493097,-0.20265988,-0.67871654,-0.5605773,0.099498704,-0.6664367,-0.6184423,1.2492648,-0.7863552,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,2.4118378,0,0.00012789674118331954
11,1.7460918,1.72075,-0.12761247,-0.71467054,-0.4306042,-0.2212019,-0.91287357,-0.11703012,-0.7480579,1.9465368,-0.5986711,-0.70553774,0.8503798,0.47845042,-2.1682222,-0.36936042,-0.81128955,-1.214004,0.296144,0.8645254,-0.34930563,-0.36936042,-0.8112896,-0.3190495,0.11483291,0.12111464,-0.25485653,1.2523291,0.04550982,1.5176803,-0.4404178,0.77820647,0.6875684,0.77820647,-0.765973,-0.30356848,-0.42328393,-0.5623356,-0.6603923,-0.72743905,-0.5983137,-0.4132625,-0.4398751,-0.40248403,-0.42246097,-0.34614795,-0.2835495,-0.2414608,-0.20265988,-0.6688212,-0.5894247,0.08941587,-0.6430649,-0.5321886,0.5807726,-0.55414075,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.01868915,0,0.007370722933215229
12,1.7460918,1.72075,-0.13045616,-0.71467054,-0.4306042,-0.83786464,-0.91287357,-0.11703012,-0.7480579,1.0073553,-0.5986711,-0.70553774,0.8503798,0.47845042,0.30309504,-0.36936042,-0.81128955,-1.3727436,0.6765245,0.8645254,-0.28837857,-0.36936042,-0.8112896,-0.28858408,-0.7312871,-0.961488,-0.6848064,-0.8985054,-0.50428504,-0.52987975,-0.4404178,-0.6460604,-0.6217348,-0.6460604,-0.765973,-0.30356848,-0.42328393,-0.5623356,-0.6603923,-0.72743905,-0.5983137,-0.4132625,-0.4398751,-0.40248403,-0.42246097,-0.34614795,-0.2835495,-0.2414608,-0.20265988,-0.6688212,-0.5894247,0.08941587,-0.6430649,-0.5321886,0.5807726,-0.55414075,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.8288648,0,1.461014912339583e-05
13,-0.5938415,-0.60162526,-0.12761247,-0.71467054,-0.4306042,-0.83786464,-0.91287357,-0.11703012,-0.7480579,0.62182856,-0.58867365,-0.65648437,0.661553,0.47845042,0.30309504,-0.36936042,-0.81835794,-0.71336365,0.6765245,0.8645254,-0.28837857,-0.36936042,-0.818358,-0.28858408,-0.7312871,-0.25158468,-0.39605644,-0.8985054,-0.25847515,-0.52987975,-0.4404178,-0.7170142,-0.71820974,-0.7170142,-0.765973,-0.30356848,-0.42328393,-0.5623356,-0.6603923,-0.72743905,-0.5983137,-0.4056241,-0.43373322,-0.39915994,-0.4157777,-0.33591747,-0.2835495,0.18983065,-0.20265988,-0.6688212,-0.5894247,0.08941587,-0.6430649,-0.5321886,0.5807726,-0.6029963,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.01868915,0,1.4327192410762426e-05
14,-0.6160916,-0.6296671,-0.12476878,-0.71467054,-0.4306042,0.39546078,-0.91287357,-0.11212637,-0.7480579,13.228884,-0.59185463,-0.65435165,1.165958,-0.6428285,-2.1682222,-0.36936042,-0.81835794,-1.214004,0.296144,0.8645254,-0.34930563,-0.36936042,-0.818358,-0.3190495,0.11483291,0.12111464,-0.25485653,1.2523291,0.04550982,1.5176803,-0.4404178,-0.6460604,-0.6217348,-0.6460604,-0.765973,-0.30356848,-0.42328393,-0.5623356,-0.6603923,-0.72743905,-0.5983137,-0.40274072,-0.44010258,-0.40747014,-0.41733897,-0.31531036,-0.2835495,-0.4043556,-0.20265988,-0.6688212,-0.5894247,0.08941587,-0.6430649,-0.5321886,0.5807726,-0.6413971,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.6263209,0,0.00060040506056144
15,0.26511216,0.28934088,-0.13045616,-0.71467054,-0.42249298,-0.83786464,-0.91287357,-0.11703012,-0.7480579,0.9598372,-0.5856225,-0.67567915,0.0758625,0.47845042,0.30309504,-0.36936042,-0.81835794,-1.3727436,0.6765245,0.8645254,-0.28837857,-0.36936042,-0.818358,-0.28858408,-0.7312871,-0.961488,-0.6848064,-0.8985054,-0.50428504,-0.52987975,-0.4404178,-0.85298824,-0.85101944,-0.85298824,-0.765973,-0.06253369,-0.42328393,-0.5623356,-0.6603923,-0.72743905,-0.5983137,-0.39844096,-0.4316101,-0.39888293,-0.41109398,-0.3192564,-0.23453559,-0.25047028,-0.20265988,-0.6688212,-0.5894247,0.08941587,-0.6430649,-0.5321886,0.5807726,-0.8261634,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.38639867,0,1.5415519956647952e-05
16,-0.89214015,-0.89479005,-0.13045616,-0.77191484,-0.4265486,-0.83786464,-1.1695211,-0.11703012,-0.9048289,2.7095783,-0.5985412,-0.7215334,-0.552539,0.47845042,-2.1682222,-0.3711365,-0.81128955,-1.214004,0.296144,0.8645254,-0.34930563,-0.3711365,-0.8112896,-0.3190495,0.11483291,0.12111464,-0.25485653,1.2523291,0.04550982,1.5176803,-0.4404178,-1.8893582,-1.883427,-1.8893582,0.099278815,5.4239464,-0.42328393,-0.56688815,0.59170043,-0.16008578,6.3000913,-0.39292714,-0.44245315,-0.40747014,-0.41287434,-0.28242669,10.327962,2.5489862,-0.20265988,-0.7086044,-0.6176263,4.455284,-0.6927141,-0.6190246,1.904806,-0.8004288,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.8288648,0,0.0344699984080631
17,-0.9234371,-0.9215573,-0.13045616,-0.7422224,-0.4103262,-0.83786464,-0.99650025,-0.11703012,-0.80684704,1.1483036,-0.58133787,-0.6831438,-0.19246182,0.47845042,0.30309504,-0.3684724,-0.81835794,-0.98199993,-0.8449975,-0.6395753,-0.28837857,-0.3684724,-0.818358,-0.28858408,-0.7312871,0.33393395,-0.18818381,1.2523291,0.34155306,1.5176803,-0.4404178,-0.2502522,-0.19323559,-0.2502522,-0.5829389,3.0772185,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.38847563,-0.41644502,-0.3861406,-0.39896005,-0.31969485,3.4415076,0.22013639,1.9179312,-0.65902686,-0.59157753,0.59355766,-0.66304374,-0.6557053,0.6223794,-0.8261634,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,1.601662,0,0.0016593323513220935
18,-0.36424923,-0.33650225,-0.13045616,-0.7422224,-0.4306042,0.39546078,-0.99650025,-0.11703012,-0.80684704,1.3374104,-0.594776,-0.70020586,0.17848384,0.47845042,0.30309504,-0.3684724,-0.81835794,-0.92094624,-0.08423652,-0.6395753,-0.34930563,-0.3684724,-0.818358,-0.34951493,0.9609529,0.022696203,0.056510504,0.769874,0.02960668,0.61023885,-0.4404178,0.17472868,0.13377698,0.17472868,-0.5829389,-0.25576004,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.40946856,-0.4379036,-0.40580812,-0.42002323,-0.3389866,0.0350409,-0.7095337,-0.20265988,-0.65902686,-0.59157753,0.08941587,-0.66304374,-0.6557053,0.6223794,-0.8179203,0.048084386,2.5746799,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,0.99403036,0,0.031130090624603195
19,-0.2192565,-0.20903929,-0.11908139,-0.7422224,-0.42249298,-0.83786464,-0.99650025,-0.107222624,-0.80684704,-1.2718829,-0.5870507,-0.70127225,-0.3180498,0.47845042,-2.1682222,-0.3684724,-0.7971529,-0.43251657,0.6765245,0.8645254,-0.22745155,-0.3684724,-0.7971529,-0.2276532,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-1.2089932,-1.2093551,-1.2089932,-0.5829389,7.714905,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.41452712,-0.42364842,-0.40747014,-0.4177772,-0.3810777,-0.2835495,1.546651,-0.20265988,-0.65902686,-0.59157753,-2.3405476,-0.66304374,-0.6557053,0.6223794,-0.7604196,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,6.6806874,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,-0.42377698,0,0.0016008909258235467
20,-0.2192565,-0.20903929,-0.12619062,-0.7422224,-0.42249298,0.39546078,-0.99650025,-0.11703012,-0.80684704,-0.28541648,-0.5870507,-0.70127225,-0.3180498,-1.0165881,0.30309504,-0.3684724,-0.7971529,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.3684724,-0.7971529,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-1.2089932,-1.2093551,-1.2089932,-0.5829389,7.714905,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.41452712,-0.42364842,-0.40747014,-0.4177772,-0.3810777,-0.2835495,1.546651,-0.20265988,-0.65902686,-0.59157753,-2.3405476,-0.66304374,-0.6557053,0.6223794,-0.7604196,0.048084386,2.5746799,-0.39526522,-0.14975522,-0.3495371,6.6806874,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,-0.42377698,0,7.565603263240005e-05
21,-0.2192565,-0.20903929,-0.10770662,-0.7422224,-0.42249298,1.0121235,-0.99650025,-0.08760762,-0.80684704,-1.0148039,-0.5870507,-0.70127225,-0.3180498,-3.1657062,0.30309504,-0.3684724,-0.7971529,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.3684724,-0.7971529,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-1.2089932,-1.2093551,-1.2089932,-0.5829389,7.714905,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.41452712,-0.42364842,-0.40747014,-0.4177772,-0.3810777,-0.2835495,1.546651,-0.20265988,-0.65902686,-0.59157753,-2.3405476,-0.66304374,-0.6557053,0.6223794,-0.7604196,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.42377698,0,1.421396121264712e-05
22,-0.2192565,-0.20903929,-0.12476878,-0.7422224,-0.42249298,-0.83786464,-0.99650025,-0.11212637,-0.80684704,0.36027065,-0.5870507,-0.70127225,-0.3180498,0.47845042,0.30309504,-0.3684724,-0.7971529,-0.43251657,0.6765245,0.8645254,-0.22745155,-0.3684724,-0.7971529,-0.2276532,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-1.2089932,-1.2093551,-1.2089932,-0.5829389,7.714905,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.41452712,-0.42364842,-0.40747014,-0.4177772,-0.3810777,-0.2835495,1.546651,-0.20265988,-0.65902686,-0.59157753,-2.3405476,-0.66304374,-0.6557053,0.6223794,-0.7604196,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.42377698,0,1.4294390127468503e-05
23,-0.6390753,-0.6640821,-0.12050324,-0.5997428,-0.43871537,0.5496264,-0.5048329,-0.10231887,-0.47930762,1.2356426,-0.5810782,-0.6788783,-0.1432226,-0.5894342,0.30309504,-0.3464937,-0.81835794,-1.3971652,-0.46461707,-0.6395753,-0.1665245,-0.3464937,-0.818358,-0.16672236,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.52987975,-0.4404178,-0.60971826,-0.586653,-0.60971826,1.377189,-0.30356848,0.54745513,1.4453545,0.8437996,1.4538893,0.27343845,-0.39656928,-0.4404817,-0.40636212,-0.41402474,-0.29674935,-0.2835495,-0.026130931,-0.20265988,-0.5012068,-0.5261326,0.08941587,-0.4709442,-0.31568092,-0.3346904,-0.6241067,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.38639867,0,3.085472855804707e-06
24,0.379297,0.4308248,-0.13045616,-0.7422224,-0.43871537,-0.067036234,-0.99650025,-0.11703012,-0.80684704,-0.7674706,-0.5990606,-0.70020586,1.6079243,0.47845042,0.30309504,-0.3684724,-0.81128955,-1.3971652,0.6765245,0.8645254,-0.34930563,-0.3684724,-0.8112896,-0.34951493,0.9609529,1.9254524,0.09660351,-0.8985054,1.7948568,-0.52987975,-0.4404178,-0.6037848,-0.58038837,-0.6037848,-0.5829389,-0.30356848,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.41452712,-0.44214985,-0.40747014,-0.42446047,-0.3454172,-0.2835495,-0.11696967,-0.20265988,-0.65902686,-0.59157753,0.08941587,-0.66304374,-0.6557053,0.6223794,-0.2967949,0.048084386,-0.37282997,2.1526527,-0.14975522,1.2974665,-0.14968519,-0.26360977,-0.3540827,2.6653144,2.6144538,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.42377698,0,0.03430947934907229
25,-0.7923813,-0.81321377,-0.13045616,-0.7422224,-0.43465978,-0.83786464,-0.99650025,-0.11703012,-0.80684704,0.48054573,-0.5989307,-0.70447135,1.0956454,0.47845042,0.30309504,-0.3684724,-0.81128955,-0.5302025,0.6765245,0.8645254,-0.28837857,-0.3684724,-0.8112896,-0.28858408,-0.7312871,-0.8665229,-0.6425296,-0.8985054,-0.9120274,-0.52987975,-0.4404178,-0.49698338,-0.4663725,-0.49698338,-0.5829389,0.01828806,-0.15853691,0.065921165,-0.8932839,-0.36744055,2.3011935,-0.41017675,-0.4395718,-0.40691614,-0.42111883,-0.3378174,-0.16101474,-0.478505,-0.20265988,-0.65902686,-0.59157753,0.08941587,-0.66304374,-0.6557053,0.6223794,-0.72282296,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-0.01868915,0,1.789469142869264e-05
