,F25,F67,F102,F104,F108,F95,F109,F23,F79,F112,F113,F116,F117,F110,F115,F43,F42,F44,F37,F134,F136,F6,F13,category,1
17,-0.9215573,-0.4103262,-0.58133787,-0.19246182,0.30309504,-0.81835794,-0.98199993,-0.8449975,-0.28837857,-0.818358,-0.28858408,-0.7312871,0.33393395,0.34155306,-0.4404178,-0.15853691,0.065921165,-0.36744055,1.9179312,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,0.0002881609344075813
18,-0.33650225,-0.4306042,-0.594776,0.17848384,0.30309504,-0.81835794,-0.92094624,-0.08423652,-0.34930563,-0.818358,-0.34951493,0.9609529,0.022696203,0.02960668,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,0.006184394859423545
19,-0.20903929,-0.42249298,-0.5870507,-0.3180498,-2.1682222,-0.7971529,-0.43251657,0.6765245,-0.22745155,-0.7971529,-0.2276532,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,0.00023723088460940033
20,-0.20903929,-0.42249298,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.28837857,-0.7971529,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,5.566158806864835e-05
21,-0.20903929,-0.42249298,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.28837857,-0.7971529,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,5.566158806864835e-05
22,-0.20903929,-0.42249298,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.22745155,-0.7971529,-0.2276532,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,5.779493673589546e-05
23,-0.6640821,-0.43871537,-0.5810782,-0.1432226,0.30309504,-0.81835794,-1.3971652,-0.46461707,-0.1665245,-0.818358,-0.16672236,-0.7312871,-0.961488,-1.0040984,-0.4404178,0.54745513,1.4453545,1.4538893,-0.20265988,-0.5261326,-0.31568092,-0.3540827,-0.36197066,0,1.0844379189298933e-05
24,0.4308248,-0.43871537,-0.5990606,1.6079243,0.30309504,-0.81128955,-1.3971652,0.6765245,-0.34930563,-0.8112896,-0.34951493,0.9609529,1.9254524,1.7948568,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,2.6653144,0,0.02820735490892549
25,-0.81321377,-0.43465978,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.5302025,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.8665229,-0.9120274,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,1.116739246877116e-05
26,-0.81321377,-0.43465978,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.5302025,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.8665229,-0.9120274,-0.4404178,-0.15853691,0.065921165,-0.36744055,-0.20265988,-0.59157753,-0.6557053,-0.3540827,-0.36197066,0,1.116739246877116e-05
27,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3361114,-0.8449975,-0.22745155,-0.66992265,-0.2276532,-0.7312871,0.48198214,1.095118,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.00027050397835943633
28,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
29,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
30,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
31,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
32,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
33,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
34,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
35,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.8476818,-0.8449975,-0.28837857,-0.66992265,-0.28858408,-0.7312871,0.19328807,0.25543147,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.00018942485630249828
36,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.08423652,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,2.6753083074467755e-05
37,0.13383608,-0.40627062,-0.4443601,-0.07560259,-2.1682222,-0.6699226,-1.214004,0.296144,-0.34930563,-0.66992265,-0.3190495,0.11483291,0.12111464,0.04550982,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0025731277397651586
38,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,0.48328903,0.296144,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.0314142927250404e-05
39,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.25158468,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,5.554055243688845e-05
40,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3361114,-0.08423652,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.23975296,-0.30435964,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,5.835801459642707e-05
41,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,1.5334128,0.6765245,-0.34930563,-0.66992265,-0.34951493,0.9609529,0.7471093,0.9665945,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0465271283378569
42,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.25158468,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,5.349041400812149e-05
43,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.25158468,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,5.349041400812149e-05
44,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.88431406,0.296144,-0.34930563,-0.66992265,-0.34951493,0.9609529,1.6490431,1.6757524,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.03458694731406635
45,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,4.9733969035869e-05
46,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.88431406,0.296144,-0.34930563,-0.66992265,-0.34951493,0.9609529,1.6490431,1.6757524,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.03458694731406635
47,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.46461707,-0.34930563,-0.66992265,-0.34951493,0.9609529,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.00253511296920059
48,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.46461707,-0.34930563,-0.66992265,-0.34951493,0.9609529,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.00253511296920059
49,2.1311808,-0.43465978,-0.594776,0.7160006,0.30309504,-0.81128955,-0.43251657,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,9.871260444231989e-05
50,2.1311808,-0.43465978,-0.594776,0.7160006,0.30309504,-0.81128955,-0.43251657,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,9.871260444231989e-05
51,2.1311808,-0.43465978,-0.44767094,0.23756158,-2.1682222,-0.78301615,-1.214004,0.296144,-0.34930563,-0.78301626,-0.3190495,0.11483291,0.12111464,0.04550982,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,1.305321,-0.36197066,0,0.002808741597410995
52,2.1311808,-0.43465978,-0.44767094,0.23756158,-2.1682222,-0.78301615,-1.214004,0.296144,-0.34930563,-0.78301626,-0.3190495,0.11483291,0.12111464,0.04550982,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,1.305321,-0.36197066,0,0.002808741597410995
53,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0003192791003838495
54,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0003192791003838495
55,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8334304,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0003192791003838495
56,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,-0.92094624,-0.08423652,-0.34930563,-0.78301626,-0.34951493,0.9609529,0.022696203,0.02960668,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.01850594530080671
57,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.20051245,0.296144,-0.1665245,-0.78301626,-0.16672236,-0.7312871,-0.190703,-0.15490082,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0001583927262034327
58,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.8476818,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,0.19328807,0.25543147,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0001547605640108575
59,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4215866,-0.46461707,-0.28837857,-0.78301626,-0.28858408,-0.7312871,1.4442958,1.3283643,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0005753181568141297
60,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4215866,-0.46461707,-0.1665245,-0.78301626,-0.16672236,-0.7312871,1.4442958,1.3283643,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0006202386312272928
61,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4337972,-2.7469003,-0.28837857,-0.78301626,-0.28858408,-0.7312871,2.6471875,2.4945955,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0069048663084416645
62,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.18830174,-0.08423652,-0.1665245,-0.78301626,-0.16672236,-0.7312871,-0.6838976,-0.7349682,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.00011193907236893773
63,2.1311808,-0.4306042,-0.5871805,0.26117876,-2.1682222,-0.81128955,-0.8476818,-0.8449975,-0.28837857,-0.8112896,-0.28858408,-0.7312871,0.19328807,0.25543147,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0020119834597547913
64,2.1311808,-0.4306042,-0.5871805,0.26117876,0.30309504,-0.81128955,-0.71336365,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.25158468,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.00013863070883216947
65,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,-1.3605329,-0.08423652,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,2.891747363253019e-05
66,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,-1.3361114,-0.08423652,-0.34930563,-0.026702674,-0.34951493,0.9609529,-0.23975296,-0.30435964,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.004919997624742476
67,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
68,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
69,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.22745155,-0.026702674,-0.2276532,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.885041501233403e-05
70,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
71,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.22745155,-0.026702674,-0.2276532,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.885041501233403e-05
72,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.22745155,-0.026702674,-0.2276532,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.885041501233403e-05
73,2.1311808,-0.14265692,-0.13060966,0.098204404,-2.1682222,-0.026702657,0.48328903,0.296144,-0.22745155,-0.026702674,-0.2276532,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,0.0002826006072524371
74,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
75,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
76,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
77,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
78,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
79,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.63090093910042e-05
80,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,0.48328903,0.296144,-0.22745155,-0.026702674,-0.2276532,-0.7312871,-0.961488,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.20265988,-0.49211848,-1.3290167,-0.3540827,-0.36197066,0,6.885041501233403e-05
