,F25,F67,F102,F104,F108,F95,F109,F23,F79,F112,F113,F116,F117,F119,F110,F115,F43,F42,F44,F46,F131,F37,F133,F134,F136,F83,F6,F13,category,1
10,0.13128681,-0.4184374,-0.58231163,-0.2697225,0.30309504,-0.81835794,-0.18830174,-0.08423652,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.6838976,-0.8985054,-0.7349682,-0.4404178,-0.3240038,-0.44700345,-0.63443035,-0.5631098,-0.6493097,-0.20265988,-0.67871654,-0.5605773,-0.6184423,-0.7863552,-0.3540827,-0.36197066,0,8.145973737361819e-05
11,1.72075,-0.4306042,-0.5986711,0.8503798,-2.1682222,-0.81128955,-1.214004,0.296144,-0.34930563,-0.8112896,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.2414608,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.55414075,-0.3540827,-0.36197066,0,0.006142569693342816
12,1.72075,-0.4306042,-0.5986711,0.8503798,0.30309504,-0.81128955,-1.3727436,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.961488,-0.8985054,-0.50428504,-0.4404178,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.2414608,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.55414075,-0.3540827,-0.36197066,0,2.327184436631383e-05
13,-0.60162526,-0.4306042,-0.58867365,0.661553,0.30309504,-0.81835794,-0.71336365,0.6765245,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.42328393,-0.5623356,-0.72743905,-0.5983137,0.18983065,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.6029963,-0.3540827,-0.36197066,0,1.8356390011208572e-05
14,-0.6296671,-0.4306042,-0.59185463,1.165958,-2.1682222,-0.81835794,-1.214004,0.296144,-0.34930563,-0.818358,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.4043556,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.6413971,-0.3540827,-0.36197066,0,0.0020004785119893754
15,0.28934088,-0.42249298,-0.5856225,0.0758625,0.30309504,-0.81835794,-1.3727436,0.6765245,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.961488,-0.8985054,-0.50428504,-0.4404178,-0.42328393,-0.5623356,-0.72743905,-0.5983137,-0.25047028,-0.20265988,-0.6688212,-0.5894247,-0.5321886,-0.8261634,-0.3540827,-0.36197066,0,2.0921420504787707e-05
16,-0.89479005,-0.4265486,-0.5985412,-0.552539,-2.1682222,-0.81128955,-1.214004,0.296144,-0.34930563,-0.8112896,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.42328393,-0.56688815,-0.16008578,6.3000913,2.5489862,-0.20265988,-0.7086044,-0.6176263,-0.6190246,-0.8004288,-0.3540827,-0.36197066,0,0.009256093485218022
17,-0.9215573,-0.4103262,-0.58133787,-0.19246182,0.30309504,-0.81835794,-0.98199993,-0.8449975,-0.28837857,-0.818358,-0.28858408,-0.7312871,0.33393395,1.2523291,0.34155306,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,0.22013639,1.9179312,-0.65902686,-0.59157753,-0.6557053,-0.8261634,-0.3540827,-0.36197066,0,0.0006361009135497927
18,-0.33650225,-0.4306042,-0.594776,0.17848384,0.30309504,-0.81835794,-0.92094624,-0.08423652,-0.34930563,-0.818358,-0.34951493,0.9609529,0.022696203,0.769874,0.02960668,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.7095337,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.8179203,-0.3540827,-0.36197066,0,0.016879726587948382
19,-0.20903929,-0.42249298,-0.5870507,-0.3180498,-2.1682222,-0.7971529,-0.43251657,0.6765245,-0.22745155,-0.7971529,-0.2276532,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,-0.3540827,-0.36197066,0,0.00026067101533631666
20,-0.20903929,-0.42249298,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.28837857,-0.7971529,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,-0.3540827,-0.36197066,0,4.6991509269888424e-05
21,-0.20903929,-0.42249298,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.28837857,-0.7971529,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,-0.3540827,-0.36197066,0,4.6991509269888424e-05
22,-0.20903929,-0.42249298,-0.5870507,-0.3180498,0.30309504,-0.7971529,-0.43251657,0.6765245,-0.22745155,-0.7971529,-0.2276532,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,1.546651,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.7604196,-0.3540827,-0.36197066,0,4.880922835202331e-05
23,-0.6640821,-0.43871537,-0.5810782,-0.1432226,0.30309504,-0.81835794,-1.3971652,-0.46461707,-0.1665245,-0.818358,-0.16672236,-0.7312871,-0.961488,-0.8985054,-1.0040984,-0.4404178,0.54745513,1.4453545,1.4538893,0.27343845,-0.026130931,-0.20265988,-0.5012068,-0.5261326,-0.31568092,-0.6241067,-0.3540827,-0.36197066,0,8.04068474922935e-06
24,0.4308248,-0.43871537,-0.5990606,1.6079243,0.30309504,-0.81128955,-1.3971652,0.6765245,-0.34930563,-0.8112896,-0.34951493,0.9609529,1.9254524,-0.8985054,1.7948568,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.11696967,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.2967949,-0.3540827,2.6653144,0,0.023639974395327362
25,-0.81321377,-0.43465978,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.5302025,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.8665229,-0.8985054,-0.9120274,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.478505,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.72282296,-0.3540827,-0.36197066,0,1.952556526002007e-05
26,-0.81321377,-0.43465978,-0.5989307,1.0956454,0.30309504,-0.81128955,-0.5302025,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.8665229,-0.8985054,-0.9120274,-0.4404178,-0.15853691,0.065921165,-0.36744055,2.3011935,-0.478505,-0.20265988,-0.65902686,-0.59157753,-0.6557053,-0.72282296,-0.3540827,-0.36197066,0,1.952556526002007e-05
27,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3361114,-0.8449975,-0.22745155,-0.66992265,-0.2276532,-0.7312871,0.48198214,0.769874,1.095118,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.000140507833147249
28,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
29,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
30,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
31,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
32,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
33,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
34,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
35,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.8476818,-0.8449975,-0.28837857,-0.66992265,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.0001293397000684369
36,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.08423652,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.961488,0.769874,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,1.9123254584575822e-05
37,0.13383608,-0.40627062,-0.4443601,-0.07560259,-2.1682222,-0.6699226,-1.214004,0.296144,-0.34930563,-0.66992265,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.002338587023578647
38,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,0.48328903,0.296144,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.961488,-0.8985054,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.5762754910485535e-05
39,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.069623230589034e-05
40,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3361114,-0.08423652,-0.22745155,-0.66992265,-0.2276532,-0.7312871,-0.23975296,0.769874,-0.30435964,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,3.7060421924028357e-05
41,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,1.5334128,0.6765245,-0.34930563,-0.66992265,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.025401467136645046
42,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,1.9925456861738622e-05
43,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.71336365,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,1.9925456861738622e-05
44,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.88431406,0.296144,-0.34930563,-0.66992265,-0.34951493,0.9609529,1.6490431,1.2523291,1.6757524,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.018832235998163162
45,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.43251657,0.6765245,-0.28837857,-0.66992265,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,2.229428511333236e-05
46,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-0.88431406,0.296144,-0.34930563,-0.66992265,-0.34951493,0.9609529,1.6490431,1.2523291,1.6757524,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.018832235998163162
47,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.46461707,-0.34930563,-0.66992265,-0.34951493,0.9609529,-0.961488,-0.8985054,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.001070739846276983
48,0.13383608,-0.40627062,-0.4443601,-0.07560259,0.30309504,-0.6699226,-1.3971652,-0.46461707,-0.34930563,-0.66992265,-0.34951493,0.9609529,-0.961488,-0.8985054,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,0.33887675,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.67316324,-0.3540827,-0.36197066,0,0.001070739846276983
49,2.1311808,-0.43465978,-0.594776,0.7160006,0.30309504,-0.81128955,-0.43251657,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.6399528,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.47512755,-0.3540827,-0.36197066,0,5.436291327381756e-05
50,2.1311808,-0.43465978,-0.594776,0.7160006,0.30309504,-0.81128955,-0.43251657,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.6399528,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.47512755,-0.3540827,-0.36197066,0,5.436291327381756e-05
51,2.1311808,-0.43465978,-0.44767094,0.23756158,-2.1682222,-0.78301615,-1.214004,0.296144,-0.34930563,-0.78301626,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,1.305321,-0.36197066,0,0.0007508144551977629
52,2.1311808,-0.43465978,-0.44767094,0.23756158,-2.1682222,-0.78301615,-1.214004,0.296144,-0.34930563,-0.78301626,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,1.305321,-0.36197066,0,0.0007508144551977629
53,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.3540827,-0.36197066,0,3.635836397150792e-05
54,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.3540827,-0.36197066,0,3.635836397150792e-05
55,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.3540827,-0.36197066,0,3.635836397150792e-05
56,2.1311808,-0.43465978,-0.44767094,0.23756158,0.30309504,-0.78301615,-0.92094624,-0.08423652,-0.34930563,-0.78301626,-0.34951493,0.9609529,0.022696203,0.769874,0.02960668,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,2.6931443,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.3540827,-0.36197066,0,0.003094722632974162
57,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.20051245,0.296144,-0.1665245,-0.78301626,-0.16672236,-0.7312871,-0.190703,-0.44818425,-0.15490082,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.3540827,-0.36197066,0,7.334283394638385e-05
58,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.8476818,0.296144,-0.28837857,-0.78301626,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.3540827,-0.36197066,0,0.0001142924611436046
59,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4215866,-0.46461707,-0.28837857,-0.78301626,-0.28858408,-0.7312871,1.4442958,3.5688426,1.3283643,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.3540827,-0.36197066,0,0.0007332812937343229
60,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4215866,-0.46461707,-0.1665245,-0.78301626,-0.16672236,-0.7312871,1.4442958,3.5688426,1.3283643,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.3540827,-0.36197066,0,0.0007910649936454591
61,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-1.4337972,-2.7469003,-0.28837857,-0.78301626,-0.28858408,-0.7312871,2.6471875,3.5688426,2.4945955,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.3540827,-0.36197066,0,0.007274826830192319
62,0.7392851,-0.43871537,-0.5821818,-0.021407738,0.30309504,-0.78301615,-0.18830174,-0.08423652,-0.1665245,-0.78301626,-0.16672236,-0.7312871,-0.6838976,-0.8985054,-0.7349682,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.122592606,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.5016663,-0.3540827,-0.36197066,0,4.9384446034322765e-05
63,2.1311808,-0.4306042,-0.5871805,0.26117876,-2.1682222,-0.81128955,-0.8476818,-0.8449975,-0.28837857,-0.8112896,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.30485693,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.47512755,-0.3540827,-0.36197066,0,0.001928802493190417
64,2.1311808,-0.4306042,-0.5871805,0.26117876,0.30309504,-0.81128955,-0.71336365,0.6765245,-0.28837857,-0.8112896,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,-0.30485693,-0.20265988,-0.045113854,-0.49211848,-1.3290167,-0.47512755,-0.3540827,-0.36197066,0,5.572474947739685e-05
65,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,-1.3605329,-0.08423652,-0.28837857,-0.026702674,-0.28858408,-0.7312871,-0.961488,-0.5378598,-1.0040984,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.3540827,-0.36197066,0,5.646796983533106e-06
66,2.1311808,-0.14265692,-0.13060966,0.098204404,0.30309504,-0.026702657,-1.3361114,-0.08423652,-0.34930563,-0.026702674,-0.34951493,0.9609529,-0.23975296,-0.5378598,-0.30435964,-0.4404178,-0.42328393,-0.5775109,-0.73838127,-0.9635271,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,0.73138237,-0.3540827,-0.36197066,0,0.0008591377331125281
