,F62,F69,F107,F108,F109,F116,F117,F110,F122,F114,F115,F77,F88,F70,F42,F130,F37,F74,F84,F16,F7,F6,F13,F1,F5,F15,category,1
10,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.3570733,1.4852144,0.91148347,0.6737503,0.65025586,0.865194,-0.23607753,-1.0602142,-0.90658015,-1.0602142,-0.25175604,0.103720754,-0.26441452,0.66616446,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.012270448314577211
11,-0.6238143,-0.6078518,-0.31727704,0.17031428,-1.434176,-0.54470265,2.140103,1.8231676,0.65025586,0.865194,-0.23607753,-0.70009,-0.46076313,-0.70009,-0.25175604,-0.33171803,-0.26441452,0.65483916,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.002205908788320253
12,-0.5062247,-0.2885735,-0.31727704,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,0.865194,-0.23607753,-1.2773176,-1.0346695,-1.2773176,-0.25175604,0.06544042,0.21199754,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.00022308129064045802
13,-0.32984027,-0.1821474,1.6107407,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,0.865194,-0.23607753,-1.2773176,-1.0346695,-1.2773176,-0.25175604,0.06544042,0.21199754,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.0001237827046540115
14,-0.41803247,0.030704815,-0.31727704,0.17031428,-1.492003,0.8085752,9.51182,8.719671,-1.1713514,1.0505514,1.2699904,-0.86780494,-0.8051069,-0.86780494,-0.25175604,-2.1596038,0.68840957,0.0696986,-1.2664572,-0.42068797,-0.11675073,3.404957,-0.085960224,0.96500033,2.8986719,-0.54060996,1,0.9973948486510751
15,-0.5062247,-0.3949996,-0.31727704,0.17031428,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-1.1713514,1.0505514,1.2699904,0.1595779,0.189664,0.1595779,-0.25175604,-2.1596038,0.68840957,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.0001878450830528533
16,-0.41803247,0.030704815,-0.31727704,0.17031428,-0.85590583,0.8085752,-0.028049037,-0.20521584,-1.1713514,1.0505514,1.2699904,0.1595779,0.189664,0.1595779,-0.25175604,-2.1596038,0.68840957,0.0696986,-1.2664572,-0.42068797,-0.11675073,3.404957,-0.085960224,0.96500033,2.8986719,-0.54060996,0,0.015022940594787579
17,-0.59441686,-0.5014257,-0.31727704,0.17031428,-0.18125731,0.8085752,0.11020995,0.19066201,0.65025586,1.0505514,1.2699904,-1.0874807,-0.9282056,-1.0874807,-0.25175604,-2.1596038,0.68840957,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.0038625648758451466
18,-0.47682726,-0.3949996,-0.31727704,0.17031428,-1.4727273,-0.54470265,-0.31713596,-0.47566697,-2.0821548,1.0505514,-0.23607753,0.2051079,0.20796247,0.2051079,-0.25175604,-1.1451751,-0.26441452,1.6948794,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,-0.54060996,0,0.00020855870468957803
19,-0.59441686,-0.3949996,-0.10305287,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,1.0505514,-0.23607753,-0.6638203,-0.41335347,-0.6638203,-0.25175604,0.25205705,-0.26441452,3.1256423,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.000499345379304975
20,-0.38863507,0.030704815,0.96806806,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,-0.2469495,-0.23607753,-0.026657755,0.15140359,-0.026657755,-0.25175604,0.20899168,-0.26441452,1.6948794,-1.1439161,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,6.780325214361941e-05
21,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4149003,1.4852144,-0.31713596,-0.47566697,-2.0821548,-0.2469495,-0.23607753,0.32394886,0.24206413,0.32394886,-0.25175604,-0.20252189,-0.26441452,1.6948794,-1.1846933,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.0005026355762707811
22,-0.5062247,-0.07572129,0.21828343,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,-0.2469495,-0.23607753,-0.026657755,0.15140359,-0.026657755,-0.25175604,0.07979555,-0.26441452,1.6948794,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,8.783089074255737e-05
23,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4149003,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.7270307,0.5015696,0.7270307,-0.25175604,3.4388945,-0.26441452,2.0440762,-1.0864096,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.00143931075309016
24,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4149003,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,-0.1208045,0.14391786,-0.1208045,-0.25175604,0.17549638,-0.26441452,3.2200198,-1.0864096,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.0014024976245755939
25,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4149003,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.54208124,0.3135945,0.54208124,-0.25175604,-0.67624104,-0.26441452,2.8896985,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.000780747784218771
26,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4149003,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.7270307,0.5015696,0.7270307,-0.25175604,-0.030260412,-0.26441452,1.3135942,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.0005693643862411883
27,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4149003,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.25218126,0.21877518,0.25218126,-0.25175604,-0.39392355,-0.26441452,2.2686946,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.0008485836731820821
28,0.052325938,-0.07572129,-0.31727704,0.17031428,-1.1257653,-0.54470265,-0.31713596,-0.24578345,0.65025586,-0.2469495,-0.23607753,-1.2878641,-1.0438187,-1.2878641,-0.15848772,-0.001550163,-0.26441452,0.118774906,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,9.058733431404839e-05
29,-0.27104548,-0.1821474,0.75384384,0.17031428,-1.1257653,-0.54470265,-0.31713596,-0.24578345,0.65025586,-0.2469495,-0.23607753,-0.86780494,-0.8051069,-0.86780494,-0.15848772,-0.001550163,-0.26441452,0.118774906,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,6.46668773787427e-05
30,-0.6238143,-0.6078518,-0.31727704,-4.8052955,-1.4534516,0.4702558,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,-1.2137814,-0.9955772,-1.2137814,-0.15848772,0.031945128,3.546882,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.0003595015317209935
31,-0.6238143,-0.6078518,-0.31727704,-4.8052955,-1.4534516,0.4702558,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,-1.2137814,-0.9955772,-1.2137814,-0.15848772,0.031945128,3.546882,0.0696986,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.0003871379307903061
32,-0.32984027,-0.1821474,-0.10305287,0.17031428,-1.376349,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,2.7760584,-1.1975758,-0.97561526,-1.1975758,-0.15848772,-1.6667447,-0.26441452,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.0017312972786191732
33,-0.59441686,-0.6078518,-0.31727704,0.17031428,-1.4534516,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.11456238,0.1705338,0.11456238,-0.25175604,-0.52790475,0.21199754,0.0696986,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,5.237270902560971e-05
34,-0.59441686,-0.6078518,-0.31727704,0.17031428,-1.4534516,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.11456238,0.1705338,0.11456238,-0.25175604,-0.52790475,0.21199754,0.0696986,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,5.237270902560971e-05
35,0.8166584,0.34998316,2.5747495,0.17031428,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-1.1713514,-0.2469495,-0.23607753,-1.6629077,-2.357149,-1.6629077,-0.25175604,-0.52790475,0.21199754,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,1.30067689773724e-05
36,0.8166584,0.34998316,2.5747495,0.17031428,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-1.1713514,-0.2469495,-0.23607753,0.1317969,0.1755243,0.1317969,-0.25175604,-0.52790475,0.21199754,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,4.309568392504126e-06
37,0.8166584,0.34998316,2.5747495,0.17031428,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-1.1713514,-0.2469495,-0.23607753,0.1317969,0.1755243,0.1317969,-0.25175604,-0.52790475,0.21199754,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,6.908185487007277e-06
38,0.02292854,-0.1821474,-0.31727704,0.17031428,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-1.1713514,-0.2469495,-0.23607753,-1.663165,-2.357149,-1.663165,-0.25175604,-3.6764622,-0.26441452,0.42078295,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,3.770343881523886e-05
39,1.2870169,1.8399488,-0.31727704,0.17031428,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-1.1713514,-0.2469495,-0.23607753,-1.663165,-2.357149,-1.663165,-0.25175604,-3.6764622,-0.26441452,0.42078295,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,1.649510113360246e-05
40,1.2870169,1.8399488,-0.31727704,0.17031428,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-1.1713514,-0.2469495,-0.23607753,0.13899939,0.17801954,0.13899939,-0.25175604,-3.6764622,-0.26441452,0.42078295,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,5.448891051376578e-06
41,-0.0064688614,0.13713092,2.146301,0.17031428,-1.434176,-0.54470265,2.140103,1.8231676,0.65025586,-0.2469495,-0.23607753,-0.96272343,-0.8758055,-0.96272343,-0.25175604,-3.6764622,-0.26441452,0.42078295,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.0002028502900826315
42,-0.7120065,-0.6078518,-0.31727704,0.17031428,0.1464292,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.00015126804058424926
43,-0.7120065,-0.6078518,-0.31727704,0.17031428,0.1464292,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.00015126804058424926
44,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4727273,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,-0.11694603,0.14391786,-0.11694603,-0.25175604,-0.4561291,-0.26441452,1.6948794,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.0008348864074721482
45,-0.7120065,-0.6078518,-0.31727704,0.17031428,-1.4727273,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,-0.11694603,0.14391786,-0.11694603,-0.25175604,-0.4561291,-0.26441452,1.6948794,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.0008348864074721482
46,-0.7120065,-0.6078518,-0.31727704,0.17031428,0.1464292,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.00015126804058424926
47,-0.7120065,-0.6078518,-0.31727704,0.17031428,0.1464292,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.00015126804058424926
48,-0.7120065,-0.6078518,-0.31727704,0.17031428,0.1464292,1.4852144,-0.31713596,-0.47566697,-1.1713514,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,0.00015126804058424926
49,0.14051814,0.34998316,-0.31727704,0.17031428,1.2836937,-0.54470265,-0.31713596,-0.41225082,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,2.3770583,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,1.8497626,0,3.2427911669281724e-06
50,0.14051814,0.24355705,-0.31727704,0.17031428,1.2836937,-0.54470265,-0.31713596,-0.41225082,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,1.8497626,0,5.582141025743864e-06
51,0.22871034,0.45640925,-0.31727704,0.17031428,1.2836937,-0.54470265,-0.31713596,-0.41225082,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,-0.54060996,0,1.7848620585540293e-06
52,0.934248,1.201392,-0.31727704,0.17031428,1.2836937,-0.54470265,-0.31713596,-0.41225082,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,-0.54060996,0,1.2097116622295133e-06
53,-0.32984027,-0.3949996,-0.31727704,0.17031428,-1.1257653,-0.54470265,-0.31713596,-0.24578345,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,1.7625430566760046e-05
54,-0.32984027,-0.3949996,-0.31727704,0.17031428,-1.1257653,-0.54470265,-0.31713596,-0.24578345,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,1.7625430566760046e-05
55,-0.6238143,-0.6078518,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,5.8707340490359164e-06
56,-0.6238143,-0.6078518,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,1.0134419620648746e-05
57,-0.32984027,-0.3949996,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,5.085230831661644e-06
58,-0.53562206,-0.5014257,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,5.578094884882782e-06
59,-0.32984027,-0.3949996,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,5.085230831661644e-06
60,-0.32984027,-0.3949996,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,5.085230831661644e-06
61,-0.32984027,-0.3949996,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,5.085230831661644e-06
62,-0.47682726,-0.2885735,-0.31727704,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,-0.54060996,0,2.8040237324505106e-05
63,-0.32984027,-0.3949996,-0.10305287,0.17031428,0.6090452,-0.54470265,-0.31713596,-0.47566697,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.54060996,0,4.806713429667179e-06
64,0.08172334,0.24355705,-0.31727704,0.17031428,0.9367317,-0.54470265,-0.23974264,0.13976903,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,8.603297151974578e-06
65,0.22871034,0.24355705,4.395655,0.17031428,0.9367317,-0.54470265,-0.23974264,0.13976903,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,2.1971176291676287e-06
66,0.22871034,0.24355705,4.395655,0.17031428,0.9367317,-0.54470265,-0.23974264,0.13976903,0.65025586,-0.2469495,-0.23607753,0.82812274,0.7868593,0.82812274,-0.25175604,-0.2838676,-0.26441452,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,2.1971176291676287e-06
67,-0.6238143,-0.6078518,-0.31727704,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,-0.2469495,-0.23607753,-0.86780494,-0.8051069,-0.86780494,-0.25175604,-1.3030815,-0.26441452,0.14897572,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.00015662196583729829
68,-0.6238143,-0.6078518,-0.31727704,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,-0.2469495,-0.23607753,-0.86780494,-0.8051069,-0.86780494,-0.25175604,-1.3030815,-0.26441452,0.14897572,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,0,8.620916765001091e-05
69,-0.6238143,-0.6078518,-0.21016496,0.17031428,-0.18125731,-0.54470265,0.11020995,0.19066201,0.65025586,-0.2469495,-0.23607753,-0.86780494,-0.8051069,-0.86780494,-0.25175604,-1.3030815,-0.26441452,0.14897572,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.00015227313171551872
70,-0.7120065,-0.6078518,-0.31727704,0.17031428,-0.9908355,1.4852144,1.1390057,1.0568893,0.65025586,-0.2469495,-0.23607753,0.7270307,0.5015696,0.7270307,-0.25175604,-0.85807264,-0.26441452,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.003782667141218742
71,2.5805025,5.1391582,-0.31727704,0.17031428,0.9367317,-0.54470265,-0.23974264,0.13976903,0.65025586,-0.2469495,-0.23607753,-1.289922,-1.0446504,-1.289922,-0.25175604,-1.1691003,3.0704699,0.0696986,-1.2664572,-0.42068797,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,-0.54060996,0,9.230720391492263e-06
72,-0.7120065,-0.6078518,-0.31727704,0.17031428,-0.9908355,1.4852144,1.1390057,1.0568893,0.65025586,-0.2469495,-0.23607753,0.7270307,0.5015696,0.7270307,-0.25175604,-1.1691003,3.0704699,0.0696986,-1.2664572,2.3770583,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1.8497626,0,0.0009242275898421268
