,F62,F107,F109,F116,F117,F110,F114,F115,F88,F74,F7,F6,F13,F1,F5,category,1
27,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.21877518,2.2686946,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0013824547057404554
28,0.052325938,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-1.0438187,0.118774906,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.665761825372503e-05
29,-0.27104548,0.75384384,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-0.8051069,0.118774906,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.029693307102307e-05
30,-0.6238143,-0.31727704,-1.4534516,0.4702558,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9955772,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00027549264200242985
31,-0.6238143,-0.31727704,-1.4534516,0.4702558,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9955772,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00027549264200242985
32,-0.32984027,-0.10305287,-1.376349,-0.54470265,-0.31713596,-0.47566697,-0.2469495,2.7760584,-0.97561526,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0017067463888487512
33,-0.59441686,-0.31727704,-1.4534516,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.1705338,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.730088900705026e-05
34,-0.59441686,-0.31727704,-1.4534516,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.1705338,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.730088900705026e-05
35,0.8166584,2.5747495,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,0.0696986,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.4355785013964588e-05
36,0.8166584,2.5747495,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.1755243,0.0696986,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,6.196606642550588e-06
37,0.8166584,2.5747495,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.1755243,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.0714534285305833e-05
38,0.02292854,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,0.42078295,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0001039890748959926
39,1.2870169,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,0.42078295,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.475067299165802e-05
40,1.2870169,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.17801954,0.42078295,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.79269967366788e-05
41,-0.0064688614,2.146301,-1.434176,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-0.8758055,0.42078295,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0004477191238175002
42,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002578959861896395
43,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002578959861896395
44,-0.7120065,-0.31727704,-1.4727273,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.14391786,1.6948794,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0012314763001578476
45,-0.7120065,-0.31727704,-1.4727273,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.14391786,1.6948794,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0012314763001578476
46,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002578959861896395
47,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002578959861896395
48,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002578959861896395
49,0.14051814,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,4.470560375095859e-06
50,0.14051814,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,4.470560375095859e-06
51,0.22871034,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,2.5014170602179195e-06
52,0.934248,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.9201860627220095e-06
53,-0.32984027,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.9697539513985747e-05
54,-0.32984027,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.9697539513985747e-05
55,-0.6238143,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,7.687735582182396e-06
56,-0.6238143,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.3292826488969734e-05
57,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,6.8856907929531954e-06
58,-0.53562206,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,7.437777148424262e-06
59,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,6.8856907929531954e-06
60,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,6.8856907929531954e-06
61,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,6.8856907929531954e-06
62,-0.47682726,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,4.9601872541927655e-05
63,-0.32984027,-0.10305287,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,6.378226079516154e-06
64,0.08172334,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.3801861731411638e-05
65,0.22871034,4.395655,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.4241791445440905e-06
66,0.22871034,4.395655,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.50977933,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.4241791445440905e-06
67,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,0.14897572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.62380805428272e-05
68,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,0.14897572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.62380805428272e-05
69,-0.6238143,-0.21016496,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,0.14897572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.337519764830481e-05
70,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,0.5015696,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0034540710161377617
71,2.5805025,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,-1.0446504,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,4.631446170663686e-05
72,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,0.5015696,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0034540710161377617
73,-0.6238143,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,-0.88412297,0.4528713,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.3677517013656568e-05
74,0.08172334,1.6107407,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.3074828,0.4528713,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.790473627028048e-05
75,-0.7120065,-0.31727704,-1.3570733,1.4852144,0.91148347,0.6737503,-0.2469495,-0.23607753,0.20796247,1.6948794,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.004887372805353537
76,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.0238568,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0057162217154552615
77,-0.41803247,0.32539552,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.8051069,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.9470318398278655e-05
78,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.0238568,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0057162217154552615
79,-0.27104548,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,4.507329,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0001805263600545589
80,-0.5062247,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,4.507329,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.0066942762192243425
81,-0.38863507,0.004059224,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,4.507329,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.005716348990316533
82,-0.38863507,0.004059224,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.12224159,4.507329,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002187450866954053
83,-0.6238143,-0.31727704,-1.4149003,-0.54470265,-0.31713596,0.44386676,1.3100516,-0.23607753,-2.357149,0.0508231,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0010799975233251999
84,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,1.3100516,-0.23607753,-0.8051069,0.0508231,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0020138033876694293
85,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,1.3100516,2.7760584,-0.29275,2.8896985,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.09599132286588467
86,-0.35923767,0.64673173,-1.434176,3.515131,2.140103,1.8231676,1.3100516,2.7760584,-0.8051069,2.8896985,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,1,0.9947333396407838
87,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
88,-0.5062247,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020006006695578467
89,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
90,-0.035866264,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016778032815313696
91,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
92,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
93,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
94,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
95,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
96,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,0.065923505,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020905706423835258
97,-0.15345587,0.21828343,-1.202868,3.515131,2.140103,2.9725847,7.538056,5.7881947,-2.651588,0.0036343446,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,1,0.9999986108157126
98,-0.18285327,0.11117132,-1.202868,3.515131,2.140103,2.9725847,7.538056,5.7881947,-2.651588,0.0036343446,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1,0.9999960354626167
100,-0.5062247,0.32539552,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0679394,0.020622298,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00465520150902837
101,-0.18285327,0.21828343,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-2.3854284,0.14897572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0001658229227038953
102,-0.38863507,0.64673173,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-2.5442922,0.0696986,8.565258,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.004001361098065388
103,-0.59441686,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.6000195,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023275199391290788
104,-0.47682726,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,1.906285,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.005863327581495618
105,-0.47682726,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,1.906285,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0019853297058056545
106,-0.0064688614,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,1.906285,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0016654761495315325
107,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,1.0505514,0.7679677,-1.3507338,1.906285,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.1307292668155521
109,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,1.0505514,0.7679677,-1.3507338,1.906285,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.02123640159478343
110,-0.6238143,-0.31727704,-1.3956246,-0.54470265,-0.31713596,0.29061127,-0.2469495,-0.23607753,0.1480766,0.011184545,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,8.790104641722836e-05
111,-0.59441686,-0.21016496,-1.376349,-0.54470265,-0.31713596,0.18114287,-0.2469495,-0.23607753,0.1480766,0.011184545,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.759191318685766e-05
112,-0.7120065,-0.31727704,-1.3570733,1.4852144,-0.31713596,1.248459,-0.003668065,2.7760584,0.24289589,0.14897572,-0.11675073,3.404957,11.6332855,-0.6012105,2.8986719,0,0.03394380132531739
113,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.036333,0.20748977,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.000869342195207929
114,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,0.18106407,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.019884790548721148
115,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,0.18106407,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.019884790548721148
116,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,0.18106407,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.019884790548721148
117,-0.35923767,0.11117132,-1.492003,-0.54470265,-0.31713596,-0.47566697,0.531551,-0.23607753,-2.5068636,0.17351386,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0003127063247172445
118,-0.7120065,-0.31727704,-1.492003,1.4852144,-0.31713596,-0.47566697,0.531551,-0.23607753,-1.2226446,0.17351386,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0027813481108816714
119,-0.35923767,-0.10305287,-1.4534516,0.4702558,-0.31713596,-0.47566697,0.531551,-0.23607753,-1.2184858,0.17351386,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.0017977763485852534
120,-0.5062247,0.21828343,-0.18125731,-0.54470265,0.11020995,0.19066201,0.531551,-0.23607753,-1.2184858,2.397048,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00045143192700158354
121,-0.30044287,-0.31727704,-1.3956246,-0.54470265,1.3210233,1.8231676,0.531551,-0.23607753,-1.3682005,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.002715426909774384
122,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,0.531551,-0.23607753,0.28864205,0.0696986,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.007946851893868722
