,F62,F64,F34,F69,F68,F101,F104,F105,F107,F108,F109,F79,F113,F116,F117,F118,F119,F120,F110,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F44,F126,F128,F130,F37,F134,F74,F84,F146,F16,F7,F12,F2,F6,F13,F1,F5,F9,F15,F4,F11,F71,category,1
20,-0.38863507,-1.0337315,0.030291805,0.030704815,-0.6020001,1.259519,0.2042178,-0.41587982,0.96806806,0.17031428,-0.18125731,-0.24015363,-0.24115022,-0.54470265,0.11020995,-0.09346264,-0.15263934,-0.3642403,0.19066201,0.65025586,-0.3642403,-0.2469495,-0.23607753,0.12754071,-0.026657755,0.15140359,-0.026657755,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,0.09690907,-0.2038679,0.20899168,-0.26441452,-0.33694127,1.6948794,-1.1439161,2.8607032,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.46235687,0,0.00010226966358266655
21,-0.7120065,-1.0370357,0.030291805,-0.6078518,-0.637785,0.16644086,-0.5440885,1.0141867,-0.31727704,0.17031428,-1.4149003,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,0.3313069,0.32394886,0.24206413,0.32394886,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,-0.030147718,-0.2038679,-0.20252189,-0.26441452,-0.13052318,1.6948794,-1.1846933,2.1154044,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,1.2437781,0,0.0007798828768614088
22,-0.5062247,-1.0563108,0.030291805,-0.07572129,-0.637785,1.3951937,0.47793666,0.11528777,0.21828343,0.17031428,-0.18125731,-0.24015363,-0.24115022,-0.54470265,0.11020995,-0.09346264,-0.15263934,-0.3642403,0.19066201,0.65025586,-0.3642403,-0.2469495,-0.23607753,0.025657604,-0.026657755,0.15140359,-0.026657755,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,0.014174413,-0.2038679,0.07979555,-0.26441452,-0.32270554,1.6948794,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.46235687,0,9.660591990524746e-05
23,-0.7120065,-1.0524557,0.62977606,-0.6078518,-0.6735699,-0.9821204,-0.7390594,1.0141867,-0.31727704,0.17031428,-1.4149003,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,6.1386437,0.7270307,0.5015696,0.7270307,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,8.464928,5.8430552,3.4388945,-0.26441452,0.85174215,2.0440762,-1.0864096,3.9117656,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,3.1973317,0,0.0002606741019519831
24,-0.7120065,-1.0524557,-0.7690205,-0.6078518,-0.6735699,0.9814551,2.0290103,1.0141867,-0.31727704,0.17031428,-1.4149003,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,0.07659916,-0.1208045,0.14391786,-0.1208045,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,0.034858074,-0.2038679,0.17549638,-0.26441452,0.85174215,3.2200198,-1.0864096,3.9117656,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.08185595,0.46235687,0,0.0010647640595639286
25,-0.7120065,-1.0640208,-0.36936435,-0.6078518,-0.5662152,1.4125181,2.0290103,1.0141867,-0.31727704,0.17031428,-1.4149003,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,0.53507316,0.54208124,0.3135945,0.54208124,-0.20899068,-0.22702442,-0.55645245,-0.25175604,-0.393447,-0.2547132,-0.11279977,-0.67624104,-0.26441452,-0.28355727,2.8896985,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.85306746,0,0.0003693561936862759
26,-0.7120065,-1.0640208,-0.36936435,-0.6078518,-0.5662152,0.22890258,0.5353839,1.0141867,-0.31727704,0.17031428,-1.4149003,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,0.12754071,0.7270307,0.5015696,0.7270307,-0.20899068,-0.22702442,-0.55645245,-0.25175604,-0.393447,-0.14538527,-0.2038679,-0.030260412,-0.26441452,-0.28355727,1.3135942,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.08185595,1.2437781,0,0.0003459995077992656
27,-0.7120065,-1.0640208,-0.1695363,-0.6078518,-0.5662152,0.94155306,0.6995186,1.0141867,-0.31727704,0.17031428,-1.4149003,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,0.28036535,0.25218126,0.21877518,0.25218126,-0.20899068,-0.22702442,-0.55645245,-0.25175604,-0.393447,-0.2222103,-0.16744065,-0.39392355,-0.26441452,-0.28355727,2.2686946,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.08185595,1.2437781,0,0.00041617886095487544
28,0.052325938,-0.7154183,0.82960415,-0.07572129,-0.24415107,0.35143405,-0.7559438,0.046141695,-0.31727704,0.17031428,-1.1257653,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.0007475293,-0.7392696,-0.24578345,0.65025586,-0.7392696,-0.2469495,-0.23607753,0.07659916,-1.2878641,-1.0438187,-1.2878641,-0.16267413,0.10717346,0.48255122,-0.15848772,-0.00308356,0.15009563,-0.11279977,-0.001550163,-0.26441452,-0.15543571,0.118774906,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,2.5504093,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,2.269679,-0.08185595,0.071646184,0,0.00015100270036727607
29,-0.27104548,-0.7154183,0.82960415,-0.1821474,-0.24415107,1.4982047,-0.7559438,-0.03452872,0.75384384,0.17031428,-1.1257653,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.0007475293,-0.7392696,-0.24578345,0.65025586,-0.7392696,-0.2469495,-0.23607753,0.2294238,-0.86780494,-0.8051069,-0.86780494,-0.16267413,0.10717346,0.48255122,-0.15848772,-0.00308356,0.15009563,-0.11279977,-0.001550163,-0.26441452,-0.15543571,0.118774906,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,2.5504093,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,2.269679,-0.08185595,0.85306746,0,0.00011071112263714158
30,-0.6238143,-0.7154183,0.030291805,-0.6078518,-0.24415107,1.0287992,1.9141158,-0.03452872,-0.31727704,-4.8052955,-1.4534516,-0.9294366,-0.5860118,0.4702558,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.0762255,-1.2137814,-0.9955772,-1.2137814,-0.16267413,0.19930369,0.48255122,-0.15848772,-0.00308356,-0.15720451,-0.058158897,0.031945128,3.546882,-0.15543571,0.0696986,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.46235687,0,0.00017705904976627696
31,-0.6238143,-0.7154183,-0.36936435,-0.6078518,-0.24415107,1.3055801,1.9141158,0.48982888,-0.31727704,-4.8052955,-1.4534516,-0.9294366,-0.5860118,0.4702558,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.0762255,-1.2137814,-0.9955772,-1.2137814,-0.16267413,0.19930369,0.48255122,-0.15848772,-0.00308356,-0.15720451,-0.058158897,0.031945128,3.546882,-0.15543571,0.0696986,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.08185595,0.46235687,0,0.00017689081237843345
32,-0.32984027,-0.7154183,0.030291805,-0.1821474,-0.24415107,0.94670546,-0.58958876,-0.36087725,-0.10305287,0.17031428,-1.376349,0.4491294,0.4485731,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,2.7760584,0.84072244,-1.1975758,-0.97561526,-1.1975758,-0.16267413,-0.22702442,0.48255122,-0.15848772,-0.00308356,-0.23698434,-0.021731652,-1.6667447,-0.26441452,-0.15543571,0.0696986,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,1.6344888,0,0.0010139260877370618
33,-0.59441686,-0.65814394,0.030291805,-0.6078518,-0.06522654,1.0768288,-0.7357103,-0.5588865,-0.31727704,0.17031428,-1.4534516,0.4491294,0.4485731,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,0.89166397,0.11456238,0.1705338,0.11456238,-0.20899068,-0.22015177,-0.46199757,-0.25175604,-0.36341906,0.48989862,-0.16744065,-0.52790475,0.21199754,0.093689546,0.0696986,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.08185595,2.0251994,0,3.743974665880728e-05
34,-0.59441686,-0.65814394,0.030291805,-0.6078518,-0.06522654,0.98109525,-0.7357103,-0.5588865,-0.31727704,0.17031428,-1.4534516,0.4491294,0.4485731,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,0.89166397,0.11456238,0.1705338,0.11456238,-0.20899068,-0.22015177,-0.46199757,-0.25175604,-0.36341906,0.48989862,-0.16744065,-0.52790475,0.21199754,0.093689546,0.0696986,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.08185595,2.0251994,0,3.760112490364447e-05
35,0.8166584,-0.65814394,-1.5683329,0.34998316,-0.06522654,-0.42755666,-0.7357103,1.0141867,2.5747495,0.17031428,-0.85590583,1.1384125,1.1382965,-0.54470265,-0.028049037,-0.11077906,-0.21291478,1.9777333,-0.20521584,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.27999172,-1.6629077,-2.357149,-1.6629077,-0.20899068,-0.22015177,-0.46199757,-0.25175604,-0.36341906,0.48989862,-0.16744065,-0.52790475,0.21199754,0.093689546,0.0696986,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,2.5504093,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.10493443,-0.54060996,2.269679,-0.08185595,0.071646184,0,1.2021529752894964e-05
36,0.8166584,-0.65814394,1.6289165,0.34998316,-0.06522654,0.22890258,-0.7357103,0.28815296,2.5747495,0.17031428,-0.85590583,1.1384125,1.1382965,-0.54470265,-0.028049037,-0.11077906,-0.21291478,1.9777333,-0.20521584,-1.1713514,1.9777333,-0.2469495,-0.23607753,0.94260556,0.1317969,0.1755243,0.1317969,-0.20899068,-0.22015177,-0.46199757,-0.25175604,-0.36341906,0.48989862,-0.16744065,-0.52790475,0.21199754,0.093689546,0.0696986,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,2.5504093,-0.26468047,-0.085960224,0.96500033,-0.3449856,-0.10493443,-0.54060996,2.269679,-0.08185595,2.0251994,0,2.9322532103544182e-06
