,F62,F116,F117,F110,F114,F115,F88,F6,F13,F1,F5,category,1
29,-0.27104548,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.01734301205483e-05
30,-0.6238143,0.4702558,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9955772,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002845079392018678
31,-0.6238143,0.4702558,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9955772,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002845079392018678
32,-0.32984027,-0.54470265,-0.31713596,-0.47566697,-0.2469495,2.7760584,-0.97561526,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.001530500714939868
33,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.1705338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.2140729963690344e-05
34,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.1705338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.2140729963690344e-05
35,0.8166584,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.6201110415851113e-05
36,0.8166584,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.1755243,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.0143420185267546e-05
37,0.8166584,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.1755243,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.9823845570267538e-05
38,0.02292854,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00011378615046789738
39,1.2870169,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.113575230168857e-05
40,1.2870169,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.17801954,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.364630225171688e-05
41,-0.0064688614,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-0.8758055,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0009118088370616899
42,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006548822704750132
43,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006548822704750132
44,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.14391786,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0008331279589233043
45,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.14391786,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0008331279589233043
46,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006548822704750132
47,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006548822704750132
48,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006548822704750132
49,0.14051814,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,8.26201457701899e-06
50,0.14051814,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,8.26201457701899e-06
51,0.22871034,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,2.690767440753546e-06
52,0.934248,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.902308608853496e-06
53,-0.32984027,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.411181621349292e-05
54,-0.32984027,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.411181621349292e-05
55,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.1542706733553028e-05
56,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.393795802451082e-05
57,-0.32984027,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,9.989878299845388e-06
58,-0.53562206,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.1053082924613676e-05
59,-0.32984027,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,9.989878299845388e-06
60,-0.32984027,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,9.989878299845388e-06
61,-0.32984027,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,9.989878299845388e-06
62,-0.47682726,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.00012682473819944828
63,-0.32984027,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,9.989878299845388e-06
64,0.08172334,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.75154376509581e-05
65,0.22871034,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.490093686249156e-05
66,0.22871034,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.490093686249156e-05
67,-0.6238143,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0001228910442555626
68,-0.6238143,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0001228910442555626
69,-0.6238143,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0001228910442555626
70,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,0.5015696,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0047191520363892075
71,2.5805025,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,-1.0446504,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,8.766042173392987e-05
72,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,0.5015696,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0047191520363892075
73,-0.6238143,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,-0.88412297,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.61474214169334e-05
74,0.08172334,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.3074828,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010487796119267646
75,-0.7120065,1.4852144,0.91148347,0.6737503,-0.2469495,-0.23607753,0.20796247,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0035850430481262708
76,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.0238568,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.008327591209227313
77,-0.41803247,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.569464383644164e-05
78,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.0238568,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.008327591209227313
79,-0.27104548,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.6908282123480154e-05
80,-0.5062247,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.0022301354364334344
81,-0.38863507,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.0021051661142062715
82,-0.38863507,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.12224159,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.6566177638203484e-05
83,-0.6238143,-0.54470265,-0.31713596,0.44386676,1.3100516,-0.23607753,-2.357149,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0010519907047690372
84,-0.7120065,1.4852144,-0.31713596,-0.47566697,1.3100516,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00395558593880749
85,-0.7120065,1.4852144,-0.31713596,-0.47566697,1.3100516,2.7760584,-0.29275,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.07199653101962841
86,-0.35923767,3.515131,2.140103,1.8231676,1.3100516,2.7760584,-0.8051069,-0.26468047,-0.085960224,-0.6012105,2.8986719,1,0.9925477404292169
87,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
88,-0.5062247,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00022084864429115935
89,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
90,-0.035866264,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00017773439375398656
91,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
92,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
93,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
94,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
95,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
96,-0.6238143,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023317118461179477
97,-0.15345587,3.515131,2.140103,2.9725847,7.538056,5.7881947,-2.651588,-0.26468047,-0.085960224,-0.6012105,2.8986719,1,0.9999987826639176
98,-0.18285327,3.515131,2.140103,2.9725847,7.538056,5.7881947,-2.651588,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1,0.9999960732653453
100,-0.5062247,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0679394,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.006459484085734583
101,-0.18285327,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-2.3854284,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020963841509586868
102,-0.38863507,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-2.5442922,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0004623834429659292
103,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.6000195,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00024208318238486395
104,-0.47682726,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.005246621423570723
105,-0.47682726,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0016104443568667433
106,-0.0064688614,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0012964038886493711
107,-0.7120065,1.4852144,1.1390057,1.0568893,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.10039054203772874
109,-0.7120065,1.4852144,-0.31713596,-0.47566697,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.013377968251664395
110,-0.6238143,-0.54470265,-0.31713596,0.29061127,-0.2469495,-0.23607753,0.1480766,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,9.386700291842904e-05
111,-0.59441686,-0.54470265,-0.31713596,0.18114287,-0.2469495,-0.23607753,0.1480766,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,8.56516157468641e-05
112,-0.7120065,1.4852144,-0.31713596,1.248459,-0.003668065,2.7760584,0.24289589,3.404957,11.6332855,-0.6012105,2.8986719,0,0.049099418815874485
113,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.036333,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0017681420112051188
114,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.028223955728177687
115,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.028223955728177687
116,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.028223955728177687
117,-0.35923767,-0.54470265,-0.31713596,-0.47566697,0.531551,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0003291761451464959
118,-0.7120065,1.4852144,-0.31713596,-0.47566697,0.531551,-0.23607753,-1.2226446,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00312011825091869
119,-0.35923767,0.4702558,-0.31713596,-0.47566697,0.531551,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.002141982505318234
120,-0.5062247,-0.54470265,0.11020995,0.19066201,0.531551,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0003764235732388782
121,-0.30044287,-0.54470265,1.3210233,1.8231676,0.531551,-0.23607753,-1.3682005,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.002760980618900151
122,-0.7120065,1.4852144,1.1390057,1.0568893,0.531551,-0.23607753,0.28864205,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.01111933365525863
123,-0.7120065,1.4852144,1.1390057,1.0568893,0.531551,-0.23607753,0.28864205,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.01111933365525863
124,-0.7120065,1.4852144,1.1390057,1.0568893,0.531551,-0.23607753,0.28864205,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.01111933365525863
126,-0.7120065,1.4852144,1.1390057,1.0568893,1.0505514,-0.23607753,-1.3282766,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.03592861132932537
128,0.46388954,-0.54470265,3.3687224,2.9725847,1.0505514,-0.23607753,-1.234289,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.022816254054122225
129,2.551105,-0.54470265,4.597342,4.122002,1.0505514,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.133649756605026
130,0.37569734,-0.54470265,-0.31713596,-0.47566697,1.0505514,-0.23607753,-1.3682005,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.0005603328892558586
131,0.37569734,-0.54470265,-0.31713596,-0.47566697,1.0505514,-0.23607753,-1.3682005,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00017143380420543705
132,-0.5650195,-0.54470265,-0.31713596,-0.47566697,0.3091223,-0.23607753,-2.3804379,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00029555742969369946
133,-0.15345587,-0.54470265,-0.31713596,0.44386676,0.3091223,-0.23607753,-2.3804379,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00047059446015236436
135,-0.47682726,-0.54470265,-0.31713596,-0.47566697,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0010432107770881561
136,-0.30044287,0.8085752,-0.31713596,-0.47566697,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.006158865045282772
137,-0.7120065,-0.54470265,-0.31713596,-0.47566697,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0011627626887683567
138,-0.30044287,0.8085752,2.140103,2.9725847,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.28651435871063685
139,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.015853826188108152
140,-0.7120065,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.015853826188108152
141,-0.7120065,1.4852144,-0.31713596,0.8379527,-0.2469495,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.004967375284736749
142,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.1480766,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0009241754622667877
143,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.24788637,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0008749854701004447
144,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
145,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
146,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010019658335054632
147,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
148,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010019658335054632
149,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
150,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010019658335054632
151,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010019658335054632
152,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
153,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
154,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
155,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
156,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010019658335054632
157,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
158,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010019658335054632
159,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
160,-0.7120065,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006511982483804952
161,-0.59441686,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010019658335054632
