,F62,F107,F109,F116,F117,F110,F114,F115,F88,F6,F13,F1,F5,category,1
14,-0.41803247,-0.31727704,-1.492003,0.8085752,9.51182,8.719671,1.0505514,1.2699904,-0.8051069,3.404957,-0.085960224,0.96500033,2.8986719,1,0.9997894637074526
15,-0.5062247,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,1.0505514,1.2699904,0.189664,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0009141969328945289
16,-0.41803247,-0.31727704,-0.85590583,0.8085752,-0.028049037,-0.20521584,1.0505514,1.2699904,0.189664,3.404957,-0.085960224,0.96500033,2.8986719,0,0.09244741630186246
17,-0.59441686,-0.31727704,-0.18125731,0.8085752,0.11020995,0.19066201,1.0505514,1.2699904,-0.9282056,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.009545978652270122
18,-0.47682726,-0.31727704,-1.4727273,-0.54470265,-0.31713596,-0.47566697,1.0505514,-0.23607753,0.20796247,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.0007157739083503322
19,-0.59441686,-0.10305287,-0.18125731,-0.54470265,0.11020995,0.19066201,1.0505514,-0.23607753,-0.41335347,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00020320073436760102
20,-0.38863507,0.96806806,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,0.15140359,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.457642861114532e-05
21,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.24206413,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.001181689713650324
22,-0.5062247,0.21828343,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,0.15140359,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.52059477308157e-05
23,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.5015696,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.001083698248043384
24,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.14391786,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0012210153332380348
25,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.3135945,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0011538280131281392
26,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.5015696,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.001083698248043384
27,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.21877518,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0011909051924559727
28,0.052325938,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-1.0438187,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.63443168463956e-05
29,-0.27104548,0.75384384,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.708453852321258e-05
30,-0.6238143,-0.31727704,-1.4534516,0.4702558,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9955772,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00041699649461481904
31,-0.6238143,-0.31727704,-1.4534516,0.4702558,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9955772,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00041699649461481904
32,-0.32984027,-0.10305287,-1.376349,-0.54470265,-0.31713596,-0.47566697,-0.2469495,2.7760584,-0.97561526,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0026325568145302816
33,-0.59441686,-0.31727704,-1.4534516,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.1705338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.651659536574794e-05
34,-0.59441686,-0.31727704,-1.4534516,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.1705338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.651659536574794e-05
35,0.8166584,2.5747495,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.1071690495771314e-05
36,0.8166584,2.5747495,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.1755243,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,9.044307606640445e-06
37,0.8166584,2.5747495,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.1755243,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.4074426666857234e-05
38,0.02292854,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0001283729107050726
39,1.2870169,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-2.357149,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.583273805326307e-05
40,1.2870169,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,0.17801954,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.2522533474390244e-05
41,-0.0064688614,2.146301,-1.434176,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-0.8758055,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0006572995617204342
42,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0005299813448579426
43,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0005299813448579426
44,-0.7120065,-0.31727704,-1.4727273,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.14391786,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.001249368864528583
45,-0.7120065,-0.31727704,-1.4727273,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.14391786,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.001249368864528583
46,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0005299813448579426
47,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0005299813448579426
48,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0005299813448579426
49,0.14051814,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,5.2332554691686736e-06
50,0.14051814,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,5.2332554691686736e-06
51,0.22871034,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.8951109510936792e-06
52,0.934248,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.4126095229826548e-06
53,-0.32984027,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.857331726368389e-05
54,-0.32984027,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.857331726368389e-05
55,-0.6238143,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,9.071406973041879e-06
56,-0.6238143,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.4146559537871717e-05
57,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,8.026073607280387e-06
58,-0.53562206,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,8.744262761104405e-06
59,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,8.026073607280387e-06
60,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,8.026073607280387e-06
61,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,8.026073607280387e-06
62,-0.47682726,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.00010962296920344678
63,-0.32984027,-0.10305287,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,7.735673717896826e-06
64,0.08172334,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,2.3429936291970084e-05
65,0.22871034,4.395655,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,9.796667236532718e-06
66,0.22871034,4.395655,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,9.796667236532718e-06
67,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010334295483772476
68,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010334295483772476
69,-0.6238143,-0.21016496,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010145632672712704
70,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,0.5015696,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.004746227814556181
71,2.5805025,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,-1.0446504,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,7.363633749949711e-05
72,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,0.5015696,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.004746227814556181
73,-0.6238143,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,-0.88412297,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.346161126239288e-05
74,0.08172334,1.6107407,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.3074828,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.538847932167278e-05
75,-0.7120065,-0.31727704,-1.3570733,1.4852144,0.91148347,0.6737503,-0.2469495,-0.23607753,0.20796247,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.004311575557696068
76,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.0238568,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.007874507364934813
77,-0.41803247,0.32539552,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.783310530084271e-05
78,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.0238568,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.007874507364934813
79,-0.27104548,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.8790550879213e-05
80,-0.5062247,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.003433852608749913
81,-0.38863507,0.004059224,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.12224159,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.003094944361393177
82,-0.38863507,0.004059224,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.12224159,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.409717573269765e-05
83,-0.6238143,-0.31727704,-1.4149003,-0.54470265,-0.31713596,0.44386676,1.3100516,-0.23607753,-2.357149,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0012360395527809057
84,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,1.3100516,-0.23607753,-0.8051069,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.003051686341724493
85,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,1.3100516,2.7760584,-0.29275,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0644514992828984
86,-0.35923767,0.64673173,-1.434176,3.515131,2.140103,1.8231676,1.3100516,2.7760584,-0.8051069,-0.26468047,-0.085960224,-0.6012105,2.8986719,1,0.992782300465488
87,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
88,-0.5062247,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00026650190589835507
89,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
90,-0.035866264,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002186244396921877
91,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
92,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
93,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
94,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
95,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
96,-0.6238143,-0.31727704,-1.2992463,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00028002708730200603
97,-0.15345587,0.21828343,-1.202868,3.515131,2.140103,2.9725847,7.538056,5.7881947,-2.651588,-0.26468047,-0.085960224,-0.6012105,2.8986719,1,0.9999987837002661
98,-0.18285327,0.11117132,-1.202868,3.515131,2.140103,2.9725847,7.538056,5.7881947,-2.651588,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1,0.9999959181157086
100,-0.5062247,0.32539552,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0679394,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.005325895534210261
101,-0.18285327,0.21828343,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,-2.3854284,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023146973112426198
102,-0.38863507,0.64673173,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-2.5442922,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0003511645232954743
103,-0.59441686,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-2.6000195,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00030778467025706114
104,-0.47682726,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.004738764141247035
105,-0.47682726,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0013881457017886412
106,-0.0064688614,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0011389928351094388
107,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.09558737336733332
109,-0.7120065,-0.31727704,-1.4149003,1.4852144,-0.31713596,-0.47566697,1.0505514,0.7679677,-1.3507338,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.016968442410988473
110,-0.6238143,-0.31727704,-1.3956246,-0.54470265,-0.31713596,0.29061127,-0.2469495,-0.23607753,0.1480766,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00011693970472456111
111,-0.59441686,-0.21016496,-1.376349,-0.54470265,-0.31713596,0.18114287,-0.2469495,-0.23607753,0.1480766,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010598730904373258
112,-0.7120065,-0.31727704,-1.3570733,1.4852144,-0.31713596,1.248459,-0.003668065,2.7760584,0.24289589,3.404957,11.6332855,-0.6012105,2.8986719,0,0.0612691761669709
113,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.036333,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0013711521068232367
114,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.025421638766703412
115,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.025421638766703412
116,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-2.2931044,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.025421638766703412
117,-0.35923767,0.11117132,-1.492003,-0.54470265,-0.31713596,-0.47566697,0.531551,-0.23607753,-2.5068636,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00040783782445994154
118,-0.7120065,-0.31727704,-1.492003,1.4852144,-0.31713596,-0.47566697,0.531551,-0.23607753,-1.2226446,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.003908314262164783
119,-0.35923767,-0.10305287,-1.4534516,0.4702558,-0.31713596,-0.47566697,0.531551,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.002815799886652263
120,-0.5062247,0.21828343,-0.18125731,-0.54470265,0.11020995,0.19066201,0.531551,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00029956254844519363
121,-0.30044287,-0.31727704,-1.3956246,-0.54470265,1.3210233,1.8231676,0.531551,-0.23607753,-1.3682005,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0028168105309401468
122,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,0.531551,-0.23607753,0.28864205,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.010427301496238385
123,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,0.531551,-0.23607753,0.28864205,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.010427301496238385
124,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,0.531551,-0.23607753,0.28864205,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.010427301496238385
126,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,1.0505514,-0.23607753,-1.3282766,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.032684882283208906
128,0.46388954,3.003198,-1.3570733,-0.54470265,3.3687224,2.9725847,1.0505514,-0.23607753,-1.234289,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.015492720689358383
129,2.551105,1.9320769,-1.4727273,-0.54470265,4.597342,4.122002,1.0505514,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.10414278531657051
130,0.37569734,1.9320769,-1.3956246,-0.54470265,-0.31713596,-0.47566697,1.0505514,-0.23607753,-1.3682005,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.0006463506984666652
131,0.37569734,1.9320769,-1.492003,-0.54470265,-0.31713596,-0.47566697,1.0505514,-0.23607753,-1.3682005,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00019429850136236268
132,-0.5650195,-0.10305287,-1.492003,-0.54470265,-0.31713596,-0.47566697,0.3091223,-0.23607753,-2.3804379,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.000370400085291336
133,-0.15345587,0.96806806,-1.4149003,-0.54470265,-0.31713596,0.44386676,0.3091223,-0.23607753,-2.3804379,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0005149045543416814
135,-0.47682726,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0014052456413225316
136,-0.30044287,-0.31727704,-1.492003,0.8085752,-0.31713596,-0.47566697,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.008178393718235397
137,-0.7120065,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0015513147637182694
138,-0.30044287,-0.31727704,-1.202868,0.8085752,2.140103,2.9725847,0.3091223,0.96877676,-2.3829331,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.26027550382302533
139,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.014542037044068206
140,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.014542037044068206
141,-0.7120065,-0.31727704,-1.376349,1.4852144,-0.31713596,0.8379527,-0.2469495,-0.23607753,-1.2184858,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00563279619665491
