,F67,F34,F103,F104,F94,F111,F116,F117,F110,F121,F115,F77,F70,F40,F130,F1,F71,category,1
26,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
27,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
28,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
29,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
30,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
31,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
32,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
33,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
34,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
35,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
36,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
37,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
38,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
39,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
40,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
41,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
42,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
43,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
44,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
45,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
46,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
47,-0.605991,0.97634614,3.5886726,2.351365,0.9941797,0.99417984,-0.54905343,0.46320823,0.4632082,-0.45056695,-0.3213848,0.64405185,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,4.6087431596190516e-05
48,-0.7559623,1.8648928,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.6001959,0.6001959,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,0.00012835637373830302
49,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
50,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
51,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
52,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
53,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
54,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
55,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
56,-0.7559623,0.97634614,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.64405185,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,8.095125660242116e-05
57,-0.7559623,-2.57784,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.3213848,0.52609444,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.4289639090323346e-05
58,-0.7559623,-0.20838265,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-0.6202095,-0.6202095,-0.6799923,-0.5818768,-0.62333846,-1.4456459,0,8.113061308095927e-05
59,-0.7559623,-2.57784,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,0.52609444,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.1478863809047972e-05
60,-0.7559623,-2.57784,-0.33898476,-0.4964923,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,0.52609444,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.1478863809047972e-05
61,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
62,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
63,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
64,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
65,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
66,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
67,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
68,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
69,-0.7559623,-0.20838265,-0.3581017,-0.5892823,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.3213848,-2.3230305,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.0005855227448776301
70,-0.30604836,-2.57784,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.10824888,-0.10824886,-0.45056695,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0001775276129700189
71,-0.30604836,-2.57784,-0.23036593,-0.56395143,0.9941797,0.99417984,0.78737795,1.223906,1.2239059,1.7287908,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.028759265931165463
72,-0.30604836,0.97634614,-0.23036593,-0.56395143,0.9941797,0.99417984,0.45327014,1.223906,1.2239059,1.7287908,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0755269554254444
73,-0.30604836,-2.57784,-0.23036593,-0.56395143,0.9941797,0.99417984,0.78737795,1.223906,1.2239059,1.7287908,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.04935160938855381
74,-0.30604836,-0.8007471,-0.23036593,-0.56395143,0.9941797,0.99417984,1.2328552,1.223906,1.2239059,1.7287908,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.4807181916431889
75,-0.30604836,-0.5045649,-0.23036593,-0.56395143,0.9941797,0.99417984,1.1214858,1.223906,1.2239059,1.7287908,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.45930506898264273
76,-0.30604836,-0.8007471,-0.23036593,-0.56395143,0.9941797,0.99417984,1.2328552,1.223906,1.2239059,1.7287908,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.4807181916431885
77,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,1.7287908,-0.12353984,-1.2220947,-1.2220947,0.9414501,1.9365501,-0.62333846,0.09611485,0,0.00431834644806403
219,-0.30604836,0.97634614,-0.23036593,-0.56395143,0.9941797,0.99417984,1.4555937,0.57373697,0.5737369,1.7287908,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,1,0.27780600959823787
78,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,1.7287908,-0.12353984,-1.2220947,-1.2220947,0.9414501,1.9365501,-0.62333846,0.09611485,0,0.006072952758807252
79,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
80,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
81,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
82,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
83,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
84,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
85,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
86,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
87,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
88,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
89,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
90,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
91,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
92,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
93,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
94,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
95,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
96,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
97,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
98,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
99,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
100,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
101,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0006895326025385696
102,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-1.1770196,-0.12353984,0.48072618,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0002264963580962109
103,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.5315504,-0.5315504,-0.08734065,-0.12353984,0.64405185,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0006104329984050662
104,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.12353984,-1.0134008,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0034623784704434285
105,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.12353984,-1.0134008,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0034623784704434285
106,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.12353984,-1.0134008,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0034623784704434285
107,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.12353984,-1.0134008,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0034623784704434285
108,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.12353984,-1.0134008,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0034623784704434285
109,-0.30604836,-0.20838265,-0.23036593,-0.56395143,0.9941797,0.99417984,-0.54905343,-0.39465702,-0.39465705,-0.45056695,-0.12353984,-1.0134008,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0034623784704434285
