,F67,F104,F116,F117,F121,F115,F70,F40,F130,F1,F71,category,1
38,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
39,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
40,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
41,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
42,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
43,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
44,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
45,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
46,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
47,-0.605991,2.351365,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.03577346025457e-05
48,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.6001959,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.561285792294168e-05
49,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
50,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
51,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
52,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
53,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
54,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
55,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
56,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,1.5150778326443912e-05
57,-0.7559623,-0.4964923,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.4312295712866594e-05
58,-0.7559623,-0.4964923,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-0.6202095,-0.6799923,-0.5818768,-0.62333846,-1.4456459,0,2.3320832921711644e-05
59,-0.7559623,-0.4964923,-0.54905343,-0.39465702,-0.45056695,-0.3213848,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.2204772981310137e-05
60,-0.7559623,-0.4964923,-0.54905343,-0.39465702,-0.45056695,-0.3213848,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.2204772981310137e-05
61,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
62,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
63,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
64,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
65,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
66,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
67,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
68,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
69,-0.7559623,-0.5892823,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00012160934164398629
70,-0.30604836,-0.56395143,-0.54905343,-0.10824888,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00037361578490644056
71,-0.30604836,-0.56395143,0.78737795,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.08840443045142629
72,-0.30604836,-0.56395143,0.45327014,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.047093411672000256
73,-0.30604836,-0.56395143,0.78737795,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.17830786964234205
74,-0.30604836,-0.56395143,1.2328552,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.7274650813694732
75,-0.30604836,-0.56395143,1.1214858,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.6807228931303256
76,-0.30604836,-0.56395143,1.2328552,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.7274650813694732
77,-0.30604836,-0.56395143,-0.54905343,-0.5315504,1.7287908,-0.12353984,-1.2220947,0.9414501,1.9365501,-0.62333846,0.09611485,0,0.005073577096670721
219,-0.30604836,-0.56395143,1.4555937,0.57373697,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,1,0.20641609614628306
78,-0.30604836,-0.56395143,-0.54905343,-0.5315504,1.7287908,-0.12353984,-1.2220947,0.9414501,1.9365501,-0.62333846,0.09611485,0,0.005846975128666982
79,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
80,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
81,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
82,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
83,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
84,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
85,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
86,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
87,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
88,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
89,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
90,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
91,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
92,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
93,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
94,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
95,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
96,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
97,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
98,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
99,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
100,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
101,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.00039745221178897727
102,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.00013557555367429232
103,-0.30604836,-0.56395143,-0.54905343,-0.5315504,-0.08734065,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00047936191615635963
104,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
105,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
106,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
107,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
108,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
109,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
110,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
111,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
112,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018883996958171119
113,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
114,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
115,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
116,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
117,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
118,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
119,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
120,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
121,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
122,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
123,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
124,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
125,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
126,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
127,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
128,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
129,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
130,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
131,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
132,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
133,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
134,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
135,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
136,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
137,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
138,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,-0.62333846,-1.1372938,0,0.0007626275329757907
139,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.002233007787914189
140,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,-0.62333846,-1.1372938,0,0.0007626275329757907
141,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
142,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
143,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
144,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
145,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
146,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00036269233114503676
147,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
148,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
149,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
150,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
151,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
152,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.0010627996349339616
220,-0.30604836,-0.56395143,1.4555937,0.57373697,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,1,0.4888974739219777
312,-0.30604836,-0.32360297,1.4555937,0.57373697,1.7287908,4.189481,0.64405185,-0.75623864,-0.6016796,-0.62333846,-0.5205895,1,0.959833322155504
313,-0.30604836,-0.32360297,1.4555937,0.57373697,1.7287908,4.189481,0.64405185,-0.75623864,-0.6016796,-0.62333846,-0.5205895,1,0.959833322155504
314,-0.30604836,-0.32360297,1.4555937,0.57373697,1.7287908,4.189481,0.64405185,-0.75623864,-0.6016796,-0.62333846,-0.5205895,1,0.959833322155504
153,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001449522047382636
154,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001449522047382636
155,-0.30604836,-0.56395143,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001449522047382636
