,F116,F121,F115,F70,F130,F1,category,1
62,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
63,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
64,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
65,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
66,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
67,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
68,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
69,-0.54905343,-0.45056695,-0.3213848,-2.3230305,-0.54524153,-0.62333846,0,6.478546460474177e-05
70,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0002605772569209822
71,0.78737795,1.7287908,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.023620592500269315
72,0.45327014,1.7287908,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.011071537793004517
73,0.78737795,1.7287908,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.06352373364919806
74,1.2328552,1.7287908,-0.12353984,0.64405185,1.9365501,4.8407216,1,0.5983711252580092
75,1.1214858,1.7287908,-0.12353984,0.64405185,1.9365501,4.8407216,1,0.5354019495002944
76,1.2328552,1.7287908,-0.12353984,0.64405185,1.9365501,4.8407216,1,0.5983711252580092
77,-0.54905343,1.7287908,-0.12353984,-1.2220947,1.9365501,-0.62333846,0,0.0027078990185829353
219,1.4555937,1.7287908,-0.12353984,0.64405185,1.9365501,-0.62333846,1,0.1014963348312048
78,-0.54905343,1.7287908,-0.12353984,-1.2220947,1.9365501,-0.62333846,0,0.004648989086180271
79,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
80,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
81,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
82,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
83,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
84,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
85,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
86,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
87,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
88,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
89,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
90,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
91,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
92,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
93,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
94,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
95,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
96,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
97,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
98,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
99,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
100,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
101,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,1.1980149,0,0.0010415231537209582
102,-0.54905343,-1.1770196,-0.12353984,0.4807262,1.9365501,-0.62333846,0,0.000277448898811487
103,-0.54905343,-0.08734065,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0005514681736903077
104,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
105,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
106,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
107,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
108,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
109,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
110,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
111,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
112,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.003452110125709451
113,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
114,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
115,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
116,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
117,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
118,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
119,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
120,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
121,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
122,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
123,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
124,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
125,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
126,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
127,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
128,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
129,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
130,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
131,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
132,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
133,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
134,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
135,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
136,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
137,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
138,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,-0.62333846,0,0.0015299501418934568
139,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,1.1980149,0,0.005723574683037277
140,-0.54905343,-0.45056695,-0.12353984,-2.1097999,1.9365501,-0.62333846,0,0.0015299501418934568
141,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
142,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
143,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
144,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
145,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
146,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.00042769690948452646
147,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
148,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
149,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
150,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
151,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
152,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0016048791097566589
220,1.4555937,1.7287908,-0.12353984,0.64405185,1.9365501,1.1980149,1,0.4301126544170204
312,1.4555937,1.7287908,4.189481,0.64405185,-0.6016796,-0.62333846,1,0.9822764843088306
313,1.4555937,1.7287908,4.189481,0.64405185,-0.6016796,-0.62333846,1,0.9822764843088306
314,1.4555937,1.7287908,4.189481,0.64405185,-0.6016796,-0.62333846,1,0.9822764843088306
153,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
154,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
155,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
156,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
157,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
158,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
159,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,3.0193682,0,0.008545546859807723
160,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,3.0193682,0,0.008545546859807723
161,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
162,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,3.0193682,0,0.008545546859807723
163,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
164,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
165,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
166,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
167,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
168,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,3.0193682,0,0.008545546859807723
169,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
170,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,3.0193682,0,0.008545546859807723
171,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
172,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
173,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
174,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
175,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,3.0193682,0,0.008545546859807723
176,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
177,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.006412987916310753
178,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.006412987916310753
179,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,-0.62333846,0,0.0019943927603107794
180,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.006412987916310753
181,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,-0.62333846,0,0.0019943927603107794
182,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.006412987916310753
183,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,-0.62333846,0,0.0019943927603107794
184,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,-0.62333846,0,0.0019943927603107794
185,-0.54905343,-0.45056695,-0.12353984,-1.0134008,1.9365501,1.1980149,0,0.006412987916310753
186,-0.54905343,-0.45056695,-0.12353984,-1.0103763,1.9365501,-0.62333846,0,0.0019911875575983925
187,-0.54905343,-0.45056695,-0.12353984,-1.0103763,1.9365501,1.1980149,0,0.006402727115689182
188,0.78737795,-0.45056695,-0.12353984,-1.0103763,1.9365501,1.1980149,0,0.1365861242179053
189,-0.54905343,-0.45056695,-0.12353984,-1.0103763,1.9365501,-0.62333846,0,0.0019911875575983925
190,-0.54905343,-0.45056695,-0.12353984,-1.0103763,1.9365501,1.1980149,0,0.006402727115689182
191,-0.54905343,-0.45056695,-0.12353984,-1.0103763,1.9365501,1.1980149,0,0.006402727115689182
192,-0.54905343,-0.45056695,-0.12353984,-1.0103763,1.9365501,1.1980149,0,0.006402727115689182
193,-0.54905343,-0.45056695,-0.12353984,-1.0103763,1.9365501,1.1980149,0,0.006402727115689182
194,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
195,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
196,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
197,0.45327014,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.009030226260102992
198,0.78737795,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.0614843729927852
199,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
200,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
201,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
202,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
203,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
204,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
205,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
206,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
207,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
208,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
209,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,1.1980149,0,0.002661539104845908
210,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
211,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
212,0.45327014,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.009030226260102992
213,-0.54905343,-0.45056695,-0.12353984,-0.6202095,1.9365501,-0.62333846,0,0.0016180164696842415
214,-0.54905343,-0.45056695,-0.12353984,-0.6202095,1.9365501,-0.62333846,0,0.0016180164696842415
215,-0.54905343,-0.45056695,-0.12353984,-0.6156727,1.9365501,-0.62333846,0,0.0016141159763181292
216,-0.54905343,-0.45056695,-0.12353984,-0.617185,1.9365501,-0.62333846,0,0.0016154151136665094
217,-0.54905343,-0.45056695,-0.12353984,-0.6186973,1.9365501,-0.62333846,0,0.0016167152949453404
218,-0.54905343,-0.45056695,-0.12353984,0.64405185,1.9365501,-0.62333846,0,0.0008255716801356056
221,1.4555937,1.7287908,-0.12353984,-2.3381531,1.9365501,-0.62333846,0,0.7227926428550807
222,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.87693924,-0.62333846,0,7.866259987858164e-06
223,-0.54905343,-0.08734065,-0.3213848,-0.4251261,-0.87693924,-0.62333846,0,1.390569195084323e-05
224,-0.54905343,-0.08734065,-0.3213848,-0.4251261,-0.87693924,-0.62333846,0,1.390569195084323e-05
225,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.87693924,-0.62333846,0,7.866259987858164e-06
226,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.87693924,-0.62333846,0,7.866259987858164e-06
227,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.87693924,-0.62333846,0,7.866259987858164e-06
228,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.87693924,-0.62333846,0,7.866259987858164e-06
229,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.87693924,-0.62333846,0,7.866259987858164e-06
331,3.460241,-0.81379324,4.189481,-1.6757771,-0.31800383,-0.62333846,1,0.999804848099827
333,3.460241,-0.45056695,4.189481,0.64405185,-0.31800383,-0.62333846,1,0.9994913315295777
334,3.460241,-0.45056695,4.189481,0.64405185,-0.31800383,-0.62333846,1,0.9994913315295777
335,3.460241,-0.45056695,4.189481,0.64405185,-0.31800383,-0.62333846,1,0.9994913315295777
230,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.87693924,-0.62333846,0,1.1771093332507622e-05
231,-0.54905343,-0.08734065,-0.3213848,0.29017964,-0.87693924,-0.62333846,0,1.3998022873761706e-05
232,-0.54905343,1.7287908,-0.3213848,0.64405185,-0.6115811,-0.62333846,0,8.573837252425333e-05
233,-0.54905343,1.7287908,-0.3213848,0.64405185,-0.6115811,-0.62333846,0,8.573837252425333e-05
234,-0.54905343,1.7287908,-0.3213848,-0.82134205,-0.6115811,3.0193682,0,0.002574233642937897
235,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.6115811,-0.62333846,0,1.647487021995584e-05
236,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.6115811,-0.62333846,0,1.647487021995584e-05
237,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.6115811,-0.62333846,0,1.647487021995584e-05
238,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.7591123,-0.62333846,0,1.3666193113666545e-05
239,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.7591123,-0.62333846,0,9.825904828448214e-06
240,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.541281,-0.62333846,0,1.2948751194561906e-05
241,0.45327014,-0.08734065,-0.3213848,0.64405185,-0.541281,3.0193682,0,0.002348182509817882
242,-0.54905343,-0.08734065,-0.3213848,-0.00017705196,-0.84525466,-0.62333846,0,1.6797455335260255e-05
243,-0.54905343,-0.08734065,-0.3213848,0.64405185,-0.65663254,-0.62333846,0,1.556086976654289e-05
244,0.45327014,-0.08734065,-0.3213848,0.64405185,-0.65663254,1.1980149,0,0.0005303753397744089
245,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.7303982,-0.62333846,0,1.018994129573776e-05
246,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.7303982,-0.62333846,0,1.018994129573776e-05
247,-0.54905343,-0.45056695,-0.3213848,0.64405185,-0.7303982,-0.62333846,0,1.018994129573776e-05
248,-0.54905343,1.7287908,-0.3213848,0.64405185,-0.5368253,-0.62333846,0,9.425495617716587e-05
249,-0.54905343,1.7287908,-0.3213848,0.64405185,-0.5368253,1.1980149,0,0.0003611252414991748
