,F67,F104,F94,F116,F117,F121,F115,F70,F40,F130,F1,F71,category,1
11,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
12,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
13,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
14,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
15,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
16,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
17,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
18,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
19,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
20,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
21,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
22,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
23,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
24,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
25,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
26,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
27,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
28,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
29,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
30,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
31,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
32,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
33,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
34,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
35,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
36,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
37,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
38,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
39,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
40,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
41,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
42,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
43,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
44,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
45,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
46,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
47,-0.605991,2.351365,0.9941797,-0.54905343,0.46320823,-0.45056695,-0.3213848,0.64405185,2.6920524,-0.25265446,-0.62333846,2.2545798,0,5.293849325506318e-05
48,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.6001959,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.463971340603507e-05
49,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
50,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
51,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
52,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
53,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
54,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
55,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
56,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.64405185,-0.6799923,-0.5818768,-0.62333846,-0.8289416,0,2.3924529538082485e-05
57,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.3213848,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,2.2940734408309717e-05
58,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-0.6202095,-0.6799923,-0.5818768,-0.62333846,-1.4456459,0,3.724136869237356e-05
59,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.946733612614524e-05
60,-0.7559623,-0.4964923,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,0.52609444,-0.6799923,-0.5818768,-0.62333846,-1.1372938,0,1.946733612614524e-05
61,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
62,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
63,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
64,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
65,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
66,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
67,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
68,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
69,-0.7559623,-0.5892823,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.3213848,-2.3230305,0.40486044,-0.54524153,-0.62333846,-1.4456459,0,0.00018922938953586284
70,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.10824888,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.00035597079204412435
71,-0.30604836,-0.56395143,0.9941797,0.78737795,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.09001897167907685
72,-0.30604836,-0.56395143,0.9941797,0.45327014,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.048156834814920065
73,-0.30604836,-0.56395143,0.9941797,0.78737795,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.18978118609548633
74,-0.30604836,-0.56395143,0.9941797,1.2328552,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.7625216421126129
75,-0.30604836,-0.56395143,0.9941797,1.1214858,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.7197138987827516
76,-0.30604836,-0.56395143,0.9941797,1.2328552,1.223906,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,4.8407216,1.3295234,1,0.7625216421126131
77,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,1.7287908,-0.12353984,-1.2220947,0.9414501,1.9365501,-0.62333846,0.09611485,0,0.005307569754783786
219,-0.30604836,-0.56395143,0.9941797,1.4555937,0.57373697,1.7287908,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,1,0.20668311841040632
78,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,1.7287908,-0.12353984,-1.2220947,0.9414501,1.9365501,-0.62333846,0.09611485,0,0.006025225506915776
79,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
80,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
81,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
82,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
83,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
84,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
85,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
86,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
87,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
88,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
89,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
90,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
91,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
92,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
93,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
94,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
95,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
96,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
97,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
98,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
99,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
100,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
101,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,1.1980149,0.71281916,0,0.0003906767820677882
102,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-1.1770196,-0.12353984,0.4807262,0.9414501,1.9365501,-0.62333846,0.71281916,0,0.0001304409601209851
103,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.5315504,-0.08734065,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0004559469124981893
104,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
105,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
106,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
107,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
108,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
109,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
110,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
111,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
112,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-1.0134008,0.9414501,1.9365501,1.1980149,0.09611485,0,0.0018978137621636418
113,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
114,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
115,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
116,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
117,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
118,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
119,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
120,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
121,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
122,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
123,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
124,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
125,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
126,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
127,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
128,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
129,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
130,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
131,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
132,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
133,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
134,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
135,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
136,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
137,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
138,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,-0.62333846,-1.1372938,0,0.0007934404898826421
139,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,1.1980149,-1.1372938,0,0.0023732518659751183
140,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,-2.1097999,0.9414501,1.9365501,-0.62333846,-1.1372938,0,0.0007934404898826421
141,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
142,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
143,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
144,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
145,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
146,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,-0.62333846,1.3295234,0,0.0003422878472824732
147,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
148,-0.30604836,-0.56395143,0.9941797,-0.54905343,-0.39465702,-0.45056695,-0.12353984,0.64405185,0.9414501,1.9365501,1.1980149,1.3295234,0,0.001024734971528233
