,F69,F108,F109,F116,F117,F110,F115,F38,category,1
51,-0.084033705,0.024615882,0.59122705,-0.80678064,-0.109595545,-0.109595545,0.09067267,-0.05023596,0,0.001283066038350717
52,-0.38570926,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,0.09067267,-0.05023596,0,0.014558395676907806
53,-0.38570926,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,0.09067267,-0.05023596,0,0.014558395676907806
54,-0.084033705,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,0.09067267,-0.05023596,0,0.012874103416503671
55,-0.32537416,0.9341414,-1.1817622,1.8314286,-0.3722603,-0.37226027,0.09067267,-0.05023596,1,0.6758843636070646
56,0.3383121,0.024615882,1.1822237,1.8314286,0.9045822,0.9045822,2.4259,0.1330619,1,0.9999206031938596
57,-0.38570926,0.024615882,-1.3295113,1.8314286,1.9260561,1.9260561,2.4259,0.1330619,1,0.9999568846112188
58,-0.38570926,0.024615882,-1.2556367,-0.80678064,-0.8319236,-0.8319236,0.09067267,-0.2588163,0,9.614959440005246e-05
59,-0.32537416,0.024615882,-1.2556367,-0.80678064,-0.8319236,-0.8319236,0.09067267,-0.2588163,0,9.378229388176496e-05
60,-0.32537416,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,0.09067267,-0.2588163,0,0.0016058427234350789
61,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,0.09067267,-0.2588163,1,0.04237945741507245
62,-0.20470393,0.024615882,-0.73851484,-0.80678064,-0.464193,-0.464193,-0.6877364,-0.2588163,0,6.262251736301718e-05
63,-0.20470393,0.024615882,-0.73851484,-0.80678064,-0.464193,-0.464193,-0.6877364,-0.2588163,0,6.262251736301718e-05
64,-0.20470393,0.024615882,-0.73851484,-0.80678064,-0.464193,-0.464193,-0.6877364,-0.2588163,0,6.262251736301718e-05
65,0.21764186,0.024615882,-0.6646403,-0.80678064,-0.8319236,-0.8319236,-0.16879705,-0.2588163,0,6.923822260598629e-05
66,0.21764186,0.024615882,-0.6646403,-0.80678064,-0.8319236,-0.8319236,-0.16879705,-0.2588163,0,6.923822260598629e-05
67,0.21764186,0.024615882,-0.6646403,-0.80678064,-0.8319236,-0.8319236,-0.16879705,-0.2588163,0,6.923822260598629e-05
68,0.21764186,0.024615882,-0.6646403,-0.80678064,-0.8319236,-0.8319236,-0.16879705,-0.2588163,0,6.923822260598629e-05
69,0.21764186,0.024615882,-0.6646403,-0.80678064,-0.8319236,-0.8319236,-0.16879705,-0.2588163,0,6.923822260598629e-05
70,-0.32537416,0.024615882,-1.292574,1.8314286,-0.09646228,-0.09646234,-0.16879705,-0.2588163,1,0.785605786165471
71,-0.14436881,0.024615882,-1.0709504,1.8314286,2.5110824,2.5110822,2.4259,-0.2588163,1,0.9999828954747498
72,-0.38570926,-0.8849096,-0.44301668,-0.1472283,-0.43792647,-0.4379264,-0.6877364,-0.2588163,0,0.0019571578936942763
73,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03224240447025406
74,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03224240447025406
75,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03224240447025406
76,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03224240447025406
77,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03224240447025406
78,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03224240447025406
79,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.6877364,-0.23353381,0,0.03224240447025406
80,-0.38570926,0.024615882,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,4.806825533878801e-05
81,-0.20470393,0.024615882,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,4.460432360918366e-05
82,-0.20470393,0.024615882,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,4.460432360918366e-05
83,-0.20470393,0.9341414,-0.77545214,-0.80678064,-0.6383811,-0.6383811,-0.6877364,-0.23353381,0,2.1887275279931373e-05
84,-0.14436881,0.024615882,-0.73851484,-0.80678064,-0.464193,-0.464193,-0.6877364,-0.2588163,0,6.108063667959367e-05
85,-0.14436881,0.024615882,-0.73851484,-0.80678064,-0.464193,-0.464193,-0.6877364,-0.2588163,0,6.108063667959367e-05
86,0.277977,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,-0.6877364,-0.2588163,0,0.0024272378566634004
87,-0.023698593,0.024615882,-0.036706623,-0.80678064,-0.6433438,-0.6433438,-0.6877364,-0.1892895,0,6.829089347725851e-05
88,-0.14436881,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.0001418259196244619
89,-0.023698593,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.00013492838852931276
90,0.09697163,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.0001283662672048287
91,0.09697163,-0.8849096,-1.2556367,-0.80678064,-0.21903916,-0.21903922,-0.6877364,-0.2588163,0,0.0001283662672048287
92,-0.20470393,0.024615882,-1.3295113,1.8314286,2.8453827,2.8453827,0.35014236,-0.2588163,1,0.9995733384420599
93,-0.26503903,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,0.35014236,-0.2588163,0,0.002488496479457833
94,-0.26503903,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,0.35014236,-0.2588163,0,0.002488496479457833
95,-0.20470393,0.024615882,0.22185442,1.8314286,-0.35227492,-0.3522749,0.09067267,-0.15768641,1,0.9070329220584373
96,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0013020795760689088
97,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0013020795760689088
98,-0.38570926,0.024615882,1.4038471,1.8314286,-0.407619,-0.407619,0.09067267,-0.15768641,1,0.9533280707843393
99,-0.32537416,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0012700587697019787
100,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0013020795760689088
101,-0.20470393,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,0.09067267,-0.15768641,0,0.0012083573138431908
102,-0.38570926,0.024615882,0.48041534,1.8314286,-0.41562474,-0.4156247,0.09067267,-0.15768641,1,0.9168529200614532
103,-0.32537416,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,0.09067267,-0.15768641,0,0.0006860310126451684
104,-0.38570926,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,0.09067267,-0.15768641,0,0.0007033376417663271
105,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,0.09067267,-0.15768641,0,0.0779635440524637
106,-0.38570926,-0.8849096,-0.44301668,-0.1472283,-0.43792647,-0.4379264,0.09067267,-0.15768641,0,0.008359835426995758
107,-0.38570926,-0.8849096,-0.44301668,-0.1472283,-0.43792647,-0.4379264,0.09067267,-0.15768641,0,0.008359835426995758
108,0.39864722,0.024615882,-0.81238943,-0.80678064,-0.6276288,-0.6276288,0.09067267,-0.15768641,0,0.0001464270196704231
109,-0.20470393,0.024615882,-1.0709504,1.8314286,2.5110824,2.5110822,0.09067267,-0.15768641,1,0.9989864785768122
110,-0.20470393,0.024615882,-1.4403232,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,1.9676091738513815e-05
111,0.277977,0.024615882,0.5173526,-0.80678064,2.5048914,2.5048914,-0.6877364,-0.2588163,0,0.03224784293271986
112,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.0003031829336265269
113,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.0003031829336265269
114,-0.20470393,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.46533382,-0.2588163,0,0.0004186388057132353
115,-0.023698593,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.46533382,-0.2588163,0,0.000388480906594639
116,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.028439005742325843
117,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.028439005742325843
118,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.028439005742325843
119,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.028439005742325843
120,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.028439005742325843
121,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.46533382,-0.2588163,0,0.028439005742325843
122,-0.38570926,0.024615882,-1.4033859,0.512324,1.0067296,1.0067296,-0.46533382,-0.2588163,0,0.1185914847532761
123,-0.38570926,0.024615882,1.2560982,0.512324,-0.43437696,-0.43437696,-0.46533382,-0.2588163,0,0.04649376983400435
124,-0.26503903,0.024615882,-1.0340132,-0.80678064,-0.8319236,-0.8319236,-0.46533382,-0.2588163,0,3.911228902720977e-05
125,-0.20470393,0.024615882,0.59122705,0.512324,-0.109595545,-0.109595545,-0.46533382,-0.2588163,0,0.05168482678186001
126,-0.20470393,0.024615882,1.1822237,0.512324,0.9045822,0.9045822,-0.46533382,-0.2588163,1,0.35620278531126004
127,0.7606579,0.024615882,-1.4033859,-0.80678064,-0.8319236,-0.8319236,-0.46533382,-0.2588163,0,2.0128369299720356e-05
128,-0.32537416,0.024615882,1.1822237,1.8314286,0.9045822,0.9045822,2.4259,-0.2588163,1,0.9999218031552993
129,0.45898232,-0.8849096,-1.2556367,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,3.480871679435687e-05
130,0.3383121,-0.8849096,-1.2556367,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,3.6588323729618954e-05
131,0.57965255,0.024615882,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,1.5118658752574013e-05
132,1.5450144,-0.8849096,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,2.0675869125457595e-05
133,0.036636516,0.024615882,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.23985444,0,1.8921708108069123e-05
134,-0.38570926,0.024615882,-1.0709504,0.512324,0.1709782,0.17097814,-0.6877364,-0.23985444,0,0.022593273340639607
135,-0.38570926,0.024615882,-1.4403232,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.002647102265662903
136,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.0003031829336265269
137,-0.38570926,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,-0.6877364,-0.2588163,0,0.00016369348219856067
138,0.277977,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.043915343,0,9.677888267128627e-05
139,-0.38570926,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.6877364,0.08249697,0,0.0018214599863696794
140,5.5874667,-0.8849096,-1.4033859,1.8314286,2.8453827,2.8453827,2.4259,-0.2588163,1,0.9999411395611582
153,-0.14436881,0.024615882,-1.1448249,0.512324,2.8453827,2.8453827,0.86908174,-0.2588163,1,0.9811542964439931
154,-0.14436881,0.024615882,-1.1448249,0.512324,2.8453827,2.8453827,0.86908174,-0.2588163,1,0.9811542964439931
168,0.277977,0.024615882,1.1822237,0.512324,0.9045822,0.9045822,-0.37637278,-0.2588163,1,0.34698849994341996
170,-0.32537416,0.024615882,-1.0340132,1.8314286,0.7002874,0.7002874,0.86908174,-0.1892895,1,0.992510935495354
141,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.21457197,0,0.022250828227617057
142,0.21764186,-0.8849096,-1.3664485,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,5.4123456131659905e-05
143,-0.20470393,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,-0.6877364,-0.2588163,0,0.00047611287212260487
144,0.57965255,0.024615882,0.22185442,-0.80678064,-0.35227492,-0.3522749,-0.6877364,-0.2588163,0,0.00013389201004369958
145,0.57965255,0.024615882,0.22185442,-0.80678064,-0.35227492,-0.3522749,-0.6877364,-0.2588163,0,0.00013389201004369958
146,0.57965255,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,-0.6877364,-0.2588163,0,0.0003332139229049759
147,-0.26503903,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.23353381,0,0.00014513649618225387
148,-0.14436881,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.23353381,0,0.0001373808924721457
149,-0.32537416,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.23353381,0,0.00014917694829914073
150,-0.38570926,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,-0.6877364,-0.23353381,0,0.00021913429255072654
151,1.303674,-0.8849096,-1.2556367,0.512324,-0.21903916,-0.21903922,0.86908174,-0.2588163,0,0.16365081548142174
152,1.0623335,-0.8849096,-1.2556367,0.512324,-0.21903916,-0.21903922,0.86908174,-0.2588163,0,0.17924648375994476
155,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.0003847671605370753
156,-0.38570926,0.024615882,0.48041534,-0.80678064,-0.41562474,-0.4156247,-0.6877364,-0.2588163,0,0.0002157836337101942
157,-0.38570926,0.024615882,-0.44301668,-0.1472283,-0.43792647,-0.4379264,-0.6877364,-0.2588163,0,0.0012220753661381213
158,-0.26503903,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.6877364,-0.2588163,0,0.0017795666665162567
159,-0.20470393,0.024615882,-0.627703,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,4.599669060140839e-05
160,-0.023698593,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.37637278,-0.2588163,0,0.002776923927141422
161,0.21764186,0.024615882,0.5542898,-0.80678064,0.70585907,0.7058591,-0.37637278,-0.2588163,0,0.0024887548483082467
162,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.037182668213125714
163,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.037182668213125714
164,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.037182668213125714
165,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.037182668213125714
166,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.037182668213125714
167,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.37637278,-0.2588163,0,0.037182668213125714
169,0.277977,0.024615882,1.514659,0.512324,-0.28713745,-0.28713742,-0.37637278,-0.2588163,0,0.0671046918378081
171,-0.26503903,0.024615882,0.59122705,-0.80678064,-0.109595545,-0.109595545,0.86908174,-0.1892895,0,0.0065093425854847314
172,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.2588163,0,0.021671558017135533
173,-0.38570926,0.024615882,1.4038471,-0.80678064,-0.407619,-0.407619,-0.6877364,-0.2588163,0,0.0003847671605370753
174,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.2588163,0,0.021671558017135533
175,-0.38570926,0.024615882,0.73897624,0.512324,-0.52548134,-0.52548134,-0.6877364,-0.2588163,0,0.021671558017135533
176,-0.38570926,0.024615882,-0.44301668,-0.80678064,-0.30659407,-0.3065941,-0.6877364,-0.11976273,0,0.0001643394327495463
177,-0.32537416,0.024615882,-1.3295113,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,3.166884981254793e-05
178,-0.32537416,0.024615882,-1.3295113,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,3.166884981254793e-05
179,0.6399877,0.024615882,0.22185442,1.8314286,-0.35227492,-0.3522749,0.86908174,-0.08183904,1,0.9645531582031313
180,-0.32537416,0.024615882,-1.0340132,0.512324,-0.8319236,-0.8319236,0.86908174,-0.08183904,0,0.06839291865082588
181,-0.20470393,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,0.86908174,-0.08183904,0,0.062322780419869384
182,0.57965255,0.024615882,1.1822237,-0.80678064,0.9045822,0.9045822,0.86908174,-0.08183904,0,0.04444278657792461
183,-0.20470393,0.024615882,1.514659,1.8314286,-0.28713745,-0.28713742,0.86908174,-0.08183904,1,0.9900487603083871
184,-0.32537416,0.024615882,1.514659,0.512324,-0.28713745,-0.28713742,0.86908174,-0.08183904,1,0.49344160776528784
185,-0.38570926,-0.8849096,-0.44301668,0.7321748,-0.43792647,-0.4379264,1.3880211,-0.2588163,0,0.7162583283848535
186,-0.084033705,0.024615882,1.1822237,0.9520256,0.9045822,0.9045822,1.3880211,-0.2588163,1,0.9865350518559646
187,-0.084033705,0.024615882,1.514659,0.9520256,-0.28713745,-0.28713742,1.3880211,-0.2588163,1,0.9040285788545142
188,-0.023698593,0.024615882,1.1822237,1.8314286,0.9045822,0.9045822,-0.5045813,-0.2588163,1,0.9821706825160673
189,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
190,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
191,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
192,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
193,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
194,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
195,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
196,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
197,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
198,-0.38570926,0.024615882,0.29572892,0.512324,-0.6787025,-0.67870253,-0.5045813,-0.2588163,0,0.017240022768565344
199,-0.26503903,0.024615882,1.514659,1.8314286,-0.28713745,-0.28713742,2.4259,-0.2588163,1,0.9993240772993249
200,-0.38570926,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.0035795570155395446
201,-0.38570926,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.0035795570155395446
202,-0.38570926,0.024615882,-1.292574,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.0035795570155395446
203,-0.38570926,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.003915894079590743
204,-0.38570926,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.003915894079590743
205,-0.38570926,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.003915894079590743
206,-0.38570926,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.003915894079590743
207,-0.38570926,0.024615882,-1.1448249,0.512324,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,0.003915894079590743
208,0.51931745,0.024615882,-0.627703,-0.80678064,-0.8319236,-0.8319236,-0.6877364,-0.2588163,0,3.30834017386778e-05
209,-0.084033705,0.024615882,1.514659,-0.80678064,-0.28713745,-0.28713742,-0.6877364,-0.2588163,0,0.00045067898022950475
210,0.51931745,0.024615882,-0.88626397,-0.80678064,-0.60209197,-0.60209197,-0.6877364,-0.2588163,0,4.364091451218281e-05
