,F64,F69,F102,F103,F108,F94,F109,F22,F111,F116,F117,F110,F114,F115,F61,F40,F45,F127,F131,F38,F39,F1,category,1
30,-0.10058861,-0.38570926,-0.8237155,-0.43457752,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.14385693,-0.32707766,0,0.01014538426975338
31,-0.10058861,-0.38570926,-0.8237155,-0.43457752,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.14385693,-0.32707766,0,0.01014538426975338
32,-0.10058861,-0.38570926,-0.81646353,-0.76198334,-0.8849096,-0.72101676,-0.44301668,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.4379264,-0.9299314,-0.6877364,-0.6475258,-0.4870455,0.042406283,-0.5781517,1.5199777,-0.2588163,-0.14385693,-0.32707766,0,0.00044507098740449963
33,-0.10058861,-0.38570926,-0.81646353,-0.76198334,-0.8849096,-0.72101676,-0.44301668,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.4379264,-0.9299314,-0.6877364,-0.66438913,-0.4870455,0.042406283,-0.5781517,1.5199777,-0.2588163,-0.14385693,-0.32707766,0,0.00044866855499887617
34,-0.10058861,-0.38570926,-0.4190554,-0.5962594,0.024615882,-0.72101676,0.29572892,0.9631263,-0.72101665,0.512324,-0.6787025,-0.67870253,-0.9299314,-0.6877364,-0.20907785,6.302088,0.042406283,-0.14454569,1.7942309,0.6071081,1.0304165,-0.32707766,0,0.07391275136621438
35,-0.76670504,-0.38570926,-0.7700509,-0.8024038,0.024615882,-1.1646628,0.59122705,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.109595545,2.3951132,2.4259,-0.6475258,3.7857585,0.12825291,-0.5681838,3.519899,0.24683298,0.46470812,-0.32707766,1,0.9997807304996883
36,-0.76670504,-0.38570926,-0.7700509,-0.8024038,0.024615882,-1.1646628,0.59122705,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.109595545,2.3951132,2.4259,-0.6475258,3.7857585,0.12825291,-0.5681838,3.519899,0.24683298,0.46470812,-0.32707766,1,0.9997807304996883
37,-0.76670504,-0.38570926,-0.78600526,-0.7781516,0.024615882,-1.1646628,0.73897624,-0.6413419,-1.1646628,0.512324,-0.52548134,-0.52548134,2.3951132,2.4259,-0.5463455,1.5748308,0.12825291,-0.5432639,0.90700644,0.2657948,0.31899536,-0.32707766,1,0.8839394660487606
38,-0.8489416,-0.38570926,-0.87447935,-0.78623563,0.024615882,-1.1987895,0.73897624,0.9631263,-1.1987896,0.512324,-0.52548134,-0.52548134,3.5034614,2.4259,-0.61379904,0.14944181,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.08385756,-0.32707766,1,0.949899782435906
39,-0.8489416,-0.38570926,-0.87447935,-0.78623563,0.024615882,-1.1987895,-1.3295113,-0.6413419,-1.1987896,0.512324,0.08740303,0.08740303,3.5034614,2.4259,-0.61379904,0.14944181,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.08385756,-0.32707766,1,0.9177631604529067
40,-0.8489416,-0.38570926,-0.87447935,-0.78623563,0.024615882,-1.1987895,-0.81238943,0.9631263,-1.1987896,1.8314286,1.0067296,1.0067296,3.5034614,2.4259,-0.61379904,0.14944181,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.08385756,-0.32707766,1,0.9999577925091331
41,-0.7879495,-0.38570926,-0.7047832,-0.5962594,0.024615882,-1.2329161,1.4038471,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,-0.61379904,0.6451069,1.1614784,-0.5681838,-0.19174884,-0.2208926,-0.16099961,-0.32707766,1,0.9992875424267164
42,-0.7879495,-0.38570926,-0.34653562,-0.42245138,0.024615882,-1.2329161,1.4038471,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,-0.59693563,2.7981908,1.1614784,-0.5382799,2.3527832,3.0658276,4.0818133,-0.32707766,1,0.9999803046928262
43,0.20916922,-0.38570926,-0.26386312,0.58401823,0.024615882,-0.78927,-1.0709504,-0.6413419,-0.7892699,0.512324,0.1709782,0.17097814,0.5478661,2.4259,-0.36084825,1.6493565,-0.28565046,0.17193684,0.82006806,-0.1892895,-0.11814291,-0.32707766,1,0.8437028152980985
44,0.20916922,0.09697163,0.35545543,0.24044427,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.28565046,0.83480585,1.1132106,-0.2588163,-0.14385693,2.6749535,0,0.0007539698707284456
45,0.20916922,0.09697163,0.35545543,0.24044427,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,-0.6475258,-0.4870455,-0.28565046,0.83480585,1.1132106,-0.2588163,-0.14385693,2.6749535,0,0.004045628382160919
46,0.20916922,1.9070251,0.35545543,0.24044427,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.28565046,0.83480585,1.1132106,-0.2588163,-0.14385693,-0.32707766,0,0.00014979342473794824
47,0.20916922,-0.38570926,-0.7511958,-0.733689,0.024615882,-0.78927,-1.2556367,-0.6413419,-0.7892699,-0.80678064,-0.8319236,-0.8319236,0.5478661,-0.6877364,-0.5463455,-0.4870455,-0.28565046,-0.57565975,-1.084814,-0.2588163,-0.14385693,-0.32707766,0,1.328315152229868e-05
48,0.20916922,0.94166327,1.7579871,2.7869337,0.024615882,-0.78927,0.22185442,-2.24581,-0.7892699,-0.80678064,-0.35227492,-0.3522749,0.5478661,0.09067267,0.54977435,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,0,0.0002656159689653783
49,0.20916922,-0.26503903,1.7579871,2.7869337,0.024615882,-0.78927,-0.73851484,0.9631263,-0.7892699,1.8314286,2.2937868,2.2937868,0.5478661,0.09067267,-0.39457503,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,1,0.9997863038330927
50,0.20916922,-0.32537416,1.7579871,2.7869337,0.024615882,-0.78927,1.4038471,-0.6413419,-0.7892699,-0.80678064,-0.407619,-0.407619,0.5478661,0.09067267,2.961238,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,0,0.00041615072785697587
51,0.20916922,-0.084033705,1.7579871,2.7869337,0.024615882,-0.78927,0.59122705,0.9631263,-0.7892699,-0.80678064,-0.109595545,-0.109595545,0.5478661,0.09067267,2.961238,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,0,0.0007471822747070858
52,0.20916922,-0.38570926,1.7579871,2.7869337,0.024615882,-0.78927,1.1822237,-0.6413419,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,2.961238,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,0,0.004668571661740856
53,0.20916922,-0.38570926,1.7579871,2.7869337,0.024615882,-0.78927,1.1822237,-0.6413419,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,2.961238,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,0,0.004668571661740856
54,0.20916922,-0.084033705,1.7579871,2.7869337,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,0.667818,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,0,0.02133604851281911
55,0.20916922,-0.32537416,1.7579871,2.7869337,0.9341414,-0.78927,-1.1817622,-0.6413419,-0.7892699,1.8314286,-0.3722603,-0.37226027,0.5478661,0.09067267,2.961238,1.2579869,-0.28565046,1.2509679,0.4971925,-0.05023596,0.05328387,-0.32707766,1,0.5724801938174392
56,0.20916922,0.3383121,0.42217356,1.3803015,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,1.8314286,0.9045822,0.9045822,0.5478661,2.4259,0.11132641,1.8689076,-0.28565046,0.057305377,0.32541648,0.1330619,-0.14385693,-0.32707766,1,0.9999529414541997
57,0.20916922,-0.38570926,0.42217356,1.3803015,0.024615882,-0.78927,-1.3295113,-0.6413419,-0.7892699,1.8314286,1.9260561,1.9260561,0.5478661,2.4259,1.1737195,1.8689076,-0.28565046,0.057305377,0.32541648,0.1330619,-0.14385693,-0.32707766,1,0.9999415178628794
58,0.56621313,-0.38570926,0.03201739,-0.51541847,0.024615882,1.497214,-1.2556367,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.37762898,-0.34639677,-0.6113346,-0.2588163,-0.14385693,-0.32707766,0,0.00014009992971611069
59,0.56621313,-0.32537416,0.03201739,-0.51541847,0.024615882,1.497214,-1.2556367,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.37762898,-0.34639677,-0.6113346,-0.2588163,-0.14385693,-0.32707766,0,0.000136855084628503
60,0.56621313,-0.32537416,0.03201739,-0.51541847,0.024615882,1.497214,1.514659,0.9631263,1.4972138,-0.80678064,-0.28713745,-0.28713742,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.37762898,-0.34639677,-0.6113346,-0.2588163,-0.14385693,-0.32707766,0,0.0018145707344749057
61,0.56621313,-0.38570926,0.03201739,-0.51541847,0.024615882,1.497214,0.29572892,0.9631263,1.4972138,0.512324,-0.6787025,-0.67870253,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.37762898,-0.34639677,-0.6113346,-0.2588163,-0.14385693,2.6749535,1,0.1474764081105163
62,0.56621313,-0.20470393,0.04942213,0.050468083,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.37762898,-0.32646087,-0.12149758,-0.2588163,-0.14385693,-0.32707766,0,0.00010473921089616258
63,0.56621313,-0.20470393,0.04942213,0.050468083,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.37762898,-0.32646087,-0.12149758,-0.2588163,-0.14385693,-0.32707766,0,0.00010473921089616258
64,0.56621313,-0.20470393,0.04942213,0.050468083,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.37762898,-0.32646087,-0.12149758,-0.2588163,-0.14385693,-0.32707766,0,0.00010473921089616258
65,0.56621313,0.21764186,-0.68302727,-0.51541847,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.37762898,-0.37380862,-0.075313546,-0.2588163,-0.14385693,-0.32707766,0,0.00014653295672208174
66,0.56621313,0.21764186,-0.68302727,-0.51541847,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.37762898,-0.37380862,-0.075313546,-0.2588163,-0.14385693,-0.32707766,0,0.00014653295672208174
67,0.56621313,0.21764186,-0.68302727,-0.51541847,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.37762898,-0.37380862,-0.075313546,-0.2588163,-0.14385693,-0.32707766,0,0.00014653295672208174
68,0.56621313,0.21764186,-0.68302727,-0.51541847,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.37762898,-0.37380862,-0.075313546,-0.2588163,-0.14385693,-0.32707766,0,0.00014653295672208174
69,0.56621313,0.21764186,-0.68302727,-0.51541847,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.5126187,-0.4870455,-0.37762898,-0.37380862,-0.075313546,-0.2588163,-0.14385693,-0.32707766,0,0.00014771776279572506
70,0.56621313,-0.32537416,-0.68302727,-0.51541847,0.024615882,1.497214,-1.292574,0.9631263,1.4972138,1.8314286,-0.09646228,-0.09646234,-0.44333947,-0.16879705,-0.24280462,-0.4870455,-0.37762898,-0.37380862,-0.075313546,-0.2588163,-0.14385693,-0.32707766,1,0.9185638279883495
71,0.56621313,-0.14436881,-0.27981746,0.31320113,0.024615882,1.497214,-1.0709504,-0.6413419,1.4972138,1.8314286,2.5110824,2.5110822,-0.44333947,2.4259,-0.07417078,-0.4870455,-0.37762898,-0.46352023,-0.6246217,-0.2588163,-0.14385693,2.6749535,1,0.9999955043628835
72,0.56621313,-0.38570926,-0.9005864,-0.8670766,-0.8849096,1.497214,-0.44301668,0.9631263,1.4972138,-0.1472283,-0.43792647,-0.4379264,-0.44333947,-0.6877364,-0.66438913,-0.4870455,-0.37762898,-0.5781517,-1.5297359,-0.2588163,-0.14385693,-0.32707766,0,0.006999295782942871
73,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,1.2560982,-0.6413419,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.17535108,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,0.04341526455588631
74,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,1.2560982,-0.6413419,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,0.6509546,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,0.02967814950299759
75,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,1.2560982,-0.6413419,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,0.4317307,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,0.03284651791973002
76,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,1.2560982,-0.6413419,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,0.29682362,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,0.03495620746797653
77,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,1.2560982,-0.6413419,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,0.54977435,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,0.031101878749575245
78,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,1.2560982,-0.6413419,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.17535108,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,0.04341526455588631
79,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,1.2560982,-0.6413419,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,0.6509546,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,0.02967814950299759
80,0.56621313,-0.38570926,-0.5365374,-0.60434353,0.024615882,1.497214,-0.77545214,-2.24581,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,0.14505316,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,3.126008912830395e-05
81,0.56621313,-0.20470393,-0.5365374,-0.60434353,0.024615882,1.497214,-0.77545214,-0.6413419,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,-0.17535108,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,5.9339299618236155e-05
82,0.56621313,-0.20470393,-0.5365374,-0.60434353,0.024615882,1.497214,-0.77545214,-0.6413419,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,0.38114053,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,4.549012394164073e-05
83,0.56621313,-0.20470393,-0.5365374,-0.60434353,0.9341414,1.497214,-0.77545214,-0.6413419,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,0.38114053,0.31410524,-0.37762898,-0.22927332,0.21836515,-0.23353381,-0.14385693,-0.32707766,0,2.3707392086122906e-05
84,0.56621313,-0.14436881,-0.25661117,-0.72156286,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.38114053,-0.4870455,-0.37762898,0.26164845,1.1732236,-0.2588163,-0.14385693,-0.32707766,0,5.571117713978329e-05
85,0.56621313,-0.14436881,-0.25661117,-0.72156286,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.38114053,-0.4870455,-0.37762898,0.26164845,1.1732236,-0.2588163,-0.14385693,-0.32707766,0,5.571117713978329e-05
86,0.56621313,0.277977,-0.25661117,-0.72156286,0.024615882,1.497214,1.1822237,0.9631263,1.4972138,-0.80678064,0.9045822,0.9045822,-0.44333947,-0.6877364,0.16191655,-0.4870455,-0.37762898,0.26164845,1.1732236,-0.2588163,-0.14385693,-0.32707766,0,0.0021141539697550394
