,F64,F69,F68,F102,F103,F105,F108,F94,F109,F22,F111,F116,F117,F110,F114,F115,F61,F40,F42,F45,F127,F131,F38,F134,F39,F7,F12,F1,F5,category,1
10,-0.40897584,0.820993,-0.55992085,-0.700432,-0.48712412,0.7670511,0.024615882,-1.062283,1.514659,-0.6413419,-1.062283,-0.80678064,-0.28713745,-0.28713742,-0.9299314,-0.6877364,-0.22594123,-0.4870455,-0.3141971,-0.37762898,-0.523328,-0.1996638,-0.2588163,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,4.744179536920415e-05
11,-0.40897584,-0.14436881,-0.55992085,-0.7279895,-0.13142404,-1.4167482,-0.8849096,-1.062283,0.22185442,-2.24581,-1.062283,-0.80678064,-0.35227492,-0.3522749,-0.9299314,-0.6877364,-0.44516516,-0.4870455,-0.3141971,-0.37762898,-0.5607078,-0.9909182,-0.2588163,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.32707766,3.4471273,0,2.5911238925454633e-05
12,-0.40897584,-0.38570926,-0.55992085,-0.7279895,-0.13142404,0.18470454,-0.8849096,-1.062283,-0.44301668,0.9631263,-1.062283,-0.1472283,-0.43792647,-0.4379264,-0.9299314,-0.6877364,-0.44516516,-0.4870455,-0.3141971,-0.37762898,-0.5607078,-0.9909182,-0.2588163,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0015532377026976972
13,-0.40897584,-0.084033705,-0.55992085,-0.8599754,-0.7094368,0.7670511,0.024615882,-1.062283,1.514659,0.9631263,-1.062283,-0.80678064,-0.28713745,-0.28713742,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.3141971,-0.37762898,-0.56569177,-1.3349987,-0.2588163,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00017888044593012168
14,-0.66116804,-0.32537416,-0.81718946,-0.80921155,-0.53562874,0.7670511,0.024615882,-1.062283,1.514659,-0.6413419,-1.062283,-0.80678064,-0.28713745,-0.28713742,2.2367778,-0.6877364,-0.66438913,-0.4870455,-0.3141971,-0.37149706,-0.5781517,2.774335,-0.2588163,-0.4063706,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00016662587025181812
15,-0.66116804,0.036636516,-0.81718946,-0.8063108,-0.55988103,0.7670511,0.024615882,-1.062283,1.514659,0.9631263,-1.062283,-0.80678064,-0.28713745,-0.28713742,2.2367778,-0.6877364,-0.42830178,-0.4870455,-0.3141971,-0.37149706,-0.55572385,-1.0762385,-0.2588163,-0.4063706,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0007959949846695237
16,-0.66116804,-0.20470393,-0.81718946,-0.8193643,-0.47904003,-0.9799883,0.024615882,-1.062283,1.1822237,0.9631263,-1.062283,1.8314286,0.9045822,0.9045822,2.2367778,2.4259,-0.46202853,-0.4870455,-0.3141971,-0.37149706,-0.5607078,-1.3837254,-0.2588163,-0.4063706,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9999713274925063
17,-0.66116804,0.45898232,-0.81718946,-0.34508523,0.014089659,-0.6680169,0.024615882,-1.062283,-0.73851484,0.9631263,-1.062283,1.8314286,2.2937868,2.2937868,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.510868,-0.24165371,-0.23353381,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.32707766,3.4471273,1,0.9999827412277338
18,-0.66116804,0.45898232,-0.81718946,-0.34508523,0.014089659,-1.1671711,0.024615882,-1.062283,-0.73851484,0.9631263,-1.062283,1.8314286,2.2937868,2.2937868,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.510868,-0.24165371,-0.23353381,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.32707766,3.4471273,1,0.9999839025043503
19,-0.66116804,0.45898232,-0.81718946,-0.34508523,0.014089659,-2.352662,0.024615882,-1.062283,0.5173526,-0.6413419,-1.062283,1.8314286,2.5048914,2.5048914,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.510868,-0.24165371,-0.23353381,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.32707766,3.4471273,1,0.9999919257892189
20,-0.66116804,0.45898232,-0.81718946,-0.34508523,0.014089659,-1.853508,0.024615882,-1.062283,0.5173526,-0.6413419,-1.062283,1.8314286,2.5048914,2.5048914,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.510868,-0.24165371,-0.23353381,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.32707766,3.4471273,1,0.9999913433091412
21,-0.10058861,0.3383121,-0.5084671,-0.20874813,0.6446489,-0.8581018,0.024615882,-0.72101676,1.1822237,0.9631263,-0.72101665,-0.80678064,0.9045822,0.9045822,-0.9299314,-0.6877364,0.44859406,-0.4870455,-0.31890777,0.042406283,-0.19189349,0.47690418,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0008038805065964059
22,-0.10058861,-0.38570926,-0.5084671,-0.39149788,-0.2769377,0.7670511,0.024615882,-0.72101676,1.1822237,-0.6413419,-0.72101665,-0.80678064,0.9045822,0.9045822,-0.9299314,-0.6877364,-0.1584877,-0.4870455,-0.31890777,0.042406283,-0.03988218,0.21265967,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0005178526011484114
23,-0.10058861,-0.14436881,-0.5084671,-0.3334821,-0.21226497,-0.009410835,0.024615882,-0.72101676,1.1822237,-0.6413419,-0.72101665,-0.80678064,0.9045822,0.9045822,-0.9299314,-0.6877364,-0.42830178,-0.4870455,-0.31890777,0.042406283,-0.32895285,0.21933322,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0005547095774964566
24,-0.10058861,-0.26503903,-0.5084671,-0.52928543,0.16364539,-0.6305803,0.024615882,-0.72101676,-1.4033859,-0.6413419,-0.72101665,-0.80678064,-0.8319236,-0.8319236,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.31890777,0.042406283,0.13704902,0.63291985,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,8.41549812019669e-06
25,-0.10058861,-0.084033705,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,-1.0340132,0.9631263,-0.72101665,-0.80678064,0.7002874,0.7002874,-0.9299314,-0.6877364,-0.66438913,-0.4870455,-0.31890777,0.042406283,0.13704902,0.63291985,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0002552900060703291
26,-0.10058861,-0.38570926,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,0.73897624,-0.6413419,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.31890777,0.042406283,0.13704902,0.63291985,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.006126892557525427
27,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.010429296436579758
28,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.5632089,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,2.6749535,-0.25154018,0,0.03118098233149245
29,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.010429296436579758
30,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.010429296436579758
31,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.010429296436579758
32,-0.10058861,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.44301668,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.4379264,-0.9299314,-0.6877364,-0.6475258,-0.4870455,-0.31890777,0.042406283,-0.5781517,1.5199777,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0005394026635420184
33,-0.10058861,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.44301668,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.4379264,-0.9299314,-0.6877364,-0.66438913,-0.4870455,-0.31890777,0.042406283,-0.5781517,1.5199777,-0.2588163,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0005437907634502051
34,-0.10058861,-0.38570926,-0.5084671,-0.4190554,-0.5962594,0.7670511,0.024615882,-0.72101676,0.29572892,0.9631263,-0.72101665,0.512324,-0.6787025,-0.67870253,-0.9299314,-0.6877364,-0.20907785,6.302088,-0.31890777,0.042406283,-0.14454569,1.7942309,0.6071081,-0.2976931,1.0304165,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.06268532658164332
35,-0.76670504,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,0.59122705,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.109595545,2.3951132,2.4259,-0.6475258,3.7857585,-0.08337357,0.12825291,-0.5681838,3.519899,0.24683298,-0.90000635,0.46470812,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9997456269761471
36,-0.76670504,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,0.59122705,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.109595545,2.3951132,2.4259,-0.6475258,3.7857585,-0.08337357,0.12825291,-0.5681838,3.519899,0.24683298,-0.90000635,0.46470812,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9997456269761471
37,-0.76670504,-0.38570926,-0.6885551,-0.78600526,-0.7781516,0.7670511,0.024615882,-1.1646628,0.73897624,-0.6413419,-1.1646628,0.512324,-0.52548134,-0.52548134,2.3951132,2.4259,-0.5463455,1.5748308,-0.08337357,0.12825291,-0.5432639,0.90700644,0.2657948,-0.90000635,0.31899536,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.8629983414586364
38,-0.8489416,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,0.73897624,0.9631263,-1.1987896,0.512324,-0.52548134,-0.52548134,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.9010649,-0.08385756,-0.18578252,-0.07990816,-0.32707766,3.4471273,1,0.8437238609865346
39,-0.8489416,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,-1.3295113,-0.6413419,-1.1987896,0.512324,0.08740303,0.08740303,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.9010649,-0.08385756,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9148417721169707
40,-0.8489416,-0.38570926,-1.0230044,-0.87447935,-0.78623563,-0.3976418,0.024615882,-1.1987895,-0.81238943,0.9631263,-1.1987896,1.8314286,1.0067296,1.0067296,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.9010649,-0.08385756,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9999591475651355
41,-0.7879495,-0.38570926,-0.9200969,-0.7047832,-0.5962594,-0.3976418,0.024615882,-1.2329161,1.4038471,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,-0.61379904,0.6451069,-0.21527272,1.1614784,-0.5681838,-0.19174884,-0.2208926,-0.89930063,-0.16099961,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9992320283626769
42,-0.7879495,-0.38570926,-0.9200969,-0.34653562,-0.42245138,-0.3976418,0.024615882,-1.2329161,1.4038471,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,-0.59693563,2.7981908,-0.21527272,1.1614784,-0.5382799,2.3527832,3.0658276,-0.89930063,4.0818133,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.999975693068995
43,0.20916922,-0.38570926,0.26333883,-0.26386312,0.58401823,0.7670511,0.024615882,-0.78927,-1.0709504,-0.6413419,-0.7892699,0.512324,0.1709782,0.17097814,0.5478661,2.4259,-0.36084825,1.6493565,-0.1304804,-0.28565046,0.17193684,0.82006806,-0.1892895,0.024457999,-0.11814291,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.8381821589204473
44,0.20916922,0.09697163,0.26333883,0.35545543,0.24044427,0.3788201,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.1304804,-0.28565046,0.83480585,1.1132106,-0.2588163,0.024457999,-0.14385693,-0.18578252,-0.07990816,2.6749535,-0.25154018,0,0.0008714595506507295
45,0.20916922,0.09697163,0.26333883,0.35545543,0.24044427,-2.3387969,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,-0.6475258,-0.4870455,-0.1304804,-0.28565046,0.83480585,1.1132106,-0.2588163,0.024457999,-0.14385693,-0.18578252,-0.07990816,2.6749535,-0.25154018,0,0.006888842655819982
46,0.20916922,1.9070251,0.26333883,0.35545543,0.24044427,0.10337126,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.1304804,-0.28565046,0.83480585,1.1132106,-0.2588163,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00015717893173210266
47,0.20916922,-0.38570926,0.26333883,-0.7511958,-0.733689,0.7670511,0.024615882,-0.78927,-1.2556367,-0.6413419,-0.7892699,-0.80678064,-0.8319236,-0.8319236,0.5478661,-0.6877364,-0.5463455,-0.4870455,-0.1304804,-0.28565046,-0.57565975,-1.084814,-0.2588163,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,1.535889160470169e-05
48,0.20916922,0.94166327,0.26333883,1.7579871,2.7869337,-0.3061303,0.024615882,-0.78927,0.22185442,-2.24581,-0.7892699,-0.80678064,-0.35227492,-0.3522749,0.5478661,0.09067267,0.54977435,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0003420832550530957
49,0.20916922,-0.26503903,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,-0.73851484,0.9631263,-0.7892699,1.8314286,2.2937868,2.2937868,0.5478661,0.09067267,-0.39457503,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9997768042595149
50,0.20916922,-0.32537416,0.26333883,1.7579871,2.7869337,0.18470454,0.024615882,-0.78927,1.4038471,-0.6413419,-0.7892699,-0.80678064,-0.407619,-0.407619,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0004695106102159688
51,0.20916922,-0.084033705,0.26333883,1.7579871,2.7869337,-0.49081734,0.024615882,-0.78927,0.59122705,0.9631263,-0.7892699,-0.80678064,-0.109595545,-0.109595545,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.000907464032016067
52,0.20916922,-0.38570926,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,1.1822237,-0.6413419,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.004587690078517544
53,0.20916922,-0.38570926,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,1.1822237,-0.6413419,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.004587690078517544
54,0.20916922,-0.084033705,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,0.667818,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.02045647541884745
55,0.20916922,-0.32537416,0.26333883,1.7579871,2.7869337,-0.7858727,0.9341414,-0.78927,-1.1817622,-0.6413419,-0.7892699,1.8314286,-0.3722603,-0.37226027,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.6568743740759293
56,0.20916922,0.3383121,0.26333883,0.42217356,1.3803015,0.1119113,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,1.8314286,0.9045822,0.9045822,0.5478661,2.4259,0.11132641,1.8689076,-0.1304804,-0.28565046,0.057305377,0.32541648,0.1330619,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9999467626189313
57,0.20916922,-0.38570926,0.26333883,0.42217356,1.3803015,0.7670511,0.024615882,-0.78927,-1.3295113,-0.6413419,-0.7892699,1.8314286,1.9260561,1.9260561,0.5478661,2.4259,1.1737195,1.8689076,-0.1304804,-0.28565046,0.057305377,0.32541648,0.1330619,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,1,0.9999319638722854
58,0.56621313,-0.38570926,0.7778761,0.03201739,-0.51541847,0.39925325,0.024615882,1.497214,-1.2556367,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00015579524707411366
59,0.56621313,-0.32537416,0.7778761,0.03201739,-0.51541847,0.355983,0.024615882,1.497214,-1.2556367,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00015303955982616584
60,0.56621313,-0.32537416,0.7778761,0.03201739,-0.51541847,0.7670511,0.024615882,1.497214,1.514659,0.9631263,1.4972138,-0.80678064,-0.28713745,-0.28713742,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0017054410721892579
61,0.56621313,-0.38570926,0.7778761,0.03201739,-0.51541847,0.7670511,0.024615882,1.497214,0.29572892,0.9631263,1.4972138,0.512324,-0.6787025,-0.67870253,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,2.6749535,-0.25154018,1,0.16311673623510636
62,0.56621313,-0.20470393,0.7778761,0.04942213,0.050468083,-0.54322845,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.2529582,-0.37762898,-0.32646087,-0.12149758,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00012744821119108703
63,0.56621313,-0.20470393,0.7778761,0.04942213,0.050468083,-0.54322845,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.2529582,-0.37762898,-0.32646087,-0.12149758,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00012744821119108703
64,0.56621313,-0.20470393,0.7778761,0.04942213,0.050468083,-0.54322845,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.2529582,-0.37762898,-0.32646087,-0.12149758,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00012744821119108703
65,0.56621313,0.21764186,0.7778761,-0.68302727,-0.51541847,-2.2611506,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.00021872993666716275
66,0.56621313,0.21764186,0.7778761,-0.68302727,-0.51541847,-1.678804,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.32707766,-0.25154018,0,0.0002016608263737308
