,F65,F64,F34,F69,F68,F102,F103,F105,F108,F94,F109,F23,F22,F111,F116,F117,F120,F110,F121,F123,F114,F115,F61,F40,F42,F45,F46,F127,F35,F131,F38,F37,F134,F39,F7,F12,F18,F1,F5,F11,category,1
10,-0.5102602,-0.40897584,-1.0586799,0.820993,-0.55992085,-0.700432,-0.48712412,0.7670511,0.024615882,-1.062283,1.514659,-0.4470895,-0.6413419,-1.062283,-0.80678064,-0.28713745,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.22594123,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.523328,-0.20393133,-0.1996638,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,4.337085862805663e-05
11,-0.388103,-0.40897584,0.72612,-0.14436881,-0.55992085,-0.7279895,-0.13142404,-1.4167482,-0.8849096,-1.062283,0.22185442,0.44771042,-2.24581,-1.062283,-0.80678064,-0.35227492,-1.6980649,-0.3522749,-0.7291804,-1.6980649,-0.9299314,-0.6877364,-0.44516516,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.5607078,-0.20393133,-0.9909182,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,3.4471273,-0.075915545,0,1.7296422931902565e-05
12,-0.388103,-0.40897584,-0.16627996,-0.38570926,-0.55992085,-0.7279895,-0.13142404,0.18470454,-0.8849096,-1.062283,-0.44301668,0.44771042,0.9631263,-1.062283,-0.1472283,-0.43792647,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.9299314,-0.6877364,-0.44516516,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.5607078,-0.20393133,-0.9909182,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0005355523002120682
13,-0.71385574,-0.40897584,-1.0586799,-0.084033705,-0.55992085,-0.8599754,-0.7094368,0.7670511,0.024615882,-1.062283,1.514659,0.8951104,0.9631263,-1.062283,-0.80678064,-0.28713745,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.56569177,-0.20393133,-1.3349987,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00014685572369963393
14,-0.36774346,-0.66116804,-1.0586799,-0.32537416,-0.81718946,-0.80921155,-0.53562874,0.7670511,0.024615882,-1.062283,1.514659,-0.4470895,-0.6413419,-1.062283,-0.80678064,-0.28713745,-0.25211012,-0.28713742,-0.13783385,-0.25211012,2.2367778,-0.6877364,-0.66438913,-0.4870455,-0.3141971,-0.37149706,-0.3448367,-0.5781517,-0.20393133,2.774335,-0.2588163,-0.17184673,-0.4063706,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00020555604749204068
15,-0.67313665,-0.66116804,-1.0586799,0.036636516,-0.81718946,-0.8063108,-0.55988103,0.7670511,0.024615882,-1.062283,1.514659,0.8951104,0.9631263,-1.062283,-0.80678064,-0.28713745,-0.25211012,-0.28713742,-0.13783385,-0.25211012,2.2367778,-0.6877364,-0.42830178,-0.4870455,-0.3141971,-0.37149706,-0.3448367,-0.55572385,-0.20393133,-1.0762385,-0.2588163,-0.17184673,-0.4063706,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0006116697919456801
16,-0.5509794,-0.66116804,0.1311867,-0.20470393,-0.81718946,-0.8193643,-0.47904003,-0.9799883,0.024615882,-1.062283,1.1822237,0.8951104,0.9631263,-1.062283,1.8314286,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,2.2367778,2.4259,-0.46202853,-0.4870455,-0.3141971,-0.37149706,-0.3448367,-0.5607078,-0.20393133,-1.3837254,-0.2588163,-0.17184673,-0.4063706,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999819591850857
17,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-0.6680169,0.024615882,-1.062283,-0.73851484,0.8951104,0.9631263,-1.062283,1.8314286,2.2937868,0.5683801,2.2937868,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.08359497,-0.32707766,3.4471273,-0.075915545,1,0.9999862724810834
18,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-1.1671711,0.024615882,-1.062283,-0.73851484,0.8951104,0.9631263,-1.062283,1.8314286,2.2937868,0.5683801,2.2937868,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.08359497,-0.32707766,3.4471273,-0.075915545,1,0.9999878401720926
19,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-2.352662,0.024615882,-1.062283,0.5173526,0.00031047114,-0.6413419,-1.062283,1.8314286,2.5048914,0.5683801,2.5048914,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.08359497,-0.32707766,3.4471273,-0.075915545,1,0.999995003937035
20,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-1.853508,0.024615882,-1.062283,0.5173526,0.00031047114,-0.6413419,-1.062283,1.8314286,2.5048914,0.5683801,2.5048914,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.18578252,-0.07990816,-0.08359497,-0.32707766,3.4471273,-0.075915545,1,0.9999943598206537
21,-0.103069335,-0.10058861,0.72612,0.3383121,-0.5084671,-0.20874813,0.6446489,-0.8581018,0.024615882,-0.72101676,1.1822237,0.8951104,0.9631263,-0.72101665,-0.80678064,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.9299314,-0.6877364,0.44859406,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.19189349,-0.20393133,0.47690418,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0008972698694800247
22,-0.36774346,-0.10058861,-1.0586799,-0.38570926,-0.5084671,-0.39149788,-0.2769377,0.7670511,0.024615882,-0.72101676,1.1822237,0.00031047114,-0.6413419,-0.72101665,-0.80678064,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.1584877,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.03988218,-0.20393133,0.21265967,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0005344565475483816
23,-0.5306198,-0.10058861,0.1311867,-0.14436881,-0.5084671,-0.3334821,-0.21226497,-0.009410835,0.024615882,-0.72101676,1.1822237,0.00031047114,-0.6413419,-0.72101665,-0.80678064,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.42830178,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.32895285,-0.20393133,0.21933322,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0004986895357673303
24,-0.4288221,-0.10058861,0.1311867,-0.26503903,-0.5084671,-0.52928543,0.16364539,-0.6305803,0.024615882,-0.72101676,-1.4033859,-0.4470895,-0.6413419,-0.72101665,-0.80678064,-0.8319236,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.31890777,0.042406283,0.45829234,0.13704902,-0.20393133,0.63291985,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,5.724753432877421e-06
25,-0.4288221,-0.10058861,-1.0586799,-0.084033705,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,-1.0340132,0.8951104,0.9631263,-0.72101665,-0.80678064,0.7002874,-0.25211012,0.7002874,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.66438913,-0.4870455,-0.31890777,0.042406283,0.45829234,0.13704902,-0.20393133,0.63291985,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00022850361703891168
26,-0.4288221,-0.10058861,0.27992004,-0.38570926,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,0.73897624,-0.4470895,-0.6413419,-0.72101665,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.31890777,0.042406283,0.45829234,0.13704902,-0.20393133,0.63291985,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0049340183376343875
27,-0.5306198,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.007530004554872961
28,-0.5306198,-0.10058861,0.72612,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.5632089,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,0.022656764596972745
29,-0.5306198,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.007530004554872961
30,-0.5306198,-0.10058861,0.27992004,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.007358888528312647
31,-0.5306198,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.007530004554872961
32,-0.63241756,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.44301668,0.44771042,0.9631263,-0.72101665,-0.1472283,-0.43792647,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.9299314,-0.6877364,-0.6475258,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.5781517,-0.20393133,1.5199777,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0002501050044864617
33,-0.63241756,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.44301668,0.44771042,0.9631263,-0.72101665,-0.1472283,-0.43792647,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.9299314,-0.6877364,-0.66438913,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.5781517,-0.20393133,1.5199777,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0002521206702317808
34,-0.5509794,-0.10058861,1.9159868,-0.38570926,-0.5084671,-0.4190554,-0.5962594,0.7670511,0.024615882,-0.72101676,0.29572892,0.8951104,0.9631263,-0.72101665,0.512324,-0.6787025,0.5683801,-0.67870253,2.5601852,0.5683801,-0.9299314,-0.6877364,-0.20907785,6.302088,-0.31890777,0.042406283,0.45829234,-0.14454569,0.9137366,1.7942309,0.6071081,-0.17184673,-0.2976931,1.0304165,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.02775610390464984
35,-0.59169847,-0.76670504,0.1311867,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,0.59122705,0.8951104,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.25211012,-0.109595545,-0.13783385,-0.25211012,2.3951132,2.4259,-0.6475258,3.7857585,-0.08337357,0.12825291,1.7575183,-0.5681838,0.4079307,3.519899,0.24683298,-0.14963567,-0.90000635,0.46470812,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9998151705842828
36,-0.59169847,-0.76670504,0.1311867,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,0.59122705,0.8951104,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.25211012,-0.109595545,-0.13783385,-0.25211012,2.3951132,2.4259,-0.6475258,3.7857585,-0.08337357,0.12825291,1.7575183,-0.5681838,0.4079307,3.519899,0.24683298,-0.14963567,-0.90000635,0.46470812,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9998151705842828
37,-0.59169847,-0.76670504,0.4286534,-0.38570926,-0.6885551,-0.78600526,-0.7781516,0.7670511,0.024615882,-1.1646628,0.73897624,-0.4470895,-0.6413419,-1.1646628,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,2.3951132,2.4259,-0.5463455,1.5748308,-0.08337357,0.12825291,1.7575183,-0.5432639,0.35082358,0.90700644,0.2657948,-0.14963567,-0.90000635,0.31899536,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.83740024616426
38,-0.67313665,-0.8489416,0.27992004,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,0.73897624,0.8951104,0.9631263,-1.1987896,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,1.1871957,-0.57565975,-0.13866605,-0.7775299,-0.20193073,-0.17184673,-0.9010649,-0.08385756,-0.18578252,-0.07990816,-0.08359497,-0.32707766,3.4471273,-0.075915545,1,0.808976463159049
39,-0.67313665,-0.8489416,0.1311867,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,-1.3295113,0.00031047114,-0.6413419,-1.1987896,0.512324,0.08740303,0.5683801,0.08740303,2.5601852,0.5683801,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,1.1871957,-0.57565975,-0.13866605,-0.7775299,-0.20193073,-0.17184673,-0.9010649,-0.08385756,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.8799825735735516
40,-0.67313665,-0.8489416,0.1311867,-0.38570926,-1.0230044,-0.87447935,-0.78623563,-0.3976418,0.024615882,-1.1987895,-0.81238943,0.8951104,0.9631263,-1.1987896,1.8314286,1.0067296,-0.25211012,1.0067296,-0.13783385,-0.25211012,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,1.1871957,-0.57565975,-0.13866605,-0.7775299,-0.20193073,-0.17184673,-0.9010649,-0.08385756,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999601553003219
41,-0.612058,-0.7879495,0.1311867,-0.38570926,-0.9200969,-0.7047832,-0.5962594,-0.3976418,0.024615882,-1.2329161,1.4038471,0.00031047114,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.88383424,-0.407619,-0.58134377,-0.88383424,3.5034614,2.4259,-0.61379904,0.6451069,-0.21527272,1.1614784,3.4502566,-0.5681838,-0.187615,-0.19174884,-0.2208926,-0.17184673,-0.89930063,-0.16099961,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9994045940879314
42,-0.26594573,-0.7879495,0.1311867,-0.38570926,-0.9200969,-0.34653562,-0.42245138,-0.3976418,0.024615882,-1.2329161,1.4038471,0.00031047114,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.88383424,-0.407619,-0.58134377,-0.88383424,3.5034614,2.4259,-0.59693563,2.7981908,-0.21527272,1.1614784,3.4502566,-0.5382799,3.9485722,2.3527832,3.0658276,-0.14963567,-0.89930063,4.0818133,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999826614723357
43,0.6298744,0.20916922,-0.31501326,-0.38570926,0.26333883,-0.26386312,0.58401823,0.7670511,0.024615882,-0.78927,-1.0709504,0.00031047114,-0.6413419,-0.7892699,0.512324,0.1709782,-0.88383424,0.17097814,-0.58134377,-0.88383424,0.5478661,2.4259,-0.36084825,1.6493565,-0.1304804,-0.28565046,0.659792,0.17193684,-0.14682421,0.82006806,-0.1892895,-0.17184673,0.024457999,-0.11814291,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.8661809556639788
44,-0.40846255,0.20916922,0.1311867,0.09697163,0.26333883,0.35545543,0.24044427,0.3788201,0.024615882,-0.78927,1.1822237,0.8951104,0.9631263,-0.7892699,-0.80678064,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.1304804,-0.28565046,0.659792,0.83480585,-0.20393133,1.1132106,-0.2588163,-0.17184673,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,0.0009365978781278393
45,-0.40846255,0.20916922,0.1311867,0.09697163,0.26333883,0.35545543,0.24044427,-2.3387969,0.024615882,-0.78927,1.1822237,0.8951104,0.9631263,-0.7892699,-0.80678064,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,0.5478661,-0.6877364,-0.6475258,-0.4870455,-0.1304804,-0.28565046,0.659792,0.83480585,-0.20393133,1.1132106,-0.2588163,-0.17184673,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,0.0096220541753976
46,-0.40846255,0.20916922,0.72612,1.9070251,0.26333883,0.35545543,0.24044427,0.10337126,0.024615882,-0.78927,1.1822237,0.8951104,0.9631263,-0.7892699,-0.80678064,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.1304804,-0.28565046,0.659792,0.83480585,-0.20393133,1.1132106,-0.2588163,-0.17184673,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00013824854725985128
47,-0.5102602,0.20916922,-1.0586799,-0.38570926,0.26333883,-0.7511958,-0.733689,0.7670511,0.024615882,-0.78927,-1.2556367,-0.89448947,-0.6413419,-0.7892699,-0.80678064,-0.8319236,1.7533792,-0.8319236,-0.24871136,1.7533792,0.5478661,-0.6877364,-0.5463455,-0.4870455,-0.1304804,-0.28565046,0.659792,-0.57565975,-0.20393133,-1.084814,-0.2588163,-0.17184673,0.024457999,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,4.1792613969690405e-06
