,F65,F64,F34,F69,F68,F102,F103,F105,F108,F94,F95,F109,F23,F22,F111,F116,F117,F118,F120,F110,F121,F123,F114,F115,F61,F41,F40,F42,F45,F46,F127,F35,F131,F38,F37,F134,F39,F136,F146,F7,F12,F13,F18,F14,F1,F5,F19,F11,category,1
10,-0.5102602,-0.40897584,-1.0586799,0.820993,-0.55992085,-0.700432,-0.48712412,0.7670511,0.024615882,-1.062283,-0.56517166,1.514659,-0.4470895,-0.6413419,-1.062283,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.22594123,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.523328,-0.20393133,-0.1996638,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.58747923,-0.63624156,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,3.4343040604821696e-05
11,-0.388103,-0.40897584,0.72612,-0.14436881,-0.55992085,-0.7279895,-0.13142404,-1.4167482,-0.8849096,-1.062283,-0.76824164,0.22185442,0.44771042,-2.24581,-1.062283,-0.80678064,-0.35227492,5.2768407,-1.6980649,-0.3522749,-0.7291804,-1.6980649,-0.9299314,-0.6877364,-0.44516516,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.5607078,-0.20393133,-0.9909182,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.58747923,-0.63624156,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.026352312,-0.075915545,0,1.0577963689201825e-05
12,-0.388103,-0.40897584,-0.16627996,-0.38570926,-0.55992085,-0.7279895,-0.13142404,0.18470454,-0.8849096,-1.062283,-0.76824164,-0.44301668,0.44771042,0.9631263,-1.062283,-0.1472283,-0.43792647,-0.30126533,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.9299314,-0.6877364,-0.44516516,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.5607078,-0.20393133,-0.9909182,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.58747923,-0.63624156,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.00039710353861990697
13,-0.71385574,-0.40897584,-1.0586799,-0.084033705,-0.55992085,-0.8599754,-0.7094368,0.7670511,0.024615882,-1.062283,-0.8697766,1.514659,0.8951104,0.9631263,-1.062283,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.4788919,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6367844,-0.56569177,-0.20393133,-1.3349987,-0.2588163,-0.17184673,-0.5887936,-0.14385693,-0.58747923,-0.63624156,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.00011059818032803517
14,-0.36774346,-0.66116804,-1.0586799,-0.32537416,-0.81718946,-0.80921155,-0.53562874,0.7670511,0.024615882,-1.062283,-0.8697766,1.514659,-0.4470895,-0.6413419,-1.062283,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,2.2367778,-0.6877364,-0.66438913,-0.38910025,-0.4870455,-0.3141971,-0.37149706,-0.3448367,-0.5781517,-0.20393133,2.774335,-0.2588163,-0.17184673,-0.4063706,-0.14385693,-0.57117736,-0.39561227,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.00024615753292040523
15,-0.67313665,-0.66116804,-1.0586799,0.036636516,-0.81718946,-0.8063108,-0.55988103,0.7670511,0.024615882,-1.062283,-0.8697766,1.514659,0.8951104,0.9631263,-1.062283,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,2.2367778,-0.6877364,-0.42830178,-0.38910025,-0.4870455,-0.3141971,-0.37149706,-0.3448367,-0.55572385,-0.20393133,-1.0762385,-0.2588163,-0.17184673,-0.4063706,-0.14385693,-0.57117736,-0.39561227,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.0006757533887643229
16,-0.5509794,-0.66116804,0.1311867,-0.20470393,-0.81718946,-0.8193643,-0.47904003,-0.9799883,0.024615882,-1.062283,-0.8697766,1.1822237,0.8951104,0.9631263,-1.062283,1.8314286,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,2.2367778,2.4259,-0.46202853,-0.38910025,-0.4870455,-0.3141971,-0.37149706,-0.3448367,-0.5607078,-0.20393133,-1.3837254,-0.2588163,-0.17184673,-0.4063706,-0.14385693,-0.57117736,-0.39561227,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,1,0.999983269258992
17,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-0.6680169,0.024615882,-1.062283,-0.56517166,-0.73851484,0.8951104,0.9631263,-1.062283,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,-0.38910025,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.57117736,-0.39561227,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.026352312,-0.075915545,1,0.9999881763494074
18,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-1.1671711,0.024615882,-1.062283,-0.56517166,-0.73851484,0.8951104,0.9631263,-1.062283,1.8314286,2.2937868,-0.037423093,0.5683801,2.2937868,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,-0.38910025,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.57117736,-0.39561227,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.026352312,-0.075915545,1,0.9999898335954669
19,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-2.352662,0.024615882,-1.062283,-0.56517166,0.5173526,0.00031047114,-0.6413419,-1.062283,1.8314286,2.5048914,-0.17437322,0.5683801,2.5048914,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,-0.38910025,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.57117736,-0.39561227,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.026352312,-0.075915545,1,0.9999960936405748
20,0.0394475,-0.66116804,1.3210534,0.45898232,-0.81718946,-0.34508523,0.014089659,-1.853508,0.024615882,-1.062283,-0.56517166,0.5173526,0.00031047114,-0.6413419,-1.062283,1.8314286,2.5048914,-0.17437322,0.5683801,2.5048914,2.5601852,0.5683801,2.2367778,2.4259,-0.31025812,-0.38910025,1.5369143,-0.3141971,-0.37149706,-0.3448367,-0.510868,-0.17945684,-0.24165371,-0.23353381,-0.17184673,-0.4063706,-0.12671424,-0.57117736,-0.39561227,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.026352312,-0.075915545,1,0.9999954568525923
21,-0.103069335,-0.10058861,0.72612,0.3383121,-0.5084671,-0.20874813,0.6446489,-0.8581018,0.024615882,-0.72101676,-0.56517166,1.1822237,0.8951104,0.9631263,-0.72101665,-0.80678064,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.9299314,-0.6877364,0.44859406,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.19189349,-0.20393133,0.47690418,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.000854560631930187
22,-0.36774346,-0.10058861,-1.0586799,-0.38570926,-0.5084671,-0.39149788,-0.2769377,0.7670511,0.024615882,-0.72101676,-0.8697766,1.1822237,0.00031047114,-0.6413419,-0.72101665,-0.80678064,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.1584877,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.03988218,-0.20393133,0.21265967,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.0004924771972126765
23,-0.5306198,-0.10058861,0.1311867,-0.14436881,-0.5084671,-0.3334821,-0.21226497,-0.009410835,0.024615882,-0.72101676,-0.8697766,1.1822237,0.00031047114,-0.6413419,-0.72101665,-0.80678064,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.42830178,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.32895285,-0.20393133,0.21933322,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.0004737626867588788
24,-0.4288221,-0.10058861,0.1311867,-0.26503903,-0.5084671,-0.52928543,0.16364539,-0.6305803,0.024615882,-0.72101676,-0.6667066,-1.4033859,-0.4470895,-0.6413419,-0.72101665,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.4788919,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,0.13704902,-0.20393133,0.63291985,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,7.140360794275614e-06
25,-0.4288221,-0.10058861,-1.0586799,-0.084033705,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,-0.6667066,-1.0340132,0.8951104,0.9631263,-0.72101665,-0.80678064,0.7002874,-0.043886103,-0.25211012,0.7002874,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.66438913,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,0.13704902,-0.20393133,0.63291985,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.00022298322243456895
26,-0.4288221,-0.10058861,0.27992004,-0.38570926,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,-0.6667066,0.73897624,-0.4470895,-0.6413419,-0.72101665,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.4788919,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,0.13704902,-0.20393133,0.63291985,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.0049797094796311435
27,-0.5306198,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,-0.46363667,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.007189892141004628
28,-0.5306198,-0.10058861,0.72612,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,-0.46363667,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.5632089,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.026352312,-0.075915545,0,0.02123742862208298
29,-0.5306198,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,-0.46363667,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.007189892141004628
30,-0.5306198,-0.10058861,0.27992004,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,-0.46363667,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.007005299133894027
31,-0.5306198,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,-0.46363667,0.73897624,0.8951104,0.9631263,-0.72101665,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.39457503,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.46102825,-0.20393133,-0.57964987,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.007189892141004628
32,-0.63241756,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.76824164,-0.44301668,0.44771042,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.30126533,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.9299314,-0.6877364,-0.6475258,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.5781517,-0.20393133,1.5199777,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.00023594935452853164
33,-0.63241756,-0.10058861,0.1311867,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.76824164,-0.44301668,0.44771042,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.30126533,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.9299314,-0.6877364,-0.66438913,-0.11156716,-0.4870455,-0.31890777,0.042406283,0.45829234,-0.5781517,-0.20393133,1.5199777,-0.2588163,-0.17184673,-0.2976931,-0.14385693,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.0002378221240107821
34,-0.5509794,-0.10058861,1.9159868,-0.38570926,-0.5084671,-0.4190554,-0.5962594,0.7670511,0.024615882,-0.72101676,-0.8697766,0.29572892,0.8951104,0.9631263,-0.72101665,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.9299314,-0.6877364,-0.20907785,-0.11156716,6.302088,-0.31890777,0.042406283,0.45829234,-0.14454569,0.9137366,1.7942309,0.6071081,-0.17184673,-0.2976931,1.0304165,-0.3248711,0.026653385,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,0,0.027090658829187694
35,-0.59169847,-0.76670504,0.1311867,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,-0.76824164,0.59122705,0.8951104,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,2.3951132,2.4259,-0.6475258,0.04998194,3.7857585,-0.08337357,0.12825291,1.7575183,-0.5681838,0.4079307,3.519899,0.24683298,-0.14963567,-0.90000635,0.46470812,-0.7905114,-0.5881157,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,1,0.999863375640986
36,-0.59169847,-0.76670504,0.1311867,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,-0.76824164,0.59122705,0.8951104,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,2.3951132,2.4259,-0.6475258,0.04998194,3.7857585,-0.08337357,0.12825291,1.7575183,-0.5681838,0.4079307,3.519899,0.24683298,-0.14963567,-0.90000635,0.46470812,-0.7905114,-0.5881157,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,1,0.999863375640986
37,-0.59169847,-0.76670504,0.4286534,-0.38570926,-0.6885551,-0.78600526,-0.7781516,0.7670511,0.024615882,-1.1646628,-0.8697766,0.73897624,-0.4470895,-0.6413419,-1.1646628,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,2.3951132,2.4259,-0.5463455,0.04998194,1.5748308,-0.08337357,0.12825291,1.7575183,-0.5432639,0.35082358,0.90700644,0.2657948,-0.14963567,-0.90000635,0.31899536,-0.7905114,-0.5881157,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,1,0.8680228138857213
38,-0.67313665,-0.8489416,0.27992004,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,-0.6667066,0.73897624,0.8951104,0.9631263,-1.1987896,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,3.5034614,2.4259,-0.61379904,-0.33110827,0.14944181,-0.2812223,-0.3071121,1.1871957,-0.57565975,-0.13866605,-0.7775299,-0.20193073,-0.17184673,-0.9010649,-0.08385756,-0.8325999,-0.5881157,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.026352312,-0.075915545,1,0.8471743095948605
39,-0.67313665,-0.8489416,0.1311867,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,-0.6667066,-1.3295113,0.00031047114,-0.6413419,-1.1987896,0.512324,0.08740303,0.15155709,0.5683801,0.08740303,2.5601852,0.5683801,3.5034614,2.4259,-0.61379904,-0.33110827,0.14944181,-0.2812223,-0.3071121,1.1871957,-0.57565975,-0.13866605,-0.7775299,-0.20193073,-0.17184673,-0.9010649,-0.08385756,-0.8325999,-0.5881157,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.026352312,-0.075915545,1,0.9095066643842827
