,F64,F69,F108,F109,F111,F116,F117,F110,F114,F115,F45,F38,F1,category,1
39,-0.8489416,-0.38570926,0.024615882,-1.3295113,-1.1987896,0.512324,0.08740303,0.08740303,3.5034614,2.4259,-0.3071121,-0.20193073,-0.32707766,1,0.9258263201445656
40,-0.8489416,-0.38570926,0.024615882,-0.81238943,-1.1987896,1.8314286,1.0067296,1.0067296,3.5034614,2.4259,-0.3071121,-0.20193073,-0.32707766,1,0.9999304427800788
41,-0.7879495,-0.38570926,0.024615882,1.4038471,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,1.1614784,-0.2208926,-0.32707766,1,0.9995934291842925
42,-0.7879495,-0.38570926,0.024615882,1.4038471,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,1.1614784,3.0658276,-0.32707766,1,0.9999480682512791
43,0.20916922,-0.38570926,0.024615882,-1.0709504,-0.7892699,0.512324,0.1709782,0.17097814,0.5478661,2.4259,-0.28565046,-0.1892895,-0.32707766,1,0.7602955656287872
44,0.20916922,0.09697163,0.024615882,1.1822237,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,-0.28565046,-0.2588163,2.6749535,0,0.005940926487111355
45,0.20916922,0.09697163,0.024615882,1.1822237,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,-0.28565046,-0.2588163,2.6749535,0,0.005940926487111355
46,0.20916922,1.9070251,0.024615882,1.1822237,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,-0.28565046,-0.2588163,-0.32707766,0,0.0007405499462134998
47,0.20916922,-0.38570926,0.024615882,-1.2556367,-0.7892699,-0.80678064,-0.8319236,-0.8319236,0.5478661,-0.6877364,-0.28565046,-0.2588163,-0.32707766,0,1.739177365061994e-05
48,0.20916922,0.94166327,0.024615882,0.22185442,-0.7892699,-0.80678064,-0.35227492,-0.3522749,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,0,0.00023434440490036944
49,0.20916922,-0.26503903,0.024615882,-0.73851484,-0.7892699,1.8314286,2.2937868,2.2937868,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,1,0.9986699138430429
50,0.20916922,-0.32537416,0.024615882,1.4038471,-0.7892699,-0.80678064,-0.407619,-0.407619,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,0,0.0008815778224027102
51,0.20916922,-0.084033705,0.024615882,0.59122705,-0.7892699,-0.80678064,-0.109595545,-0.109595545,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,0,0.0008122925052777047
52,0.20916922,-0.38570926,0.024615882,1.1822237,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,0,0.009812289131693621
53,0.20916922,-0.38570926,0.024615882,1.1822237,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,0,0.009812289131693621
54,0.20916922,-0.084033705,0.024615882,1.1822237,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,0,0.008398621288498411
55,0.20916922,-0.32537416,0.9341414,-1.1817622,-0.7892699,1.8314286,-0.3722603,-0.37226027,0.5478661,0.09067267,-0.28565046,-0.05023596,-0.32707766,1,0.6048396790205297
56,0.20916922,0.3383121,0.024615882,1.1822237,-0.7892699,1.8314286,0.9045822,0.9045822,0.5478661,2.4259,-0.28565046,0.1330619,-0.32707766,1,0.9998500896566684
57,0.20916922,-0.38570926,0.024615882,-1.3295113,-0.7892699,1.8314286,1.9260561,1.9260561,0.5478661,2.4259,-0.28565046,0.1330619,-0.32707766,1,0.9999259483540159
58,0.56621313,-0.38570926,0.024615882,-1.2556367,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.37762898,-0.2588163,-0.32707766,0,0.00011871686053421227
59,0.56621313,-0.32537416,0.024615882,-1.2556367,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.37762898,-0.2588163,-0.32707766,0,0.00011504761332425718
60,0.56621313,-0.32537416,0.024615882,1.514659,1.4972138,-0.80678064,-0.28713745,-0.28713742,-0.44333947,0.09067267,-0.37762898,-0.2588163,-0.32707766,0,0.0020110942250735108
61,0.56621313,-0.38570926,0.024615882,0.29572892,1.4972138,0.512324,-0.6787025,-0.67870253,-0.44333947,0.09067267,-0.37762898,-0.2588163,2.6749535,1,0.1616273541299746
62,0.56621313,-0.20470393,0.024615882,-0.73851484,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,8.657732760466416e-05
63,0.56621313,-0.20470393,0.024615882,-0.73851484,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,8.657732760466416e-05
64,0.56621313,-0.20470393,0.024615882,-0.73851484,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,8.657732760466416e-05
65,0.56621313,0.21764186,0.024615882,-0.6646403,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.37762898,-0.2588163,-0.32707766,0,8.361041096453732e-05
66,0.56621313,0.21764186,0.024615882,-0.6646403,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.37762898,-0.2588163,-0.32707766,0,8.361041096453732e-05
67,0.56621313,0.21764186,0.024615882,-0.6646403,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.37762898,-0.2588163,-0.32707766,0,8.361041096453732e-05
68,0.56621313,0.21764186,0.024615882,-0.6646403,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.37762898,-0.2588163,-0.32707766,0,8.361041096453732e-05
69,0.56621313,0.21764186,0.024615882,-0.6646403,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.37762898,-0.2588163,-0.32707766,0,8.361041096453732e-05
70,0.56621313,-0.32537416,0.024615882,-1.292574,1.4972138,1.8314286,-0.09646228,-0.09646234,-0.44333947,-0.16879705,-0.37762898,-0.2588163,-0.32707766,1,0.8551378262573335
71,0.56621313,-0.14436881,0.024615882,-1.0709504,1.4972138,1.8314286,2.5110824,2.5110822,-0.44333947,2.4259,-0.37762898,-0.2588163,2.6749535,1,0.9999951410953605
72,0.56621313,-0.38570926,-0.8849096,-0.44301668,1.4972138,-0.1472283,-0.43792647,-0.4379264,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,0.0031550925419706016
73,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,0.049943952207819324
74,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,0.049943952207819324
75,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,0.049943952207819324
76,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,0.049943952207819324
77,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,0.049943952207819324
78,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,0.049943952207819324
79,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,0.049943952207819324
80,0.56621313,-0.38570926,0.024615882,-0.77545214,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,6.74100585642564e-05
81,0.56621313,-0.20470393,0.024615882,-0.77545214,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,6.13505103292028e-05
82,0.56621313,-0.20470393,0.024615882,-0.77545214,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,6.13505103292028e-05
83,0.56621313,-0.20470393,0.9341414,-0.77545214,1.4972138,-0.80678064,-0.6383811,-0.6383811,-0.44333947,-0.6877364,-0.37762898,-0.23353381,-0.32707766,0,2.7780928338875802e-05
84,0.56621313,-0.14436881,0.024615882,-0.73851484,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,8.390135058633924e-05
85,0.56621313,-0.14436881,0.024615882,-0.73851484,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,8.390135058633924e-05
86,0.56621313,0.277977,0.024615882,1.1822237,1.4972138,-0.80678064,0.9045822,0.9045822,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,0.003307985468754249
87,0.56621313,-0.023698593,0.024615882,-0.036706623,1.4972138,-0.80678064,-0.6433438,-0.6433438,-0.44333947,-0.6877364,-0.37762898,-0.1892895,2.6749535,0,0.0002897167906635248
88,0.56621313,-0.14436881,-0.8849096,-1.2556367,1.4972138,-0.80678064,-0.21903916,-0.21903922,-0.44333947,-0.6877364,-0.37762898,-0.2588163,2.6749535,0,0.0006662869027965405
89,0.56621313,-0.023698593,-0.8849096,-1.2556367,1.4972138,-0.80678064,-0.21903916,-0.21903922,-0.44333947,-0.6877364,-0.37762898,-0.2588163,2.6749535,0,0.0006257575788537095
90,0.56621313,0.09697163,-0.8849096,-1.2556367,1.4972138,-0.80678064,-0.21903916,-0.21903922,-0.44333947,-0.6877364,-0.37762898,-0.2588163,2.6749535,0,0.0005876921474646606
91,0.56621313,0.09697163,-0.8849096,-1.2556367,1.4972138,-0.80678064,-0.21903916,-0.21903922,-0.44333947,-0.6877364,-0.37762898,-0.2588163,2.6749535,0,0.0005876921474646606
92,0.56621313,-0.20470393,0.024615882,-1.3295113,1.4972138,1.8314286,2.8453827,2.8453827,-0.44333947,0.35014236,-0.37762898,-0.2588163,2.6749535,1,0.9999136655584654
93,0.56621313,-0.26503903,0.024615882,1.514659,1.4972138,-0.80678064,-0.28713745,-0.28713742,-0.44333947,0.35014236,-0.37762898,-0.2588163,-0.32707766,0,0.002972580124523402
94,0.56621313,-0.26503903,0.024615882,1.514659,1.4972138,-0.80678064,-0.28713745,-0.28713742,-0.44333947,0.35014236,-0.37762898,-0.2588163,-0.32707766,0,0.002972580124523402
95,0.56621313,-0.20470393,0.024615882,0.22185442,1.4972138,1.8314286,-0.35227492,-0.3522749,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,1,0.9367825044440996
96,0.56621313,-0.38570926,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.001630396557984602
97,0.56621313,-0.38570926,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.001630396557984602
98,0.56621313,-0.38570926,0.024615882,1.4038471,1.4972138,1.8314286,-0.407619,-0.407619,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,1,0.9694172242825048
99,0.56621313,-0.32537416,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.0015800788298295746
100,0.56621313,-0.38570926,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.001630396557984602
101,0.56621313,-0.20470393,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.0014840473269133298
102,0.56621313,-0.38570926,0.024615882,0.48041534,1.4972138,1.8314286,-0.41562474,-0.4156247,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,1,0.9446381144322581
103,0.56621313,-0.32537416,0.024615882,0.48041534,1.4972138,-0.80678064,-0.41562474,-0.4156247,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.0008511702970619232
104,0.56621313,-0.38570926,0.024615882,0.48041534,1.4972138,-0.80678064,-0.41562474,-0.4156247,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.0008782962980463388
105,0.56621313,-0.38570926,0.024615882,0.73897624,1.4972138,0.512324,-0.52548134,-0.52548134,-0.44333947,0.09067267,-0.37762898,-0.15768641,2.6749535,0,0.2694738276888313
106,0.56621313,-0.38570926,-0.8849096,-0.44301668,1.4972138,-0.1472283,-0.43792647,-0.4379264,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.011857033822951906
107,0.56621313,-0.38570926,-0.8849096,-0.44301668,1.4972138,-0.1472283,-0.43792647,-0.4379264,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.011857033822951906
108,0.56621313,0.39864722,0.024615882,-0.81238943,1.4972138,-0.80678064,-0.6276288,-0.6276288,-0.44333947,0.09067267,-0.37762898,-0.15768641,-0.32707766,0,0.0001666575188259146
109,0.56621313,-0.20470393,0.024615882,-1.0709504,1.4972138,1.8314286,2.5110824,2.5110822,-0.44333947,0.09067267,-0.37762898,-0.15768641,2.6749535,1,0.9998008777674846
110,0.56621313,-0.20470393,0.024615882,-1.4403232,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,2.6910429847875435e-05
111,0.56621313,0.277977,0.024615882,0.5173526,1.4972138,-0.80678064,2.5048914,2.5048914,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,0.045013006249969525
112,0.56621313,-0.38570926,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,0.0004305693367913988
113,0.56621313,-0.38570926,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,-0.6877364,-0.37762898,-0.2588163,-0.32707766,0,0.0004305693367913988
114,0.56621313,-0.20470393,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.0005630949322302061
115,0.56621313,-0.023698593,0.024615882,1.4038471,1.4972138,-0.80678064,-0.407619,-0.407619,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.0005125006795108694
116,0.56621313,-0.38570926,0.024615882,0.73897624,1.4972138,0.512324,-0.52548134,-0.52548134,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.04258345972583629
117,0.56621313,-0.38570926,0.024615882,0.73897624,1.4972138,0.512324,-0.52548134,-0.52548134,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.04258345972583629
118,0.56621313,-0.38570926,0.024615882,0.73897624,1.4972138,0.512324,-0.52548134,-0.52548134,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.04258345972583629
119,0.56621313,-0.38570926,0.024615882,0.73897624,1.4972138,0.512324,-0.52548134,-0.52548134,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.04258345972583629
120,0.56621313,-0.38570926,0.024615882,0.73897624,1.4972138,0.512324,-0.52548134,-0.52548134,-0.44333947,-0.46533382,-0.37762898,-0.2588163,2.6749535,0,0.12267964496888577
121,0.56621313,-0.38570926,0.024615882,0.73897624,1.4972138,0.512324,-0.52548134,-0.52548134,-0.44333947,-0.46533382,-0.37762898,-0.2588163,2.6749535,0,0.12267964496888577
122,0.56621313,-0.38570926,0.024615882,-1.4033859,1.4972138,0.512324,1.0067296,1.0067296,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.1740681002785498
123,0.56621313,-0.38570926,0.024615882,1.2560982,1.4972138,0.512324,-0.43437696,-0.43437696,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.06921681885384903
124,0.56621313,-0.26503903,0.024615882,-1.0340132,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,5.205352405680548e-05
125,0.56621313,-0.20470393,0.024615882,0.59122705,1.4972138,0.512324,-0.109595545,-0.109595545,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,0.075784859909008
126,0.56621313,-0.20470393,0.024615882,1.1822237,1.4972138,0.512324,0.9045822,0.9045822,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,1,0.4607155004373652
127,0.56621313,0.7606579,0.024615882,-1.4033859,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.46533382,-0.37762898,-0.2588163,-0.32707766,0,2.397374074056198e-05
128,-0.8852628,-0.32537416,0.024615882,1.1822237,-1.2670428,1.8314286,0.9045822,0.9045822,3.5034614,2.4259,-0.37762898,-0.2588163,-0.32707766,1,0.9999753360303297
129,-0.5158834,0.45898232,-0.8849096,-1.2556367,-0.8916498,-0.80678064,-0.8319236,-0.8319236,-0.56048197,-0.6877364,0.14664862,-0.23985444,-0.32707766,0,1.5477450133158216e-05
130,-0.5158834,0.3383121,-0.8849096,-1.2556367,-0.8916498,-0.80678064,-0.8319236,-0.8319236,-0.56048197,-0.6877364,0.14664862,-0.23985444,-0.32707766,0,1.6480551894336334e-05
131,-0.5158834,0.57965255,0.024615882,-1.3664485,-0.8916498,-0.80678064,-0.8319236,-0.8319236,-0.56048197,-0.6877364,0.14664862,-0.23985444,-0.32707766,0,6.12170406728436e-06
132,-0.5158834,1.5450144,-0.8849096,-1.3664485,-0.8916498,-0.80678064,-0.8319236,-0.8319236,-0.56048197,-0.6877364,0.14664862,-0.23985444,-0.32707766,0,8.180413033253564e-06
133,-0.5158834,0.036636516,0.024615882,-1.3664485,-0.8916498,-0.80678064,-0.8319236,-0.8319236,-0.56048197,-0.6877364,0.14664862,-0.23985444,-0.32707766,0,8.120802397238568e-06
134,-0.5158834,-0.38570926,0.024615882,-1.0709504,-0.8916498,0.512324,0.1709782,0.17097814,-0.56048197,-0.6877364,0.14664862,-0.23985444,-0.32707766,0,0.011705459901020558
135,-0.5158834,-0.38570926,0.024615882,-1.4403232,-0.8916498,0.512324,-0.8319236,-0.8319236,-0.56048197,-0.6877364,0.14664862,-0.2588163,-0.32707766,0,0.001325435395583792
136,-0.5158834,-0.38570926,0.024615882,1.4038471,-0.8916498,-0.80678064,-0.407619,-0.407619,-0.56048197,-0.6877364,0.14664862,-0.2588163,-0.32707766,0,0.00013875449037190266
137,-0.5158834,-0.38570926,0.024615882,0.48041534,-0.8916498,-0.80678064,-0.41562474,-0.4156247,-0.56048197,-0.6877364,0.14664862,-0.2588163,-0.32707766,0,7.469570475704076e-05
138,-0.5158834,0.277977,0.024615882,-0.44301668,-0.8916498,-0.80678064,-0.30659407,-0.3065941,-0.56048197,-0.6877364,0.14664862,-0.043915343,-0.32707766,0,4.081878244352134e-05
