,F64,F69,F68,F102,F103,F105,F108,F94,F109,F22,F111,F116,F117,F110,F114,F115,F61,F40,F42,F45,F127,F131,F38,F134,F39,F1,F5,category,1
21,-0.10058861,0.3383121,-0.5084671,-0.20874813,0.6446489,-0.8581018,0.024615882,-0.72101676,1.1822237,0.9631263,-0.72101665,-0.80678064,0.9045822,0.9045822,-0.9299314,-0.6877364,0.44859406,-0.4870455,-0.31890777,0.042406283,-0.19189349,0.47690418,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.000803854030486062
22,-0.10058861,-0.38570926,-0.5084671,-0.39149788,-0.2769377,0.7670511,0.024615882,-0.72101676,1.1822237,-0.6413419,-0.72101665,-0.80678064,0.9045822,0.9045822,-0.9299314,-0.6877364,-0.1584877,-0.4870455,-0.31890777,0.042406283,-0.03988218,0.21265967,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.0005391402135480697
23,-0.10058861,-0.14436881,-0.5084671,-0.3334821,-0.21226497,-0.009410835,0.024615882,-0.72101676,1.1822237,-0.6413419,-0.72101665,-0.80678064,0.9045822,0.9045822,-0.9299314,-0.6877364,-0.42830178,-0.4870455,-0.31890777,0.042406283,-0.32895285,0.21933322,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.0005728792166766544
24,-0.10058861,-0.26503903,-0.5084671,-0.52928543,0.16364539,-0.6305803,0.024615882,-0.72101676,-1.4033859,-0.6413419,-0.72101665,-0.80678064,-0.8319236,-0.8319236,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.31890777,0.042406283,0.13704902,0.63291985,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,8.054713076065168e-06
25,-0.10058861,-0.084033705,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,-1.0340132,0.9631263,-0.72101665,-0.80678064,0.7002874,0.7002874,-0.9299314,-0.6877364,-0.66438913,-0.4870455,-0.31890777,0.042406283,0.13704902,0.63291985,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.0002539935176168515
26,-0.10058861,-0.38570926,-0.5084671,-0.52928543,0.16364539,0.7670511,0.024615882,-0.72101676,0.73897624,-0.6413419,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.4788919,-0.4870455,-0.31890777,0.042406283,0.13704902,0.63291985,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.006323168765510154
27,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.010311019937358681
28,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.5632089,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,2.6749535,-0.25154018,0,0.02963649457779274
29,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.010311019937358681
30,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.010311019937358681
31,-0.10058861,-0.38570926,-0.5084671,-0.8237155,-0.43457752,0.7670511,0.024615882,-0.72101676,0.73897624,0.9631263,-0.72101665,0.512324,-0.52548134,-0.52548134,-0.9299314,-0.6877364,-0.39457503,-0.4870455,-0.31890777,0.042406283,-0.46102825,-0.57964987,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.010311019937358681
32,-0.10058861,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.44301668,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.4379264,-0.9299314,-0.6877364,-0.6475258,-0.4870455,-0.31890777,0.042406283,-0.5781517,1.5199777,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.0005568449337156026
33,-0.10058861,-0.38570926,-0.5084671,-0.81646353,-0.76198334,-0.3976418,-0.8849096,-0.72101676,-0.44301668,0.9631263,-0.72101665,-0.1472283,-0.43792647,-0.4379264,-0.9299314,-0.6877364,-0.66438913,-0.4870455,-0.31890777,0.042406283,-0.5781517,1.5199777,-0.2588163,-0.2976931,-0.14385693,-0.32707766,-0.25154018,0,0.0005614088630146875
34,-0.10058861,-0.38570926,-0.5084671,-0.4190554,-0.5962594,0.7670511,0.024615882,-0.72101676,0.29572892,0.9631263,-0.72101665,0.512324,-0.6787025,-0.67870253,-0.9299314,-0.6877364,-0.20907785,6.302088,-0.31890777,0.042406283,-0.14454569,1.7942309,0.6071081,-0.2976931,1.0304165,-0.32707766,-0.25154018,0,0.061719665793777176
35,-0.76670504,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,0.59122705,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.109595545,2.3951132,2.4259,-0.6475258,3.7857585,-0.08337357,0.12825291,-0.5681838,3.519899,0.24683298,-0.90000635,0.46470812,-0.32707766,-0.25154018,1,0.9997310279867354
36,-0.76670504,-0.38570926,-0.6885551,-0.7700509,-0.8024038,-0.3976418,0.024615882,-1.1646628,0.59122705,0.9631263,-1.1646628,1.8314286,-0.109595545,-0.109595545,2.3951132,2.4259,-0.6475258,3.7857585,-0.08337357,0.12825291,-0.5681838,3.519899,0.24683298,-0.90000635,0.46470812,-0.32707766,-0.25154018,1,0.9997310279867354
37,-0.76670504,-0.38570926,-0.6885551,-0.78600526,-0.7781516,0.7670511,0.024615882,-1.1646628,0.73897624,-0.6413419,-1.1646628,0.512324,-0.52548134,-0.52548134,2.3951132,2.4259,-0.5463455,1.5748308,-0.08337357,0.12825291,-0.5432639,0.90700644,0.2657948,-0.90000635,0.31899536,-0.32707766,-0.25154018,1,0.849469805884579
38,-0.8489416,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,0.73897624,0.9631263,-1.1987896,0.512324,-0.52548134,-0.52548134,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.9010649,-0.08385756,-0.32707766,3.4471273,1,0.8324688375109817
39,-0.8489416,-0.38570926,-1.0230044,-0.87447935,-0.78623563,0.7670511,0.024615882,-1.1987895,-1.3295113,-0.6413419,-1.1987896,0.512324,0.08740303,0.08740303,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.9010649,-0.08385756,-0.32707766,-0.25154018,1,0.9037435766886452
40,-0.8489416,-0.38570926,-1.0230044,-0.87447935,-0.78623563,-0.3976418,0.024615882,-1.1987895,-0.81238943,0.9631263,-1.1987896,1.8314286,1.0067296,1.0067296,3.5034614,2.4259,-0.61379904,0.14944181,-0.2812223,-0.3071121,-0.57565975,-0.7775299,-0.20193073,-0.9010649,-0.08385756,-0.32707766,-0.25154018,1,0.9999538260873919
41,-0.7879495,-0.38570926,-0.9200969,-0.7047832,-0.5962594,-0.3976418,0.024615882,-1.2329161,1.4038471,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,-0.61379904,0.6451069,-0.21527272,1.1614784,-0.5681838,-0.19174884,-0.2208926,-0.89930063,-0.16099961,-0.32707766,-0.25154018,1,0.9991278129642357
42,-0.7879495,-0.38570926,-0.9200969,-0.34653562,-0.42245138,-0.3976418,0.024615882,-1.2329161,1.4038471,-0.6413419,-1.2329162,1.8314286,-0.407619,-0.407619,3.5034614,2.4259,-0.59693563,2.7981908,-0.21527272,1.1614784,-0.5382799,2.3527832,3.0658276,-0.89930063,4.0818133,-0.32707766,-0.25154018,1,0.999965124485616
43,0.20916922,-0.38570926,0.26333883,-0.26386312,0.58401823,0.7670511,0.024615882,-0.78927,-1.0709504,-0.6413419,-0.7892699,0.512324,0.1709782,0.17097814,0.5478661,2.4259,-0.36084825,1.6493565,-0.1304804,-0.28565046,0.17193684,0.82006806,-0.1892895,0.024457999,-0.11814291,-0.32707766,-0.25154018,1,0.8211328077847644
44,0.20916922,0.09697163,0.26333883,0.35545543,0.24044427,0.3788201,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.1304804,-0.28565046,0.83480585,1.1132106,-0.2588163,0.024457999,-0.14385693,2.6749535,-0.25154018,0,0.000826811997135924
45,0.20916922,0.09697163,0.26333883,0.35545543,0.24044427,-2.3387969,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,-0.6475258,-0.4870455,-0.1304804,-0.28565046,0.83480585,1.1132106,-0.2588163,0.024457999,-0.14385693,2.6749535,-0.25154018,0,0.006420363484380323
46,0.20916922,1.9070251,0.26333883,0.35545543,0.24044427,0.10337126,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,-0.6877364,2.8769212,-0.4870455,-0.1304804,-0.28565046,0.83480585,1.1132106,-0.2588163,0.024457999,-0.14385693,-0.32707766,-0.25154018,0,0.00015183137200767383
47,0.20916922,-0.38570926,0.26333883,-0.7511958,-0.733689,0.7670511,0.024615882,-0.78927,-1.2556367,-0.6413419,-0.7892699,-0.80678064,-0.8319236,-0.8319236,0.5478661,-0.6877364,-0.5463455,-0.4870455,-0.1304804,-0.28565046,-0.57565975,-1.084814,-0.2588163,0.024457999,-0.14385693,-0.32707766,-0.25154018,0,1.4755045474364202e-05
48,0.20916922,0.94166327,0.26333883,1.7579871,2.7869337,-0.3061303,0.024615882,-0.78927,0.22185442,-2.24581,-0.7892699,-0.80678064,-0.35227492,-0.3522749,0.5478661,0.09067267,0.54977435,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,0,0.00030925613585963495
49,0.20916922,-0.26503903,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,-0.73851484,0.9631263,-0.7892699,1.8314286,2.2937868,2.2937868,0.5478661,0.09067267,-0.39457503,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,1,0.9997711870998327
50,0.20916922,-0.32537416,0.26333883,1.7579871,2.7869337,0.18470454,0.024615882,-0.78927,1.4038471,-0.6413419,-0.7892699,-0.80678064,-0.407619,-0.407619,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,0,0.0004238273054285633
51,0.20916922,-0.084033705,0.26333883,1.7579871,2.7869337,-0.49081734,0.024615882,-0.78927,0.59122705,0.9631263,-0.7892699,-0.80678064,-0.109595545,-0.109595545,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,0,0.0007862761218118346
52,0.20916922,-0.38570926,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,1.1822237,-0.6413419,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,0,0.004329577627759223
53,0.20916922,-0.38570926,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,1.1822237,-0.6413419,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,0,0.004329577627759223
54,0.20916922,-0.084033705,0.26333883,1.7579871,2.7869337,0.7670511,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,-0.80678064,0.9045822,0.9045822,0.5478661,0.09067267,0.667818,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,0,0.01888865229152882
55,0.20916922,-0.32537416,0.26333883,1.7579871,2.7869337,-0.7858727,0.9341414,-0.78927,-1.1817622,-0.6413419,-0.7892699,1.8314286,-0.3722603,-0.37226027,0.5478661,0.09067267,2.961238,1.2579869,-0.1304804,-0.28565046,1.2509679,0.4971925,-0.05023596,0.024457999,0.05328387,-0.32707766,-0.25154018,1,0.6220132753901396
56,0.20916922,0.3383121,0.26333883,0.42217356,1.3803015,0.1119113,0.024615882,-0.78927,1.1822237,0.9631263,-0.7892699,1.8314286,0.9045822,0.9045822,0.5478661,2.4259,0.11132641,1.8689076,-0.1304804,-0.28565046,0.057305377,0.32541648,0.1330619,0.024457999,-0.14385693,-0.32707766,-0.25154018,1,0.9999403093412776
57,0.20916922,-0.38570926,0.26333883,0.42217356,1.3803015,0.7670511,0.024615882,-0.78927,-1.3295113,-0.6413419,-0.7892699,1.8314286,1.9260561,1.9260561,0.5478661,2.4259,1.1737195,1.8689076,-0.1304804,-0.28565046,0.057305377,0.32541648,0.1330619,0.024457999,-0.14385693,-0.32707766,-0.25154018,1,0.9999263212557193
58,0.56621313,-0.38570926,0.7778761,0.03201739,-0.51541847,0.39925325,0.024615882,1.497214,-1.2556367,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.0001345921048458222
59,0.56621313,-0.32537416,0.7778761,0.03201739,-0.51541847,0.355983,0.024615882,1.497214,-1.2556367,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.0001320568333259808
60,0.56621313,-0.32537416,0.7778761,0.03201739,-0.51541847,0.7670511,0.024615882,1.497214,1.514659,0.9631263,1.4972138,-0.80678064,-0.28713745,-0.28713742,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.0015649686697683778
61,0.56621313,-0.38570926,0.7778761,0.03201739,-0.51541847,0.7670511,0.024615882,1.497214,0.29572892,0.9631263,1.4972138,0.512324,-0.6787025,-0.67870253,-0.44333947,0.09067267,-0.02358064,-0.4870455,-0.2529582,-0.37762898,-0.34639677,-0.6113346,-0.2588163,1.713193,-0.14385693,2.6749535,-0.25154018,1,0.1450744058363958
62,0.56621313,-0.20470393,0.7778761,0.04942213,0.050468083,-0.54322845,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.2529582,-0.37762898,-0.32646087,-0.12149758,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.00011826449190861436
63,0.56621313,-0.20470393,0.7778761,0.04942213,0.050468083,-0.54322845,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.2529582,-0.37762898,-0.32646087,-0.12149758,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.00011826449190861436
64,0.56621313,-0.20470393,0.7778761,0.04942213,0.050468083,-0.54322845,0.024615882,1.497214,-0.73851484,0.9631263,1.4972138,-0.80678064,-0.464193,-0.464193,-0.44333947,-0.6877364,0.1956433,-0.4870455,-0.2529582,-0.37762898,-0.32646087,-0.12149758,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.00011826449190861436
65,0.56621313,0.21764186,0.7778761,-0.68302727,-0.51541847,-2.2611506,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.00019619200772178055
66,0.56621313,0.21764186,0.7778761,-0.68302727,-0.51541847,-1.678804,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.00018208413438724493
67,0.56621313,0.21764186,0.7778761,-0.68302727,-0.51541847,-1.0964576,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.0001689905681984075
68,0.56621313,0.21764186,0.7778761,-0.68302727,-0.51541847,-0.51411116,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.4957553,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.00015683840518351369
69,0.56621313,0.21764186,0.7778761,-0.68302727,-0.51541847,0.06823536,0.024615882,1.497214,-0.6646403,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.8319236,-0.44333947,-0.16879705,-0.5126187,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.32707766,-0.25154018,0,0.00014675349531768878
70,0.56621313,-0.32537416,0.7778761,-0.68302727,-0.51541847,-1.2711616,0.024615882,1.497214,-1.292574,0.9631263,1.4972138,1.8314286,-0.09646228,-0.09646234,-0.44333947,-0.16879705,-0.24280462,-0.4870455,-0.2529582,-0.37762898,-0.37380862,-0.075313546,-0.2588163,1.713193,-0.14385693,-0.32707766,3.4471273,1,0.8247167234386729
71,0.56621313,-0.14436881,0.7778761,-0.27981746,0.31320113,-0.3976418,0.024615882,1.497214,-1.0709504,-0.6413419,1.4972138,1.8314286,2.5110824,2.5110822,-0.44333947,2.4259,-0.07417078,-0.4870455,-0.2529582,-0.37762898,-0.46352023,-0.6246217,-0.2588163,1.713193,-0.14385693,2.6749535,-0.25154018,1,0.9999954934243269
