,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F13,F18,F14,F1,F5,F9,F19,F15,F4,F8,F11,F71,category,1
10,0.69198716,0.7656219,1.0263249,-0.5102602,-0.40897584,-0.4892179,-1.0586799,-0.74750006,0.820993,-0.55992085,0.48023143,-0.700432,-0.48712412,0.24361062,0.7670511,-0.28275108,0.024615882,-1.062283,-0.56517166,1.514659,-0.4470895,-0.6413419,-0.27190387,-1.062283,-0.5651716,-0.2785937,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,-0.9299314,-0.6877364,-0.22594123,0.87097317,0.77478904,-0.39324254,-0.4870455,-0.29021287,-0.3141971,-0.37762898,-0.37395155,-0.6367844,-0.4768499,-0.523328,-0.4996173,-0.6157146,-0.2566705,-0.20660356,-0.20393133,-0.1996638,-0.2588163,-0.8188139,-0.17184673,-0.6613151,-0.5887936,-0.14385693,-0.7893903,-0.58747923,-0.60076624,0.986696,1.0206766,-0.36287916,-0.63624156,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.7821569,0,2.5459271816977046e-05
11,0.69198716,0.7656219,-0.07686945,-0.388103,-0.40897584,-0.4892179,0.72612,-0.74750006,-0.14436881,-0.55992085,0.13028589,-0.7279895,-0.13142404,1.7870274,-1.4167482,-0.28275108,-0.8849096,-1.062283,-0.76824164,0.22185442,0.44771042,-2.24581,-0.27190387,-1.062283,-0.7682417,-0.2785937,-0.80678064,-0.35227492,5.2768407,-0.7023269,-1.6980649,-0.3522749,-0.7291804,-1.3177904,-1.6980649,-0.9299314,-0.6877364,-0.44516516,0.87097317,0.77478904,-0.39324254,-0.4870455,-0.29021287,-0.3141971,-0.37762898,-0.37395155,-0.6367844,-0.8308952,-0.5607078,0.02098005,-0.57186425,-0.2566705,-0.60824376,-0.20393133,-0.9909182,-0.2588163,-0.8188139,-0.17184673,-0.6613151,-0.5887936,-0.14385693,-0.7893903,-0.58747923,-0.60076624,0.21911715,0.23312204,-0.36287916,-0.63624156,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.09155482,0,1.0287349499023789e-05
12,0.69198716,0.7656219,-0.3628828,-0.388103,-0.40897584,-0.4892179,-0.16627996,-0.74750006,-0.38570926,-0.55992085,1.4013463,-0.7279895,-0.13142404,1.7870274,0.18470454,-0.28275108,-0.8849096,-1.062283,-0.76824164,-0.44301668,0.44771042,0.9631263,-0.8691805,-1.062283,-0.7682417,-0.57840955,-0.1472283,-0.43792647,-0.30126533,-0.0778478,1.7533792,-0.4379264,-0.24871136,-0.07623963,1.7533792,-0.9299314,-0.6877364,-0.44516516,0.87097317,0.77478904,-0.39324254,-0.4870455,-0.29021287,-0.3141971,-0.37762898,-0.37395155,-0.6367844,-0.8308952,-0.5607078,0.02098005,-0.57186425,-0.2566705,-0.60824376,-0.20393133,-0.9909182,-0.2588163,-0.8188139,-0.17184673,-0.6613151,-0.5887936,-0.14385693,-0.7893903,-0.58747923,-0.60076624,0.21911715,0.23312204,-0.36287916,-0.63624156,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.37271273,-0.13818385,-0.075915545,-0.09155482,0,0.0003411873111481043
13,0.69198716,0.7656219,0.03208801,-0.71385574,-0.40897584,-0.4892179,-1.0586799,-0.74750006,-0.084033705,-0.55992085,0.42051682,-0.8599754,-0.7094368,0.5809244,0.7670511,1.1729023,0.024615882,-1.062283,-0.8697766,1.514659,0.8951104,0.9631263,-0.27190387,-1.062283,-0.86977667,-0.2785937,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,-0.9299314,-0.6877364,-0.4788919,0.87097317,0.77478904,-0.39324254,-0.4870455,-0.29021287,-0.3141971,-0.37762898,-0.37395155,-0.6367844,-0.8352661,-0.56569177,-0.38502043,-0.7567666,-0.2566705,-0.6100054,-0.20393133,-1.3349987,-0.2588163,-0.8188139,-0.17184673,-0.6613151,-0.5887936,-0.14385693,-0.7893903,-0.58747923,-0.60076624,1.1857704,1.2249318,-0.36287916,-0.63624156,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.09155482,0,9.092574117353841e-05
14,-1.9298989,-1.8023052,-0.2811647,-0.36774346,-0.66116804,-0.4892179,-1.0586799,-0.7510706,-0.32537416,-0.81718946,0.5550027,-0.80921155,-0.53562874,1.0315605,0.7670511,-0.14411744,0.024615882,-1.062283,-0.8697766,1.514659,-0.4470895,-0.6413419,-0.27190387,-1.062283,-0.86977667,-0.2785937,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,2.2367778,-0.6877364,-0.66438913,-1.6354269,-1.7525533,-0.38910025,-0.4870455,-0.29021287,-0.3141971,-0.37149706,-0.37140638,-0.3448367,-0.6079778,-0.5781517,-0.5045286,-0.69976115,-0.2566705,-0.326391,-0.20393133,2.774335,-0.2588163,-0.7846261,-0.17184673,-0.6221335,-0.4063706,-0.14385693,-0.7014727,-0.57117736,-0.6315275,0.40187404,0.420635,-0.28070596,-0.39561227,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-1.4021223,0,0.00013399859884403098
15,0.69198716,0.7656219,-0.02239072,-0.67313665,-0.66116804,-0.4892179,-1.0586799,-0.7510706,0.036636516,-0.81718946,0.5660979,-0.8063108,-0.55988103,0.8365214,0.7670511,0.47973403,0.024615882,-1.062283,-0.8697766,1.514659,0.8951104,0.9631263,-0.27190387,-1.062283,-0.86977667,-0.2785937,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,2.2367778,-0.6877364,-0.42830178,0.87097317,0.77478904,-0.38910025,-0.4870455,-0.29021287,-0.3141971,-0.37149706,-0.37140638,-0.3448367,-0.5832092,-0.55572385,-0.20657666,-0.54774654,-0.2566705,-0.31229836,-0.20393133,-1.0762385,-0.2588163,-0.7846261,-0.17184673,-0.6221335,-0.4063706,-0.14385693,-0.7014727,-0.57117736,-0.6315275,0.22368607,0.23780985,-0.28070596,-0.39561227,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.09155482,0,0.00042886617178781886
16,0.69198716,0.7656219,-0.24030565,-0.5509794,-0.66116804,-0.4892179,0.1311867,-0.7510706,-0.20470393,-0.81718946,0.5444157,-0.8193643,-0.47904003,1.5959322,-0.9799883,0.13314988,0.024615882,-1.062283,-0.8697766,1.1822237,0.8951104,0.9631263,-0.27190387,-1.062283,-0.86977667,-0.2785937,1.8314286,0.9045822,-0.033851344,-0.13499214,-0.25211012,0.9045822,-0.13783385,1.2926496,-0.25211012,2.2367778,2.4259,-0.46202853,0.87097317,0.77478904,-0.38910025,-0.4870455,-0.29021287,-0.3141971,-0.37149706,-0.37140638,-0.3448367,-0.5657255,-0.5607078,-0.4930689,-0.668335,-0.2566705,-0.28763625,-0.20393133,-1.3837254,-0.2588163,-0.7846261,-0.17184673,-0.6221335,-0.4063706,-0.14385693,-0.7014727,-0.57117736,-0.6315275,0.21911715,0.23312204,-0.28070596,-0.39561227,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.09155482,1,0.9999710086596144
17,0.69198716,0.7656219,0.3589604,0.0394475,-0.66116804,-0.4892179,1.3210534,-0.7510706,0.45898232,-0.81718946,0.22578123,-0.34508523,0.014089659,0.15271808,-0.6680169,1.9353875,0.024615882,-1.062283,-0.56517166,-0.73851484,0.8951104,0.9631263,1.5199262,-1.062283,-0.5651716,1.5203018,1.8314286,2.2937868,-0.037423093,2.490496,0.5683801,2.2937868,2.5601852,-1.0312787,0.5683801,2.2367778,2.4259,-0.31025812,0.87097317,0.77478904,-0.38910025,1.5369143,-0.29021287,-0.3141971,-0.37149706,-0.37140638,-0.3448367,-0.82069635,-0.510868,0.54157746,-0.3197247,-0.22542162,-0.6311443,-0.17945684,-0.24165371,-0.23353381,-0.7846261,-0.17184673,-0.6221335,-0.4063706,-0.12671424,-0.7014727,-0.57117736,-0.6315275,-0.90222687,-0.9174042,-0.28070596,-0.39561227,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.34530103,1,0.9999775536781045
18,0.69198716,0.7656219,0.3589604,0.0394475,-0.66116804,-0.4892179,1.3210534,-0.7510706,0.45898232,-0.81718946,0.20759171,-0.34508523,0.014089659,0.15271808,-1.1671711,1.9353875,0.024615882,-1.062283,-0.56517166,-0.73851484,0.8951104,0.9631263,1.5199262,-1.062283,-0.5651716,1.5203018,1.8314286,2.2937868,-0.037423093,2.490496,0.5683801,2.2937868,2.5601852,-1.0312787,0.5683801,2.2367778,2.4259,-0.31025812,0.87097317,0.77478904,-0.38910025,1.5369143,-0.29021287,-0.3141971,-0.37149706,-0.37140638,-0.3448367,-0.82069635,-0.510868,0.54157746,-0.3197247,-0.22542162,-0.6311443,-0.17945684,-0.24165371,-0.23353381,-0.7846261,-0.17184673,-0.6221335,-0.4063706,-0.12671424,-0.7014727,-0.57117736,-0.6315275,-0.90222687,-0.9174042,-0.28070596,-0.39561227,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.34530103,1,0.999980651404712
19,0.69198716,0.7656219,0.3589604,0.0394475,-0.66116804,-0.4892179,1.3210534,-0.7510706,0.45898232,-0.81718946,0.16439138,-0.34508523,0.014089659,0.15271808,-2.352662,1.9353875,0.024615882,-1.062283,-0.56517166,0.5173526,0.00031047114,-0.6413419,1.5199262,-1.062283,-0.5651716,1.5203018,1.8314286,2.5048914,-0.17437322,2.490496,0.5683801,2.5048914,2.5601852,-1.0312787,0.5683801,2.2367778,2.4259,-0.31025812,0.87097317,0.77478904,-0.38910025,1.5369143,-0.29021287,-0.3141971,-0.37149706,-0.37140638,-0.3448367,-0.82069635,-0.510868,0.54157746,-0.3197247,-0.22542162,-0.6311443,-0.17945684,-0.24165371,-0.23353381,-0.7846261,-0.17184673,-0.6221335,-0.4063706,-0.12671424,-0.7014727,-0.57117736,-0.6315275,-0.90222687,-0.9174042,-0.28070596,-0.39561227,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.34530103,1,0.99999205259602
20,0.69198716,0.7656219,0.3589604,0.0394475,-0.66116804,-0.4892179,1.3210534,-0.7510706,0.45898232,-0.81718946,0.18258101,-0.34508523,0.014089659,0.15271808,-1.853508,1.9353875,0.024615882,-1.062283,-0.56517166,0.5173526,0.00031047114,-0.6413419,1.5199262,-1.062283,-0.5651716,1.5203018,1.8314286,2.5048914,-0.17437322,2.490496,0.5683801,2.5048914,2.5601852,-1.0312787,0.5683801,2.2367778,2.4259,-0.31025812,0.87097317,0.77478904,-0.38910025,1.5369143,-0.29021287,-0.3141971,-0.37149706,-0.37140638,-0.3448367,-0.82069635,-0.510868,0.54157746,-0.3197247,-0.22542162,-0.6311443,-0.17945684,-0.24165371,-0.23353381,-0.7846261,-0.17184673,-0.6221335,-0.4063706,-0.12671424,-0.7014727,-0.57117736,-0.6315275,-0.90222687,-0.9174042,-0.28070596,-0.39561227,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.34530103,1,0.9999907801933595
21,0.69198716,0.7656219,0.18190452,-0.103069335,-0.10058861,-0.14675352,0.72612,-0.6618067,0.3383121,-0.5084671,0.17015345,-0.20874813,0.6446489,0.6291653,-0.8581018,2.074021,0.024615882,-0.72101676,-0.56517166,1.1822237,0.8951104,0.9631263,-0.27190387,-0.72101665,-0.5651716,-0.2785937,-0.80678064,0.9045822,-0.033851344,-0.13499214,-0.25211012,0.9045822,-0.13783385,1.2926496,-0.25211012,-0.9299314,-0.6877364,0.44859406,0.87097317,0.77478904,-0.11156716,-0.4870455,-0.29021287,-0.31890777,0.042406283,-0.20215231,0.45829234,0.49641043,-0.19189349,-0.40302852,0.012807195,-0.2566705,0.7358415,-0.20393133,0.47690418,-0.2588163,-0.37093028,-0.17184673,-0.21697879,-0.2976931,-0.14385693,-0.34482795,-0.3248711,0.97207665,-0.5621685,-0.56849605,-0.13650525,0.026653385,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.7821569,0,0.0007379579818475934
