,F109,F116,F117,F110,F114,F115,F77,F46,F83,F74,F84,F146,F4,category,1
21,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7149429,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,3.683317,0,0.00027254795132217353
22,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.6556208,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,1.6189138,0,0.00011944010704847102
23,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.6556208,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.4454895,0,2.1536096601425245e-05
24,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.47630215,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.4454895,0,1.38454558532409e-05
25,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.6556208,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.4454895,0,2.1536096601425245e-05
26,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.6040968,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,1.6189138,0,5.123265893362986e-05
27,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.6040968,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,1.6189138,0,5.123265893362986e-05
28,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.0287789,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,1.6189138,0,9.728882207487004e-05
29,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.0287789,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,1.6189138,0,9.728882207487004e-05
30,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,0.7149429,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,3.683317,0,0.0005004253281350109
31,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.6556208,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,1.6189138,0,0.00021933208088314657
32,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.6556208,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.4454895,0,3.955073252919705e-05
33,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-0.47630215,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.4454895,0,2.542714467656438e-05
34,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.6556208,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.4454895,0,3.955073252919705e-05
35,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.0287789,1.0885307,-0.5120512,-0.4121336,-0.054154027,-0.054639872,1.6189138,0,0.00017343683350112406
36,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-1.6861385,-0.36086097,-0.15233326,0.36645445,-0.3089514,-0.30867997,-0.4454895,0,6.379287349632599e-05
37,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.3789341,-0.123422734,-0.3089514,-0.30867997,3.683317,0,0.0002267897785837088
38,-0.9711296,1.4697074,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.68922496,-0.36086097,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.4454895,0,0.003721596623800479
39,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.3789341,-0.123422734,-0.3089514,-0.30867997,1.6189138,0,4.089578389875923e-05
40,-0.9848138,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.47595137,-0.36086097,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.4454895,0,7.659549687210816e-06
41,-0.9848138,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.47595137,-0.36086097,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.4454895,0,7.659549687210816e-06
42,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.3789341,-0.123422734,-0.3089514,-0.30867997,1.6189138,0,2.620757477332851e-05
43,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7149429,-0.36086097,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.4454895,0,4.476207954207442e-06
44,0.15097365,-0.4835828,-0.23134618,-0.23134615,-0.495448,-0.31939963,-0.67554456,-0.36086097,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.4454895,0,2.087251346820784e-05
45,0.15097365,-0.4835828,-0.23134618,-0.23134615,-0.495448,-0.31939963,-0.67554456,-0.36086097,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.4454895,0,2.087251346820784e-05
46,-1.0121821,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.33326927,-0.024702232,-0.3089514,-0.30867997,1.6189138,0,2.5389074221262234e-05
47,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.33326927,-0.024702232,-0.3089514,-0.30867997,1.6189138,0,2.483042754354709e-05
48,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.4454895,0,7.523739861046172e-06
49,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.4454895,0,7.523739861046172e-06
50,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-1.1119134,-0.36086097,0.5490092,1.8835837,-0.3089514,-0.30867997,-0.4454895,0,2.2447652448198242e-05
51,-0.46481472,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.1508499,-0.36086097,0.525746,1.833292,-0.3089514,-0.30867997,-0.4454895,0,4.485523524025396e-06
52,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,-0.36086097,-0.3789341,-0.123422734,-0.3089514,-0.30867997,1.6189138,0,2.620757477332851e-05
53,-1.0395505,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.73237073,0.31352332,-0.5499616,-0.49409026,-0.263707,-0.26357004,-0.4454895,0,1.2782288635615382e-05
54,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.495448,-0.31939963,0.59427494,0.31352332,-0.5499616,-0.49409026,-0.263707,-0.26357004,-0.4454895,0,0.009331865846266071
55,-0.88902456,0.49306235,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.59427494,0.31352332,-0.27381888,0.103820674,-0.263707,-0.26357004,-0.4454895,0,0.00012863465248307612
56,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.17497432,-0.31939963,-0.31143606,-0.15867624,-0.29751286,0.05259778,-0.28990114,-0.2896863,-0.4454895,0,0.006261534804140241
57,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,0.14668113,-0.15867624,-0.106237665,0.46610627,-0.28990114,-0.2896863,-0.4454895,0,5.829993152800211e-06
58,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.30440566,0.03769657,-0.28990114,-0.2896863,-0.4454895,0,1.02901663081484e-05
59,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.4454895,0,6.605145427813355e-05
60,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.4454895,0,6.605145427813355e-05
61,-0.779551,1.4697074,-0.02496504,-0.024965132,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.4454895,0,0.009983803435093277
62,1.7383393,3.4229977,2.5467408,2.5467408,-0.17497432,6.4126368,-1.813822,-0.15867624,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.4454895,1,0.9999992437150527
63,-0.8479719,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.32939208,-0.016320303,-0.28990114,-0.2896863,-0.4454895,0,1.0520315139500513e-05
64,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,0.012000192694070464
65,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,0.012000192694070464
66,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,2.4307555735979506e-05
67,-0.16376267,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,1.6189138,0,0.00010975921353106738
68,-0.16376267,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,3.683317,0,0.0006084851699448329
69,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,1.3358134449794424e-05
70,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,1.2776746269380292e-05
71,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,1.4174678319409077e-05
72,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,1.6189138,0,7.803514308611419e-05
73,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,1.4069941655542907e-05
74,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,1.6189138,0,7.803514308611419e-05
75,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,1.4069941655542907e-05
76,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,1.6189138,0,7.803514308611419e-05
77,-0.88902456,1.4697074,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.4454895,0,0.00593458278552395
78,-0.72481424,3.4229977,1.2795846,1.2795845,-0.17497432,1.3636094,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,1,0.9966479321521714
79,1.7383393,-0.4835828,2.5467408,2.5467408,-0.17497432,1.3636094,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,0.05600114367120548
80,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.17497432,1.3636094,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,8.17837862260532e-05
81,-0.27323616,-0.4835828,0.1735076,0.1735077,-0.17497432,1.3636094,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,1.6189138,0,0.0013539023770585217
82,1.7383393,-0.4835828,2.5467408,2.5467408,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.4454895,0,0.01030501503929763
83,-1.0395505,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,1.6189138,0,5.832250123727967e-05
84,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,7.494226861443243e-05
85,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,7.494226861443243e-05
86,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,1.6189138,0,0.000415532118970636
87,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.0912791603490565e-05
88,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.0912791603490565e-05
89,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.0912791603490565e-05
90,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.0912791603490565e-05
91,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.0912791603490565e-05
92,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.0912791603490565e-05
93,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.2106786722670724e-05
94,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.2106786722670724e-05
95,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,7.494226861443243e-05
96,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,1.6189138,0,6.518500420180162e-05
97,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,1.7541832063382787e-05
98,-0.3416571,-0.4835828,-0.2642475,-0.26424757,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,2.0825862990908736e-05
99,-0.7932352,-0.4835828,-0.005736988,-0.0057369797,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,-0.4454895,0,2.6335033998265474e-05
100,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.4168445,-0.20537937,-0.28990114,-0.2896863,1.6189138,0,9.033568851483341e-05
101,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.17497432,-0.31939963,-0.31775007,-0.15867624,-0.30440566,0.03769657,-0.28990114,-0.2896863,-0.4454895,0,0.0063272921255039605
102,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.35093206,-0.06288658,-0.28990114,-0.2896863,-0.4454895,0,9.799740745829632e-06
103,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.35093206,-0.06288658,-0.28990114,-0.2896863,-0.4454895,0,9.799740745829632e-06
104,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.35093206,-0.06288658,-0.28990114,-0.2896863,-0.4454895,0,9.799740745829632e-06
105,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-0.15867624,-0.35093206,-0.06288658,-0.28990114,-0.2896863,-0.4454895,0,9.799740745829632e-06
106,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,0.5925211,-0.15867624,-0.35093206,-0.06288658,-0.28990114,-0.2896863,-0.4454895,0,6.11709132217778e-06
107,-0.90270865,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,0.23437586,-0.15867624,-0.12519287,0.42512795,-0.28990114,-0.2896863,-0.4454895,0,3.7247399285870354e-06
108,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.43105167,-0.15867624,-0.35093206,-0.06288658,-0.28990114,-0.2896863,-0.4454895,0,0.005684208847256016
109,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,0.59427494,-0.15867624,-0.38798088,-0.14298056,-0.28990114,-0.2896863,-0.4454895,0,0.004051282300915536
110,-0.10902593,-0.4835828,-0.30363646,-0.3036363,-0.17497432,-0.31939963,-1.8324133,-0.15867624,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.4454895,0,1.9489890473368554e-05
111,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.17497432,-0.31939963,0.31751046,-0.15867624,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.4454895,0,8.235097916812985e-06
112,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.79488,-0.15867624,-0.28717366,0.074949585,-0.28990114,-0.2896863,-0.4454895,0,1.4942541718400157e-05
113,-0.88902456,1.4697074,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.8222407,-0.15867624,-0.29751286,0.05259778,-0.28990114,-0.2896863,-0.4454895,0,0.004422549091978645
114,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,0.22946496,-0.15867624,-0.46121684,-0.3013059,-0.28990114,-0.2896863,-0.4454895,0,5.429227514067997e-06
115,0.15097365,-0.4835828,-0.23134618,-0.23134615,-0.17497432,-0.31939963,-1.4914563,-0.15867624,-0.40693608,-0.18395889,-0.28990114,-0.2896863,-0.4454895,0,2.532357393057695e-05
116,-0.779551,1.4697074,-0.02496504,-0.024965132,-0.17497432,-0.31939963,0.59427494,-0.15867624,-0.40693608,-0.18395889,-0.28990114,-0.2896863,-0.4454895,0,0.004567247043361692
117,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,0.59427494,-0.15867624,-0.4151213,-0.20165406,-0.28990114,-0.2896863,-0.4454895,0,0.004182812427132484
118,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,0.59427494,-0.15867624,-0.4151213,-0.20165406,-0.28990114,-0.2896863,-0.4454895,0,0.004182812427132484
119,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-1.79488,-0.15867624,-0.4151213,-0.20165406,-0.28990114,-0.2896863,1.6189138,0,0.05394155997240615
120,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,0.59427494,-0.15867624,-0.4151213,-0.20165406,-0.28990114,-0.2896863,-0.4454895,0,0.004182812427132484
121,-0.8479719,1.4697074,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.66642433,-0.5445867,-0.28717366,0.074949585,1.188876,1.18707,-0.4454895,0,0.0008635092221104678
122,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.66642433,-0.5445867,-0.28717366,0.074949585,1.188876,1.18707,-0.4454895,0,1.9482230289063586e-06
123,-0.8479719,1.4697074,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.59427494,-0.5014503,-0.28717366,0.074949585,-0.263707,-0.26357004,1.6189138,0,0.01100147933527893
124,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.17919244,-0.5014503,-0.29751286,0.05259778,-0.263707,-0.26357004,-0.4454895,0,5.762354243798397e-06
125,-0.7658669,-0.4835828,0.72994506,0.7299452,-0.495448,-0.31939963,-0.60082865,-0.5014503,-0.29751286,0.05259778,-0.263707,-0.26357004,3.683317,0,0.001956957188000332
126,-0.8069194,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.60082865,-0.5014503,-0.29751286,0.05259778,-0.263707,-0.26357004,3.683317,0,0.0002235436467398008
127,-0.9300771,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.59427494,-0.5014503,-0.3996125,-0.16812636,-0.263707,-0.26357004,-0.4454895,0,4.9023193151959114e-06
128,-0.779551,1.4697074,-0.02496504,-0.024965132,-0.495448,-0.31939963,0.59427494,-0.5014503,-0.29751286,0.05259778,-0.263707,-0.26357004,-0.4454895,0,0.004435637782504414
129,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.59427494,-0.5014503,-0.5499616,-0.49409026,-0.263707,-0.26357004,1.6189138,0,4.274825863863767e-05
130,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.5925211,-0.5014503,-0.5499616,-0.49409026,-0.263707,-0.26357004,-0.4454895,0,7.712466048088801e-06
131,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.79488,-0.5014503,-0.5499616,-0.49409026,-0.263707,-0.26357004,-0.4454895,0,2.2536982930429177e-05
132,-0.27323616,-0.4835828,0.1735076,0.1735077,-0.495448,-0.31939963,0.59427494,-0.5014503,-0.5499616,-0.49409026,-0.263707,-0.26357004,1.6189138,0,0.00014171515049647267
133,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.59427494,-0.5014503,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.4454895,0,6.8532238665146215e-06
134,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,0.59427494,-0.5014503,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.4454895,0,3.49834593880683e-05
