,F62,F67,F34,F69,F101,F104,F105,F108,F109,F23,F22,F79,F113,F116,F117,F120,F110,F121,F123,F114,F115,F77,F88,F70,F41,F40,F42,F45,F46,F126,F127,F128,F130,F35,F131,F38,F132,F133,F134,F39,F136,F137,F83,F74,F84,F146,F16,F3,F6,F18,F1,F5,F15,F4,F8,F71,category,1
10,-0.2961138,0.10126782,-0.76470554,-0.25972196,0.6864007,0.42802542,0.6729433,0.35824183,-1.0669188,-1.5003265,-2.3681023,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,3.3428848,-0.40217903,1.6189138,-0.13519551,1.4973558,0,3.836437457353494e-06
11,-0.28749046,0.10126782,-0.76470554,-0.25972196,-1.0310577,0.42802542,0.6729433,0.35824183,-0.8342877,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.8843534,-0.4287542,-1.0574044,-0.8843534,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.40217903,1.6189138,-0.13519551,1.4973558,0,1.800996510000543e-05
12,-0.18401039,0.10126782,-0.76470554,-0.097863816,0.8150991,0.42802542,0.6729433,0.35824183,-0.36902544,-0.73536444,-0.691031,-0.35606685,-0.35874954,-0.4835828,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.495448,-0.31939963,-0.57452023,-0.28176722,-0.57452023,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,1.4520035962230884e-05
13,-0.106400356,0.10126782,-0.76470554,-0.06549219,0.7130279,0.42802542,0.6729433,0.35824183,-0.36902544,-0.73536444,-0.691031,-0.35606685,-0.35874954,-0.4835828,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.495448,-0.31939963,-0.57452023,-0.28176722,-0.57452023,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,1.404159021771557e-05
14,-0.18401039,0.10126782,-0.76470554,-0.19497871,0.58063126,0.42802542,0.6729433,-2.1859856,-0.16376267,0.7945597,-0.691031,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8578452,-0.4287542,-1.2633326,-0.8578452,-0.495448,-0.31939963,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,5.381005,-0.27725005,-0.40217903,5.7477202,-0.13519551,-0.50767916,0,0.0024509287645015547
15,-0.13227035,0.10126782,0.43715435,-0.25972196,-0.69156015,0.42802542,-1.6691592,-2.1859856,-0.16376267,0.7945597,-0.691031,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8578452,-0.4287542,-1.2633326,-0.8578452,-0.495448,-0.31939963,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,4.1278877,-0.10627735,2.5313683,3.3428848,-0.40217903,3.683317,-0.13519551,-0.50767916,0,0.0012052053212206735
16,-0.09777702,0.10126782,0.43715435,-0.06549219,-0.8099035,0.42802542,-1.5070136,-2.1859856,-0.16376267,0.7945597,-0.691031,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8578452,-0.4287542,-1.2633326,-0.8578452,-0.495448,-0.31939963,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.00014001681210085024
17,0.07468972,0.10126782,0.43715435,-0.19497871,-0.15457708,0.42802542,-1.3433014,-2.1859856,-0.16376267,0.7945597,-0.691031,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8578452,-0.4287542,-1.2633326,-0.8578452,-0.495448,-0.31939963,-0.47630215,-0.18917191,-0.47630215,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.2848975,0,0.00012368804213437848
18,-0.09777702,0.10126782,0.43715435,-0.06549219,-0.8868267,0.42802542,-1.5070136,-2.1859856,-0.16376267,0.7945597,-0.691031,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8578452,-0.4287542,-1.2633326,-0.8578452,-0.495448,-0.31939963,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.00013825090173348058
19,-0.14951704,0.10126782,1.0380844,-0.19497871,1.0406911,0.42802542,-1.8174922,-2.1859856,-0.16376267,0.7945597,-0.691031,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8578452,-0.4287542,-1.2633326,-0.8578452,-0.495448,-0.31939963,0.6040968,0.49403128,0.6040968,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.40217903,3.683317,-0.13519551,1.0517925,0,0.0009006331772569005
20,0.014326367,0.10126782,1.0380844,-0.06549219,1.0739753,0.42802542,-2.321745,-2.1859856,-0.16376267,0.7945597,-0.691031,1.5663875,1.5668995,-0.4835828,-0.4287542,-0.8578452,-0.4287542,-1.2633326,-0.8578452,-0.495448,-0.31939963,0.4858843,0.3280271,0.4858843,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.40217903,3.683317,-0.13519551,1.0517925,0,0.0014359168572642448
21,-0.2529971,0.10126782,-0.76470554,-0.22735034,0.5798916,0.42802542,0.6729433,0.35824183,-0.88902456,0.4120787,0.9860403,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,5.381005,-0.27725005,-0.40217903,3.683317,-0.13519551,1.4973558,0,0.00017629357515647624
22,-0.22712708,0.10126782,0.43715435,-0.25972196,-0.6922998,0.42802542,-0.576178,0.35824183,-0.88902456,0.4120787,0.9860403,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,-1.6556208,-1.7032303,-1.6556208,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,4.1278877,-0.10627735,2.5313683,3.3428848,-0.40217903,1.6189138,-0.13519551,-0.7304608,0,0.0001697116565980104
23,-0.2098804,0.10126782,0.43715435,-0.16260709,-0.81064314,0.42802542,-0.38400543,0.35824183,-0.88902456,0.4120787,0.9860403,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,-1.6556208,-1.7032303,-1.6556208,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,1.991786366084933e-05
24,-0.12364703,0.10126782,0.43715435,-0.22735034,-0.1553167,0.42802542,0.07553738,0.35824183,-0.88902456,0.4120787,0.9860403,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,-0.47630215,-0.18917191,-0.47630215,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,9.815886664977285e-06
25,-0.2098804,0.10126782,0.43715435,-0.16260709,-0.88756645,0.42802542,-0.38400543,0.35824183,-0.88902456,0.4120787,0.9860403,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,-1.6556208,-1.7032303,-1.6556208,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,1.9666626776242044e-05
26,-0.2357504,0.10126782,1.0380844,-0.22735034,1.0399516,0.42802542,-1.0445985,0.35824183,-0.88902456,0.4120787,0.9860403,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.6040968,0.49403128,0.6040968,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.40217903,1.6189138,-0.13519551,1.0517925,0,6.595941516114354e-05
27,-0.2098804,0.10126782,1.0380844,-0.19497871,1.072496,0.42802542,-1.4409542,0.35824183,-0.88902456,0.4120787,0.9860403,1.5663875,1.5668995,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.6040968,0.49403128,0.6040968,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.40217903,1.6189138,-0.13519551,1.0517925,0,9.767761010568839e-05
28,-0.2357504,0.10126782,1.0380844,-0.22735034,1.041431,0.42802542,-0.70109004,0.35824183,-0.8342877,-1.1178455,0.9860403,0.9255693,0.9250165,-0.4835828,-0.4287542,-0.8840736,-0.4287542,-1.2633326,-0.8840736,-0.495448,-0.31939963,-1.0287789,-0.73389924,-1.0287789,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,5.928085176935702e-05
29,-0.2098804,0.10126782,-0.76470554,-0.19497871,1.0754546,0.42802542,0.6729433,0.35824183,-0.8342877,-1.1178455,0.9860403,1.5663875,1.5668995,-0.4835828,-0.4287542,-0.8840736,-0.4287542,-1.2633326,-0.8840736,-0.495448,-0.31939963,-1.0287789,-0.73389924,-1.0287789,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,3.936069073497195e-05
30,-0.2529971,0.10126782,-0.76470554,-0.22735034,0.5798916,0.42802542,0.6729433,0.35824183,-0.5469199,-2.2652886,-0.691031,0.9255693,0.9250165,-0.4835828,-0.20097572,-0.8840736,-0.20097569,-1.2633326,-0.8840736,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.22758977,-0.10627735,5.381005,-0.27725005,-0.40217903,3.683317,-0.13519551,1.4973558,0,0.00022238384770552593
31,-0.22712708,0.10126782,0.43715435,-0.25972196,-0.6922998,0.42802542,-0.576178,0.35824183,-0.5469199,-1.1178455,0.9860403,0.9255693,0.9250165,-0.4835828,-0.20097572,-0.8840736,-0.20097569,-1.2633326,-0.8840736,-0.495448,-0.31939963,-1.6556208,-1.7032303,-1.6556208,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,4.1278877,-0.10627735,2.5313683,3.3428848,-0.40217903,1.6189138,-0.13519551,-0.7304608,0,0.00019728309536527143
32,-0.2098804,0.10126782,0.43715435,-0.16260709,-0.81064314,0.42802542,-0.38400543,0.35824183,-0.5469199,-1.1178455,0.9860403,0.9255693,0.9250165,-0.4835828,-0.20097572,-0.8840736,-0.20097569,-1.2633326,-0.8840736,-0.495448,-0.31939963,-1.6556208,-1.7032303,-1.6556208,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,2.3154293105214903e-05
33,-0.12364703,0.10126782,0.43715435,-0.22735034,-0.1553167,0.42802542,0.07553738,0.35824183,-0.5469199,-1.1178455,0.9860403,0.9255693,0.9250165,-0.4835828,-0.20097572,-0.8840736,-0.20097569,-1.2633326,-0.8840736,-0.495448,-0.31939963,-0.47630215,-0.18917191,-0.47630215,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,1.1410876883029871e-05
34,-0.2098804,0.10126782,0.43715435,-0.16260709,-0.88756645,0.42802542,-0.38400543,0.35824183,-0.5469199,-1.1178455,0.9860403,0.9255693,0.9250165,-0.4835828,-0.20097572,-0.8840736,-0.20097569,-1.2633326,-0.8840736,-0.495448,-0.31939963,-1.6556208,-1.7032303,-1.6556208,-0.45504063,5.815812,-0.6238786,-0.40432134,1.0885307,0.383788,-0.1755886,0.048448704,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.6611485,-0.5327876,-0.024001688,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,2.2862233978081707e-05
