,F104,F105,F109,F79,F116,F117,F110,F114,F115,F77,F70,F40,F45,F46,F126,F38,F132,F134,F136,F83,F74,F84,F146,F6,F5,F4,category,1
10,0.42802542,0.6729433,-1.0669188,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7149429,0.7149429,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,3.3428848,1.6189138,0,3.8393248955664575e-06
11,0.42802542,0.6729433,-0.8342877,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7149429,0.7149429,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,1.4013556056894995e-05
12,0.42802542,0.6729433,-0.36902544,-0.35606685,-0.4835828,-0.25792032,-0.25792018,-0.495448,-0.31939963,-0.57452023,-0.57452023,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,1.2299210330249093e-05
13,0.42802542,0.6729433,-0.36902544,-0.35606685,-0.4835828,-0.25792032,-0.25792018,-0.495448,-0.31939963,-0.57452023,-0.57452023,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,1.2299210330249093e-05
14,0.42802542,0.6729433,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.88460875,-0.88460875,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,5.7477202,0,0.00106611179274287
15,0.42802542,-1.6691592,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.88460875,-0.88460875,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,4.1278877,3.3428848,3.683317,0,0.000823005233920675
16,0.42802542,-1.5070136,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.88460875,-0.88460875,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,0.0001769364773973221
17,0.42802542,-1.3433014,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.47630215,-0.47630215,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,0.000132167625484076
18,0.42802542,-1.5070136,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.88460875,-0.88460875,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,0.0001769364773973221
19,0.42802542,-1.8174922,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.6040968,0.6040968,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,3.683317,0,0.00034254753119398833
20,0.42802542,-2.321745,-0.16376267,1.5663875,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.4858843,0.4858843,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,3.683317,0,0.0005548012713823548
21,0.42802542,0.6729433,-0.88902456,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7149429,0.7149429,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,3.683317,0,7.980164909311243e-05
22,0.42802542,-0.576178,-0.88902456,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.6556208,-1.6556208,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,4.1278877,3.3428848,1.6189138,0,0.0001439055158231323
23,0.42802542,-0.38400543,-0.88902456,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.6556208,-1.6556208,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,3.053985350461505e-05
24,0.42802542,0.07553738,-0.88902456,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.47630215,-0.47630215,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,1.3221529666657591e-05
25,0.42802542,-0.38400543,-0.88902456,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.6556208,-1.6556208,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,3.053985350461505e-05
26,0.42802542,-1.0445985,-0.88902456,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.6040968,0.6040968,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,4.476994670371642e-05
27,0.42802542,-1.4409542,-0.88902456,1.5663875,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.6040968,0.6040968,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,6.500304270169785e-05
28,0.42802542,-0.70109004,-0.8342877,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.0287789,-1.0287789,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,9.78127104699111e-05
29,0.42802542,0.6729433,-0.8342877,1.5663875,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.0287789,-1.0287789,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,6.82885966641885e-05
30,0.42802542,0.6729433,-0.5469199,0.9255693,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,0.7149429,0.7149429,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,3.683317,0,0.00013708392561558242
31,0.42802542,-0.576178,-0.5469199,0.9255693,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.6556208,-1.6556208,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,4.1278877,3.3428848,1.6189138,0,0.00024719069706518996
32,0.42802542,-0.38400543,-0.5469199,0.9255693,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.6556208,-1.6556208,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,5.246346545962471e-05
33,0.42802542,0.07553738,-0.5469199,0.9255693,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-0.47630215,-0.47630215,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,2.2713137405111053e-05
34,0.42802542,-0.38400543,-0.5469199,0.9255693,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.6556208,-1.6556208,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,-0.4454895,0,5.246346545962471e-05
35,0.42802542,-0.11976826,-0.5469199,1.5663875,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,-1.0287789,-1.0287789,5.815812,-0.40432134,1.0885307,0.383788,-0.060719617,-0.8185809,-0.5327876,-0.8049353,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.22758977,-0.27725005,1.6189138,0,0.0001583798850053878
36,2.0639758,-1.3881068,2.0530756,-0.35606685,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-1.6861385,-1.6861385,-0.3004012,-0.44273663,-0.36086097,-0.4337385,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.15233326,0.36645445,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,8.230474254120684e-05
37,0.026719596,-0.93764526,-0.23218362,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,0.097719334,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.22758977,-0.27725005,3.683317,0,0.00028440540111641195
38,-0.2526497,0.6729433,-0.9711296,-0.996885,1.4697074,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.68922496,-0.68922496,-0.3004012,-0.44273663,-0.36086097,-0.4875404,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,0.0040709184887971865
39,-0.38209006,0.6729433,-0.23218362,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,-0.41667935,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.22758977,-0.27725005,1.6189138,0,3.4770055924287154e-05
40,2.1773589,-0.3085091,-0.9848138,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.47595137,-0.47595137,-0.3004012,-0.44273663,-0.36086097,-0.53478116,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,6.635562664241096e-06
41,2.1773589,-0.3085091,-0.9848138,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.47595137,-0.47595137,-0.3004012,-0.44273663,-0.36086097,-0.53478116,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,6.635562664241096e-06
42,0.026719596,-0.921917,-1.0532347,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,0.097719334,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.22758977,-0.27725005,1.6189138,0,5.969441222364593e-05
43,1.1182165,0.6729433,-1.0532347,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7149429,0.7149429,-0.3004012,-0.44273663,-0.36086097,-0.49016488,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,4.24260972039058e-06
44,1.1182165,-0.1858276,0.15097365,0.28475124,-0.4835828,-0.23134618,-0.23134615,-0.495448,-0.31939963,-0.67554456,-0.67554456,-0.3004012,-0.44273663,-0.36086097,-0.49016488,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,2.6620916127159566e-05
45,1.1182165,-0.1858276,0.15097365,0.28475124,-0.4835828,-0.23134618,-0.23134615,-0.495448,-0.31939963,-0.67554456,-0.67554456,-0.3004012,-0.44273663,-0.36086097,-0.49016488,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,2.6620916127159566e-05
46,1.1182165,0.6729433,-1.0121821,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,-0.49016488,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.22758977,-0.27725005,1.6189138,0,1.6699108473338534e-05
47,1.1182165,0.6729433,-1.0532347,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,-0.49016488,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.22758977,-0.27725005,1.6189138,0,1.6356510215591277e-05
48,1.1182165,0.6729433,-0.095341735,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,-0.49016488,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,5.584993332164035e-06
49,1.1182165,0.6729433,-0.095341735,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,-0.49016488,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.33326927,-0.024702232,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,5.584993332164035e-06
50,3.1596475,-0.4720845,2.0530756,-0.35606685,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-1.1119134,-1.1119134,-0.3004012,-0.44273663,-0.36086097,-0.53609335,-0.16339336,-0.86844957,-0.73133355,-0.84082794,0.5490092,1.8835837,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,1.0359864252599838e-05
51,2.1339629,-1.2899616,-0.46481472,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-1.1508499,-1.1508499,-0.3004012,-0.44273663,-0.36086097,-0.5032873,-0.16339336,-0.86844957,-0.73133355,-0.84082794,0.525746,1.833292,-0.3089514,-0.30867997,-0.22758977,-0.27725005,-0.4454895,0,5.336251847411188e-06
52,0.026719596,-0.921917,-1.0532347,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.7145921,-0.3004012,-0.44273663,-0.36086097,0.097719334,-0.16339336,-0.86844957,-0.73133355,-0.84082794,-0.3789341,-0.123422734,-0.3089514,-0.30867997,-0.22758977,-0.27725005,1.6189138,0,5.969441222364593e-05
53,0.7624163,-2.105433,-1.0395505,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.73237073,-0.73237073,0.31983444,-0.44548059,0.31352332,-0.10699035,-0.1360137,-0.92032534,-0.6700635,-0.93554485,-0.5499616,-0.49409026,-0.263707,-0.26357004,-0.22758977,-0.27725005,-0.4454895,0,4.5100602836642576e-05
54,-0.8550083,0.6729433,-0.36902544,-0.996885,1.4697074,-0.08708645,-0.08708645,-0.495448,-0.31939963,0.59427494,0.59427494,-0.063644595,-0.44548059,0.31352332,-0.3825611,-0.14970353,-0.92032534,-0.6700635,-0.93554485,-0.5499616,-0.49409026,-0.263707,-0.26357004,-0.22758977,-0.27725005,-0.4454895,0,0.010804742104039478
55,0.55353045,0.10042929,-0.88902456,-0.996885,0.49306235,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.59427494,0.59427494,-0.3004012,-0.44548059,0.31352332,-0.46916902,-0.16339336,-0.92032534,-0.6700635,-0.93554485,-0.27381888,0.103820674,-0.263707,-0.26357004,-0.22758977,-0.27725005,-0.4454895,0,0.0001173949601582979
56,1.1555998,0.6729433,-0.36902544,-0.996885,1.4697074,-0.08708645,-0.08708645,-0.17497432,-0.31939963,-0.31143606,-0.31143606,-0.3004012,-0.53877485,-0.15867624,-0.37731212,-0.16339336,2.1394188,0.16018412,2.0730617,-0.29751286,0.05259778,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,0.0008113509583050156
57,0.82437676,-1.6171124,-0.095341735,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,0.14668113,0.14668113,-0.3004012,-0.53877485,-0.15867624,-0.316949,-0.16339336,2.1394188,0.16018412,2.0730617,-0.106237665,0.46610627,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,3.055455808591467e-06
58,-0.49788344,-1.2899616,-0.8342877,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,-0.3004012,-0.53877485,-0.15867624,0.3208004,-0.16339336,2.1394188,0.16018412,2.0730617,-0.30440566,0.03769657,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,1.7098148565187785e-05
59,-1.3104199,0.6729433,2.0530756,-0.35606685,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-1.813822,-0.3004012,-0.53877485,-0.15867624,1.1842554,-0.16339336,2.1394188,0.16018412,2.0730617,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,9.479358478388459e-05
60,-1.3104199,0.6729433,2.0530756,-0.35606685,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-1.813822,-1.813822,-0.3004012,-0.53877485,-0.15867624,1.1842554,-0.16339336,2.1394188,0.16018412,2.0730617,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,9.479358478388459e-05
61,-1.3104199,0.6729433,-0.779551,-0.996885,1.4697074,-0.02496504,-0.024965132,-0.17497432,-0.31939963,-1.813822,-1.813822,-0.3004012,-0.53877485,-0.15867624,1.1842554,-0.16339336,2.1394188,0.16018412,2.0730617,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,0.011219678502886299
62,-1.0098469,-1.2354364,1.7383393,-0.35606685,3.4229977,2.5467408,2.5467408,-0.17497432,6.4126368,-1.813822,-1.813822,-0.3004012,-0.53877485,-0.15867624,-0.5413423,-0.16339336,2.1394188,0.16018412,2.0730617,-0.31000608,0.025589341,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,1,0.9999985759985693
63,-0.37514248,-0.4720845,-0.8479719,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,-0.3004012,-0.53877485,-0.15867624,0.6947893,-0.16339336,2.1394188,0.16018412,2.0730617,-0.32939208,-0.016320303,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,1.435138417384267e-05
64,-0.54332024,0.6729433,0.055184297,-0.996885,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,0.0031412284169195373
65,-0.54332024,0.6729433,0.055184297,-0.996885,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,0.0031412284169195373
66,-0.54332024,0.6729433,-0.36902544,0.28475124,-0.4835828,-0.25792032,-0.25792018,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,1.0384036159433926e-05
67,-0.54332024,-1.7960229,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,1.6189138,0,0.00011523683234761815
68,-0.54332024,-2.1419168,-0.16376267,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,3.683317,0,0.0005123079531652071
69,-0.54332024,-1.0445985,-0.88902456,0.9255693,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,1.5192445099297136e-05
70,-0.54332024,-1.6171124,-0.9711296,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,1.4986660464700787e-05
71,-0.54332024,-1.6171124,-0.779551,0.28475124,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,-0.4454895,0,1.6508863430669297e-05
72,-0.54332024,-1.5231756,-0.7932352,-0.35606685,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-1.813822,-1.813822,1.0141281,-0.53877485,-0.15867624,-0.42324057,0.0008846232,2.1394188,0.16018412,2.0730617,-0.5499616,-0.49409026,-0.28990114,-0.2896863,-0.22758977,-0.27725005,1.6189138,0,4.9322947428071075e-05
