,F72,F25,F62,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F19,F15,F4,F8,F11,F71,category,1
10,-0.94337815,-0.99061865,-0.2961138,0.10126782,-0.76470554,-0.68489,-0.25972196,-0.6993273,0.6864007,-0.025800342,0.47059986,0.42802542,0.6729433,-0.30364594,0.35824183,-0.96196413,0.46687186,-1.0669188,-1.5003265,-2.3681023,-0.35606685,-0.96196413,0.46687192,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.52634066,-0.8496173,-0.495448,-0.31939963,1.8011849,0.7149429,0.69757414,0.7149429,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.060024012,-0.31826815,3.3428848,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.08785022,1.4973558,0,4.524958151857904e-06
11,-0.94337815,-0.99061865,-0.28749046,0.10126782,-0.76470554,-0.68489,-0.25972196,-0.6993273,-1.0310577,-0.025800342,0.47059986,0.42802542,0.6729433,-0.30364594,0.35824183,-0.96196413,0.46687186,-0.8342877,0.7945597,0.9860403,-0.35606685,-0.96196413,0.46687192,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8843534,-0.4287542,-1.0574044,-0.55455273,-0.8843534,-0.495448,-0.31939963,1.8011849,0.7149429,0.69757414,0.7149429,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,2.2101955,-0.22758977,-0.10036197,-0.10627735,-0.060024012,2.5313683,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.08785022,1.4973558,0,1.7588894996990644e-05
12,-0.94337815,-0.99061865,-0.18401039,0.10126782,-0.76470554,-0.68489,-0.097863816,-0.6993273,0.8150991,-0.025800342,0.47059986,0.42802542,0.6729433,-0.30364594,0.35824183,-0.96196413,0.46687186,-0.36902544,-0.73536444,-0.691031,-0.35606685,-0.96196413,0.46687192,-0.35874954,-0.4835828,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.495448,-0.31939963,0.34516189,-0.57452023,-0.28176722,-0.57452023,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.060024012,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.08785022,-0.2848975,0,1.6017204261957527e-05
13,-0.94337815,-0.99061865,-0.106400356,0.10126782,-0.76470554,-0.68489,-0.06549219,-0.6993273,0.7130279,-0.025800342,0.47059986,0.42802542,0.6729433,-0.30364594,0.35824183,-0.96196413,0.46687186,-0.36902544,-0.73536444,-0.691031,-0.35606685,-0.96196413,0.46687192,-0.35874954,-0.4835828,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.495448,-0.31939963,0.34516189,-0.57452023,-0.28176722,-0.57452023,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.060024012,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.08785022,-0.2848975,0,1.5487600185564858e-05
14,-0.94337815,-0.99061865,-0.18401039,0.10126782,-0.76470554,-0.68489,-0.19497871,-0.6993273,0.58063126,-0.025800342,0.47059986,0.42802542,0.6729433,-0.30364594,-2.1859856,-0.96196413,0.46687186,-0.16376267,0.7945597,-0.691031,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8578452,-0.4287542,-1.2633326,-0.46991643,-0.8578452,-0.495448,-0.31939963,0.12359316,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,7.340714,-0.22758977,-0.10036197,-0.10627735,-0.060024012,5.381005,-0.27725005,-0.11189366,-0.048979998,-0.40217903,5.7477202,-0.13519551,-0.08785022,-0.50767916,0,0.001628526572969625
15,-0.94337815,-0.99061865,-0.13227035,0.10126782,0.43715435,-0.68489,-0.25972196,-0.6993273,-0.69156015,-0.025800342,0.47059986,0.42802542,-1.6691592,-0.30364594,-2.1859856,-0.96196413,0.46687186,-0.16376267,0.7945597,-0.691031,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8578452,-0.4287542,-1.2633326,-0.46991643,-0.8578452,-0.495448,-0.31939963,0.12359316,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,4.7754545,4.1278877,-0.10036197,-0.10627735,-0.060024012,2.5313683,3.3428848,-0.11189366,-0.048979998,-0.40217903,3.683317,-0.13519551,-0.08785022,-0.50767916,0,0.0009475184452602254
16,-0.94337815,-0.99061865,-0.09777702,0.10126782,0.43715435,-0.68489,-0.06549219,-0.6993273,-0.8099035,-0.025800342,0.47059986,0.42802542,-1.5070136,-0.30364594,-2.1859856,-0.96196413,0.46687186,-0.16376267,0.7945597,-0.691031,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8578452,-0.4287542,-1.2633326,-0.46991643,-0.8578452,-0.495448,-0.31939963,0.12359316,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,2.2101955,-0.22758977,-0.10036197,-0.10627735,-0.060024012,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.08785022,-0.50767916,0,0.00012778111560487017
17,-0.94337815,-0.99061865,0.07468972,0.10126782,0.43715435,-0.68489,-0.19497871,-0.6993273,-0.15457708,-0.025800342,0.47059986,0.42802542,-1.3433014,-0.30364594,-2.1859856,-0.96196413,0.46687186,-0.16376267,0.7945597,-0.691031,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8578452,-0.4287542,-1.2633326,-0.46991643,-0.8578452,-0.495448,-0.31939963,0.40846723,-0.47630215,-0.18917191,-0.47630215,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,2.2101955,-0.22758977,-0.10036197,-0.10627735,-0.060024012,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.08785022,-0.2848975,0,0.00010947707004016262
18,-0.94337815,-0.99061865,-0.09777702,0.10126782,0.43715435,-0.68489,-0.06549219,-0.6993273,-0.8868267,-0.025800342,0.47059986,0.42802542,-1.5070136,-0.30364594,-2.1859856,-0.96196413,0.46687186,-0.16376267,0.7945597,-0.691031,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8578452,-0.4287542,-1.2633326,-0.46991643,-0.8578452,-0.495448,-0.31939963,0.12359316,-0.88460875,-0.50115967,-0.88460875,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,2.2101955,-0.22758977,-0.10036197,-0.10627735,-0.060024012,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.08785022,-0.50767916,0,0.00012625237331807097
19,-0.94337815,-0.99061865,-0.14951704,0.10126782,1.0380844,-0.68489,-0.19497871,-0.6993273,1.0406911,-0.025800342,0.47059986,0.42802542,-1.8174922,-0.30364594,-2.1859856,-0.96196413,0.46687186,-0.16376267,0.7945597,-0.691031,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8578452,-0.4287542,-1.2633326,-0.46991643,-0.8578452,-0.495448,-0.31939963,1.5796162,0.6040968,0.49403128,0.6040968,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,4.8572345,-0.098452196,-0.22026181,4.7754545,-0.22758977,-0.10036197,-0.10627735,-0.060024012,2.5313683,-0.27725005,-0.11189366,-0.048979998,-0.40217903,3.683317,-0.13519551,-0.08785022,1.0517925,0,0.0003764104624683494
20,-0.94337815,-0.99061865,0.014326367,0.10126782,1.0380844,-0.68489,-0.06549219,-0.6993273,1.0739753,-0.025800342,0.47059986,0.42802542,-2.321745,0.5346475,-2.1859856,-0.96196413,0.46687186,-0.16376267,0.7945597,-0.691031,1.5663875,-0.96196413,0.46687192,1.5668995,-0.4835828,-0.4287542,-0.4502305,-0.8578452,-0.4287542,-1.2633326,-0.46991643,-0.8578452,-0.495448,-0.31939963,1.4213529,0.4858843,0.3280271,0.4858843,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,4.7754545,-0.22758977,-0.10036197,-0.10627735,-0.060024012,2.5313683,-0.27725005,-0.11189366,-0.048979998,-0.40217903,3.683317,-0.13519551,-0.08785022,1.0517925,0,0.0010407821745429921
21,-0.94337815,-0.99061865,-0.2529971,0.10126782,-0.76470554,-0.68489,-0.22735034,-0.6993273,0.5798916,-0.025800342,0.47059986,0.42802542,0.6729433,-0.30364594,0.35824183,-0.96196413,0.46687186,-0.88902456,0.4120787,0.9860403,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.52634066,-0.8496173,-0.495448,-0.31939963,1.8011849,0.7149429,0.69757414,0.7149429,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,4.7754545,-0.22758977,-0.10036197,-0.10627735,-0.060024012,5.381005,-0.27725005,-0.11189366,-0.048979998,-0.40217903,3.683317,-0.13519551,-0.08785022,1.4973558,0,0.00013861293337890109
22,-0.94337815,-0.99061865,-0.22712708,0.10126782,0.43715435,-0.68489,-0.25972196,-0.6993273,-0.6922998,-0.025800342,0.47059986,0.42802542,-0.576178,-0.30364594,0.35824183,-0.96196413,0.46687186,-0.88902456,0.4120787,0.9860403,0.9255693,-0.96196413,0.46687192,0.9250165,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.52634066,-0.8496173,-0.495448,-0.31939963,-0.47780767,-1.6556208,-1.7032303,-1.6556208,-0.45504063,5.815812,-0.6238786,-0.40432134,-0.4868812,1.0885307,0.383788,-0.1755886,0.048448704,0.19902861,-0.17151433,0.66210645,-0.041366924,1.3456732,-0.060719617,-0.8185809,-0.10695323,-0.6611485,-0.5327876,-0.024001688,-0.8139971,-0.8049353,0.45841724,-0.5120512,-0.4121336,-0.054154027,-0.054639872,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,2.2101955,4.1278877,-0.10036197,-0.10627735,-0.060024012,2.5313683,3.3428848,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.08785022,-0.7304608,0,0.00017650603239049306
