,F109,F116,F117,F110,F114,F115,F46,F84,F4,category,1
20,-0.16376267,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,3.683317,0,0.00038260269107676646
21,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,3.683317,0,0.0002697862814831909
22,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,1.6189138,0,5.1899170042384e-05
23,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,-0.4454895,0,9.982159267482178e-06
24,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,-0.4454895,0,9.982159267482178e-06
25,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,-0.4454895,0,9.982159267482178e-06
26,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,1.6189138,0,5.1899170042384e-05
27,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,1.6189138,0,5.1899170042384e-05
28,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,1.6189138,0,5.3286195456567805e-05
29,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,1.0885307,-0.054154027,1.6189138,0,5.3286195456567805e-05
30,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,1.0885307,-0.054154027,3.683317,0,0.0004853747415026249
31,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,1.0885307,-0.054154027,1.6189138,0,9.338849297650321e-05
32,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,1.0885307,-0.054154027,-0.4454895,0,1.7962715985859212e-05
33,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,1.0885307,-0.054154027,-0.4454895,0,1.7962715985859212e-05
34,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,1.0885307,-0.054154027,-0.4454895,0,1.7962715985859212e-05
35,-0.5469199,-0.4835828,-0.20097572,-0.20097569,-0.495448,-0.31939963,1.0885307,-0.054154027,1.6189138,0,9.338849297650321e-05
36,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,3.253401675128825e-05
37,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,3.683317,0,0.00021921972708701312
38,-0.9711296,1.4697074,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,0.0032520728139756494
39,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,1.6189138,0,4.2169887532454826e-05
40,-0.9848138,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,5.643643693799392e-06
41,-0.9848138,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,5.643643693799392e-06
42,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,1.6189138,0,2.839129741490997e-05
43,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,5.460608933088999e-06
44,0.15097365,-0.4835828,-0.23134618,-0.23134615,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,1.4071107379667452e-05
45,0.15097365,-0.4835828,-0.23134618,-0.23134615,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,1.4071107379667452e-05
46,-1.0121821,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,1.6189138,0,2.8958506354474375e-05
47,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,1.6189138,0,2.839129741490997e-05
48,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,8.66363362391179e-06
49,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,8.66363362391179e-06
50,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,3.253401675128825e-05
51,-0.46481472,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,-0.4454895,0,7.250705344067532e-06
52,-1.0532347,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.36086097,-0.3089514,1.6189138,0,2.839129741490997e-05
53,-1.0395505,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.31352332,-0.263707,-0.4454895,0,7.3646452993285944e-06
54,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.495448,-0.31939963,0.31352332,-0.263707,-0.4454895,0,0.010894468629349308
55,-0.88902456,0.49306235,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.31352332,-0.263707,-0.4454895,0,0.0001897353248770471
56,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.006788188662026895
57,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,7.202730946597707e-06
58,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,5.044954578175824e-06
59,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,2.704808659754556e-05
60,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,2.704808659754556e-05
61,-0.779551,1.4697074,-0.02496504,-0.024965132,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.006253701822780159
62,1.7383393,3.4229977,2.5467408,2.5467408,-0.17497432,6.4126368,-0.15867624,-0.28990114,-0.4454895,1,0.999999247204544
63,-0.8479719,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,5.011797891564775e-06
64,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.00539573751037776
65,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.00539573751037776
66,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,8.667437049362423e-06
67,-0.16376267,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,3.623431906443379e-05
68,-0.16376267,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,3.683317,0,0.0001883684298065753
69,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.9136295895774075e-06
70,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.723024434967159e-06
71,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,5.179788982771553e-06
72,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,2.675427010335819e-05
73,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,5.145746283528491e-06
74,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,2.675427010335819e-05
75,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,5.145746283528491e-06
76,-0.7932352,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,2.675427010335819e-05
77,-0.88902456,1.4697074,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.0028140373696066054
78,-0.72481424,3.4229977,1.2795846,1.2795845,-0.17497432,1.3636094,-0.15867624,-0.28990114,-0.4454895,1,0.9956760706696983
79,1.7383393,-0.4835828,2.5467408,2.5467408,-0.17497432,1.3636094,-0.15867624,-0.28990114,-0.4454895,0,0.023456052405302193
80,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.17497432,1.3636094,-0.15867624,-0.28990114,-0.4454895,0,3.718210222001496e-05
81,-0.27323616,-0.4835828,0.1735076,0.1735077,-0.17497432,1.3636094,-0.15867624,-0.28990114,1.6189138,0,0.0005791635212325315
82,1.7383393,-0.4835828,2.5467408,2.5467408,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.004336991074328309
83,-1.0395505,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,2.376005510611587e-05
84,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,2.704808659754556e-05
85,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,2.704808659754556e-05
86,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,0.0001406181383677493
87,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.723024434967159e-06
88,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.723024434967159e-06
89,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.723024434967159e-06
90,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.723024434967159e-06
91,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.723024434967159e-06
92,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.723024434967159e-06
93,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,5.179788982771553e-06
94,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,5.179788982771553e-06
95,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,2.704808659754556e-05
96,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,2.6230235059283156e-05
97,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,7.202730946597707e-06
98,-0.3416571,-0.4835828,-0.2642475,-0.26424757,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,8.679989623692045e-06
99,-0.7932352,-0.4835828,-0.005736988,-0.0057369797,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,1.1280778409120407e-05
100,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,3.505920070847596e-05
101,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.006788188662026895
102,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.600079689202102e-06
103,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.600079689202102e-06
104,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.600079689202102e-06
105,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.600079689202102e-06
106,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,6.743109088180285e-06
107,-0.90270865,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.881336279387469e-06
108,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.00539573751037776
109,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.00539573751037776
110,-0.10902593,-0.4835828,-0.30363646,-0.3036363,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,9.025272736832871e-06
111,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,8.667437049362423e-06
112,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,7.202730946597707e-06
113,-0.88902456,1.4697074,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.0028140373696066054
114,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,4.785723511923171e-06
115,0.15097365,-0.4835828,-0.23134618,-0.23134615,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,1.1698381694292105e-05
116,-0.779551,1.4697074,-0.02496504,-0.024965132,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.006253701822780159
117,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.00539573751037776
118,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.00539573751037776
119,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,1.6189138,0,0.027433052026128068
120,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.17497432,-0.31939963,-0.15867624,-0.28990114,-0.4454895,0,0.00539573751037776
121,-0.8479719,1.4697074,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5445867,1.188876,-0.4454895,0,0.0011715949300325674
122,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5445867,1.188876,-0.4454895,0,2.0558919039931593e-06
123,-0.8479719,1.4697074,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,1.6189138,0,0.01606997234565312
124,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,5.222751049460738e-06
125,-0.7658669,-0.4835828,0.72994506,0.7299452,-0.495448,-0.31939963,-0.5014503,-0.263707,3.683317,0,0.0013189136019179616
126,-0.8069194,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,3.683317,0,0.00015079311394309457
127,-0.9300771,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,5.257303186239318e-06
128,-0.779551,1.4697074,-0.02496504,-0.024965132,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,0.006820891362614206
129,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,1.6189138,0,3.4886863473763395e-05
130,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,6.709961683352393e-06
131,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,7.860475477439118e-06
132,-0.27323616,-0.4835828,0.1735076,0.1735077,-0.495448,-0.31939963,-0.5014503,-0.263707,1.6189138,0,0.0001146747839802807
133,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,6.709961683352393e-06
134,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
135,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
136,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
137,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
138,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
139,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
140,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
141,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
142,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
143,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
144,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
145,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
146,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
147,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
148,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
149,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
150,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
151,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
152,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
153,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
154,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
155,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
156,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
157,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
158,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
159,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
160,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
161,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
162,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
163,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
164,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
165,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
166,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
167,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
168,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,7.860475477439118e-06
169,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,7.860475477439118e-06
170,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
171,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
172,-0.410078,-0.4835828,-0.24746113,-0.24746117,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,9.455395422466531e-06
173,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,7.860475477439118e-06
174,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,7.860475477439118e-06
175,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
176,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
177,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,0.007403493193622243
178,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,0.007403493193622243
179,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
180,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
181,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
182,-0.3416571,-0.4835828,-0.2642475,-0.26424757,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,9.47263432204849e-06
183,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.495448,-0.31939963,-0.5014503,-0.263707,-0.4454895,0,2.951803110253752e-05
