,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F10,F19,F15,F4,F8,F71,category,1
10,-0.9847769,-0.95479554,-0.3007196,-0.71879625,-0.3686447,-0.44910866,-0.47296014,-0.334799,-0.23482592,-0.3426522,-0.22388199,-0.57508487,-0.3802007,0.73545384,-0.28951854,0.04003775,-0.53941697,-0.16339132,-0.2180421,0.06135756,-0.6650346,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,-0.23521633,-0.36622393,0.6577267,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.6522977,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.1920358,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,-0.5005881,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,0,0.17626458154480706
11,-0.9847769,-0.95479554,-0.3007196,-0.71879625,-0.3686447,-0.44910866,-0.47296014,-0.334799,-0.23482592,-0.3426522,-0.22388199,-0.57508487,-0.3802007,0.73545384,-0.28951854,0.04003775,-0.53941697,-0.16339132,-0.2180421,0.06135756,-0.6650346,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,-0.23521633,-0.36622393,0.6577267,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.6522977,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.1920358,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,-0.5005881,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,0,0.17626458154480706
12,-0.9847769,-0.95479554,-0.3007196,-0.71879625,-0.3686447,-0.44910866,-0.47296014,-0.334799,-0.23482592,-0.3426522,-0.22388199,-0.57508487,-0.3802007,0.73545384,-0.28951854,0.04003775,-0.53941697,-0.16339132,-0.2180421,0.06135756,-0.6650346,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,-0.23521633,-0.36622393,0.6577267,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.6522977,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.1920358,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,-0.5005881,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,0,0.17626458154480706
13,-0.9847769,-0.95479554,-0.3007196,-0.71879625,-0.3686447,-0.44910866,1.2461191,-0.334799,-0.23482592,-0.3426522,-0.22388199,-0.57508487,-0.3802007,0.73545384,-0.28951854,0.04003775,-0.53941697,-0.16339132,2.0675838,0.7295598,0.9469566,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.6522977,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.1920358,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,-0.5005881,2.4018617,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,2.2594755,-0.3335561,-0.0857493,0.9189627,0,0.1928511263209887
14,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,1,0.9999999728667378
15,0.5442064,0.40843877,0.07751772,-0.338564,-0.3686447,-0.6090709,1.933751,-0.334799,0.23342147,-0.3426522,-0.27123028,-0.3301704,0.99369454,-1.6745911,0.9964763,0.04003775,-0.53941697,-0.7447493,0.46146813,0.3954587,-0.6650346,-0.22326696,-0.53941697,-0.74474937,-0.22330233,-1.0179702,1.063153,-0.17258535,0.6577267,1.0806812,0.97756284,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.12613007,0.57336575,0.3372271,0.57336575,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.6522977,-0.15582477,-0.08594384,-0.20673831,-0.12492264,-0.18715642,-0.43425596,-0.27243292,-0.19601287,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.1920358,-0.34542295,-0.24204884,0.14287727,-0.1462751,-0.14627512,0.12364409,-0.5005881,-0.5005881,-0.41057464,-0.3266891,3.8975544,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,1.218948,0,0.0011302139398648913
16,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,1,0.9999999728667378
17,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,1,0.9999999728667378
18,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,1,0.9999999728667378
19,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,1,0.9999999728667378
20,-0.56325626,-0.5243005,-0.3007196,-0.9722844,-0.3686447,-0.44910866,-0.81677604,-0.334799,-0.23482592,-0.3426522,-0.29065523,-0.70207757,0.18393418,0.73545384,-0.28951854,0.04003775,-0.53941697,-0.39593452,-1.2805493,-1.6091481,-0.6650346,-0.22326696,-0.53941697,-0.39593452,-0.22330233,-1.0179702,-1.3555429,-1.0116447,0.6577267,1.0806812,-1.0705136,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,-0.42101136,-0.07085848,-0.16615488,-0.07085848,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.6522977,-0.18879974,-0.10812709,-0.2624246,-0.15353645,-0.18715642,-0.5030913,-0.27243292,-0.9036936,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.1920358,-0.34542295,-0.24204884,0.14287727,0.6593335,0.6593335,0.12364409,-0.5005881,-0.5005881,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.28097907,0,3.3745441099964236e-05
21,-0.56325626,-0.5243005,-0.3007196,-0.9722844,-0.3686447,-0.44910866,-0.12914428,-0.334799,-0.23482592,-0.3426522,-0.29065523,-0.70207757,0.18393418,0.73545384,-0.28951854,0.04003775,-0.53941697,-0.39593452,-0.032721113,0.06135756,-0.6650346,-0.25606793,-0.53941697,-0.39593452,-0.2561036,0.24932778,0.2727578,0.90596193,0.102778226,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.6433665,-0.23474766,-0.12008358,0.70300925,0.45844972,0.70300925,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.6522977,-0.18879974,-0.10812709,-0.2624246,-0.15353645,-0.18715642,-0.5030913,-0.27243292,-0.9036936,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.1920358,-0.34542295,-0.24204884,0.14287727,0.6593335,0.6593335,0.12364409,-0.5005881,-0.5005881,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.6189773,0,0.16161358954352545
