,F64,F67,F68,F108,F79,F111,F112,F113,F116,F117,F110,F114,F115,F61,F77,F88,F70,F41,F43,F42,F45,F126,F127,F128,F129,F130,F131,F38,F37,F133,F134,F136,F137,F83,F73,F17,F2,F18,F71,category,1
22,-0.3686447,-0.44910866,-0.3426522,0.04003775,-0.25606793,-0.53941697,-0.39593452,-0.2561036,0.24932778,0.2727578,0.22195823,-0.6433665,-0.23474766,-0.12008358,0.70300925,0.45844972,0.70300925,-0.5196221,-0.21744296,-0.4852752,-0.382176,-0.18879974,-0.10812709,-0.2624246,-0.15353645,-0.5030913,-0.9036936,-0.31513354,-0.18068781,-0.35990435,-0.35629988,-0.24204884,0.14287727,0.6593335,0.12364409,-0.124163374,-0.2481344,-0.23827,0.6189773,0,0.12868502235446977
23,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
24,-0.3686447,-0.6090709,-0.3426522,0.04003775,-0.22326696,-0.53941697,-0.5122061,-0.22330233,-1.0179702,1.1824967,1.0513488,-0.6433665,-0.23474766,-0.50308263,0.03881631,-0.10143434,0.03881631,-0.5196221,-0.21744296,-0.4852752,-0.382176,-0.20154467,-0.123194955,-0.2624246,-0.16738185,-0.49222252,-0.5650211,-0.31513354,-0.18068781,-0.35990435,-0.35629988,-0.24204884,0.14287727,3.075731,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.58096445,0,0.00024690616581215076
25,-0.3686447,-0.6090709,-0.3426522,0.04003775,-0.25606793,-0.53941697,-0.5122061,-0.2561036,0.24932778,0.2727578,0.22195823,-0.6433665,-0.23474766,-0.50308263,0.03881631,-0.10143434,0.03881631,-0.5196221,-0.21744296,-0.4852752,-0.382176,-0.20154467,-0.123194955,-0.2624246,-0.16738185,-0.49222252,-0.5650211,-0.31513354,-0.18068781,-0.35990435,-0.35629988,-0.24204884,0.14287727,3.075731,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.58096445,0,0.03693640192027557
26,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
27,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
28,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
29,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
30,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
31,-0.3686447,-0.6090709,-0.3426522,0.04003775,-0.25606793,-0.53941697,-0.6284777,-0.2561036,0.24932778,0.2727578,0.22195823,-0.6433665,-0.23474766,-0.5577968,-1.3688304,-1.2304482,-1.3688304,-0.5196221,-0.21744296,-0.4852752,-0.382176,-0.2086252,-0.123194955,-0.2624246,-0.17097141,-0.5344898,-0.8940828,-0.028356714,-0.18068781,-0.35990435,-0.35629988,-0.24204884,0.14287727,-0.5355884,0.12364409,-0.124163374,-0.2481344,-0.23827,-1.1809354,0,0.07820729807362631
32,-0.3686447,-0.6090709,-0.3426522,0.04003775,-0.19046597,-0.53941697,-0.6284777,-0.19050106,0.24932778,-0.5241162,-0.48311114,-0.6433665,-0.2024719,0.50912905,1.0662878,0.88478345,1.0662878,-0.5196221,-0.21744296,-0.4852752,-0.382176,0.15956168,-0.06271422,-0.16218929,0.047170572,1.3144021,0.19379902,-0.31513354,-0.18068781,-0.35990435,-0.35629988,-0.24204884,0.14287727,-0.3128789,0.12364409,-0.124163374,-0.2481344,-0.23827,1.218948,1,0.16913381229477728
33,-0.3686447,-0.6090709,-0.3426522,0.04003775,-0.19046597,-0.53941697,-0.6284777,-0.19050106,0.24932778,-0.5241162,-0.48311114,-0.6433665,-0.2024719,-0.14744064,0.054484136,-0.091161236,0.054484136,-0.5196221,-0.21744296,-0.4852752,-0.382176,0.15956168,-0.06271422,-0.16218929,0.047170572,1.3144021,0.19379902,-0.31513354,-0.18068781,-0.35990435,-0.35629988,-0.24204884,0.14287727,-0.3128789,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,0,0.08307069553052915
34,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
35,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
36,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
37,-0.696919,-0.6090709,-0.7308858,0.04003775,-0.25606793,-1.0442438,-0.6284777,-0.2561036,0.24932778,-0.22421743,-0.46605748,0.23138721,-0.17019612,-0.31158307,1.2848693,1.1991403,1.2848693,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.15885927,-0.09054791,-0.2624246,-0.12974288,-0.4258025,-0.2638275,-0.31513354,-0.18068781,-0.53632754,-0.54361266,-0.71933734,1.4088438,3.075731,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.58096445,1,0.13501866892237072
38,-0.696919,-0.6090709,-0.7308858,0.04003775,-0.25606793,-1.0442438,-0.6284777,-0.2561036,0.24932778,-0.22421743,-0.46605748,0.23138721,-0.17019612,-0.31158307,1.2848693,1.1991403,1.2848693,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.15885927,-0.09054791,-0.2624246,-0.12974288,-0.4258025,-0.2638275,-0.31513354,-0.18068781,-0.53632754,-0.54361266,-0.71933734,1.4088438,3.075731,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.58096445,1,0.13501866892237072
39,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
40,0.95908535,0.03077812,1.054989,0.04003775,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,2.7067394,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,0.05236801,0.23794274,0.23847245,0.079046085,-0.08238615,0.09396752,0.0014294676,0.9472805,0.36777976,-0.31513354,-0.18068781,0.19267786,0.2580861,1.055491,0.7436775,-0.06961164,0.12364409,-0.124163374,-0.2481344,-0.23827,0.9189627,1,0.9999999975001945
41,-0.5248295,-0.6090709,-0.75417984,0.04003775,-0.22326696,-1.0605285,-0.74474937,-0.22330233,1.5166258,-0.4787656,-0.72982025,-0.097821206,-0.17019612,0.01670178,1.8269454,3.0102882,1.8269454,-0.56640613,-0.21744296,-0.48740232,-0.45113695,0.30420652,0.06871106,-0.2624246,0.18306062,1.4194665,1.0914122,-0.31513354,-0.18068781,-0.486544,-0.5419476,-0.57616055,0.7019994,-0.06875506,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,1,0.9966380336089239
42,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,0.37234372,0.81038,0.621792,0.81038,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,3.7988195,-0.23827,0.6189773,0,1.5106181827334623e-05
43,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,0.37234372,0.81038,0.621792,0.81038,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,3.7988195,-0.23827,0.6189773,0,1.5106181827334653e-05
44,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,0.37234372,0.81038,0.621792,0.81038,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,3.7988195,-0.23827,0.6189773,0,1.5106181827334653e-05
45,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,0.26291543,0.20655422,-0.022331456,0.20655422,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,1.1176792258660493e-05
46,-0.73890764,-0.44910866,-0.72312117,-1.304367,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,-0.06616451,-0.16867809,-0.756238,-0.23474766,0.42705786,0.81299126,0.62281936,0.81299126,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,-0.2481344,-0.23827,0.6189773,0,0.00011547655401065033
47,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,1.6211703,1.5302528,-0.756238,-0.23474766,0.37234372,0.81038,0.621792,0.81038,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,-0.2481344,-0.23827,0.6189773,0,0.0005317895452522551
48,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,1.6211703,1.5302528,-0.756238,-0.23474766,0.42705786,0.81299126,0.62281936,0.81299126,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,-0.2481344,-0.23827,0.6189773,0,0.0005422104220201524
49,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.94653535,0.18542351,-0.22330233,-1.0179702,1.6211703,1.5302528,-0.756238,-0.23474766,0.37234372,0.81038,0.621792,0.81038,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,-0.2481344,-0.23827,0.6189773,0,0.0005317895452522551
50,-0.73890764,-0.44910866,-0.72312117,0.04003775,-0.25606793,-0.94653535,0.18542351,-0.2561036,0.24932778,-0.44223326,-0.38439485,-0.756238,-0.23474766,0.42705786,0.81299126,0.62281936,0.81299126,-0.56640613,-0.21744296,-0.48740232,-0.45113695,17.974142,18.804974,5.3563194,18.42648,-1.2180123,1.6145045,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.24260987,0.12364409,-0.124163374,-0.2481344,4.196919,0.6189773,0,0.005379844692158881
51,-0.73890764,-0.6090709,-0.72312117,0.04003775,-0.22326696,-0.94653535,-0.74474937,-0.22330233,-1.0179702,1.063153,0.97756284,-0.756238,-0.23474766,-0.284226,-0.13721633,-0.21135654,-0.13721633,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.19122735,-0.11712595,-0.22901282,-0.15856183,-0.46565452,0.7386828,-0.31513354,-0.18068781,6.2481456,0.30720365,-0.7926765,1.2307119,0.16294841,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.58096445,0,0.9480682372181861
