,F67,F68,F108,F79,F113,F116,F110,F114,F115,F70,F41,F127,F133,F134,F136,F73,category,1
15,-0.6090709,-0.3426522,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.6433665,-0.23474766,0.57336575,-0.5196221,-0.08594384,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.002642902889586284
16,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
17,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
18,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
19,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
20,-0.44910866,-0.3426522,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.0705136,-0.6433665,-0.23474766,-0.07085848,-0.5196221,-0.10812709,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.00010685352083413128
21,-0.44910866,-0.3426522,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.6433665,-0.23474766,0.70300925,-0.5196221,-0.10812709,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.25039451485365005
22,-0.44910866,-0.3426522,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.6433665,-0.23474766,0.70300925,-0.5196221,-0.10812709,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.25039451485365005
23,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
24,-0.6090709,-0.3426522,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.0513488,-0.6433665,-0.23474766,0.03881631,-0.5196221,-0.123194955,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.002386554310906906
25,-0.6090709,-0.3426522,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.6433665,-0.23474766,0.03881631,-0.5196221,-0.123194955,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.19440106329402584
26,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
27,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
28,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
29,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
30,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
31,-0.6090709,-0.3426522,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.6433665,-0.23474766,-1.3688304,-0.5196221,-0.123194955,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.12171580094621735
32,-0.6090709,-0.3426522,0.04003775,-0.19046597,-0.19050106,0.24932778,-0.48311114,-0.6433665,-0.2024719,1.0662878,-0.5196221,-0.06271422,-0.35990435,-0.35629988,-0.24204884,0.12364409,1,0.12433888606710927
33,-0.6090709,-0.3426522,0.04003775,-0.19046597,-0.19050106,0.24932778,-0.48311114,-0.6433665,-0.2024719,0.054484136,-0.5196221,-0.06271422,-0.35990435,-0.35629988,-0.24204884,0.12364409,0,0.08701624569266797
34,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
35,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
36,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
37,-0.6090709,-0.7308858,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,0.23138721,-0.17019612,1.2848693,-0.56640613,-0.09054791,-0.53632754,-0.54361266,-0.71933734,0.12364409,1,0.33852271869744355
38,-0.6090709,-0.7308858,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,0.23138721,-0.17019612,1.2848693,-0.56640613,-0.09054791,-0.53632754,-0.54361266,-0.71933734,0.12364409,1,0.33852271869744355
39,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
40,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
41,-0.6090709,-0.75417984,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.72982025,-0.097821206,-0.17019612,1.8269454,-0.56640613,0.06871106,-0.486544,-0.5419476,-0.57616055,0.12364409,1,0.9908745623093046
42,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.81038,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.07119775111440191
43,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.81038,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.07119775111440191
44,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.81038,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.07119775111440191
45,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.20655422,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.05698229185885109
46,-0.44910866,-0.72312117,-1.304367,-0.22326696,-0.22330233,-1.0179702,-0.16867809,-0.756238,-0.23474766,0.81299126,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.1476810607547745
47,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,0.81038,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.4946871712834013
48,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,0.81299126,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.49494435740236165
49,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,0.81038,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.4946871712834013
50,-0.44910866,-0.72312117,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.38439485,-0.756238,-0.23474766,0.81299126,-0.56640613,18.804974,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.9522761172416322
51,-0.6090709,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.13721633,-0.56640613,-0.11712595,6.2481456,0.30720365,-0.7926765,0.12364409,0,0.18096506940022428
52,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
53,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,0.23067038,-0.56640613,-0.12173002,-0.5685891,-0.50531757,-0.7121396,0.12364409,0,0.00018919453605185707
54,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,0.23067038,-0.56640613,-0.12173002,-0.5685891,-0.50531757,-0.7121396,0.12364409,0,0.00018919453605185707
55,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,0.23067038,-0.56640613,-0.12173002,-0.5685891,-0.50531757,-0.7121396,0.12364409,0,0.00018919453605185707
56,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,0.23067038,-0.56640613,-0.12173002,-0.5685891,-0.50531757,-0.7121396,0.12364409,0,0.00018919453605185707
57,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
58,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
59,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
60,-0.6090709,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.0188934,-0.5367657,-0.2024719,-1.1182988,-0.56640613,-0.103104465,-0.5307626,-0.54694265,-0.70017576,0.12364409,0,0.00011890933827809198
61,-0.6090709,-0.72312117,0.04003775,-0.25606793,-0.2561036,0.24932778,1.3900499,-0.5367657,-0.2024719,1.1661319,-0.56640613,-0.103104465,-0.5307626,-0.54694265,-0.70017576,0.12364409,1,0.7776121533435499
62,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
63,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,0.3490423,0.95564574,-0.19171329,1.1661319,-0.5558797,-0.068992496,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9995350823646788
64,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,0.24932778,-0.82716113,0.95564574,-0.19171329,-1.1182988,-0.5558797,-0.068992496,-0.43615887,-0.5386176,-0.4795745,0.12364409,0,0.17216453475123317
65,-0.6090709,-0.71535647,-1.304367,-0.19046597,-0.19050106,0.24932778,0.6329534,0.95564574,-0.19171329,1.1661319,-0.5558797,-0.068992496,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9050831774001663
66,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,-0.16867809,0.95564574,-0.17019612,1.1661319,-0.5558797,-0.079665564,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9990249031163457
67,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,0.17869559,0.95564574,-0.17019612,1.1661319,-0.5558797,-0.10833637,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9987786545252404
68,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,0.40902352,0.95564574,-0.17019612,1.1661319,-0.5558797,-0.10833637,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9991300439205726
69,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.6580953,0.95564574,-0.17019612,1.1661319,-0.5558797,-0.10059316,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9956694038026915
70,-0.6090709,-0.71535647,0.04003775,-0.157665,-0.15769981,1.5166258,-0.7403843,0.95564574,-0.17826506,1.1661319,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9954105648680011
71,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.6329534,0.95564574,-0.17826506,1.1661319,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9993475556863441
72,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,0.3490423,0.95564574,-0.17826506,1.1661319,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9995418653890656
73,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,0.24932778,-0.82716113,0.95564574,-0.17826506,-1.1182988,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,0,0.17427031875729312
74,-0.6090709,-0.71535647,0.04003775,-0.157665,-0.15769981,1.5166258,-0.82716113,0.95564574,-0.17826506,-1.1182988,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9872748862660564
75,-0.6090709,-0.71535647,0.04003775,-0.157665,-0.15769981,1.5166258,-0.043025505,0.95564574,-0.17826506,1.1661319,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9983538202156197
76,-0.6090709,-0.71535647,-1.304367,-0.19046597,-0.19050106,0.24932778,0.6329534,0.95564574,-0.17826506,1.1661319,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9063388608268695
77,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.3233789,0.95564574,-0.17826506,1.1661319,-0.5558797,-0.008930306,-0.43615887,-0.5386176,-0.4795745,0.12364409,1,0.9973327189933799
78,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
79,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
80,-0.44910866,-0.74641514,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.88123953,-0.756238,-0.23474766,1.3735001,-0.56640613,-0.04304228,-0.5035396,-0.5261301,-0.6985222,0.12364409,0,0.10513338612102589
81,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
82,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.13437776,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.10226736,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9987920567744913
83,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.10226736,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9962575033560503
84,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.10226736,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9962575033560503
85,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.2007757,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.099756055,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9997490629677042
86,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.13437776,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.099756055,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9987920947237471
87,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.099756055,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9962576206335564
88,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.099756055,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9962576206335564
89,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.13437776,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.114405364,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9987918733360747
90,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,0.10743946,0.97210616,-0.17019612,1.3735001,-0.56640613,-0.027974416,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9994196045698404
91,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.97756284,0.97210616,-0.2024719,1.3735001,-0.56640613,-0.0005592699,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9996398715437846
92,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.0705136,0.97210616,-0.2024719,0.66752625,-0.56640613,-0.0005592699,-0.4330756,-0.54444516,-0.5059339,0.12364409,0,0.0008136538669759914
93,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.5302528,0.97210616,-0.2024719,1.3735001,-0.56640613,-0.0005592699,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9998405511988928
94,-0.2891464,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.2007757,0.97210616,-0.17019612,1.1045357,-0.56640613,0.003626248,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9997544879420143
95,-0.2891464,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.19724192,0.97210616,-0.17019612,1.3735001,-0.56640613,0.003626248,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9982676142460981
96,-0.2891464,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.2007757,0.97210616,-0.17019612,1.3735001,-0.56640613,0.003626248,-0.4330756,-0.54444516,-0.5059339,0.12364409,1,0.9997791690140065
97,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
98,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
99,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
100,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
101,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
102,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
103,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
104,-0.6090709,-0.69206244,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.50933164,-0.23474766,0.7733609,-0.5652365,-0.123194955,-0.5002307,-0.5344551,-0.6572811,0.12364409,0,0.0021118274460068935
105,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
106,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
107,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
108,-0.6090709,-0.69206244,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.03810927,-0.50933164,-0.2024719,1.3183554,-0.5652365,-0.091385014,-0.5002307,-0.5344551,-0.6572811,0.12364409,1,0.9939948823701632
109,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
110,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
111,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
112,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
113,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
114,-0.44910866,-0.6221804,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.45754665,-0.56640613,-0.119218715,-0.5296346,-0.54694265,-0.42335427,0.12364409,0,0.00046473559534650205
115,-0.44910866,-0.6221804,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.72982025,-0.756238,-0.23474766,0.45754665,-0.56640613,-0.119218715,-0.5296346,-0.54694265,-0.42335427,0.12364409,0,0.00021196842906989204
116,-0.44910866,-0.6221804,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,0.45754665,-0.56640613,-0.119218715,-0.5296346,-0.54694265,-0.42335427,0.12364409,0,0.005902879780425034
117,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
118,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
119,-0.6090709,-0.75417984,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,0.7733609,-0.56640613,-0.123194955,-0.57227397,-0.54860765,-0.76009214,0.12364409,0,0.0018124808543977392
120,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,1.2664366,0.2885721,-0.08238615,0.19267786,0.2580861,1.055491,0.12364409,1,0.9999999996826965
