,F72,F62,F65,F64,F67,F34,F66,F69,F68,F104,F105,F108,F94,F95,F23,F79,F111,F112,F113,F116,F117,F118,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F135,F136,F137,F83,F74,F73,F146,F16,F7,F12,F17,F2,F13,F18,F14,F9,F19,F71,category,1
10,-0.9847769,-0.3007196,-0.71879625,-0.3686447,-0.44910866,-0.47296014,-0.334799,-0.23482592,-0.3426522,-0.3802007,0.73545384,0.04003775,-0.53941697,-0.16339132,0.06135756,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,-0.23521633,-0.36622393,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,0,0.17565405673161377
11,-0.9847769,-0.3007196,-0.71879625,-0.3686447,-0.44910866,-0.47296014,-0.334799,-0.23482592,-0.3426522,-0.3802007,0.73545384,0.04003775,-0.53941697,-0.16339132,0.06135756,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,-0.23521633,-0.36622393,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,0,0.17565405673161377
12,-0.9847769,-0.3007196,-0.71879625,-0.3686447,-0.44910866,-0.47296014,-0.334799,-0.23482592,-0.3426522,-0.3802007,0.73545384,0.04003775,-0.53941697,-0.16339132,0.06135756,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,-0.23521633,-0.36622393,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,0,0.17565405673161377
13,-0.9847769,-0.3007196,-0.71879625,-0.3686447,-0.44910866,1.2461191,-0.334799,-0.23482592,-0.3426522,-0.3802007,0.73545384,0.04003775,-0.53941697,-0.16339132,0.7295598,-0.25606793,-0.53941697,-0.16339132,-0.2561036,0.24932778,0.01541793,0.7536794,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6433665,-0.23474766,0.31762958,0.35708824,0.13998355,0.35708824,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.10767725,-0.059575077,-0.2624246,-0.08861692,-0.18715642,-0.29900062,-0.27243292,-0.44845754,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,-0.760011,-0.760011,0.12364409,-0.5005881,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,0,0.21372477663457437
14,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
15,0.5442064,0.07751772,-0.338564,-0.3686447,-0.6090709,1.933751,-0.334799,0.23342147,-0.3426522,0.99369454,-1.6745911,0.04003775,-0.53941697,-0.7447493,0.3954587,-0.22326696,-0.53941697,-0.74474937,-0.22330233,-1.0179702,1.063153,-0.17258535,1.0806812,0.97756284,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,0.12613007,0.57336575,0.3372271,0.57336575,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.15582477,-0.08594384,-0.20673831,-0.12492264,-0.18715642,-0.43425596,-0.27243292,-0.19601287,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,-0.1462751,-0.14627512,0.12364409,-0.5005881,-0.41057464,3.8975544,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,1.218948,0,0.0011423207748905016
16,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
17,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
18,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
19,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
20,-0.56325626,-0.3007196,-0.9722844,-0.3686447,-0.44910866,-0.81677604,-0.334799,-0.23482592,-0.3426522,0.18393418,0.73545384,0.04003775,-0.53941697,-0.39593452,-1.6091481,-0.22326696,-0.53941697,-0.39593452,-0.22330233,-1.0179702,-1.3555429,-1.0116447,1.0806812,-1.0705136,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,-0.42101136,-0.07085848,-0.16615488,-0.07085848,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.18879974,-0.10812709,-0.2624246,-0.15353645,-0.18715642,-0.5030913,-0.27243292,-0.9036936,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,0.6593335,0.6593335,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.28097907,0,4.1213263295860395e-05
21,-0.56325626,-0.3007196,-0.9722844,-0.3686447,-0.44910866,-0.12914428,-0.334799,-0.23482592,-0.3426522,0.18393418,0.73545384,0.04003775,-0.53941697,-0.39593452,0.06135756,-0.25606793,-0.53941697,-0.39593452,-0.2561036,0.24932778,0.2727578,0.90596193,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.6433665,-0.23474766,-0.12008358,0.70300925,0.45844972,0.70300925,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.18879974,-0.10812709,-0.2624246,-0.15353645,-0.18715642,-0.5030913,-0.27243292,-0.9036936,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,0.6593335,0.6593335,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.6189773,0,0.15167014504993684
22,-0.56325626,-0.3007196,-0.9722844,-0.3686447,-0.44910866,-0.12914428,-0.334799,-0.23482592,-0.3426522,0.18393418,0.73545384,0.04003775,-0.53941697,-0.39593452,0.7295598,-0.25606793,-0.53941697,-0.39593452,-0.2561036,0.24932778,0.2727578,0.90596193,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.6433665,-0.23474766,-0.12008358,0.70300925,0.45844972,0.70300925,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.18879974,-0.10812709,-0.2624246,-0.15353645,-0.18715642,-0.5030913,-0.27243292,-0.9036936,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,0.6593335,0.6593335,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.6189773,0,0.1368784238524741
23,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
24,0.561858,0.16292614,-0.71879625,-0.3686447,-0.6090709,-0.12914428,-0.334799,0.31855738,-0.3426522,-0.25044996,-0.35367486,0.04003775,-0.53941697,-0.51220614,0.7295598,-0.22326696,-0.53941697,-0.5122061,-0.22330233,-1.0179702,1.1824967,-0.18465368,1.0806812,1.0513488,1.1210952,1.0918993,1.0806812,-0.6433665,-0.23474766,-0.50308263,0.03881631,-0.10143434,0.03881631,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.20154467,-0.123194955,-0.2624246,-0.16738185,-0.18715642,-0.49222252,-0.27243292,-0.5650211,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,3.075731,3.0757313,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.58096445,0,0.000557433769480794
25,0.561858,-0.3007196,-0.71879625,-0.3686447,-0.6090709,-0.47296014,-0.334799,-0.23482592,-0.3426522,-0.25044996,0.73545384,0.04003775,-0.53941697,-0.51220614,0.7295598,-0.25606793,-0.53941697,-0.5122061,-0.2561036,0.24932778,0.2727578,0.90596193,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.6433665,-0.23474766,-0.50308263,0.03881631,-0.10143434,0.03881631,-0.5196221,-0.44392776,-0.21744296,-0.4852752,-0.382176,-0.5063123,-0.20154467,-0.123194955,-0.2624246,-0.16738185,-0.18715642,-0.49222252,-0.27243292,-0.5650211,-0.31513354,-0.3247198,-0.18068781,-0.35990435,-0.35629988,-0.34542295,-0.24204884,0.14287727,3.075731,3.0757313,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.58096445,0,0.044396063497938766
26,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
27,1.7852918,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.6273162,-0.85414094,0.04003775,0.19339606,-0.62847775,-0.27274358,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.6378444,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,1,0.9999999550624477
