,F67,F68,F108,F79,F113,F116,F110,F114,F115,F134,F136,F73,category,1
42,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.0011135169689816796
43,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.0011135169689816796
44,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.0011135169689816796
45,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.0011135169689816796
46,-0.44910866,-0.72312117,-1.304367,-0.22326696,-0.22330233,-1.0179702,-0.16867809,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.003148913836769296
47,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.012587755717419574
48,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.012587755717419574
49,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.012587755717419574
50,-0.44910866,-0.72312117,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.38439485,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.2299683466381907
51,-0.6090709,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,0.30720365,-0.7926765,0.12364409,0,0.005553587769917465
52,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
53,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,-0.50531757,-0.7121396,0.12364409,0,0.00019656948912657676
54,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,-0.50531757,-0.7121396,0.12364409,0,0.00019656948912657676
55,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,-0.50531757,-0.7121396,0.12364409,0,0.00019656948912657676
56,-0.6090709,-0.74641514,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.002375,-0.756238,-0.23474766,-0.50531757,-0.7121396,0.12364409,0,0.00019656948912657676
57,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
58,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
59,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
60,-0.6090709,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.0188934,-0.5367657,-0.2024719,-0.54694265,-0.70017576,0.12364409,0,0.0002128958752977121
61,-0.6090709,-0.72312117,0.04003775,-0.25606793,-0.2561036,0.24932778,1.3900499,-0.5367657,-0.2024719,-0.54694265,-0.70017576,0.12364409,1,0.6895705547501186
62,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
63,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,0.3490423,0.95564574,-0.19171329,-0.5386176,-0.4795745,0.12364409,1,0.9995040600692665
64,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,0.24932778,-0.82716113,0.95564574,-0.19171329,-0.5386176,-0.4795745,0.12364409,0,0.28772434597501223
65,-0.6090709,-0.71535647,-1.304367,-0.19046597,-0.19050106,0.24932778,0.6329534,0.95564574,-0.19171329,-0.5386176,-0.4795745,0.12364409,1,0.8960807382544438
66,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,-0.16867809,0.95564574,-0.17019612,-0.5386176,-0.4795745,0.12364409,1,0.9989992348232808
67,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,0.17869559,0.95564574,-0.17019612,-0.5386176,-0.4795745,0.12364409,1,0.9983826794673134
68,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,0.40902352,0.95564574,-0.17019612,-0.5386176,-0.4795745,0.12364409,1,0.9988307932433599
69,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.6580953,0.95564574,-0.17019612,-0.5386176,-0.4795745,0.12364409,1,0.9945914373047249
70,-0.6090709,-0.71535647,0.04003775,-0.157665,-0.15769981,1.5166258,-0.7403843,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,1,0.9942295058825444
71,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.6329534,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,1,0.9991114878948816
72,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,0.3490423,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,1,0.9995125713316423
73,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,0.24932778,-0.82716113,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,0,0.2912867690846296
74,-0.6090709,-0.71535647,0.04003775,-0.157665,-0.15769981,1.5166258,-0.82716113,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,1,0.9934830168989095
75,-0.6090709,-0.71535647,0.04003775,-0.157665,-0.15769981,1.5166258,-0.043025505,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,1,0.9978343888149263
76,-0.6090709,-0.71535647,-1.304367,-0.19046597,-0.19050106,0.24932778,0.6329534,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,1,0.897682490892983
77,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.3233789,0.95564574,-0.17826506,-0.5386176,-0.4795745,0.12364409,1,0.9965848007736817
78,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
79,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
80,-0.44910866,-0.74641514,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.88123953,-0.756238,-0.23474766,-0.5261301,-0.6985222,0.12364409,0,0.07081178105030628
81,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
82,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.13437776,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9982531490766698
83,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9948367698802715
84,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9948367698802715
85,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.2007757,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9996113422485735
86,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.13437776,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9982531490766698
87,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9948367698802715
88,-0.6090709,-0.71535647,0.04003775,-0.19046597,-0.19050106,1.5166258,-0.6580953,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9948367698802715
89,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.13437776,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9982531490766698
90,-0.6090709,-0.71535647,-1.304367,-0.22326696,-0.22330233,1.5166258,0.10743946,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9993326153369757
91,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,0.97756284,0.97210616,-0.2024719,-0.54444516,-0.5059339,0.12364409,1,0.9994450061704898
92,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.0705136,0.97210616,-0.2024719,-0.54444516,-0.5059339,0.12364409,0,0.0007737187478296587
93,-0.6090709,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.5302528,0.97210616,-0.2024719,-0.54444516,-0.5059339,0.12364409,1,0.9997454114111888
94,-0.2891464,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.2007757,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9996453283420956
95,-0.2891464,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.19724192,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.997457241224657
96,-0.2891464,-0.71535647,0.04003775,-0.22326696,-0.22330233,1.5166258,1.2007757,0.97210616,-0.17019612,-0.54444516,-0.5059339,0.12364409,1,0.9996453283420956
97,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
98,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
99,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
100,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
101,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
102,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
103,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
104,-0.6090709,-0.69206244,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.50933164,-0.23474766,-0.5344551,-0.6572811,0.12364409,0,0.0012604332364294236
105,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
106,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
107,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
108,-0.6090709,-0.69206244,0.04003775,-0.22326696,-0.22330233,1.5166258,-0.03810927,-0.50933164,-0.2024719,-0.5344551,-0.6572811,0.12364409,1,0.9910374806480448
109,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
110,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
111,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
112,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
113,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
114,-0.44910866,-0.6221804,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.54694265,-0.42335427,0.12364409,0,0.0004909563307343215
115,-0.44910866,-0.6221804,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.72982025,-0.756238,-0.23474766,-0.54694265,-0.42335427,0.12364409,0,0.00023168409636685844
116,-0.44910866,-0.6221804,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.756238,-0.23474766,-0.54694265,-0.42335427,0.12364409,0,0.005585891661189521
117,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
118,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
119,-0.6090709,-0.75417984,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.54860765,-0.76009214,0.12364409,0,0.0010538055839276511
120,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
121,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
122,-0.6090709,-0.75417984,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.54777515,-0.76116204,0.12364409,0,0.0010547278664044186
123,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
124,-0.6090709,-0.7308858,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.54611015,-0.73276013,0.12364409,0,0.00280919800715733
125,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
126,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
127,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
128,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
129,-0.6090709,-0.7308858,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.54694265,-0.73451096,0.12364409,0,0.0010336394863277934
130,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
131,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
132,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
133,-0.6090709,-0.75417984,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.54777515,-0.76116204,0.12364409,0,0.0010547278664044186
134,0.19074038,-0.7075918,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.0705136,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,0.0002001077445467384
135,0.19074038,-0.7075918,0.04003775,-0.19046597,-0.19050106,-1.0179702,0.17869559,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,0.001164433182629446
136,0.19074038,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.17869559,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,0.0011293086993951283
137,0.19074038,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.23229964,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,0.000632778101613364
138,0.19074038,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,0.08784404,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,0.25758627975807374
139,0.19074038,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.0705136,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,0.00019406595341754548
140,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
141,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,0.0005289127276743765
142,-0.6090709,-0.7075918,41.71658,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.5228001,-0.64337194,0.12364409,0,1.7507286788409806e-17
143,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
144,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
145,-0.44910866,-0.72312117,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.38439485,-0.756238,-0.23474766,-0.54777515,-0.7566878,0.12364409,0,0.13073397799830494
146,-0.44910866,-0.72312117,0.04003775,-0.19046597,-0.19050106,-1.0179702,0.10743946,-0.756238,-0.23474766,-0.54777515,-0.7566878,0.12364409,0,0.0008888670296885025
147,-0.44910866,-0.72312117,0.04003775,-0.19046597,-0.19050106,-1.0179702,0.10743946,-0.756238,-0.23474766,-0.54777515,-0.7566878,0.12364409,0,0.0008888670296885025
148,-0.44910866,-0.72312117,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.10743946,-0.756238,-0.23474766,-0.54777515,-0.7566878,0.12364409,0,0.000862047673166663
149,-0.2891464,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.09890646,-0.756238,-0.23474766,-0.54694265,-0.71748924,0.12364409,0,0.18792134710290861
150,-0.6090709,-0.7075918,1.3844424,-0.22326696,-0.22330233,-1.0179702,0.10743946,-0.756238,-0.23474766,-0.54694265,-0.71748924,0.12364409,0,0.00029745455082330163
151,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.10743946,-0.756238,-0.23474766,-0.54694265,-0.71748924,0.12364409,0,0.0008091885744083179
152,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.10743946,-0.756238,-0.23474766,-0.54694265,-0.71748924,0.12364409,0,0.0008091885744083179
153,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.10743946,-0.756238,-0.23474766,-0.54694265,-0.71748924,0.12364409,0,0.0008091885744083179
154,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.82716113,-0.756238,-0.23474766,-0.54694265,-0.71748924,0.12364409,0,0.0002166545110578028
155,0.03077812,1.054989,0.04003775,4.6640797,4.664085,1.5166258,2.7067394,3.293025,4.6388946,0.2580861,1.055491,0.12364409,1,0.9999999997779834
