,F62,F65,F64,F67,F66,F104,F108,F79,F111,F113,F116,F117,F118,F120,F115,F61,F42,F133,F134,F83,F3,F6,F18,F1,F5,F4,F8,category,1
29,-0.100201614,-0.6118451,-1.0015413,-0.048720524,-1.2309452,1.0336478,0.49416724,0.16259405,-0.77635527,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.4044043,-0.3061699,-0.9618143,-1.0322258,-1.0759516,1.5951506,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,2.3586428893102115e-05
30,-0.100201614,-0.6118451,-1.0015413,-0.048720524,-1.2309452,1.0336478,0.49416724,0.16259405,-0.77635527,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.4044043,-0.3061699,-0.9618143,-1.0322258,-1.0759516,1.5951506,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,2.3586428893102115e-05
31,-0.08419285,-0.6118451,-1.0015413,-0.048720524,-1.2309452,1.0336478,0.49416724,-0.30483934,-0.77635527,-0.30601406,-0.6569131,2.580689,0.033007268,-0.79336905,-0.4044043,-0.3061699,-0.9618143,-1.0322258,-1.0759516,1.5951506,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.00031082250335879154
32,-0.100201614,-0.6118451,-1.0015413,-0.048720524,-1.2309452,1.0336478,0.49416724,0.16259405,-0.77635527,0.16171953,-0.6569131,2.580689,0.033007268,-0.79336905,-0.4044043,-0.3061699,-0.9618143,-1.0322258,-1.0759516,1.5951506,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.00042679075713886346
33,-0.08775035,-0.6118451,-1.0015413,-0.13757037,-1.2309452,1.7800115,0.49416724,0.16259405,-0.77635527,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.5267156,-0.9618143,-1.0322258,-1.0759516,2.956067,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,2.1496926617403486e-05
34,-0.05484346,-0.6118451,-1.0015413,-0.13757037,-1.2309452,1.7800115,0.49416724,-0.30483934,-0.77635527,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.5267156,-0.9618143,-1.0322258,-1.0759516,2.956067,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,1.5415855224516128e-05
35,-0.08775035,-0.6118451,-1.0015413,-0.13757037,-1.2309452,1.7800115,0.49416724,0.16259405,-0.77635527,0.16171953,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.5267156,-0.9618143,-1.0322258,-1.0759516,2.956067,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,5.076348567839964e-05
36,-0.08419285,-0.6118451,-1.0015413,-0.13757037,-1.2309452,1.7800115,0.49416724,-0.30483934,-0.77635527,-0.30601406,-0.6569131,-0.5716418,-0.66980135,0.7421534,-0.4044043,-0.5267156,-0.9618143,-1.0322258,-1.0759516,2.956067,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,2.5101448005574373e-05
37,-0.100201614,-0.6118451,-1.0015413,-0.13757037,-1.2309452,1.7800115,0.49416724,-0.30483934,-0.77635527,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.5267156,-0.9618143,-1.0322258,-1.0759516,2.956067,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,1.6063495301720186e-05
38,-0.100201614,-0.72682536,-1.0015413,0.04012931,-1.2309452,1.7502506,0.49416724,-0.30483934,-0.77635527,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.25103348,-0.9618143,-1.0322258,-1.0759516,0.17548929,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.00013951803696266287
39,-0.100201614,-0.79581356,-0.3707036,-0.2264202,-0.19575302,1.2973534,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.5267156,-0.54212713,0.39100605,2.7565777,-0.5359731,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0025186291601492898
40,-0.100201614,-0.79581356,-0.3707036,-0.2264202,-0.19575302,0.43152988,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,0.13492152,-0.54212713,0.39100605,2.7565777,-0.5359731,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.006899831350352332
41,-0.100201614,-0.7498214,-0.3707036,-0.048720524,-0.19575302,-0.35917073,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.085624196,-0.54212713,0.39100605,2.7565777,-0.5359731,0.1943628,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.01872682246283568
42,-0.100201614,-0.79581356,-0.3707036,0.12897915,-0.19575302,-0.103243455,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,0.8813079,0.41060367,-0.54212713,0.39100605,2.7565777,-0.82316893,0.1943628,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,1,0.1152998578476949
43,-0.100201614,-0.79581356,-0.3707036,0.12897915,-0.19575302,-0.103243455,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,0.8813079,0.41060367,-0.54212713,0.39100605,2.7565777,-0.82316893,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.06969535712116011
44,-0.100201614,-0.79581356,-0.3707036,0.12897915,-0.19575302,-0.103243455,0.49416724,-0.30483934,-0.5209095,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,0.8813079,0.41060367,-0.54212713,0.39100605,2.7565777,-0.82316893,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0009975483285489372
45,-0.100201614,-0.79581356,-0.3707036,0.12897915,-0.19575302,-0.103243455,0.49416724,-0.30483934,-0.5209095,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,0.8813079,0.41060367,-0.54212713,0.39100605,2.7565777,-0.82316893,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0009975483285489372
46,0.13103603,-0.7498214,-0.3707036,0.21782899,-0.19575302,-0.07836352,2.6926136,0.16259405,-0.5209095,0.16171953,2.3423522,2.5332072,-0.50609607,0.7421534,4.738445,-0.581852,-0.54212713,0.39100605,2.7565777,-0.61103565,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,1,0.9999977358707868
47,0.13103603,-0.7498214,-0.3707036,0.21782899,-0.19575302,-0.07836352,2.6926136,0.16259405,-0.5209095,0.16171953,2.3423522,2.5332072,-0.50609607,0.7421534,4.738445,0.24519438,-0.54212713,0.39100605,2.7565777,-0.61103565,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,1,0.9999981853139688
48,-0.100201614,-0.79581356,-0.3707036,-0.2264202,-0.19575302,1.973778,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.41644275,-0.54212713,0.39100605,2.7565777,-0.5359731,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0013524489418195293
49,0.011859708,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,-1.7042791,-0.30483934,-0.5209095,-0.30601406,-0.6569131,-0.15635316,-0.5966797,1.6755152,-0.4044043,0.19005795,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,4.8129922019046005e-05
50,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
51,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,0.16259405,-0.5209095,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,0.46574008,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,3.0088783481248948e-05
52,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
53,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
54,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,0.16259405,-0.5209095,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,0.46574008,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,3.0088783481248948e-05
55,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
56,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
57,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
58,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
59,-0.100201614,0.7219258,-0.3707036,0.9286276,-0.19575302,-0.39868718,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,1.5684687,-0.54212713,0.39100605,2.7565777,-0.27814957,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0028409240598877812
60,-0.08419285,-0.7038293,-0.3707036,-0.31527,-0.19575302,1.8066614,0.49416724,-0.30483934,-0.5209095,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.25103348,-0.54212713,0.39100605,2.7565777,0.9848594,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,8.743468988736256e-06
61,-0.100201614,-0.58884907,-0.3707036,0.21782899,-0.19575302,-0.38737983,0.49416724,-0.30483934,-0.5209095,-0.30601406,-0.6569131,0.49149722,-0.5913543,1.0032079,-0.4044043,1.6236051,-0.54212713,0.39100605,2.7565777,-0.61103565,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0005342022222780652
62,-0.100201614,-0.63484114,-0.3707036,0.8397778,-0.19575302,-0.7083618,-1.7042791,0.16259405,-0.5209095,0.16171953,-0.6569131,0.49149722,-0.53208065,1.6755152,-0.4044043,1.7890143,-0.54212713,0.39100605,2.7565777,-0.61103565,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.00045389170007791203
63,-0.100201614,-0.63484114,-0.3707036,0.8397778,-0.19575302,-0.7083618,-1.7042791,0.16259405,-0.5209095,0.16171953,-0.6569131,0.49149722,-0.53208065,1.6755152,-0.4044043,-0.19589706,-0.54212713,0.39100605,2.7565777,-0.61103565,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0002669277247267909
64,-0.100201614,-0.63484114,-0.3707036,0.8397778,-0.19575302,-0.7083618,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-1.2361038,-0.73624545,-0.92818224,-0.4044043,1.7890143,-0.54212713,0.39100605,2.7565777,-0.61103565,-0.7090083,-0.21152818,10.142464,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,9.643968183050645e-05
65,-0.100201614,-0.63484114,-0.3707036,0.8397778,-0.19575302,-0.7083618,-1.7042791,-0.30483934,-0.5209095,-0.30601406,-0.6569131,2.0862057,-0.5147649,0.7421534,-0.4044043,1.7890143,-0.54212713,0.39100605,2.7565777,-0.61103565,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0003713299413424065
66,-0.09219723,-0.54285693,-0.74990773,-0.31527,-0.39323196,0.46972796,0.49416724,0.16259405,-0.75637144,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,2.1670203,-0.085624196,-0.49409062,-0.4097378,0.099828616,0.7074543,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.013782387062042694
67,-0.08863973,-0.7728175,-0.3707036,-0.31527,-0.19575302,0.13237095,0.49416724,-0.30483934,-0.5209095,-0.30601406,-0.6569131,0.23419486,3.2287478,-1.0685259,-0.4044043,-0.4715792,-0.54212713,0.39100605,2.7565777,1.5592511,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0008178030225818615
68,-0.076188475,-0.6808332,-0.3707036,0.04012931,-0.19575302,0.1823498,0.49416724,-0.30483934,-0.5209095,-0.30601406,-0.6569131,3.0828984,-0.50230664,0.7421534,-0.4044043,-0.63698846,-0.54212713,0.39100605,2.7565777,-0.32057625,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0007361014146949437
69,-0.100201614,-0.6808332,-0.3707036,0.04012931,-0.19575302,0.1823498,0.49416724,-0.7722727,-0.5209095,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.5267156,-0.54212713,0.39100605,2.7565777,-0.32057625,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.004505963126208982
