,F62,F67,F66,F104,F79,F113,F116,F117,F118,F120,F115,F42,F83,F3,F1,F4,category,1
13,-0.09219723,-0.31527,-1.2359765,0.97776264,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.9415884,0.16896212,-0.7090083,-0.7745457,-0.70600045,0,0.00018366708656398616
14,-0.09219723,-0.31527,-1.2359765,0.97776264,-0.30483934,-0.30601406,0.092903145,-0.5716418,-0.6719447,1.0032079,-0.4044043,-0.9415884,0.16896212,-0.7090083,0.56534547,-0.70600045,0,0.0020844320971092
15,-0.09397598,-0.31527,-1.2359765,0.97776264,-0.30483934,-0.30601406,-0.6569131,-0.7125883,-0.68297017,0.7421534,-0.4044043,-0.9415884,0.16896212,-0.7090083,-0.7745457,-0.70600045,0,0.00020612376075238923
16,-0.0788566,-0.2264202,-1.2661643,2.1679947,-0.30483934,-0.30601406,-0.6569131,2.219098,-0.51890874,1.0032079,-0.4044043,-0.9618143,0.932642,1.0977339,-0.7745457,-0.70600045,0,0.0029266734134804806
17,-0.100201614,-0.13757037,-1.2246561,1.0524938,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.9441166,-0.81337816,-0.7090083,-0.7745457,-0.70600045,0,0.02245605064208226
18,0.01363846,0.04012931,-1.2246561,0.7411354,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,0.6241654,-0.9441166,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.0016694384947883551
19,-0.05662221,0.04012931,-1.2246561,0.7411354,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,0.6241654,-0.9441166,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.001789901157519086
20,-0.100201614,0.04012931,-1.2246561,0.7411354,-0.30483934,-0.30601406,2.3423522,7.401901,-0.73624545,1.6755152,0.6241654,-0.9441166,-0.61103565,-0.7090083,-0.7745457,-0.70600045,1,0.9999908507051487
21,-0.100201614,0.04012931,-1.2246561,0.7411354,-0.30483934,-0.30601406,-0.6569131,-1.0818536,-0.6815404,-0.79336905,0.6241654,-0.9441166,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.0003344488973051157
22,-0.09753349,0.04012931,-1.2246561,0.7411354,-0.30483934,-0.30601406,-0.6569131,2.580689,0.033007268,-0.79336905,0.6241654,-0.9441166,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.011101439103345073
23,-0.100201614,-0.2264202,-1.2246561,1.1478826,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.9441166,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.02043421596826796
24,-0.095754735,-0.2264202,-1.2309452,1.6176001,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,-0.4044043,-0.9618143,1.099085,-0.7090083,-0.7745457,-0.70600045,0,5.788107020254361e-05
25,-0.09308661,-0.048720524,-1.2309452,1.0336478,-0.30483934,-0.30601406,-0.6569131,2.0862057,-0.5147649,0.7421534,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,0.0008095412699872548
26,-0.09753349,-0.048720524,-1.2309452,1.0336478,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,9.638742703534227e-05
27,-0.071741596,-0.048720524,-1.2309452,1.0336478,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,5.6156353177400535e-05
28,-0.100201614,-0.048720524,-1.2309452,1.0336478,0.16259405,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,2.4501890973613445e-05
29,-0.100201614,-0.048720524,-1.2309452,1.0336478,0.16259405,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,2.4501890973613445e-05
30,-0.100201614,-0.048720524,-1.2309452,1.0336478,0.16259405,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,2.4501890973613445e-05
31,-0.08419285,-0.048720524,-1.2309452,1.0336478,-0.30483934,-0.30601406,-0.6569131,2.580689,0.033007268,-0.79336905,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,0.0005715177145877912
32,-0.100201614,-0.048720524,-1.2309452,1.0336478,0.16259405,0.16171953,-0.6569131,2.580689,0.033007268,-0.79336905,-0.4044043,-0.9618143,1.5951506,-0.7090083,-0.7745457,-0.70600045,0,0.0008236750776086709
33,-0.08775035,-0.13757037,-1.2309452,1.7800115,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.9618143,2.956067,-0.7090083,-0.7745457,-0.70600045,0,2.1141114420738292e-05
34,-0.05484346,-0.13757037,-1.2309452,1.7800115,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.9618143,2.956067,-0.7090083,-0.7745457,-0.70600045,0,1.4421319104879053e-05
35,-0.08775035,-0.13757037,-1.2309452,1.7800115,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.9618143,2.956067,-0.7090083,-0.7745457,-0.70600045,0,4.3193599223841016e-05
36,-0.08419285,-0.13757037,-1.2309452,1.7800115,-0.30483934,-0.30601406,-0.6569131,-0.5716418,-0.66980135,0.7421534,-0.4044043,-0.9618143,2.956067,-0.7090083,-0.7745457,-0.70600045,0,2.6712177128886012e-05
37,-0.100201614,-0.13757037,-1.2309452,1.7800115,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.9618143,2.956067,-0.7090083,-0.7745457,-0.70600045,0,1.5085947076382318e-05
38,-0.100201614,0.04012931,-1.2309452,1.7502506,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.9618143,0.17548929,-0.7090083,-0.7745457,-0.70600045,0,0.0001150030759517584
39,-0.100201614,-0.2264202,-0.19575302,1.2973534,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.5359731,-0.7090083,-0.7745457,-0.70600045,0,0.012814674300799871
40,-0.100201614,-0.2264202,-0.19575302,0.43152988,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.5359731,-0.7090083,-0.7745457,-0.70600045,0,0.022914821740577785
41,-0.100201614,-0.048720524,-0.19575302,-0.35917073,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.5359731,0.1943628,-0.7745457,-0.70600045,0,0.06126303085923127
42,-0.100201614,0.12897915,-0.19575302,-0.103243455,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,0.8813079,-0.54212713,-0.82316893,0.1943628,-0.7745457,-0.70600045,1,0.31087330516900297
43,-0.100201614,0.12897915,-0.19575302,-0.103243455,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,0.8813079,-0.54212713,-0.82316893,-0.7090083,-0.7745457,-0.70600045,0,0.19356801133465715
44,-0.100201614,0.12897915,-0.19575302,-0.103243455,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,0.8813079,-0.54212713,-0.82316893,-0.7090083,-0.7745457,-0.70600045,0,0.0022514091637269042
45,-0.100201614,0.12897915,-0.19575302,-0.103243455,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,0.8813079,-0.54212713,-0.82316893,-0.7090083,-0.7745457,-0.70600045,0,0.0022514091637269042
46,0.13103603,0.21782899,-0.19575302,-0.07836352,0.16259405,0.16171953,2.3423522,2.5332072,-0.50609607,0.7421534,4.738445,-0.54212713,-0.61103565,-0.7090083,-0.7745457,-0.70600045,1,0.999999246439249
47,0.13103603,0.21782899,-0.19575302,-0.07836352,0.16259405,0.16171953,2.3423522,2.5332072,-0.50609607,0.7421534,4.738445,-0.54212713,-0.61103565,-0.7090083,-0.7745457,-0.70600045,1,0.999999246439249
48,-0.100201614,-0.2264202,-0.19575302,1.973778,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.5359731,-0.7090083,-0.7745457,-0.70600045,0,0.008111256025825297
49,0.011859708,0.9286276,-0.19575302,-0.39868718,-0.30483934,-0.30601406,-0.6569131,-0.15635316,-0.5966797,1.6755152,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.0005188061799246851
50,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
51,-0.100201614,0.9286276,-0.19575302,-0.39868718,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.000151252476028535
52,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
53,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
54,-0.100201614,0.9286276,-0.19575302,-0.39868718,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.000151252476028535
55,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
56,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
57,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
58,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
59,-0.100201614,0.9286276,-0.19575302,-0.39868718,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.27814957,-0.7090083,-0.7745457,-0.70600045,0,0.013661120921059297
60,-0.08419285,-0.31527,-0.19575302,1.8066614,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.54212713,0.9848594,-0.7090083,-0.7745457,-0.70600045,0,3.393853919755155e-05
61,-0.100201614,0.21782899,-0.19575302,-0.38737983,-0.30483934,-0.30601406,-0.6569131,0.49149722,-0.5913543,1.0032079,-0.4044043,-0.54212713,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.00124680481443281
62,-0.100201614,0.8397778,-0.19575302,-0.7083618,0.16259405,0.16171953,-0.6569131,0.49149722,-0.53208065,1.6755152,-0.4044043,-0.54212713,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.0023021818008994513
63,-0.100201614,0.8397778,-0.19575302,-0.7083618,0.16259405,0.16171953,-0.6569131,0.49149722,-0.53208065,1.6755152,-0.4044043,-0.54212713,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.0023021818008994513
64,-0.100201614,0.8397778,-0.19575302,-0.7083618,-0.7722727,-0.7737477,0.84271944,-1.2361038,-0.73624545,-0.92818224,-0.4044043,-0.54212713,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.007791777040458038
65,-0.100201614,0.8397778,-0.19575302,-0.7083618,-0.30483934,-0.30601406,-0.6569131,2.0862057,-0.5147649,0.7421534,-0.4044043,-0.54212713,-0.61103565,-0.7090083,-0.7745457,-0.70600045,0,0.0028997062005516297
66,-0.09219723,-0.31527,-0.39323196,0.46972796,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,2.1670203,-0.49409062,0.7074543,-0.7090083,-0.7745457,-0.70600045,0,0.010702981195571176
67,-0.08863973,-0.31527,-0.19575302,0.13237095,-0.30483934,-0.30601406,-0.6569131,0.23419486,3.2287478,-1.0685259,-0.4044043,-0.54212713,1.5592511,-0.7090083,-0.7745457,-0.70600045,0,0.0015438796016780548
68,-0.076188475,0.04012931,-0.19575302,0.1823498,-0.30483934,-0.30601406,-0.6569131,3.0828984,-0.50230664,0.7421534,-0.4044043,-0.54212713,-0.32057625,-0.7090083,-0.7745457,-0.70600045,0,0.005778736984941986
69,-0.100201614,0.04012931,-0.19575302,0.1823498,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.32057625,-0.7090083,-0.7745457,-0.70600045,0,0.01953245303396316
70,-0.100201614,0.04012931,-0.19575302,0.47561753,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.4044043,-0.54212713,-0.7122069,-0.7090083,-0.7745457,-0.70600045,0,0.019591115245371285
71,-0.100201614,0.04012931,-0.19575302,0.47561753,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.54212713,-0.7122069,-0.7090083,-0.7745457,-0.70600045,0,0.00021820522622418548
72,-0.100201614,0.04012931,-0.19575302,0.47561753,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.54212713,-0.7122069,-0.7090083,-0.7745457,-0.70600045,0,0.00021820522622418548
73,-0.057511587,-0.31527,-0.19575302,1.2973534,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.54212713,-0.37932083,-0.7090083,-0.7745457,-0.70600045,0,0.0001348574239513355
74,-0.057511587,-0.31527,-0.19575302,1.2973534,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,-0.4044043,-0.54212713,-0.37932083,-0.7090083,-0.7745457,-0.70600045,0,0.0001348574239513355
75,-0.100201614,0.12897915,-0.19575302,-0.20419113,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,2.1670203,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.015907439233733577
76,-0.100201614,0.12897915,-0.19575302,-0.20419113,-0.7722727,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,2.1670203,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,1,0.6774025136584965
77,-0.091307856,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.49149722,-0.5913543,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0025371671800940463
78,-0.091307856,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.49149722,-0.5913543,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0025371671800940463
79,-0.05484346,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.54212713,-0.81011456,-0.7090083,1.9052366,2.1168196,0,5.38196789483773e-05
80,-0.05484346,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.54212713,-0.81011456,-0.7090083,0.56534547,0.7054097,0,0.00022145364679935353
81,-0.05484346,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.54212713,-0.81011456,-0.7090083,1.9052366,2.1168196,0,5.38196789483773e-05
82,-0.05484346,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,-0.54212713,-0.81011456,-0.7090083,1.9052366,2.1168196,0,5.38196789483773e-05
83,-0.08419285,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.00219945908728563
84,-0.07707785,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.002184002575595207
85,-0.06373721,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.002155313118055021
86,-0.089529105,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0022111230679740567
87,-0.085082226,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.002201398811867634
88,-0.085082226,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.002201398811867634
89,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0031342989284127787
90,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.00143378665340042
91,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0031342989284127787
92,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.00143378665340042
93,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0031342989284127787
94,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.00143378665340042
95,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0031342989284127787
96,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.00143378665340042
97,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0031342989284127787
98,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.00143378665340042
99,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0031342989284127787
100,-0.089529105,-0.31527,-0.19575302,-0.64232635,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.00143378665340042
101,-0.08419285,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.00219945908728563
102,-0.09041848,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.002213073056320112
103,-0.089529105,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.0008321572119888831
104,-0.08863973,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.0008314229657076017
105,-0.07796723,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.0008226623445447203
106,-0.08863973,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,-0.54212713,-0.81011456,0.1943628,0.56534547,0.7054097,0,0.0008314229657076017
107,-0.09664411,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.001778153336926094
108,-0.08686098,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,-0.54212713,-0.81011456,1.0977339,0.56534547,0.7054097,0,0.0015117743538414783
109,-0.095754735,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0017765858837784053
110,-0.085082226,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0017578836833764511
111,-0.09397598,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,-0.54212713,-0.81011456,0.1943628,-0.7745457,-0.70600045,0,0.0033278361170437577
112,-0.082414106,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,-0.54212713,-0.81011456,0.1943628,-0.7745457,2.1168196,0,0.0008542573041437365
113,-0.08419285,-0.31527,-0.19575302,-0.64232635,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,-0.54212713,-0.81011456,-0.7090083,-0.7745457,-0.70600045,0,0.0017563340666157737
