,F25,F62,F65,F64,F67,F66,F102,F104,F108,F94,F23,F22,F79,F111,F112,F113,F116,F117,F118,F120,F122,F114,F115,F61,F77,F70,F43,F42,F44,F46,F132,F133,F134,F135,F136,F83,F74,F73,F3,F6,F18,F1,F5,F4,F8,category,1
23,0.9502837,-0.100201614,-0.7038293,-1.0161208,-0.2264202,-1.2246561,-0.5647914,1.1478826,0.49416724,-0.7798305,0.9241626,0.7807114,-0.7722727,-0.7798307,-0.69681793,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-1.4115702,0.5667702,-0.4044043,-0.25103348,1.1265595,1.1265595,-0.5526732,-0.9441166,-0.9563436,-1.2606244,-1.078522,-1.0209676,-0.94423836,-1.0846264,-1.0850525,-0.61103565,-0.3146609,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.021396607566554975
24,0.9502837,-0.095754735,-0.72682536,-1.0015413,-0.2264202,-1.2309452,-0.5502815,1.6176001,0.49416724,-0.776355,0.64157915,0.7807114,-0.30483934,-0.77635527,-0.69681793,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,0.731796,-0.52510834,-0.4044043,-0.36130634,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.099085,1.4332029,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,6.798194822132927e-05
25,0.9502837,-0.09308661,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,0.9241626,0.7807114,-0.30483934,-0.77635527,-0.59779865,-0.30601406,-0.6569131,2.0862057,-0.5147649,0.7421534,0.0058171675,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.000611941927727317
26,0.9502837,-0.09753349,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,-2.7494223,-2.1704273,-0.30483934,-0.77635527,-0.59779865,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-1.6189928,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.000147638654557061
27,0.9502837,-0.071741596,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,-0.20617115,-0.6948579,-0.30483934,-0.77635527,-0.59779865,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,0.731796,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,5.6340428457953394e-05
28,0.9502837,-0.100201614,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,0.35899574,-0.6948579,0.16259405,-0.77635527,-0.59779865,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.92758423,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,1.7419695084718106e-05
29,0.9502837,-0.100201614,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,0.35899574,-0.6948579,0.16259405,-0.77635527,-0.59779865,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.92758423,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,1.7419695084718106e-05
30,0.9502837,-0.100201614,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,0.35899574,-0.6948579,0.16259405,-0.77635527,-0.59779865,0.16171953,-0.6569131,-1.0818536,-0.6815404,-0.79336905,-0.92758423,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,1.7419695084718136e-05
31,0.9502837,-0.08419285,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,0.35899574,-0.6948579,-0.30483934,-0.77635527,-0.59779865,-0.30601406,-0.6569131,2.580689,0.033007268,-0.79336905,-0.92758423,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0002913118106445775
32,0.9502837,-0.100201614,-0.6118451,-1.0015413,-0.048720524,-1.2309452,-0.49611136,1.0336478,0.49416724,-0.776355,0.35899574,-0.6948579,0.16259405,-0.77635527,-0.59779865,0.16171953,-0.6569131,2.580689,0.033007268,-0.79336905,-0.92758423,-0.52510834,-0.4044043,-0.3061699,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,1.5951506,1.9402168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0003848338499408759
33,0.9502837,-0.08775035,-0.6118451,-1.0015413,-0.13757037,-1.2309452,-0.4525818,1.7800115,0.49416724,-0.776355,0.9241626,0.7807114,0.16259405,-0.77635527,-0.64023554,0.16171953,-0.6569131,-1.2361038,-0.73624545,0.7421534,0.0058171675,-0.52510834,-0.4044043,-0.5267156,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,2.956067,3.3311696,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,2.2691723269617822e-05
34,0.9502837,-0.05484346,-0.6118451,-1.0015413,-0.13757037,-1.2309452,-0.4525818,1.7800115,0.49416724,-0.776355,0.9241626,0.7807114,-0.30483934,-0.77635527,-0.64023554,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,0.0058171675,-0.52510834,-0.4044043,-0.5267156,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,2.956067,3.3311696,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,1.6895224928144944e-05
35,0.9502837,-0.08775035,-0.6118451,-1.0015413,-0.13757037,-1.2309452,-0.4525818,1.7800115,0.49416724,-0.776355,-1.6190885,0.7807114,0.16259405,-0.77635527,-0.64023554,0.16171953,-0.6569131,-1.2361038,-0.73624545,1.6755152,-1.6189928,-0.52510834,-0.4044043,-0.5267156,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,2.956067,3.3311696,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.00010357420663824432
36,0.9502837,-0.08419285,-0.6118451,-1.0015413,-0.13757037,-1.2309452,-0.4525818,1.7800115,0.49416724,-0.776355,0.9241626,0.7807114,-0.30483934,-0.77635527,-0.64023554,-0.30601406,-0.6569131,-0.5716418,-0.66980135,0.7421534,0.0058171675,-0.52510834,-0.4044043,-0.5267156,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,2.956067,3.3311696,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,2.8721411149926647e-05
37,0.9502837,-0.100201614,-0.6118451,-1.0015413,-0.13757037,-1.2309452,-0.4525818,1.7800115,0.49416724,-0.776355,0.9241626,0.7807114,-0.30483934,-0.77635527,-0.64023554,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,0.0058171675,-0.52510834,-0.4044043,-0.5267156,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,2.956067,3.3311696,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,1.7658602781372762e-05
38,0.9502837,-0.100201614,-0.72682536,-1.0015413,0.04012931,-1.2309452,-0.48353615,1.7502506,0.49416724,-0.776355,-1.901672,-0.6948579,-0.30483934,-0.77635527,-0.69681793,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.6755152,-1.6189928,-0.52510834,-0.4044043,-0.25103348,1.1215979,1.1215979,-0.5526732,-0.9618143,-0.9704455,-1.3466519,-1.0983701,-1.0322258,-1.0759516,-1.1057851,-1.1063567,0.17548929,0.4858874,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.00015375724544455368
39,-0.9973479,-0.100201614,-0.79581356,-0.3707036,-0.2264202,-0.19575302,-0.5778503,1.2973534,0.49416724,-0.52090925,0.9241626,0.7807114,-0.7722727,-0.5209095,-0.69681793,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-1.4115702,-0.4744076,-0.4044043,-0.5267156,-1.0466475,-1.0466475,-0.05604117,-0.54212713,-0.56713015,-0.5614419,0.33331695,0.39100605,2.7565777,0.39212558,0.32194522,-0.5359731,-0.23794168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.0018770628684760817
40,0.9502837,-0.100201614,-0.79581356,-0.3707036,-0.2264202,-0.19575302,-0.56430775,0.43152988,0.49416724,-0.52090925,0.9241626,0.7807114,-0.7722727,-0.5209095,-0.69681793,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-1.4115702,-0.4744076,-0.4044043,0.13492152,1.1265595,1.1265595,-0.05604117,-0.54212713,-0.56713015,-0.5614419,0.33331695,0.39100605,2.7565777,0.39212558,0.32194522,-0.5359731,-0.23794168,0.040953003,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.003113356590237092
41,0.9502837,-0.100201614,-0.7498214,-0.3707036,-0.048720524,-0.19575302,-0.5014317,-0.35917073,0.49416724,-0.52090925,0.9241626,0.7807114,-0.7722727,-0.5209095,-0.69681793,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-1.4115702,-0.4744076,-0.4044043,-0.085624196,1.1215979,1.1215979,-0.05604117,-0.54212713,-0.56713015,-0.5614419,0.33331695,0.39100605,2.7565777,0.39212558,0.32194522,-0.5359731,-0.23794168,0.040953003,0.1943628,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,0,0.006901921339503637
42,0.9502837,-0.100201614,-0.79581356,-0.3707036,0.12897915,-0.19575302,-0.4728956,-0.103243455,0.49416724,-0.52090925,0.9241626,0.7807114,-0.7722727,-0.5209095,-0.65438116,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-1.4115702,-0.4744076,0.8813079,0.41060367,1.1265595,1.1265595,-0.05604117,-0.54212713,-0.56713015,-0.5614419,0.33331695,0.39100605,2.7565777,0.39212558,0.32194522,-0.82316893,-0.5348117,0.040953003,0.1943628,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,-0.09417136,1,0.04658069284623114
