,F62,F67,F79,F116,F117,F115,category,1
72,-0.100201614,0.04012931,0.16259405,-0.6569131,-1.2361038,-0.4044043,0,0.00019776297965498561
73,-0.057511587,-0.31527,0.16259405,-0.6569131,-1.2361038,-0.4044043,0,0.00025285505337328124
74,-0.057511587,-0.31527,0.16259405,-0.6569131,-1.2361038,-0.4044043,0,0.00025285505337328124
75,-0.100201614,0.12897915,-0.30483934,-0.6569131,-1.2361038,2.1670203,0,0.006771704538259893
76,-0.100201614,0.12897915,-0.7722727,0.84271944,-0.18907285,2.1670203,1,0.7530526412014764
77,-0.091307856,-0.31527,-0.30483934,-0.6569131,0.49149722,-0.4044043,0,0.000936143780223791
78,-0.091307856,-0.31527,-0.30483934,-0.6569131,0.49149722,-0.4044043,0,0.000936143780223791
79,-0.05484346,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.0001464581719391862
80,-0.05484346,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.0001464581719391862
81,-0.05484346,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.0001464581719391862
82,-0.05484346,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.0001464581719391862
83,-0.08419285,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007855016238400646
84,-0.07707785,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007785047979921397
85,-0.06373721,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007655531537186384
86,-0.089529105,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007907904530155984
87,-0.085082226,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007863806345176666
88,-0.085082226,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007863806345176666
89,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
90,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
91,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
92,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
93,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
94,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
95,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
96,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
97,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
98,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
99,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
100,-0.089529105,-0.31527,0.16259405,-0.6569131,0.33243427,-0.4044043,0,0.0013600655777370853
101,-0.08419285,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007855016238400646
102,-0.09041848,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007916753774352397
103,-0.089529105,-0.31527,-0.30483934,-0.6569131,0.22882095,-0.4044043,0,0.0007095021025564629
104,-0.08863973,-0.31527,-0.30483934,-0.6569131,0.22882095,-0.4044043,0,0.0007087089652045195
105,-0.07796723,-0.31527,-0.30483934,-0.6569131,0.22882095,-0.4044043,0,0.0006992601499115409
106,-0.08863973,-0.31527,-0.30483934,-0.6569131,0.22882095,-0.4044043,0,0.0007087089652045195
107,-0.09664411,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0007022439959710065
108,-0.08686098,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006936567446391253
109,-0.095754735,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0007014589666070139
110,-0.085082226,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006921067380079175
111,-0.09397598,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006998915377769001
112,-0.082414106,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006897882217960442
113,-0.08419285,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006913330331119038
114,-0.08686098,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006936567446391253
115,-0.09308661,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006991091363553097
116,-0.09308661,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006991091363553097
117,0.077673495,-0.31527,-0.30483934,-0.6569131,1.323305,-0.4044043,0,0.0018074582005036955
118,-0.089529105,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006959882611956463
119,-0.089529105,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006959882611956463
120,-0.08863973,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007899065169709805
121,-0.08863973,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007899065169709805
122,0.28934488,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0004321514325052475
123,-0.09753349,-0.31527,-0.30483934,-0.6569131,-1.0818536,-0.4044043,0,0.00018164091564840852
124,-0.100201614,0.12897915,-0.7722727,0.84271944,-0.18907285,-0.4044043,0,0.045530072610687505
125,-0.012153431,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.00013879822395499423
126,-0.09664411,-0.31527,-0.30483934,-0.6569131,0.22882095,-0.4044043,0,0.0007158792164558557
127,-0.06106909,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006715172919253456
128,-0.04506033,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006581321884373761
129,-0.076188475,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0006844084746325383
130,-0.095754735,-0.31527,-0.30483934,-0.6569131,0.21045211,-0.4044043,0,0.0007014589666070139
131,-0.043281578,-0.13757037,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.00012426879679749967
132,0.34982243,0.21782899,-0.30483934,-0.6569131,2.5332072,-0.4044043,0,0.0029054316115882063
133,-0.071741596,0.21782899,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,9.546547602827914e-05
134,-0.0859716,-0.31527,-0.30483934,-0.6569131,0.17418268,-0.4044043,0,0.000667064495518888
135,-0.06462659,-0.31527,-0.30483934,-0.6569131,0.22882095,-0.4044043,0,0.0006876259569902305
136,0.032315344,0.8397778,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,4.958447379944639e-05
137,-0.100201614,0.8397778,-0.7722727,0.84271944,-0.18907285,-0.4044043,0,0.025534957715930263
138,-0.100201614,0.8397778,-0.7722727,0.84271944,-1.2361038,-0.4044043,0,0.008673544245582735
139,-0.08775035,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.00015264999448683737
140,-0.08775035,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.00015264999448683737
141,-0.08775035,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,0.00015264999448683737
142,-0.076188475,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007776345840172279
143,-0.08686098,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007881416055993512
144,-0.08419285,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007855016238400646
145,-0.091307856,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007925612913333028
146,-0.08863973,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.0007899065169709805
147,-0.08152473,-0.31527,-0.30483934,-0.6569131,0.33243427,-0.4044043,0,0.000782870485446156
148,-0.100201614,-0.13757037,-0.7722727,0.84271944,1.6432312,1.3098787,0,0.8668411046886211
149,-0.100201614,-0.13757037,-0.7722727,0.84271944,-0.18907285,1.3098787,0,0.4884250489698284
150,-0.100201614,-0.13757037,-0.7722727,0.84271944,-0.18907285,1.3098787,1,0.4884250489698284
151,-0.100201614,0.04012931,-0.7722727,0.84271944,-0.18907285,-0.4044043,0,0.04889724974213246
152,0.30446425,-0.31527,-0.30483934,-0.6569131,-1.2361038,-0.4044043,0,9.31859530163933e-05
153,-0.03260907,0.39552864,-0.30483934,-0.6569131,1.0984919,0.1670233,0,0.002269615916218859
154,-0.100201614,0.39552864,-0.7722727,0.84271944,-0.37230325,0.1670233,0,0.07341014932285464
155,-0.089529105,0.39552864,-0.30483934,-0.6569131,-1.2361038,0.1670233,0,0.00021170903328152088
156,0.05099223,0.39552864,-0.30483934,-0.6569131,-0.15635316,0.1670233,0,0.0005496220588693745
157,-0.055732835,0.39552864,-0.30483934,-0.6569131,0.33444262,0.1670233,0,0.001050718235206556
158,-0.025494065,0.39552864,0.16259405,2.3423522,0.33444262,0.1670233,1,0.9913856365430561
159,-0.025494065,0.39552864,0.16259405,2.3423522,0.33444262,0.1670233,1,0.9913856365430561
160,-0.0788566,0.39552864,-0.30483934,-0.6569131,-1.2361038,0.1670233,0,0.00020888505153141316
161,-0.061958466,0.39552864,-0.30483934,-0.6569131,-0.0021030214,0.1670233,0,0.0007445554851270154
162,-0.100201614,0.39552864,-0.7722727,0.84271944,-0.18907285,0.1670233,0,0.08758487419100403
163,-0.100201614,0.39552864,1.0974607,-0.6569131,1.0984919,0.1670233,0,0.012464464021566058
164,-0.100201614,0.39552864,1.0974607,-0.6569131,-1.2361038,0.1670233,0,0.001092515520454358
165,-0.100201614,0.39552864,-0.7722727,0.84271944,-0.18907285,0.1670233,0,0.08758487419100403
166,-0.100201614,0.39552864,1.0974607,-0.6569131,1.0984919,0.1670233,0,0.012464464021566058
167,-0.100201614,0.39552864,1.0974607,-0.6569131,-1.2361038,0.1670233,0,0.001092515520454358
168,-0.100201614,0.39552864,-0.30483934,-0.6569131,-1.2361038,0.1670233,0,0.00021457118713399695
169,-0.100201614,0.39552864,-0.7722727,0.84271944,-1.2361038,0.1670233,0,0.031056056584404683
170,-0.100201614,-0.13757037,-0.30483934,-0.6569131,-1.0818536,-0.4044043,0,0.0001569065047742956
171,-0.100201614,-0.13757037,-0.30483934,-0.6569131,-1.0818536,-0.4044043,0,0.0001569065047742956
172,-0.100201614,-0.2264202,-0.30483934,2.3423522,2.5332072,2.1670203,1,0.9999682754608189
173,-0.030830318,-0.2264202,-0.30483934,2.3423522,-0.15635316,4.738445,1,0.9999909351503431
174,-0.065515965,-0.2264202,-0.30483934,2.3423522,2.0862057,4.738445,1,0.9999991719369097
175,-0.100201614,-0.2264202,-0.7722727,0.84271944,-0.18907285,4.738445,1,0.9962124128141744
176,0.17461543,-0.2264202,-0.30483934,-0.6569131,-0.69622844,-0.4044043,0,0.00017922621745680573
177,-0.09308661,-0.31527,-0.30483934,2.3423522,1.323305,1.4657227,1,0.9996722158077299
178,-0.082414106,-0.31527,0.16259405,0.84271944,1.323305,1.4657227,1,0.9527163924866515
179,-0.09219723,-0.31527,-0.30483934,2.3423522,1.323305,1.4657227,1,0.9996718488346673
180,-0.09397598,-0.31527,-0.30483934,2.3423522,1.323305,1.4657227,1,0.9996725823705391
181,-0.089529105,-0.31527,-0.30483934,-0.6569131,0.22882095,1.4657227,0,0.014394297608265924
182,-0.095754735,-0.31527,-0.30483934,-0.6569131,0.22882095,1.4657227,0,0.014505878718138885
183,-0.082414106,-0.31527,0.16259405,0.84271944,0.21045211,1.4657227,0,0.8626253704173118
184,-0.09753349,-0.31527,-0.30483934,-0.6569131,-1.0818536,-0.4044043,0,0.00018164091564840852
185,-0.09753349,-0.31527,-0.30483934,-0.6569131,2.580689,-0.4044043,0,0.008357364269340337
186,0.18261981,0.21782899,-0.30483934,-0.6569131,-1.2361038,3.7098749,0,0.050961399179302716
187,-0.100201614,0.21782899,-0.7722727,0.84271944,-0.18907285,3.7098749,1,0.9716597665590353
188,-0.100201614,0.21782899,-0.30483934,2.3423522,0.33444262,3.7098749,1,0.999961893155325
189,-0.100201614,0.21782899,-0.7722727,0.84271944,-0.18907285,3.7098749,1,0.9716597665590353
190,-0.100201614,0.21782899,-0.7722727,0.84271944,-0.18907285,3.7098749,1,0.9716597665590353
191,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
192,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
193,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
194,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
195,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
196,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
197,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
198,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
199,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
200,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
201,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
202,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
203,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
204,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
205,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
206,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
207,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
208,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
209,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
210,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
211,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
212,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
213,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
214,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
215,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
216,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
217,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
218,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
219,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
220,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
221,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
222,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
223,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
224,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
225,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
226,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
227,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
228,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
229,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
230,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
231,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
232,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.002430700912725703
233,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001638519829893909
234,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.003806870649211286
274,-0.100201614,1.1063274,-0.7722727,0.84271944,-0.6727556,4.738445,1,0.980965177704525
275,-0.100201614,1.1063274,0.16259405,2.3423522,-0.6602367,4.738445,1,0.9999748367211164
276,-0.100201614,1.1063274,0.16259405,2.3423522,-0.5716418,4.738445,1,0.9999770671321712
277,-0.100201614,1.1063274,-0.7722727,0.84271944,-0.6727556,4.738445,1,0.980965177704525
235,-0.100201614,6.259618,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.0001328246182354722
236,-0.100201614,6.259618,6.706661,-0.6569131,-0.6602367,-0.4044043,0,0.0031577815075571804
237,-0.100201614,6.259618,6.239228,-0.6569131,-0.5716418,-0.4044043,0,0.0020121904915558764
238,-0.100201614,0.4843785,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.020978726264452765
239,-0.100201614,0.4843785,-0.7722727,0.092903145,-0.5716418,-0.4044043,0,0.001508889197438469
240,-0.100201614,0.4843785,-0.7722727,0.092903145,-0.5716418,-0.4044043,0,0.001508889197438469
241,-0.100201614,0.4843785,-0.7722727,0.092903145,-0.5716418,-0.4044043,0,0.001508889197438469
242,-0.100201614,0.4843785,-0.7722727,0.092903145,-0.5716418,-0.4044043,0,0.001508889197438469
243,-0.100201614,0.4843785,0.16259405,-0.6569131,-0.6602367,-0.4044043,0,0.0002596750058665479
244,-0.100201614,0.4843785,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.020978726264452765
245,-0.100201614,0.4843785,0.16259405,-0.6569131,-0.6602367,-0.4044043,0,0.0002596750058665479
246,-0.100201614,0.4843785,-0.30483934,-0.6569131,-0.5716418,-0.4044043,0,0.00016529487164589022
247,-0.100201614,0.12897915,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.02846434274034009
248,-0.100201614,0.12897915,-0.30483934,-0.6569131,-0.6602367,-0.4044043,0,0.0002065535590317549
249,-0.100201614,0.12897915,-0.30483934,-0.6569131,-0.5716418,-0.4044043,0,0.00022598959467264965
250,-0.100201614,1.0174775,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.013225790211347437
251,-0.100201614,1.0174775,0.6300274,-0.6569131,-0.6602367,-0.4044043,0,0.00027919939766669975
252,-0.100201614,1.0174775,-0.30483934,-0.6569131,-0.5716418,-0.4044043,0,0.00010339585233538766
253,-0.100201614,1.0174775,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.013225790211347437
254,-0.100201614,1.0174775,0.6300274,-0.6569131,-0.6602367,-0.4044043,0,0.00027919939766669975
255,-0.100201614,1.0174775,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.013225790211347437
256,-0.100201614,1.0174775,0.6300274,-0.6569131,-0.6602367,-0.4044043,0,0.00027919939766669975
257,-0.100201614,0.12897915,-0.7722727,0.84271944,-0.6727556,-0.4044043,0,0.02846434274034009
258,-0.100201614,0.12897915,-0.30483934,-0.6569131,-0.6602367,-0.4044043,0,0.0002065535590317549
