,F25,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F95,F109,F23,F22,F79,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F115,F61,F77,F88,F70,F41,F40,F45,F44,F46,F126,F127,F128,F36,F130,F38,F132,F133,F134,F135,F136,F137,F146,F16,F7,F12,F17,F6,F13,F18,F1,F5,F9,F15,F4,F8,F11,F71,category,1
10,0.19137327,-0.14899357,-0.6037303,-1.3742962,-0.1011239,-0.40391034,-0.072984785,-0.13880432,-0.4209563,-0.2316815,0.1387819,0.95888686,-0.17314029,-0.02245384,-0.27644843,-0.46128032,-0.053857777,-0.33790413,0.30908012,-0.2764343,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,-0.14262088,0.3501744,0.6794086,-0.30475688,-0.16806,0.11515221,0.3813735,0.11515221,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.51035935,-0.46034026,-0.39721727,-0.09003628,-0.4478854,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.002107025,0,8.013474583157761e-05
11,0.19137327,-0.14899357,-0.6037303,-1.3742962,-0.1011239,-0.40391034,-0.072984785,-0.22156027,-0.4209563,-0.2316815,0.1387819,0.95888686,-0.17314029,-0.02245384,-0.27644843,-0.46128032,0.7801899,1.0575148,0.30908012,-0.2764343,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,-0.14262088,0.3501744,0.6794086,-0.30475688,-0.16806,0.11515221,0.3813735,0.11515221,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.51035935,-0.46034026,-0.39721727,-0.09003628,-0.4478854,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.002107025,0,5.283794873033393e-05
12,-1.9809027,-0.14899357,-0.6037303,1.2308939,-0.1011239,-0.30506048,-0.072984785,0.8569772,-0.71481305,-0.75371736,-0.977071,-1.1664817,0.07257642,-0.02245384,-0.6222027,2.0319061,0.36316603,-1.733323,0.30908012,-0.6221855,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.30475688,-0.68180066,-1.455197,-1.9199995,-1.455197,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.65780354,-0.58560437,-0.5771349,-0.09003628,-0.5904788,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.0462668,0,0.00016330308174298616
13,-1.9809027,-0.14899357,-0.6037303,0.9052451,-0.1011239,-0.008510847,-0.072984785,0.86639005,-0.71481305,-0.75371736,-0.977071,-1.9551927,0.07257642,-0.17892902,-0.6222027,-1.0423961,-2.9730246,-0.33790413,0.30908012,-0.6221855,0.29662398,-0.5545398,-0.34821066,-0.5265527,-0.17125078,-1.1849854,-0.34821066,-0.9040411,-1.5637398,-1.1849854,-0.30475688,-0.68180066,-1.455197,-1.9199995,-1.455197,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.65780354,-0.58560437,-0.5771349,-0.09003628,-0.5904788,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,4.1615868,-0.18431383,-0.17189401,2.2548258,-0.20027964,-0.19038214,2.1607478,2.0101879,-0.14512847,-0.40332302,1.9222562,-0.14831778,-0.13667665,-1.0462668,0,6.683282323930576e-07
14,0.6052065,-0.14899357,0.13641186,-0.39734986,-0.1011239,-0.40391034,-0.072984785,-1.8678659,2.2937207,4.6779413,1.4297453,0.95888686,-0.3369514,-0.02245384,1.4523232,-0.967416,-0.8879055,-0.33790413,-0.73051065,1.4523213,-0.7526805,1.4804965,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,-0.30475688,6.6818156,1.5781838,1.2470527,1.5781838,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,6.7252693,6.4379735,5.677145,-0.09003628,5.267109,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,3.8452923,-0.17189401,-0.33172852,4.9930186,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,4.779274,2.869332,0,0.0016776251843793294
15,1.2280463,-0.14899357,0.13641186,-0.23452547,-0.1011239,-0.40391034,-0.072984785,-1.7698901,-0.2810245,0.08319728,0.5432537,0.95888686,-0.3369514,-0.02245384,-0.96795696,-0.967416,-0.8879055,-0.33790413,-0.73051065,-0.96793664,-0.7526805,1.4804965,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,2.7894843,1.5658149,1.5781838,1.2470527,1.5781838,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,0.021991698,0.73845875,-0.1830296,-0.09003628,-1.2077583,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,3.8452923,-0.17189401,-0.33172852,4.9930186,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.5641325,0,0.010917006275662168
16,1.2280463,-0.14899357,-0.6037303,-0.5601742,-0.1011239,-0.40391034,-0.072984785,-1.4733084,-0.51890856,0.21992096,1.7947499,0.95888686,-0.3369514,-0.02245384,-0.96795696,-0.967416,-0.8879055,-0.33790413,-0.73051065,-0.96793664,-0.7526805,1.4804965,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,2.7894843,2.4648612,1.5781838,1.2470527,1.5781838,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.03931404,-0.0131255705,-0.3115422,-0.09003628,-0.07263952,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,2.3582609,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,2.4794023,-0.42272815,-0.14831778,-0.13667665,2.0862124,0,0.0065605230188895206
17,-2.3982193,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-0.2604921,-0.6868267,-0.24411091,1.1303966,-1.951944,0.48210424,23.448822,-0.27644843,2.0319061,0.36316603,-1.733323,0.30908012,-0.2764343,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.09003628,-0.08577312,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,4.8413806,-0.20027964,-0.19038214,-0.36730444,4.40993,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,0.00021722484532158667
18,-2.3982193,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-0.9286292,-0.6868267,-0.24411091,1.1303966,-0.103797294,-0.3369514,-0.02245384,-0.27644843,0.8321773,0.7801899,1.0575148,-0.21071526,-0.2764343,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.09003628,-0.08577312,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,4.093748394239761e-05
19,-2.3982193,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-1.0399854,-0.6868267,-0.24411091,1.1303966,-0.103797294,-0.3369514,-0.02245384,-0.27644843,0.8321773,0.7801899,1.0575148,-0.21071526,-0.2764343,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.09003628,-0.08577312,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,4.1394279983965486e-05
20,-2.3982193,-0.14899357,0.13641186,1.2308939,-0.1011239,-0.40391034,-0.072984785,-0.058026236,-0.6868267,-0.24411091,1.1303966,-0.011389988,0.48210424,23.605297,-0.27644843,0.8321773,0.7801899,1.0575148,0.30908012,-0.2764343,0.29662398,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.09003628,-0.08577312,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,2.3582609,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,2.4794023,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,6.679982546217285e-05
21,0.19137327,-0.14899357,0.13641186,0.57959634,-0.1011239,-0.40391034,-0.072984785,-0.2776093,-0.20756029,0.23235038,0.6737429,-1.5408365,-0.3369514,-0.17892902,-0.27644843,2.0319061,0.36316603,-1.733323,-0.21071526,-0.2764343,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.30475688,-0.03962484,0.26188272,0.4783241,0.26188272,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.07113094,-0.43726528,-0.47432482,-0.09003628,0.57465965,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,4.8413806,-0.20027964,-0.19038214,-0.36730444,4.40993,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,0.5199728,0,2.4165961620229378e-05
22,0.19137327,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,0.58972764,-0.20756029,0.23235038,0.6737429,-0.95394486,-0.3369514,-0.02245384,-0.27644843,-0.967416,-1.7219532,-1.733323,-0.21071526,-0.2764343,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,-0.30475688,0.2600572,0.78849816,0.72998303,0.78849816,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.07113094,-0.43726528,-0.47432482,-0.09003628,0.57465965,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,2.3582609,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,2.4794023,-0.42272815,-0.14831778,-0.13667665,1.0420527,0,1.6130131248235383e-05
23,0.19137327,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-0.8077995,-0.20756029,0.23235038,0.6737429,-0.103797294,-0.3369514,-0.02245384,-0.27644843,0.8321773,0.7801899,1.0575148,-0.21071526,-0.2764343,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.30475688,0.3884924,1.0888445,0.79186636,1.0888445,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.07113094,-0.43726528,-0.47432482,-0.09003628,0.57465965,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.0420527,0,3.773036222857611e-05
24,0.19137327,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-0.98724854,-0.20756029,0.23235038,0.6737429,-0.103797294,-0.25504583,-0.02245384,-0.27644843,0.8321773,0.7801899,1.0575148,-0.21071526,-0.2764343,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.30475688,0.3884924,1.0888445,0.79186636,1.0888445,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.07113094,-0.43726528,-0.47432482,-0.09003628,0.57465965,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.0420527,0,3.733778569801261e-05
25,0.4707455,-0.14899357,-0.6037303,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-0.568549,1.0553243,0.7833882,-0.16838367,-0.103797294,-0.3369514,-0.02245384,-0.4493256,-0.42378882,-0.053857777,-0.33790413,-0.21071526,-0.4493098,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,-0.9040411,0.3501744,0.9465304,-0.30475688,1.1376976,0.11515221,0.3813735,0.11515221,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,0.6102164,0.9571215,0.29675072,-0.09003628,-0.15894607,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,0.25893292,0,1.5538750172785723e-05
26,0.4707455,-0.14899357,-0.6037303,-0.07170111,-0.1011239,-0.008510847,-0.072984785,-0.7469065,1.0553243,0.7833882,-0.16838367,0.7994842,-0.3369514,-0.02245384,-0.4493256,-0.42378882,-0.053857777,-0.33790413,-0.21071526,-0.4493098,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,-0.9040411,0.3501744,0.9465304,-0.30475688,1.1162918,0.113965064,0.3806859,0.113965064,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,0.6102164,0.9571215,0.29675072,-0.09003628,-0.15894607,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,0.25893292,0,1.057020387600967e-05
27,0.4707455,-0.14899357,-0.6037303,-0.07170111,-0.1011239,-0.008510847,-0.072984785,-0.8287755,1.0553243,0.7833882,-0.16838367,0.7994842,0.5640098,-0.02245384,-0.4493256,-0.42378882,-0.053857777,-0.33790413,-0.21071526,-0.4493098,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,-0.9040411,0.3501744,0.9465304,-0.30475688,1.394568,0.3039075,0.49963945,0.3039075,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,0.6102164,0.9571215,0.29675072,-0.09003628,-0.15894607,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,0.7810128,0,7.585509658500254e-06
28,-2.1571648,-0.14899357,-0.6037303,-0.07170111,-0.1011239,-0.40391034,-0.072984785,0.8805093,-0.9911784,-0.7744331,-0.013335474,-1.1664817,0.31829312,-0.02245384,-0.7950798,-0.89243287,-0.47088164,-0.33790413,-0.21071526,-0.7951378,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,-0.14262088,0.3501744,0.6794086,-0.30475688,-0.7246124,-1.4725293,-2.0939605,-1.4725293,-0.6991447,-0.12017847,-0.6742548,-0.7387583,-0.36697465,-0.6585795,-0.58560437,-0.58570236,-0.09003628,-0.592355,-0.10301927,0.18244214,0.37008756,0.030627463,0.24755852,-0.18996717,2.063957,-0.026812648,-0.4008796,-0.19129245,-0.18431383,-0.17189401,-0.33172852,-0.20027964,-0.19038214,-0.36730444,-0.38955462,-0.14512847,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.3073068,0,2.4084705591546465e-05
