,F34,F103,F105,F109,F113,F116,F117,F118,F119,F120,F110,F122,F115,F88,F46,F128,F136,F137,F13,F5,category,1
19,-0.07170111,-0.24411091,-0.103797294,0.8321773,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,0.3501744,-0.30475688,-2.3318677,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.2385200387812862e-05
20,1.2308939,-0.24411091,-0.011389988,0.8321773,0.29662398,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,0.3501744,-0.30475688,-2.3318677,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,-0.38955462,0,9.513761824399573e-06
21,0.57959634,0.23235038,-1.5408365,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,0.4783241,-0.36697465,-0.47432482,-0.18996717,2.063957,-0.20027964,4.40993,0,3.26596114129014e-05
22,-0.07170111,0.23235038,-0.95394486,-0.967416,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,0.72998303,-0.36697465,-0.47432482,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.8172296354176393e-05
23,-0.07170111,0.23235038,-0.103797294,0.8321773,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,0.3501744,-0.30475688,0.79186636,-0.36697465,-0.47432482,-0.18996717,2.063957,-0.20027964,-0.38955462,0,4.0691928833787906e-05
24,-0.07170111,0.23235038,-0.103797294,0.8321773,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,0.3501744,-0.30475688,0.79186636,-0.36697465,-0.47432482,-0.18996717,2.063957,-0.20027964,-0.38955462,0,4.0691928833787906e-05
25,-0.07170111,0.7833882,-0.103797294,-0.42378882,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,-0.30475688,0.3813735,-0.36697465,0.29675072,-0.18996717,2.063957,-0.20027964,-0.38955462,0,2.9163613859685866e-06
26,-0.07170111,0.7833882,0.7994842,-0.42378882,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,-0.30475688,0.3806859,-0.36697465,0.29675072,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.8228539988528052e-06
27,-0.07170111,0.7833882,0.7994842,-0.42378882,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,-0.30475688,0.49963945,-0.36697465,0.29675072,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.8847542246176826e-06
28,-0.07170111,-0.7744331,-1.1664817,-0.89243287,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-2.0939605,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,-0.38955462,0,6.730469644802404e-06
29,-0.07170111,-0.19853635,-0.103797294,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,0.76711303,-0.36697465,-0.50002736,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.00011375558743704708
30,-0.07170111,-0.19853635,-0.103797294,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,0.76711303,-0.36697465,-0.50002736,-0.18996717,2.063957,-0.20027964,2.0101879,0,4.378778449751787e-05
31,0.57959634,-0.8200076,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-1.1567715,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,-0.38955462,0,6.705936292533588e-05
32,-0.07170111,-0.40155032,-0.95394486,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,0.71760637,-0.36697465,-0.4229198,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0001623301609276705
33,-0.07170111,-0.40155032,-0.95394486,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,0.71760637,-0.36697465,-0.4229198,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0001623301609276705
34,-0.07170111,-0.049383253,-2.0064814,-0.7612125,0.29662398,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,0.6227186,-0.36697465,-0.45718983,-0.18996717,2.063957,-0.20027964,2.0101879,0,5.407262193848038e-06
35,-1.3742962,-0.049383253,0.95888686,-0.7612125,0.29662398,-0.5545398,2.3480036,0.6084233,0.5234678,0.77764183,2.3480036,1.2008175,-0.30475688,0.61790544,-0.36697465,-0.45718983,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.000941969426920259
36,0.57959634,-0.049383253,-0.6351395,-0.5737549,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,0.6227186,-0.36697465,-0.45718983,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.4961344210449536e-05
37,-0.07170111,-0.049383253,-1.5460118,-0.46128032,-0.22826111,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,0.3501744,-0.30475688,0.52301764,-0.36697465,-0.45718983,-0.18996717,2.063957,-0.20027964,-0.38955462,0,6.601247999867596e-05
38,-0.07170111,-0.049383253,-1.5460118,-0.46128032,-0.22826111,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,0.3501744,-0.30475688,-1.0247538,-0.36697465,-0.45718983,-0.18996717,2.063957,-0.20027964,-0.38955462,0,4.2749517060101244e-05
39,0.9052451,-0.049383253,-1.0215702,0.40102473,-0.22826111,-0.5545398,-0.2560324,-0.46529418,0.5234678,0.77764183,-0.2560324,1.2008175,-0.30475688,-0.02636902,-0.36697465,-0.45718983,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.68730509331609e-05
40,-1.3742962,2.7265215,0.95888686,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.07514721,0.2578324,-0.9326163,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,7.310044742303973e-05
41,-1.3742962,2.7265215,0.95888686,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.07514721,0.2578324,-0.9326163,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,7.310044742303973e-05
42,-1.3742962,2.7265215,0.95888686,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.07514721,0.2578324,-0.9326163,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,7.310044742303973e-05
43,-0.07170111,2.7265215,-0.103797294,-0.87368715,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,0.2578324,0.6708501,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,3.2875055183346736e-05
44,1.2308939,2.7265215,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,0.2578324,-0.66239226,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0007780484590075913
45,2.0450156,2.7265215,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,0.2578324,-0.0284318,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0006794065897052507
46,-0.7229986,2.7265215,0.95888686,-0.87368715,-0.7526805,1.4804965,6.122704,1.0299858,2.857456,0.9465304,6.122704,0.3501744,0.2578324,0.6852895,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,1,0.962132805372209
47,-0.07170111,2.7265215,-0.103797294,0.08234683,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.77764183,0.123258606,1.2008175,0.2578324,1.2305505,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.009459824412123606
48,-0.39734986,2.7265215,0.42754474,0.08234683,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.77764183,0.123258606,1.2008175,0.2578324,1.2305505,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.00814592086193244
49,-0.39734986,2.7265215,0.42754474,0.08234683,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.77764183,0.123258606,1.2008175,0.2578324,1.2305505,-0.36697465,2.0702245,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.00814592086193244
50,-0.07170111,-0.6915702,-0.6351395,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.07514721,-0.30475688,-0.098566264,-0.36697465,-0.38008228,-0.18996717,2.063957,-0.20027964,-0.38955462,0,3.4237557975089455e-06
51,-1.3742962,-0.6915702,0.95888686,-0.46128032,-0.22826111,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,0.3501744,-0.30475688,-2.3318677,-0.36697465,-0.38008228,-0.18996717,2.063957,-0.20027964,-0.38955462,0,9.745886548349492e-06
52,1.2308939,-0.6915702,0.7136521,-1.0049075,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,0.01626173,-0.36697465,-0.38008228,-0.18996717,2.063957,-0.20027964,-0.38955462,0,3.0848957699103204e-06
53,1.2308939,-0.73300165,-1.1664817,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-2.3318677,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,2.0101879,0,1.3854896757213081e-05
54,0.25394762,1.8398893,-1.537023,-1.0423961,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.17125078,-1.1849854,-0.34821066,-1.5637398,-0.30475688,-0.6321382,-0.36697465,2.3186824,-0.18996717,2.063957,-0.20027964,-0.38955462,0,2.6714602261628368e-05
55,-1.3742962,1.8398893,0.95888686,-0.31131428,0.29662398,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.6197615,-0.36697465,2.3186824,-0.18996717,2.063957,-0.20027964,-0.38955462,0,4.385729249289582e-05
56,-1.3742962,1.8398893,0.95888686,-0.31131428,0.29662398,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.6403893,-0.36697465,2.3186824,-0.18996717,2.063957,-0.20027964,-0.38955462,0,4.3604064928471695e-05
57,0.57959634,-0.60042113,-0.31633413,-0.89243287,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,0.09120934,-0.36697465,-0.5342974,-0.18996717,2.063957,-0.20027964,-0.38955462,0,7.0038926192290856e-06
58,-1.3742962,-0.60042113,0.95888686,-0.967416,1.8705814,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,0.09120934,-0.36697465,-0.5342974,-0.18996717,2.063957,-0.20027964,-0.38955462,0,6.719098518540606e-06
59,-1.3742962,-0.60042113,0.95888686,-0.31131428,1.8705814,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,0.09120934,-0.36697465,-0.5342974,-0.18996717,2.063957,-0.20027964,-0.38955462,0,8.385581190051257e-06
60,-1.3742962,-0.60042113,0.95888686,-0.31131428,1.8705814,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,0.09120934,-0.36697465,-0.5342974,-0.18996717,2.063957,-0.20027964,-0.38955462,0,8.385581190051257e-06
61,-1.3742962,-0.60042113,0.95888686,-0.31131428,1.8705814,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,0.09120934,-0.36697465,-0.5342974,-0.18996717,2.063957,-0.20027964,-0.38955462,0,8.385581190051257e-06
62,-1.3742962,-0.60042113,0.95888686,-0.31131428,1.8705814,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,0.09120934,-0.36697465,-0.5342974,-0.18996717,2.063957,-0.20027964,-0.38955462,0,8.385581190051257e-06
63,-0.07170111,-0.60042113,-0.103797294,-0.5737549,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,1.123286,-0.36697465,-0.5342974,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.1991511293564337e-05
64,-0.07170111,-0.509272,-0.103797294,0.08234683,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.77764183,0.123258606,1.2008175,-0.30475688,0.76436263,-0.36697465,-0.50002736,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.00023305294593166422
65,1.8821913,0.659094,-1.5948086,2.0319061,-0.22826111,3.5155332,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,1.2423636,0.63578284,-0.36697465,0.5023709,-0.18996717,2.063957,-0.20027964,-0.38955462,1,0.9492532596293661
66,1.2308939,0.659094,-1.7989198,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,1.2423636,0.86475116,-0.36697465,0.5023709,-0.18996717,2.063957,-0.20027964,2.0101879,0,0.0008311969001668825
67,-1.3742962,0.659094,0.95888686,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,1.2423636,1.1335999,-0.36697465,0.5023709,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.00013857575101626637
68,0.57959634,0.659094,-1.7461275,-0.9111787,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,1.2423636,1.0950947,-0.36697465,0.5023709,-0.18996717,2.063957,-0.20027964,-0.38955462,0,8.889132248750255e-05
69,-0.07170111,4.6779413,-1.6495199,-0.9111787,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-2.386875,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0032010923747623414
70,-0.07170111,4.6779413,-0.103797294,-0.42378882,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,-0.30475688,1.2016716,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0004161262918230212
71,-0.07170111,4.6779413,-0.103797294,-0.42378882,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,-0.30475688,1.2016716,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0004161262918230212
72,-0.07170111,4.6779413,0.5161018,-1.0236533,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,1.2470527,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0028349728859132068
73,-1.3742962,4.6779413,0.95888686,-1.0049075,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,0.71073043,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0024197425377772285
74,-1.3742962,4.6779413,0.95888686,-1.0049075,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,0.71073043,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0032186917554854447
75,0.57959634,4.6779413,-1.8465996,-0.9111787,0.29662398,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-1.1505833,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.005187518919381032
76,0.57959634,4.6779413,-0.40742135,-0.46128032,-0.22826111,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,0.3501744,-0.30475688,0.43088016,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.007067779217193001
77,-0.07170111,4.6779413,-0.69890064,-1.0236533,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,-0.8707329,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0029424497765670765
78,-1.3742962,4.6779413,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-2.386875,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0016492329926375091
79,-1.3742962,4.6779413,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-2.386875,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0016492329926375091
80,-1.3742962,4.6779413,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-2.386875,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.0016492329926375091
81,0.41677198,4.6779413,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-1.9179368,-0.36697465,5.677145,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.02340921238367336
82,-0.07170111,-0.8158645,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.48430577,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.00010432213180537568
83,1.2308939,-0.50098574,-1.1664817,2.0319061,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-1.1884009,-0.36697465,-0.50002736,-0.18996717,2.063957,-0.20027964,-0.38955462,0,7.810070567401618e-05
84,-1.3742962,-0.50098574,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-1.1884009,-0.36697465,-0.50002736,-0.18996717,2.063957,-0.20027964,-0.38955462,0,6.896409413353341e-06
85,-1.3742962,-0.50098574,0.95888686,-0.34880576,0.29662398,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-1.1884009,-0.36697465,-0.50002736,-0.18996717,2.063957,-0.20027964,-0.38955462,0,9.180793783127621e-06
86,-1.3742962,-0.50098574,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-1.1884009,-0.36697465,-0.50002736,-0.18996717,2.063957,-0.20027964,-0.38955462,0,6.896409413353341e-06
87,-0.07170111,-0.6501388,-0.103797294,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.07514721,-0.30475688,-0.04149606,-0.36697465,-0.48289233,-0.18996717,2.063957,-0.20027964,-0.38955462,0,2.567360475724556e-06
88,-0.07170111,-0.6501388,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-1.1505833,-0.36697465,-0.48289233,-0.18996717,2.063957,-0.20027964,-0.38955462,0,9.952038277046479e-05
89,0.57959634,-0.8200076,0.06623222,2.0319061,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-1.3699254,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,-0.38955462,0,4.053665380788928e-05
90,0.57959634,-0.8200076,-1.559675,2.0319061,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-1.3699254,-0.36697465,-0.58570236,-0.18996717,2.063957,-0.20027964,2.0101879,0,3.634215317022491e-05
91,1.2308939,1.8937502,-1.0029918,-0.94867015,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,0.50445265,-0.36697465,-0.39721727,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.0168493924537279e-05
92,0.57959634,1.8937502,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,-0.30475688,-0.615636,-0.36697465,-0.39721727,-0.18996717,2.063957,-0.20027964,-0.38955462,0,0.00010917157240590153
93,-0.07170111,1.8937502,0.74635005,-1.0423961,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,0.6110295,-0.36697465,-0.39721727,-0.18996717,2.063957,-0.20027964,-0.38955462,0,1.8094110799866928e-05
