,F34,F103,F105,F109,F113,F116,F117,F118,F119,F120,F110,F122,F115,F46,F136,F137,F5,category,1
63,-0.07170111,-0.60042113,-0.103797294,-0.5737549,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,1.2827877287347837e-05
64,-0.07170111,-0.509272,-0.103797294,0.08234683,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.77764183,0.123258606,1.2008175,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00029934096574271067
65,1.8821913,0.659094,-1.5948086,2.0319061,-0.22826111,3.5155332,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,1.2423636,-0.36697465,-0.18996717,2.063957,-0.38955462,1,0.9402951593310274
66,1.2308939,0.659094,-1.7989198,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,1.2423636,-0.36697465,-0.18996717,2.063957,2.0101879,0,0.0004882921231295824
67,-1.3742962,0.659094,0.95888686,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,1.2423636,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00010513482868740967
68,0.57959634,0.659094,-1.7461275,-0.9111787,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,1.2423636,-0.36697465,-0.18996717,2.063957,-0.38955462,0,5.885939002148797e-05
69,-0.07170111,4.6779413,-1.6495199,-0.9111787,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.0007766867921714379
70,-0.07170111,4.6779413,-0.103797294,-0.42378882,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,4.430863131885709e-05
71,-0.07170111,4.6779413,-0.103797294,-0.42378882,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,0.9465304,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,4.430863131885709e-05
72,-0.07170111,4.6779413,0.5161018,-1.0236533,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00025911561945057886
73,-1.3742962,4.6779413,0.95888686,-1.0049075,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00026107120142658026
74,-1.3742962,4.6779413,0.95888686,-1.0049075,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00035133118649187953
75,0.57959634,4.6779413,-1.8465996,-0.9111787,0.29662398,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.0008894982298102994
76,0.57959634,4.6779413,-0.40742135,-0.46128032,-0.22826111,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.0007583504062314557
77,-0.07170111,4.6779413,-0.69890064,-1.0236533,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.0004899922537950932
78,-1.3742962,4.6779413,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.000420106459233804
79,-1.3742962,4.6779413,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.000420106459233804
80,-1.3742962,4.6779413,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.000420106459233804
81,0.41677198,4.6779413,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.005324498206284378
82,-0.07170111,-0.8158645,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00018420494603072138
83,1.2308939,-0.50098574,-1.1664817,2.0319061,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.000138920057971379
84,-1.3742962,-0.50098574,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,1.4551756103819442e-05
85,-1.3742962,-0.50098574,0.95888686,-0.34880576,0.29662398,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,1.9584395339772418e-05
86,-1.3742962,-0.50098574,0.95888686,-0.34880576,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,1.4551756103819442e-05
87,-0.07170111,-0.6501388,-0.103797294,-0.61124647,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.07514721,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,3.7081686813749583e-06
88,-0.07170111,-0.6501388,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00020513135690805977
89,0.57959634,-0.8200076,0.06623222,2.0319061,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,7.707849431201741e-05
90,0.57959634,-0.8200076,-1.559675,2.0319061,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-0.36697465,-0.18996717,2.063957,2.0101879,0,6.178750074384554e-05
91,1.2308939,1.8937502,-1.0029918,-0.94867015,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,1.4357047728856496e-05
92,0.57959634,1.8937502,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00028169500613414706
93,-0.07170111,1.8937502,0.74635005,-1.0423961,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.2008175,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,2.777607718431842e-05
94,0.57959634,1.8937502,-1.3365113,-1.0049075,-0.22826111,-0.5545398,2.0484245,1.7153752,-0.17125078,-1.1849854,2.0484242,-1.5637398,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.0009737921387561119
95,-0.07170111,1.8937502,0.95888686,-1.0236533,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.0007934136751804904
96,-0.07170111,1.8937502,0.95888686,-1.0236533,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.0007934136751804904
97,0.25394762,0.16606012,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,-0.30475688,-0.36697465,-0.18996717,2.063957,2.0101879,0,3.578086541218899e-05
98,0.25394762,0.16606012,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00010472886108706505
99,0.25394762,0.16606012,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00010472886108706505
100,-0.07170111,0.16606012,0.95888686,-0.29256848,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,-1.1384512,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00011954548558814789
101,0.57959634,-0.5217014,-1.8749379,-0.46128032,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,7.533963292876804e-05
102,0.57959634,-0.5217014,-0.8122536,-0.46128032,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,4.314613780826195e-05
103,-0.07170111,0.1950621,-1.0628052,0.8321773,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,8.759283155726819e-05
104,0.9052451,-0.7910056,-0.4992791,-0.85494137,-0.22826111,-0.5545398,1.6126726,0.43395585,0.5234678,0.77764183,1.6126724,1.2008175,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00014228381583862105
105,1.3937181,-0.7910056,0.95888686,-0.27382272,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-1.7764336,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00010320907914227907
106,-1.3742962,-0.7910056,0.95888686,0.8321773,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,0.3501744,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,2.7146490802579866e-05
107,-0.07170111,-0.2233952,-0.103797294,2.0319061,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.07514721,-0.30475688,-0.36697465,-0.18996717,2.063957,-0.38955462,0,0.00012018845782121324
108,2.5334888,-0.7827194,-1.4877584,-0.61124647,1.3459289,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.07514721,-0.30475688,-0.36697465,-1.0243026,0.13224095,-0.38955462,0,1.4940293111185582e-05
