,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F10,F19,F15,F4,F8,F11,F71,category,1
10,0.19137327,0.0011609646,-0.094322294,-0.14899357,-0.6037303,-1.3742962,-0.1011239,-0.40391034,-0.072984785,-0.13880432,-0.4209563,-0.2316815,0.1387819,0.95888686,-0.17314029,-0.02245384,-0.17423551,-0.27644843,-0.46128032,-0.053857777,-0.33790413,0.30908012,-0.17423555,-0.2764343,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,-0.14262088,0.3501744,0.6794086,-0.3028131,-0.30475688,-0.16806,0.11515221,0.3813735,0.11515221,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.51035935,-0.46034026,-0.39721727,-0.4969905,-0.09003628,-0.4478854,-0.08824511,2.2795787,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.25584984,-0.25586417,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.002107025,0,5.941905598791009e-05
11,0.19137327,0.0011609646,-0.094322294,-0.14899357,-0.6037303,-1.3742962,-0.1011239,-0.40391034,-0.072984785,-0.22156027,-0.4209563,-0.2316815,0.1387819,0.95888686,-0.17314029,-0.02245384,-0.17423551,-0.27644843,-0.46128032,0.7801899,1.0575148,0.30908012,-0.17423555,-0.2764343,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.6794086,0.10115841,-0.14262088,0.3501744,0.6794086,-0.3028131,-0.30475688,-0.16806,0.11515221,0.3813735,0.11515221,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.51035935,-0.46034026,-0.39721727,-0.4969905,-0.09003628,-0.4478854,-0.08824511,2.2795787,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.25584984,-0.25586417,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.002107025,0,3.9156506825690536e-05
12,-1.9809027,-0.04128083,-0.60034966,-0.14899357,-0.6037303,1.2308939,-0.1011239,-0.30506048,-0.072984785,0.8569772,-0.71481305,-0.75371736,-0.977071,-1.1664817,0.07257642,-0.02245384,-0.17423551,-0.6222027,2.0319061,0.36316603,-1.733323,0.30908012,-0.17423555,-0.6221855,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.3028131,-0.30475688,-0.68180066,-1.455197,-1.9199995,-1.455197,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.65780354,-0.58560437,-0.5771349,-0.64082515,-0.09003628,-0.5904788,-0.08824511,-1.156393,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.25771827,-0.25773045,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.0462668,0,0.00019508953544798677
13,-1.9809027,1.4866238,-0.60034966,-0.14899357,-0.6037303,0.9052451,-0.1011239,-0.008510847,-0.072984785,0.86639005,-0.71481305,-0.75371736,-0.977071,-1.9551927,0.07257642,-0.17892902,-0.17423551,-0.6222027,-1.0423961,-2.9730246,-0.33790413,0.30908012,-0.17423555,-0.6221855,0.29662398,-0.5545398,-0.34821066,-0.5265527,-0.17125078,-1.1849854,-0.34821066,-0.9040411,-1.5637398,-1.1849854,-0.3028131,-0.30475688,-0.68180066,-1.455197,-1.9199995,-1.455197,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.65780354,-0.58560437,-0.5771349,-0.64082515,-0.09003628,-0.5904788,-0.08824511,-1.156393,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.25771827,-0.25773045,-0.026735352,-0.026812648,-0.4008796,-0.38638768,4.1615868,-0.18431383,-0.17189401,-0.36700165,2.2548258,-0.20027964,-0.19038214,-0.09513031,2.1607478,2.0101879,-0.14512847,-0.029961083,-0.06000301,-0.40332302,1.9222562,-0.14831778,-0.13667665,-1.0462668,0,8.203733635097837e-07
14,0.6052065,-0.55058235,4.249079,-0.14899357,0.13641186,-0.39734986,-0.1011239,-0.40391034,-0.072984785,-1.8678659,2.2937207,4.6779413,1.4297453,0.95888686,-0.3369514,-0.02245384,-0.17423551,1.4523232,-0.967416,-0.8879055,-0.33790413,-0.73051065,-0.17423555,1.4523213,-0.7526805,1.4804965,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,-0.3028131,-0.30475688,6.6818156,1.5781838,1.2470527,1.5781838,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,6.7252693,6.4379735,5.677145,6.7217383,-0.09003628,5.267109,-0.08824511,1.8194394,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.27453417,-0.27452707,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,3.8452923,-0.17189401,-0.36700165,-0.33172852,4.9930186,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,4.779274,2.869332,0,0.0019832652460231733
15,1.2280463,-0.55058235,0.20086032,-0.14899357,0.13641186,-0.23452547,-0.1011239,-0.40391034,-0.072984785,-1.7698901,-0.2810245,0.08319728,0.5432537,0.95888686,-0.3369514,-0.02245384,-0.17423551,-0.96795696,-0.967416,-0.8879055,-0.33790413,-0.73051065,-0.17423555,-0.96793664,-0.7526805,1.4804965,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,-0.3028131,2.7894843,1.5658149,1.5781838,1.2470527,1.5781838,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,0.021991698,0.73845875,-0.1830296,0.30051726,-0.09003628,-1.2077583,-0.08824511,0.7752716,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,0.26357493,0.26296443,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,3.8452923,-0.17189401,-0.36700165,-0.33172852,4.9930186,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.5641325,0,0.010169594893384364
16,1.2280463,-0.55058235,0.20086032,-0.14899357,-0.6037303,-0.5601742,-0.1011239,-0.40391034,-0.072984785,-1.4733084,-0.51890856,0.21992096,1.7947499,0.95888686,-0.3369514,-0.02245384,-0.17423551,-0.96795696,-0.967416,-0.8879055,-0.33790413,-0.73051065,-0.17423555,-0.96793664,-0.7526805,1.4804965,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,-0.3028131,2.7894843,2.4648612,1.5781838,1.2470527,1.5781838,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.03931404,-0.0131255705,-0.3115422,-0.04380074,-0.09003628,-0.07263952,-0.08824511,0.6459847,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.25584984,-0.25586417,-0.026735352,-0.026812648,2.3582609,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,2.4794023,-0.42272815,-0.14831778,-0.13667665,2.0862124,0,0.005990772427705226
17,-2.3982193,0.4255789,-0.55818075,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-0.2604921,-0.6868267,-0.24411091,1.1303966,-1.951944,0.48210424,23.448822,-0.17423551,-0.27644843,2.0319061,0.36316603,-1.733323,0.30908012,-0.17423555,-0.2764343,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.3028131,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.52310205,-0.09003628,-0.08577312,-0.08824511,1.5212598,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.18858619,-0.18867773,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,4.8413806,-0.20027964,-0.19038214,-0.09513031,-0.36730444,4.40993,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,0.0001554124246609206
18,-2.3982193,-0.48691964,-0.55818075,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-0.9286292,-0.6868267,-0.24411091,1.1303966,-0.103797294,-0.3369514,-0.02245384,-0.17423551,-0.27644843,0.8321773,0.7801899,1.0575148,-0.21071526,-0.17423555,-0.2764343,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.3028131,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.52310205,-0.09003628,-0.08577312,-0.08824511,1.5212598,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.18858619,-0.18867773,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,3.563384317566464e-05
19,-2.3982193,-0.48691964,-0.55818075,-0.14899357,0.13641186,-0.07170111,-0.1011239,-0.40391034,-0.072984785,-1.0399854,-0.6868267,-0.24411091,1.1303966,-0.103797294,-0.3369514,-0.02245384,-0.17423551,-0.27644843,0.8321773,0.7801899,1.0575148,-0.21071526,-0.17423555,-0.2764343,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.3028131,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.52310205,-0.09003628,-0.08577312,-0.08824511,1.5212598,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.18858619,-0.18867773,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,3.600061114990512e-05
20,-2.3982193,-0.06250172,-0.55818075,-0.14899357,0.13641186,1.2308939,-0.1011239,-0.40391034,-0.072984785,-0.058026236,-0.6868267,-0.24411091,1.1303966,-0.011389988,0.48210424,23.605297,-0.17423551,-0.27644843,0.8321773,0.7801899,1.0575148,0.30908012,-0.17423555,-0.2764343,0.29662398,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.3028131,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.44982964,-0.5867032,-0.58570236,-0.52310205,-0.09003628,-0.08577312,-0.08824511,1.5212598,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.18858619,-0.18867773,-0.026735352,-0.026812648,2.3582609,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,2.4794023,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,4.858904103476423e-05
21,0.19137327,0.3831371,0.5382119,-0.14899357,0.13641186,0.57959634,-0.1011239,-0.40391034,-0.072984785,-0.2776093,-0.20756029,0.23235038,0.6737429,-1.5408365,-0.3369514,-0.17892902,-0.17423551,-0.27644843,2.0319061,0.36316603,-1.733323,-0.21071526,-0.17423555,-0.2764343,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.3028131,-0.30475688,-0.03962484,0.26188272,0.4783241,0.26188272,-0.6991447,-0.12017847,-0.47922447,-0.59064424,-0.6742548,-0.7387583,-0.36697465,-0.07113094,-0.43726528,-0.47432482,-0.24118613,-0.09003628,0.57465965,-0.08824511,0.5338239,-0.10301927,0.18244214,-0.067115605,0.37008756,0.030627463,-0.076169066,0.24755852,-0.18996717,2.063957,-0.18858619,-0.18867773,-0.026735352,-0.026812648,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,4.8413806,-0.20027964,-0.19038214,-0.09513031,-0.36730444,4.40993,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,0.5199728,0,2.2259836510375496e-05
