,F113,F116,F117,F118,F119,F110,F122,F115,F136,category,1
97,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,-0.34821066,-1.1384512,-0.30475688,-0.18996717,0,0.0005156616392319233
98,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,-0.34821066,-1.1384512,-0.30475688,-0.18996717,0,0.0005156616392319233
99,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,-0.34821066,-1.1384512,-0.30475688,-0.18996717,0,0.0005156616392319233
100,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,-0.34821066,-1.1384512,-0.30475688,-0.18996717,0,0.0005156616392319233
101,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,-0.30475688,-0.18996717,0,0.00020368762384825016
102,0.29662398,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,-0.30475688,-0.18996717,0,0.00020368762384825016
103,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,-0.13464919,0.3501744,-0.30475688,-0.18996717,0,0.00010713610058150324
104,-0.22826111,-0.5545398,1.6126726,0.43395585,0.5234678,1.6126724,1.2008175,-0.30475688,-0.18996717,0,0.0010566538726886757
105,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,-0.18996717,0,0.0027709886191385727
106,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,-0.13464919,0.3501744,-0.30475688,-0.18996717,0,0.00010713610058150324
107,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,-0.18996717,0,0.000532911880842875
108,1.3459289,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-0.34821066,-0.07514721,-0.30475688,-1.0243026,0,7.099212917471898e-05
109,1.3459289,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,-0.30475688,-1.0243026,0,0.0002262864532900724
118,-0.22826111,3.5155332,6.8416944,-0.5265527,0.5234678,6.8416944,1.2008175,2.7894843,-0.8392951,1,0.9999616728667015
135,-0.7526805,1.4804965,6.122704,1.0299858,2.857456,6.122704,0.3501744,2.7894843,-0.98870736,1,0.9459942102343695
110,1.3459289,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,-0.30475688,-1.0243026,0,0.00035604951153852393
111,1.3459289,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,-0.30475688,-1.0243026,0,0.00035604951153852393
112,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,-0.34821066,0.3501744,-0.30475688,-0.8392951,0,6.776608978356439e-06
113,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,-0.8392951,0,0.0005590646258088383
114,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,-0.8392951,0,0.0027681542349444477
115,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,-0.34821066,-1.1384512,-0.30475688,-0.8392951,0,0.00046071208307212996
116,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,-0.8392951,0,7.885985620690091e-05
117,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,-0.8392951,0,2.8672840081122396e-05
119,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,2.7894843,-0.8392951,0,0.04393679212786497
120,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,-0.8392951,0,0.0005590646258088383
121,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.17125078,-0.34821066,-1.5637398,-0.30475688,-0.8392951,0,1.5339287257280442e-05
122,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.17125078,-0.34821066,-1.5637398,-0.30475688,-0.8392951,0,1.5339287257280442e-05
123,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-0.34821066,-0.07514721,-0.30475688,-0.8392951,0,4.6344255969837e-05
124,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,-0.9923987,0,0.0025680176722232607
125,-0.22826111,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,-0.30475688,-0.93421584,0,0.00014336426179299157
126,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,-0.13464919,0.3501744,-0.30475688,-0.93421584,0,0.00010255398474561881
127,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,-0.13464919,0.3501744,-0.30475688,-0.93421584,0,0.00010255398474561881
128,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,-1.0061975,0,0.0005150583219920776
129,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,-1.0061975,0,0.0005150583219920776
130,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,-1.0061975,0,0.001339255983178076
131,-0.7526805,1.4804965,-0.34821066,-0.5265527,1.8295028,-0.34821066,-1.1384512,-0.30475688,-1.0061975,0,0.0004244442295147811
132,0.29662398,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,-1.0061975,0,3.630894986773529e-05
133,0.29662398,-0.5545398,2.3480036,0.6084233,0.5234678,2.3480036,1.2008175,-0.30475688,-1.0061975,0,0.003411035777120555
134,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,-1.0061975,0,7.264972105207374e-05
136,-0.22826111,-0.5545398,3.2467418,0.5171034,-0.43945664,3.2467418,0.3501744,2.7894843,-0.98870736,0,0.09470827713425704
137,-0.22826111,-0.5545398,0.45066768,-0.048274774,0.5234678,0.45066765,1.2008175,-0.30475688,-0.98870736,0,0.00022032934273317185
138,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,-0.98870736,0,7.327686441068404e-05
139,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,-0.34821066,1.2008175,-0.30475688,-0.9727993,0,6.832160209587224e-05
140,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,-0.13464919,0.3501744,-0.30475688,-1.0057579,0,9.901105092235252e-05
141,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,1.5280974,0,0.00025240169262971126
142,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0017874732809053987
143,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0017874732809053987
144,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
145,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
146,-0.22826111,-0.5545398,-0.2560324,-0.46529418,0.5234678,-0.2560324,1.2008175,-0.30475688,1.5280974,0,0.00026876325188479085
147,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
148,1.3459289,-0.5545398,0.45066768,-0.048274774,0.5234678,0.45066765,1.2008175,2.015924,1.5280974,0,0.01592215926791179
149,-0.22826111,3.5155332,0.45066768,-0.048274774,0.5234678,0.45066765,1.2008175,2.015924,1.5280974,1,0.991013748361421
150,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,2.015924,1.5280974,0,0.014484078957849015
151,-0.49017382,2.498015,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,2.015924,1.5280974,1,0.8357440844196754
152,-0.49017382,2.498015,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,2.015924,1.5280974,1,0.8357440844196754
153,1.3459289,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,2.015924,1.5280974,0,0.010144910944887677
154,1.3459289,-0.5545398,0.10115841,-0.28194577,-0.43945664,0.10115841,0.3501744,2.015924,1.5280974,0,0.010144910944887677
155,1.3459289,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,2.015924,1.5280974,0,0.00535146664223056
156,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0017874732809053987
157,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,1.5280974,0,0.00025240169262971126
158,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,-0.13464919,0.3501744,-0.30475688,1.5280974,0,0.0003438902571244223
159,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
160,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,1.5280974,0,0.008807724408977757
161,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,1.5280974,0,0.008807724408977757
162,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,1.5280974,0,0.008807724408977757
163,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,1.5280974,0,0.008807724408977757
164,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
165,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
166,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,-0.13464919,0.3501744,-0.30475688,1.5280974,0,0.0003438902571244223
167,-0.22826111,-0.5545398,-0.34821066,-0.5265527,2.857456,-0.34821066,0.3501744,-0.30475688,1.5280974,0,2.169289986763146e-05
168,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,-0.34821066,1.2008175,-0.30475688,1.5280974,0,0.00023350380623168382
169,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0024553866497562965
170,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0024553866497562965
171,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0024553866497562965
172,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0017874732809053987
173,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
174,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
175,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,-0.34821066,1.2008175,-0.30475688,1.5280974,0,0.00032094232826037684
176,-0.22826111,-0.5545398,-0.2560324,-0.46529418,0.5234678,-0.2560324,1.2008175,-0.30475688,1.5280974,0,0.00026876325188479085
177,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,1.5280974,0,0.00025240169262971126
178,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
179,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.123258606,1.2008175,-0.30475688,1.5280974,0,0.004638343556854039
180,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0017874732809053987
181,-0.7526805,1.4804965,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,1.5280974,0,0.008807724408977757
182,0.82127684,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,-0.4083727,0,0.00018410689584372233
183,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,0.0003908949,-0.07514721,-0.30475688,1.5280974,0,0.0017874732809053987
184,-0.22826111,-0.5545398,-0.2560324,-0.46529418,0.5234678,-0.2560324,1.2008175,-0.30475688,1.5280974,0,0.00026876325188479085
185,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-0.34821066,-1.7764336,-0.30475688,1.5280974,0,9.178146087373292e-05
186,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.43945664,-0.34821066,0.3501744,-0.30475688,1.5280974,0,0.00025240169262971126
